,Entré par,Source,,,Page,Année,Export/Export,Nom Marchandise,Direction,Pays/Région,Quantité,Unité de poids/quantité,Prix unitaire en  Lt (décimale),Valeur transcrite,Différence,Remarques
11,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,1,1764,Exports,Bois de noyer,Marseille,Angleterre,"255,00",pièces,"6,0000","1 530,000","0,00",
12,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,1,1764,Exports,Bouchons de liege,Marseille,Angleterre,"120,00",livres,"3,0000","360,000","0,00",
13,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,1,1764,Exports,Cacao,Marseille,Angleterre,"1 274,00",livres,"1,0000","1 274,000","0,00",
14,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,1,1764,Exports,Caffé,Marseille,Angleterre,"9 163,00",livres,"0,7500","6 872,000","-0,25",
15,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,1,1764,Exports,Capres,Marseille,Angleterre,"4 521,00",livres,"0,3000","1 356,000","-0,30",
16,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,1,1764,Exports,Ceruze,Marseille,Angleterre,"350,00",livres,"0,2500","87,000","-0,50",
17,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,1,1764,Exports,Chaises de paille,Marseille,Angleterre,"13,00",douzaines,"12,0000","156,000","0,00",
18,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,1,1764,Exports,Chandelles,Marseille,Angleterre,"2 088,00",livres,"0,4000","835,000","-0,20",
19,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,1,1764,Exports,Chanvre peigné,Marseille,Angleterre,"2 100,00",livres,"0,3000","630,000","0,00",
20,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Chapeaux poil et laine,Marseille,Angleterre,"24,00",douzaines,"60,0000","1 440,000","0,00",
21,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Cire blanche,Marseille,Angleterre,"725,00",livres,"1,5000","1 087,000","-0,50",
22,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Coton en laine,Marseille,Angleterre,"4 000,00",livres,"1,0000","4 000,000","0,00",
23,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Cotonne,Marseille,Angleterre,"16,00",pièces,"40,0000","640,000","0,00",
24,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Couperose,Marseille,Angleterre,"1 200,00",livres,"0,0900","108,000","0,00",
25,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Cuirs de bœuf tannés,Marseille,Angleterre,"800,00",livres,"0,6000","480,000","0,00",
26,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Dorure fine,Marseille,Angleterre,"10,00",livres,"100,0000","1 000,000","0,00",
27,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Draperie ordinaire,Marseille,Angleterre,"1 888,00",livres,"5,0000","9 440,000","0,00",
28,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Draperie petite,Marseille,Angleterre,"100,00",livres,"2,5000","250,000","0,00",
29,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Drogueries,Marseille,Angleterre,"1 459,00",livres,"1,0000","1 459,000","0,00",
30,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Eau de la Reine d'hongrie,Marseille,Angleterre,"170,00",livres,"0,7500","255,000","127,50",erreur de calcul
31,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Eau de vie,Marseille,Angleterre,"2 841,00",livres,"0,2500","710,000","-0,25",
32,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Echalottes,Marseille,Angleterre,"205,00",livres,"0,1000","20,000","-0,50",
33,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Epicerie,Marseille,Angleterre,"357,00",livres,"4,0000","1 428,000","0,00",
34,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Etain ouvré,Marseille,Angleterre,"300,00",livres,"2,0000","600,000","0,00",
35,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Fer en barres,Marseille,Angleterre,"2 000,00",livres,"0,1500","300,000","0,00",
36,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Fer en cercles,Marseille,Angleterre,"5 074,00",livres,"0,2500","1 018,000","-250,50",erreur de calcul
37,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Galles,Marseille,Angleterre,"700,00",livres,"1,5000","1 050,000","0,00",
38,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Gaudron,Marseille,Angleterre,"2 500,00",livres,"0,1500","375,000","0,00",
39,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Grabeau d'indigo,Marseille,Angleterre,"1 500,00",livres,"3,0000","4 500,000","0,00",
40,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Huile d'olive,Marseille,Angleterre,"59 378,00",livres,"0,4000","23 752,000","0,80",
41,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Indienne,Marseille,Angleterre,"275,00",pièces,"12,0000","3 300,000","0,00",
42,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Indigo,Marseille,Angleterre,"7 359,00",livres,"5,0000","36 795,000","0,00",
43,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Legumes,Marseille,Angleterre,"47 000,00",livres,"0,1500","7 050,000","0,00",
44,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Liqueurs,Marseille,Angleterre,"3 384,00",livres,"1,0000","3 384,000","0,00",
45,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Librairie,Marseille,Angleterre,"1 057,00",livres,"2,0000","2 114,000","0,00",
46,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Liege,Marseille,Angleterre,"150,00",livres,"0,5000","75,000","0,00",
47,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Lustres,Marseille,Angleterre,"200,00",livres,"1,5000","300,000","0,00",
48,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Manes,Marseille,Angleterre,"65,00",livres,"1,7500","113,000","-0,75",
49,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Mercerie,Marseille,Angleterre,"14 546,00",livres,"3,5000","50 911,000","0,00",
50,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Mouchoirs de coton,Marseille,Angleterre,"200,00",pièces,"8,0000","1 600,000","0,00",
51,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Olives,Marseille,Angleterre,"2 535,00",livres,"0,1000","253,000","-0,50",
52,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Papier blanc,Marseille,Angleterre,"12 460,00",rames,"6,0000","74 760,000","0,00",
53,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Peaux de marroquin,Marseille,Angleterre,"150,00",livres,"1,5000","225,000","0,00",
54,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,2,1764,Exports,Peaux de veaux tannés,Marseille,Angleterre,"435,00",livres,"0,6000","261,000","0,00",
55,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Planches de sapin,Marseille,Angleterre,"24,00",douzaines,"9,0000","216,000","0,00",
56,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Poisson salé,Marseille,Angleterre,"700,00",livres,"0,2500","172,000","-3,00",
57,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Pomade,Marseille,Angleterre,"50,00",livres,"1,5000","75,000","0,00",
58,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Poudre a poudrer,Marseille,Angleterre,"470,00",livres,"0,2000","94,000","0,00",
59,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Pruneaux,Marseille,Angleterre,"6 100,00",livres,"0,2000","1 220,000","0,00",
60,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Quincaille de fer et acier,Marseille,Angleterre,"750,00",livres,"1,0000","750,000","0,00",
61,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Raisin sec,Marseille,Angleterre,"13 370,00",livres,"0,2000","2 174,000","-500,00",erreur de calcul
62,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Saffran,Marseille,Angleterre,"4 300,00",livres,"20,0000","86 000,000","0,00",
63,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Savon,Marseille,Angleterre,"381 825,00",livres,"0,2500","95 456,000","-0,25",
64,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Sirop de capilaire,Marseille,Angleterre,"1 504,00",livres,"1,0000","1 504,000","0,00",
65,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Soude,Marseille,Angleterre,"80 000,00",livres,"0,1000","8 000,000","0,00",
66,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Souffre,Marseille,Angleterre,"46 192,00",livres,"0,1500","6 928,000","-0,80",
67,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Souliers,Marseille,Angleterre,"200,00",paires,"3,0000","600,000","0,00",
68,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Sucre blanc,Marseille,Angleterre,"15 075,00",livres,"0,5000","7 537,000","-0,50",
69,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Sumac,Marseille,Angleterre,"40 650,00",livres,"0,3500","14 227,000","-0,50",
70,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Taffia,Marseille,Angleterre,"12 000,00",livres,"1,0000","12 000,000","0,00",
71,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Tartre,Marseille,Angleterre,"700,00",livres,"0,2100","147,000","0,00",
72,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Terebentine,Marseille,Angleterre,"127,00",livres,"0,5000","63,000","-0,50",
73,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Thé,Marseille,Angleterre,"265,00",livres,"3,0000","795,000","0,00",
74,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Toile blanche,Marseille,Angleterre,"18 399,00",livres,"5,0000","91 995,000","0,00",
75,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Toile de Laval,Marseille,Angleterre,"1 225,00",livres,"3,0000","3 675,000","0,00",
76,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Toile peinte,Marseille,Angleterre,"2 775,00",livres,"2,5000","6 937,000","-0,50",
77,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Tuiles,Marseille,Angleterre,"9 000,00",en nombre,"0,0400","360,000","0,00",
78,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Verres communs,Marseille,Angleterre,"1 421,00",livres,"0,4000","568,000","-0,40",
79,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Vin muscat,Marseille,Angleterre,"14,00",milleroles,"20,0000","280,000","0,00",
80,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Vin rouge,Marseille,Angleterre,"848,00",milleroles,"12,0000","10 176,000","0,00",
81,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Amandes,Marseille,Danemark,"419,00",livres,"0,2000","83,000","-0,80",
82,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Bas de soye,Marseille,Danemark,"60,00",livres,"30,0000","1 800,000","0,00",
83,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Bouchons de liege,Marseille,Danemark,"1 000,00",livres,"1,0000","1 000,000","0,00",
84,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Caffé,Marseille,Danemark,"34 725,00",livres,"0,7500","52 087,000","26 043,25",erreur de calcul
85,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,3,1764,Exports,Capres,Marseille,Danemark,"2 207,00",livres,"0,6000","1 324,000","-0,20",
86,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Chandelles,Marseille,Danemark,"2 590,00",livres,"0,4000","1 036,000","0,00",
87,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Drogueries,Marseille,Danemark,"326,00",livres,"1,0000","326,000","0,00",
88,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Eau de fleur d'orange,Marseille,Danemark,"900,00",livres,"1,0000","900,000","0,00",
89,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Eau de vie,Marseille,Danemark,"1 225,00",livres,"0,2500","306,000","-0,25",
90,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Echalottes,Marseille,Danemark,"200,00",livres,"0,1000","20,000","0,00",
91,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Figues,Marseille,Danemark,"104,00",livres,"0,2000","20,000","-0,80",
92,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Foin,Marseille,Danemark,"2 700,00",livres,"0,0500","135,000","0,00",
93,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Graine jaune,Marseille,Danemark,"110,00",livres,"0,2500","28,000","0,50",
94,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Harangs blancs,Marseille,Danemark,"200,00",barils,"20,0000","4 000,000","0,00",
95,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Huile d'olive,Marseille,Danemark,"4 335,00",livres,"0,4000","1 734,000","0,00",
96,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Indigo,Marseille,Danemark,"549,00",livres,"5,0000","2 745,000","0,00",
97,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Liqueurs,Marseille,Danemark,"500,00",livres,"1,5000","750,000","0,00",
98,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Mouchoirs de soye,Marseille,Danemark,"35,00",douzaines,"36,0000","1 260,000","0,00",
99,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Mulets,Marseille,Danemark,"98,00",en nombre,"200,0000","19 600,000","0,00",
100,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Noisettes,Marseille,Danemark,"235,00",livres,"0,0500","11,000","-0,75",
101,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Noix,Marseille,Danemark,"158,00",livres,"0,0500","7,000","-0,90",
102,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Olives,Marseille,Danemark,"1 500,00",livres,"0,1000","150,000","0,00",
103,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Orge,Marseille,Danemark,"38,00",charges,"12,0000","456,000","0,00",
104,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Paille,Marseille,Danemark,"19 650,00",livres,"0,0100","3 930,000","3 733,50",erreur de calcul (a confondu livre et sol)
105,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1764.csv,Local,4,1764,Exports,Papier blanc,Marseille,Danemark,"114,00",rames,"5,0000","570,000","0,00",
