numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,total,quantity_unit,remarks,doubleaccounts
2738,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,42,Bois ; divers,,21611,,21611,,,0
2739,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,42,Bois ; à brûler,,8395,,8395,,,0
2740,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,42,Bois ; de buis,,262,3750,262,Livres,,0
2741,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,42,Bois ; de construction ; en chêne et sapin,,558341,,558341,,,0
2742,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,42,Bois ; en rames,,11964,2991,11964,Livres,,0
2743,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,42,Bois ; de sapin ; divers,,12150,,12150,,,0
2744,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,42,Bois ; de sapin ; mats et vergues,,389293,1580,389293,Nombres,,0
2745,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,42,Bois ; de sapin ; en planches,,219186,146657,219186,Nombres,,0
2746,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,42,Bois ; merrein,,125759,717851,125759,Nombres,,0
2747,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,42,Bois ; en cercles ; pour la mire,,2938,14690,2938,Nombres,,0
2748,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,42,Bois ; feuillard et en cercles,,226458,4529170,226458,Nombres,,0
2749,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,43,Acier,,18981,63272,18981,Livres,,0
2750,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,43,Agrès ; de navire,,3500,,3500,,,0
2751,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,43,Amandes,,608044,1084463,608044,Livres,,0
2752,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,43,Amadou,,310,1240,310,Livres,,0
2753,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,43,Amidon,,10562,27604,10562,Livres,,0
2754,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,43,Beurre,,40325,60790,40325,Livres,,0
2755,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,43,Bierre,,6730,19274,6730,Pintes,"66 muids et 266 pintes, soit 19274 pintes (1 muid = 288 pintes)",0
2756,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,43,Bijouterie,,3332,,3332,,,0
2757,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,43,Biscuit,,2016,9200,2016,Livres,,0
2758,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,43,Bois ; divers,,3819,,3819,,,0
2759,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,43,Bois ; à brûler,,7000,,7000,,,0
2760,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,43,Bois ; de sapin ; divers,,3650,,3650,,,0
2761,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,43,Bois ; de sapin ; en planches ; petites,,69075,148010,69075,Nombres,,0
2762,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,43,Bois ; merrein,,11296,71666,11296,Nombres,,0
2763,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,43,Bois ; feuillard et en cercles,,12725,112500,12725,Nombres,,0
2764,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,43,Bois ; ouvré,,4167,,4167,,,0
2765,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,44,Bois ; des Isles et des Indes ; divers,,10164,,10164,,,0
2766,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,44,Bois ; des Isles et des Indes ; de Brésil,,6667,16667,6667,Livres,,0
2767,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,44,Bois ; des Isles et des Indes ; de Caliatour,,4382,10436,4382,Livres,,0
2768,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,44,Bois ; des Isles et des Indes ; de campêche,,689828,2973351,689828,Livres,,0
2769,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,44,Bois ; des Isles et des Indes ; de fernambourg,,78847,175221,78847,Livres,,0
2770,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,44,Bois ; des Isles et des Indes ; fustel,,9633,99292,9633,Livres,,0
2771,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,44,Bois ; des Isles et des Indes ; jaune,,12913,99335,12913,Livres,,0
2772,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,44,Bois ; des Isles et des Indes ; de Nicorago,,2714,32400,2714,Livres,,0
2773,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,44,Bois ; des Isles et des Indes ; de Sainte Marthe,,99010,282890,99010,Livres,,0
2774,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,44,Bois ; des Isles et des Indes ; rouge,,1440,720,1440,Planches,,0
2775,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,44,Bois ; des Isles et des Indes ; de santal,,2385,5300,2385,Livres,,0
2776,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,44,Bonneterie ; diverse,,266125,,266125,,,0
2777,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,44,Bonneterie ; de coton,,59581,7774,59581,Livres,,0
2778,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,44,Bonneterie ; de coton ; fil et laine,,3291,,3291,,,0
2779,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,44,Bonneterie ; de coton et laine,,16766,,16766,,,0
2780,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,44,Bonneterie ; de fil,,43864,,43864,,,0
2781,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,44,Bonneterie ; de laine,,90423,11387,90423,Livres,,0
2782,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,44,Bonneterie ; de soye,,4982,107,4982,Livres,,0
2783,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,44,Bourre ; de soye,,1594,797,1594,Livres,,0
2784,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,44,Boutons ; divers,,8800,4400,8800,Livres,,0
2785,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,44,Boutons ; de cocos,,2800,2800,2800,Livres,,0
2786,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,44,"Bray, goudron, etc. ; brai et goudron",,142295,1356193,142295,Livres,,0
2787,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,44,"Bray, goudron, etc. ; Poix noire et blanche",,2250,22500,2250,Livres,,0
2788,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,44,Cacao,,2066477,2468105,2066477,Livres,,0
2789,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,44,Caffé ; ordinaire,,66877,64456,66877,Livres,,0
2790,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,44,Caffé ; du Levant,,184952,92476,184952,Livres,,0
2791,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,44,Caffé ; Moka,,318766,130319,318766,Livres,,0
2792,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,44,Cannes ; diverses,,42547,,42547,,,0
2793,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,45,Bois ; des Isles et des Indes ; divers,,26682,,26682,,,0
2794,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,45,Bois ; des Isles et des Indes ; de Brésil,,7070,17677,7070,Livres,,0
2795,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,45,Bois ; des Isles et des Indes ; de campêche,,98432,750691,98432,Livres,,0
2796,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,45,Bois ; des Isles et des Indes ; d'ébenne,,2206,24505,2206,Livres,,0
2797,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,45,Bois ; des Isles et des Indes ; de fernambourg,,78772,105046,78772,Livres,,0
2798,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,45,Bois ; des Isles et des Indes ; fustel,,2716,20896,2716,Livres,,0
2799,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,45,Bois ; des Isles et des Indes ; de Gayac,,9112,60750,9112,Livres,,0
2800,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,45,Bois ; des Isles et des Indes ; jaune,,5423,36156,5423,Livres,,0
2801,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,45,Bois ; des Isles et des Indes ; de Sainte Marthe,,24302,67507,24302,Livres,,0
2802,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,45,Bois ; des Isles et des Indes ; de santal,,7560,30241,7560,Livres,,0
2803,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,45,Bonneterie ; de coton,,955,119,955,Livres,,0
2804,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,45,Bonneterie ; de fil,,7164,1194,7164,Livres,,0
2805,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,45,Bonneterie ; de laine ; en bonnets,,762048,63504,762048,Douzaines,,0
2806,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,45,Bonneterie ; de soye,,706656,14722,706656,Livres,,0
2807,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,45,Bourre ; de soye,,52940,10588,52940,Livres,,0
2808,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,45,"Bray, goudron, etc. ; bray et goudron",,300818,4826351,300818,Livres,,0
2809,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,45,"Bray, goudron, etc. ; eau de raze",,15265,61062,15265,Livres,,0
2810,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,45,"Bray, goudron, etc. ; résine",,10130,240680,10130,Livres,,0
2811,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Exports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,45,Cacao,,706346,799303,706346,Livres,,0
2812,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,46,Cendre ; diverse,,809967,8099676,809967,Livres,,0
2813,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,46,Cendres ; barille,,613214,6132138,613214,Livres,,0
2814,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,46,Cendres ; bourde,,298889,2988891,298889,Livres,,0
2815,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,46,Cendre ; potasse,,881299,3142388,881299,Livres,,0
2816,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,46,Cendres ; à savon,,314599,3145996,314599,Livres,,0
2817,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,46,Cendres ; soude,,810644,5054943,810644,Livres,,0
2818,David Cassagnes,AN F12 1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Divers,1788,Imports,"Entre l'étranger et les ports francs de Bayonne, Saint Jean de Luz, Lorient, Dunkerque et Marseille",,46,Cendres ; soude ; d'Egypte ou Natrum,,53495,334341,53495,Livres,,0
