numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,remarks
12,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,3,Argenterie,Flandre autrichienne,684,12,marcs,57,
13,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,3,Argenterie,Flandre autrichienne,2000,,,,
14,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,3,Asphaltum,Flandre autrichienne,3,2,livres,1.5,
15,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,3,Azur,Flandre autrichienne,256,395,livres,.65,
16,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,4,Balais ; de bois,Flandre autrichienne,3895,51940,livres,.075,
17,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,4,Balances ; de cuivre,Flandre autrichienne,4,6,livres,.8,
18,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,4,Baleine ; coupée,Flandre autrichienne,2552,510.5,livres,5,
19,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Saint-Quentin,4,Baleine ; coupée,Flandre autrichienne,192,48,livres,4,
20,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,4,Barbotines,Flandre autrichienne,2,14,livres,.15,
21,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,4,Bassons,Flandre autrichienne,48,2,livres,24,
22,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,5,Baume ; de copahu,Flandre autrichienne,75,25,livres,3,
23,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,5,Baume ; noir,Flandre autrichienne,50,5,livres,10,
24,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,5,Bazin,Flandre autrichienne,54,3,piéces,18,
25,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,5,Bazin,Flandre autrichienne,9,3.25,onces,3,
26,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,5,Beure,Flandre autrichienne,93425,311419,livres,.3,
27,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Saint-Quentin,5,Beure,Flandre autrichienne,30,100,livres,.3,
28,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,5,Bierre,Flandre autrichienne,67,7.5,aynes,9,
29,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,5,Blanc ; de baleine,Flandre autrichienne,62,25,livres,2.5,
30,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,5,Boëtes ; de bois,Flandre autrichienne,12,25,livres,.5,
31,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Charleville,5,Bois ; à bruler,Flandre autrichienne,30,3,boitures,10,
32,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,5,Bois ; de gayac,Flandre autrichienne,11,95,livres,.125,arrondi
33,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Charleville,5,Bois ; joly,Flandre autrichienne,10,,,,
34,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,6,Bois ; de Provence,Flandre autrichienne,2,55,livres,.05,
35,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Charleville,6,Bois . De roüage,Flandre autrichienne,1125,375,piéces,3,
36,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,6,Bois ; de roze,Flandre autrichienne,30,50,livres,.6,
37,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,6,Bois ; de Sandal,Flandre autrichienne,15,51,livres,.3,
38,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,6,Bois ; de Saxafras,Flandre autrichienne,40,100,livres,.4,
39,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,6,Bois ; Scié,Flandre autrichienne,70,2,voitures,35,
40,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,6,Borax,Flandre autrichienne,50,25,livres,2,
41,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,6,Bouteilles ; de verre,Flandre autrichienne,355,1422,livres,.25,
42,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,7,Bouteilles ; de verre,Flandre autrichienne,45,,,,
43,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Saint-Quentin,7,Bouteilles ; de verre,Flandre autrichienne,3,15,livres,.2,
44,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,7,Boutons ; de cuivre,Flandre autrichienne,2250,225,livres,10,
45,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,7,Boutons ; de fil blanc,Flandre autrichienne,27,,,,
46,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,8,Camelot,Flandre autrichienne,361,8.5,piéces,42.5,
47,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,8,Camelot,Flandre autrichienne,1340,383,aunes,3.5,
48,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,8,Camphre,Flandre autrichienne,2736,228,livres,12,
49,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Saint-Quentin,8,Capres,Flandre autrichienne,12,,,,
50,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,9,Carpettes,Flandre autrichienne,317,,,,
51,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,9,Caracteres ; a imprimer,Flandre autrichienne,70,2,paniers,35,
52,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,9,Caracteres ; a imprimer,Flandre autrichienne,75,30,livres,2.5,
53,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,9,Carreaux ; à paver,Flandre autrichienne,140,700,livres,.2,
54,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,9,Castorcum,Flandre autrichienne,24,4,livres,6,
55,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,9,Cendre ; de chaux,Flandre autrichienne,545,,,,
56,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,9,Cendre ; potasse,Flandre autrichienne,190,3800,livres,.05,
57,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,9,Cendre ; potasse,Flandre autrichienne,524,2280,livres,.23,
58,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,9,Cendre ; vedasse,Flandre autrichienne,30,1,tonne,30,
59,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,10,Chair ; Salée,Flandre autrichienne,7,25,livres,.3,
60,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Charleville,11,Charbon ; de terre,Flandre autrichienne,8901,2967.25,barils,3,
61,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Charleville,11,Charbon ; de terre,Flandre autrichienne,98,3280,livres,.03,
62,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,11,Charbon ; de terre,Flandre autrichienne,136732,15192.5,muids,9,
63,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,11,Charbon ; de terre,Flandre autrichienne,114997,38332.5,barils,3,
64,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Saint-Quentin,11,Charbon ; de terre,Flandre autrichienne,19212,3202,barils,6,
65,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Saint-Quentin,11,Charbon ; de terre,Flandre autrichienne,111,5560,livres,.02,
66,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,11,Chataignes,Flandre autrichienne,315,2100,livres,.15,
67,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,11,Chaux,Flandre autrichienne,351,27,chariots,13,
68,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,11,Chaux,Flandre autrichienne,154,14,chartées,11,
69,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,11,Chemises,Flandre autrichienne,50,40,livres,1.25,
70,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,11,Cheveaux,Flandre autrichienne,57600,360,livres,160,
71,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Saint-Quentin,11,Cheveaux,Flandre autrichienne,16020,89,livres,180,
72,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,11,Cheveux,Flandre autrichienne,40,1,livres,40,
73,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,12,Chocolat,Flandre autrichienne,69,17.38,livres,4,17 livres et 6 onces
74,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Saint-Quentin,12,Chocolat,Flandre autrichienne,18,6,livres,3,
75,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,12,Cire ; Blanche,Flandre autrichienne,4830,2415,livres,2,
76,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Charleville,12,Citrons,Flandre autrichienne,35,355,livres,.1,
77,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,12,Citrons,Flandre autrichienne,540,45,caisses,12,
78,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,12,Citrons,Flandre autrichienne,420,5600,livres,.075,
79,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Saint-Quentin,12,Citrons,Flandre autrichienne,1650,33000,livres,.05,
80,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,12,Clous ; de fer,Flandre autrichienne,26157,174386,livres,.15,
81,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,12,Coëffes ; de chapeaux,Flandre autrichienne,484,,,,
82,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,13,Coloquinte,Flandre autrichienne,78,26,livres,3,
83,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,13,Confitures,Flandre autrichienne,2,2,livres,1.3,
84,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,13,Cors ; de Chasses,Flandre autrichienne,373,2,estimé,0,
85,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,13,Cornes ; à lanterne,Flandre autrichienne,8,10,livres,.8,
86,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,14,Couperose,Flandre autrichienne,15,100,livres,.15,
87,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,14,Couteaux,Flandre autrichienne,60,,,,
88,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,14,Couty,Flandre autrichienne,54640,1366,piéces,40,
89,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Saint-Quentin,14,Couty,Flandre autrichienne,672,2,balles,336,
90,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Saint-Quentin,14,Couty,Flandre autrichienne,336,8,piéces,42,
91,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Saint-Quentin,14,Couty,Flandre autrichienne,228,380,livres,.6,
92,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,14,Couverture ; d' etoupe,Flandre autrichienne,15,,,,
93,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,14,Craye ; blanche,Flandre autrichienne,5,175,livres,.03,
94,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,14,Crème ; de tartre,Flandre autrichienne,742,1350,livres,.55,
95,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,15,Cuirs ; de beuf ; en poil,Flandre autrichienne,12521,659,en nombre,19,
96,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,15,Cuirs ; de beuf ; tannées,Flandre autrichienne,9810,272.5,en nombre,36,
97,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,15,Cuirs ; doré,Flandre autrichienne,2659,591,livres,4.5,
98,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Amiens,15,Cuivre ; en chaudron,Flandre autrichienne,13356,10685,livres,1.25,
99,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,15,Cuivre ; en chaudron,Flandre autrichienne,95199,79333,livres,1.2,
100,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,15,Cuivre ; en limaille,Flandre autrichienne,648,865,livres,.75,
101,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,15,Cuivre ; vieux,Flandre autrichienne,170,,,,
102,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,16,Dentelle ; de fil ; blanc,Flandre autrichienne,158750,198.44,livres,800,198 livres 7 onces
103,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Saint-Quentin,16,Dentelle ; de fil ; blanc,Flandre autrichienne,25925,32.41,livres,800,"32 livres 6,5 onces"
104,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,16,Dracodium,Flandre autrichienne,112,12.5,livres,9,
105,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,17,Droguerie,Flandre autrichienne,135,,,,
106,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,17,Eau ; médecinalle ; de Selzers,Flandre autrichienne,89,,,,
107,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,18,Eau de vie,Flandre autrichienne,18,,,,
108,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,18,Ecorce ; de chesne,Flandre autrichienne,12,16,sacs,.8,
109,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,18,Ecorce ; de citron,Flandre autrichienne,17,,,,
110,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,18,Elexir ; de garus,Flandre autrichienne,12,,,,
111,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,18,Empeignes ; de souliers,Flandre autrichienne,20,,,,
112,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,18,Encens,Flandre autrichienne,36,60,livres,.6,
113,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,18,Enclumes ; de fer,Flandre autrichienne,78,300,livres,.26,
114,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,18,Encre ; d'imprimerie,Flandre autrichienne,75,3,barils,25,
115,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,18,Eponges,Flandre autrichienne,85,85,livres,1,
116,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,19,Estampes,Flandre autrichienne,10,,,,
117,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,19,Esturgeons,Flandre autrichienne,193,19.38,barils,10,
118,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Saint-Quentin,19,Esturgeons,Flandre autrichienne,280,7,livres,40,
119,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,19,Etain ; ouvré,Flandre autrichienne,110,88,livres,1.25,
120,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,19,Etain ; en saumon,Flandre autrichienne,225,225,livres,1,
121,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,21,Farine,Flandre autrichienne,96,4,sacs,24,
122,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,21,Fayance,Flandre autrichienne,11,47,livres,.25,
123,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Charleville,21,Fer ; en barres,Flandre autrichienne,46,575,livres,.08,
124,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,21,Fer ; en barres,Flandre autrichienne,43878,351025,livres,.125,
125,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,21,Fer ; battu,Flandre autrichienne,1747,9987,livres,.175,
126,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,21,Fer ; blanc,Flandre autrichienne,300,4,barils,75,
127,Demba,Fonds Gournay - M86,National toutes directions partenaires manquantsSaint-Brieuc/1751 (-).csv,National toutes directions partenaires manquants,1751,Imports,Flandre,21,Fer ; blanc,Flandre autrichienne,135,900,feuilles,.15,
