numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Unverified
15,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,2,goudron,Espagne,"21,00",bariques,"44,0000000",,,absence de prix,1
16,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,2,goudron,Espagne,"96,00",barils,"22,0000000",,,absence de prix,1
17,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,2,huile de graine,Espagne,"395,00",livres,"0,3000000",,,absence de prix,1
18,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,2,huile d'olive,Espagne,"38 882,00",livres,"0,4000000",,,absence de prix,1
19,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,2,jambon,Espagne,"7 552,00",livres,"0,4000000",,,absence de prix,1
20,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,2,laine peignée,Espagne,"98 279,00",livres,"1,1500000",,,absence de prix,1
21,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,2,maquereau salé,Espagne,"40,00",barils,"10,0000000",,,absence de prix,1
22,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,2,meules bâtardes,Espagne,"574,00",livres,"3,0000000",,,absence de prix,1
23,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,2,moruë seche,Espagne,"16 186,00",livres,"0,2500000",,,absence de prix,1
24,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,2,poivre,Espagne,"2 330,00",livres,"1,2000000",,,absence de prix,1
25,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,2,amidon,Flandre,"113 966,00",livres,"0,2000000",,,absence de prix,1
26,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,2,charbon de terre,Flandre,"156,00",bariques,"10,0000000",,,absence de prix,1
27,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,2,stockfish,Flandre,"454,00",livres,"0,1500000",,,absence de prix,1
28,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,2,acier,Hollande,"58 253,00",livres,"0,2500000",,,absence de prix,1
29,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,2,alun,Hollande,"13 632,00",livres,"0,2000000",,,absence de prix,1
30,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,2,amidon,Hollande,"66 000,00",livres,"0,2000000",,,absence de prix,1
31,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,2,azur,Hollande,"20 000,00",livres,"0,7500000",,,absence de prix,1
32,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,2,baleine coupée,Hollande,"1 740,00",livres,"3,7500000",,,absence de prix,1
33,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,2,barbançons et grais,Hollande,"4 730,00",livres,"0,1500000",,,absence de prix,1
34,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,2,bœuf salé,Hollande,"91,00",barils,"33,0000000",,,absence de prix,1
35,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,2,biere,Hollande,"3 000,00",bariques,"20,0000000",,,absence de prix,1
36,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,2,bois de caliatour,Hollande,"3 748,00",livres,"0,6000000",,,absence de prix,1
37,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,2,bois de campêche,Hollande,"54 521,00",livres,"0,2000000",,,absence de prix,1
38,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,2,bois de fernambourc,Hollande,"514,00",livres,"0,6500000",,,absence de prix,1
39,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,3,bois jaune,Hollande,"1 006,00",livres,"0,1750000",,,absence de prix,1
40,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,3,bois d'inde en buches,Hollande,"5 582,00",livres,"0,1750000",,,absence de prix,1
41,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,3,bois d'inde rappé,Hollande,"4 000,00",livres,"0,2500000",,,absence de prix,1
42,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,3,bois merrain,Hollande,"1 664,00",douelles,"120,0000000",,,absence de prix,1
43,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,3,bois de sandal,Hollande,"22 473,00",livres,"0,2500000",,,absence de prix,1
44,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,3,bois à teindre,Hollande,"1 100,00",livres,"0,2000000",,,absence de prix,1
45,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,3,brosserie,Hollande,"296,00",livres,"1,0000000",,,absence de prix,1
46,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,3,cabillau,Hollande,"410 460,00",livres,"2,0000000",,,absence de prix,1
47,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,3,caves ou flacons,Hollande,"3 435,00",livres,"3,5000000",,,absence de prix,1
48,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,3,ceruse,Hollande,"5 707,00",livres,"0,1000000",,,absence de prix,1
49,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,3,chanvre cru,Hollande,"12 036,00",livres,"0,1800000",,,absence de prix,1
50,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,3,couperose,Hollande,"69 925,00",livres,"0,2000000",,,absence de prix,1
51,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,3,coutil,Hollande,"138,00",aunes,"1,5000000",,,absence de prix,1
52,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,3,cuivre jaune,Hollande,"19 207,00",livres,"1,5000000",,,absence de prix,1
53,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,3,eau forte,Hollande,"182,00",livres,"1,0000000",,,absence de prix,1
54,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,3,etaing,Hollande,"3 407,00",livres,"0,7500000",,,absence de prix,1
55,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,3,fer en cercles,Hollande,"4 000,00",livres,"0,2000000",,,absence de prix,1
56,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,3,fer en poëles,Hollande,"3 791,00",livres,"0,3500000",,,absence de prix,1
57,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,3,fer rond,Hollande,"18 000,00",livres,"0,1500000",,,absence de prix,1
58,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,3,figues,Hollande,"45 487,00",livres,"0,1500000",,,absence de prix,1
59,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,3,fil de carret,Hollande,"3 495,00",livres,"0,2250000",,,absence de prix,1
60,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,3,fil de fer,Hollande,"22 313,00",livres,"0,7500000",,,absence de prix,1
61,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,3,fromage,Hollande,"319 817,00",livres,"0,2500000",,,absence de prix,1
62,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,3,garance,Hollande,"45 814,00",livres,"0,3000000",,,absence de prix,1
63,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,3,graine de lin,Hollande,"34 262,00",livres,"0,5000000",,,absence de prix,1
64,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,3,harangs sors,Hollande,"947,00",barils,"24,0000000",,,absence de prix,1
65,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,3,huile de lin,Hollande,"29 977,00",livres,"0,3000000",,,absence de prix,1
66,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,3,huile de poisson,Hollande,"5 359,00",livres,"0,2500000",,,absence de prix,1
67,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,3,jambons,Hollande,"1 880,00",livres,"0,3750000",,,absence de prix,1
68,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,3,laine peignée,Hollande,"39 085,00",livres,"1,1500000",,,absence de prix,1
69,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,4,liens de fil,Hollande,"516,00",livres,"2,0000000",,,absence de prix,1
70,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,4,lin cru,Hollande,"5 800,00",livres,"0,3500000",,,absence de prix,1
71,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,4,lin peigné,Hollande,"205,00",livres,"0,6000000",,,absence de prix,1
72,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,4,matreaux,Hollande,"367,00",livres,"60,0000000",,,absence de prix,1
73,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,4,mercerie,Hollande,"3 638,00",livres,"3,5000000",,,absence de prix,1
74,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,4,mine de plomb,Hollande,"10 000,00",livres,"0,2500000",,,absence de prix,1
75,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,4,orge,Hollande,"181,00",livres,"0,2000000",,,absence de prix,1
76,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,4,papier,Hollande,"134,00",rames,"20,0000000",,,absence de prix,1
77,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,4,pipes à fumer,Hollande,"673,00",grosses,"2,2500000",,,absence de prix,1
78,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,4,planches de sapin de 10 pieds,Hollande,"1 154,00",pièces,"1,0000000",,,absence de prix,1
79,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,4,plomb en grenaille,Hollande,"3 084,00",livres,"0,2750000",,,absence de prix,1
80,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,4,poivre,Hollande,"119 953,00",livres,"1,2000000",,,absence de prix,1
81,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,4,poix de bourgogne,Hollande,"4 211,00",livres,"0,1000000",,,absence de prix,1
82,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,4,quincaille de fer,Hollande,"17 219,00",livres,"1,0000000",,,absence de prix,1
83,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,4,rognes de moruë,Hollande,"674,00",barils,"10,0000000",,,absence de prix,1
84,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,4,saumon salé,Hollande,"30,00",barils,"35,0000000",,,absence de prix,1
85,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,4,souffre,Hollande,"6 551,00",livres,"0,1250000",,,absence de prix,1
86,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,4,stockfish,Hollande,"1 250,00",livres,"0,1500000",,,absence de prix,1
87,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,4,sucre en pain,Hollande,"650,00",livres,"0,8000000",,,absence de prix,1
88,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,4,sumac,Hollande,"366,00",livres,"0,1500000",,,absence de prix,1
89,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,4,vitriol,Hollande,"110,00",livres,"1,0000000",,,absence de prix,1
90,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,4,acier,Nord,"626,00",livres,"0,2500000",,,absence de prix,1
91,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,4,alun,Nord,"24 357,00",livres,"0,2000000",,,absence de prix,1
92,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,4,amidon,Nord,"12 454,00",livres,"0,2000000",,,absence de prix,1
93,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,4,azur,Nord,"18 299,00",livres,"0,7500000",,,absence de prix,1
94,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,4,barres d'anspects,Nord,"1 200,00",livres,"0,4000000",,,absence de prix,1
95,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,5,bois merrain à barique,Nord,"1 800,00",douelles,"0,1200000",,,absence de prix,1
96,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,5,bois merrain a pipes,Nord,"900,00",douelles,"0,2500000",,,absence de prix,1
97,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,5,charbon de terre,Nord,"67,00",bariques,"10,0000000",,,absence de prix,1
98,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,5,cuirs de russie,Nord,"1 150,00",livres,"1,0000000",,,absence de prix,1
99,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,5,cuivre en planches,Nord,"10 833,00",livres,"1,4000000",,,absence de prix,1
100,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,5,fer blanc,Nord,"116,00",barils,"90,0000000",,,absence de prix,1
101,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,5,fer noir,Nord,"4,00",barils,,,,prix donné à 6 sous la livre,1
102,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,5,huile de moruë,Nord,"7 932,00",livres,"0,3500000",,,absence de prix,1
103,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,5,laine grasse,Nord,"7 884,00",livres,"0,6000000",,,absence de prix,1
104,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,5,matreaux,Nord,"72,00",livres,"50,0000000",,,absence de prix,1
105,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,5,mercerie,Nord,"1 065,00",livres,"3,5000000",,,absence de prix,1
106,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,5,piment,Nord,"5 123,00",livres,"1,1000000",,,absence de prix,1
107,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,5,planches de sapin,Nord,"400,00",pieces,"1,2000000",,,absence de prix,1
108,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,5,poivre,Nord,"2 752,00",livres,"1,2000000",,,absence de prix,1
109,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,5,bois de brezil,Portugal,"35 065,00",livres,"0,2500000",,,absence de prix,1
110,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,5,citrons,Portugal,"72,00",caisses,"15,0000000",,,absence de prix,1
111,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,5,cocos,Portugal,"24 400,00",livres,"0,0500000",,,absence de prix,1
112,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,5,figues,Portugal,"7 031,00",livres,"0,1500000",,,absence de prix,1
113,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,5,graine de chapelet,Portugal,"17 556,00",livres,"0,0900000",,,absence de prix,1
114,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,5,huile de poisson,Portugal,"18 778,00",livres,"0,3500000",,,absence de prix,1
115,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,5,oranges,Portugal,"1 794,00",caisses,"12,0000000",,,absence de prix,1
116,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,5,chanvre cru,Russie,"34 000,00",livres,"0,1800000",,,absence de prix,1
117,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,6,acier,Suede,"33 300,00",livres,"0,2500000",,,absence de prix,1
118,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,6,baleine coupée,Suede,"242,00",livres,"0,7500000",,,absence de prix,1
119,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,6,cabillau,Suede,"498,00",livres,"0,2000000",,,absence de prix,1
120,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,6,clouds de fer,Suede,"7 430,00",livres,"0,2000000",,,absence de prix,1
121,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,6,coutil,Suede,"147,00",aunes,"1,5000000",,,absence de prix,1
122,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,6,fer blanc simple,Suede,"100,00",barils,"80,0000000",,,absence de prix,1
123,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,6,fer quarré,Suede,"2 850,00",livres,"0,1300000",,,absence de prix,1
124,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,6,fer divers,Suede,"25 212,00",livres,"0,1500000",,,absence de prix,1
125,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,6,fer en feüillards,Suede,"53 732,00",livres,"0,2500000",,,absence de prix,1
126,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,6,fer en taule,Suede,"2 790,00",livres,"0,3000000",,,absence de prix,1
127,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,6,fil de leton,Suede,"1 831,00",livres,"1,2500000",,,absence de prix,1
128,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,6,fromage,Suede,"3 052,00",livres,"0,2500000",,,absence de prix,1
129,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,6,huile de lin,Suede,"1 630,00",livres,"0,3000000",,,absence de prix,1
130,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,6,matreaux,Suede,"90,00",livres,"50,0000000",,,absence de prix,1
131,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,6,papier,Suede,"19,00",rames,"8,0000000",,,absence de prix,1
132,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,6,planches de sapin de 9 à 10 pieds,Suede,"7 324,00",pièces,"0,9000000",,,absence de prix,1
133,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,6,planches de sapin de 5 pieds,Suede,"760,00",pièces,"0,2500000",,,absence de prix,1
134,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,6,planches de sapin de ?,Suede,"2 000,00",pièces,"1,0000000",,,absence de prix,1
135,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,6,caffé,Isles françoises de l'amérique,"254 535,00",livres,"0,6250000",,,absence de prix,1
136,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,6,cannefice,Isles françoises de l'amérique,"164,00",livres,"0,2500000",,,absence de prix,1
137,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,6,confitures,Isles françoises de l'amérique,"100,00",livres,"0,6000000",,,absence de prix,1
138,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,6,coton en laine,Isles françoises de l'amérique,"964,00",livres,"140,0000000",,,absence de prix,1
139,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,6,indigo,Isles françoises de l'amérique,"7 367,00",livres,"6,6000000",,,absence de prix,1
140,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,6,sucre terré,Isles françoises de l'amérique,"354 802,00",livres,"0,4400000",,,prix au 100,1
141,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1758.csv,Local,1758,Imports,Nantes,6,sucre tête,Isles françoises de l'amérique,"67 578,00",livres,"0,3500000",,,prix au 100,1
