numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
27,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,1,Bougie blanche,Flandre autrichienne,100,livres,"2,75",,,
28,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,1,Chataignes,Flandre autrichienne,318,boisseaux,"0,5",,,
29,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,1,Caffé de moka,Flandre autrichienne,546,livres,"1,9",,,
30,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,1,Caffé de Bourbon,Flandre autrichienne,123285,livres,"0,675",,,
31,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,1,Caffé des isles,Flandre autrichienne,18547,livres,"0,5",,,
32,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Casse,Flandre autrichienne,1000,livres,10,,,
33,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Cochenille mesteque,Flandre autrichienne,180,livres,"16,5",,,
34,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Coton en laine,Flandre autrichienne,3759,livres,"0,7",,,Prix unitaire en pourcentage
35,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Cartes à joüer,Flandre autrichienne,163,livres,1,,,
36,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Cuirs secs en poil,Flandre autrichienne,1517,pièces,5,,,
37,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Cuirs secs en poil,Flandre autrichienne,1140,livres,"0,25",,,Prix unitaire en pourcentage
38,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Eau de vie,Flandre autrichienne,2178,bariques,70,,,Droits à 3 livres et 5 sous la bariques
39,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Eau de vie,Flandre autrichienne,23,Veltes,"2,4",,,Droits à 3 livres et 5 sous la bariques
40,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Fruit cuit,Flandre autrichienne,50,livres,"0,3",,,Prix unitaire en pourcentage
41,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Fer en barres,Flandre autrichienne,96000,livres,"0,145",,,Prix unitaire en Milliers
42,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Garas,Flandre autrichienne,560,pièces,10,,,
43,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Huile d'olive,Flandre autrichienne,127,livres,"0,7",,,Prix unitaire en pourcentage
44,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Indigo,Flandre autrichienne,3906,livres,"4,5",,,
45,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Lampas,Flandre autrichienne,90,pièces,152,,,
46,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Mandarins,Flandre autrichienne,48,pièces,0,,,pas de prix indiqué
47,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Mouchoirs de Pontichery,Flandre autrichienne,200,pièces,"22,65",,,
48,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Pruneaux de Ste Catherine,Flandre autrichienne,875,livres,"0,2",,,Prix unitaire en pourcentage
49,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Pruneaux communs,Flandre autrichienne,4700,livres,"0,075",,,
50,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Porcelaine,Flandre autrichienne,1000,livres,5,,,
51,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Rocou,Flandre autrichienne,1100,livres,"0,6",,,Prix unitaire en pourcentage
52,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Saffran,Flandre autrichienne,100,livres,30,,,
53,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Sucre blanc,Flandre autrichienne,32660,livres,"0,45",,,Prix unitaire en pourcentage
54,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Sucre terré,Flandre autrichienne,222050,livres,"0,35",,,Prix unitaire en pourcentage
55,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Sucre brut,Flandre autrichienne,749450,livres,"0,22",,,Prix unitaire en pourcentage
56,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Sirop de sucre,Flandre autrichienne,404250,livres,"0,07",,,Prix unitaire en pourcentage
57,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Sel du Croisic,Flandre autrichienne,56,muids,28,,,
58,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Soye tanis,Flandre autrichienne,4978,livres,"9,2",,,
59,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Thé divers,Flandre autrichienne,95772,livres,"3,25",,,
60,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Toile de Bretagne,Flandre autrichienne,3290,livres,4,,,
61,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Vin nantois,Flandre autrichienne,"341,13",Tonneaux,50,,,Droits sur le vin et le vinaigre à 49 sous le Tonneaux
62,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Vin d'Amont,Flandre autrichienne,"1364,5",Tonneaux,150,,,Droits sur le vin et le vinaigre à 49 sous le Tonneaux
63,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Alibanis,Hollande,240,pièces,"13,1",,,
64,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Armoisin,Hollande,190,pièces,"30,2",,,
65,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Adatays,Hollande,300,pièces,"13,6",,,
66,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Baume du Perou,Hollande,42,livres,14,,,
67,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Baffetas,Hollande,75,pièces,"8,05",,,
68,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Bazins,Hollande,919,pièces,"16,25",,,
69,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Bois rouge,Hollande,401000,livres,"0,313",,,Prix unitaire en pourcentage
70,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Bois de buïs,Hollande,7500,livres,"0,06",,,Prix unitaire en pourcentage
71,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Chataignes,Hollande,7455,boisseaux,"0,5",,,
72,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Confitures,Hollande,254,livres,"0,5",,,Prix unitaire en pourcentage
73,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Caffé de Bourbon,Hollande,787397,livres,"0,675",,,
74,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Caffé des isles,Hollande,549561,livres,"0,5",,,
75,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Cacao,Hollande,2278,livres,"0,8",,,Prix unitaire en pourcentage
76,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,2,Curcuma,Hollande,3800,livres,"8,5",,,
77,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Cochenille mesteque,Hollande,45368,livres,"16,5",,,
78,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Chitte,Hollande,22,pièces,58,,,
79,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Chuquelas,Hollande,200,pièces,18,,,
80,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Chaselas,Hollande,160,pièces,"24,8",,,
81,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Chalbafs,Hollande,308,pièces,"20,3",,,
82,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Caladaris,Hollande,49,pièces,"18,05",,,
83,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Cirçaka,Hollande,299,pièces,"16,4",,,
84,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Damas divers,Hollande,625,pièces,"95,5",,,
85,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Damas rayé,Hollande,51,pièces,"98,3",,,
86,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Dissouchaye,Hollande,314,pièces,"16,1",,,
87,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Doutis,Hollande,739,pièces,"15,55",,,
88,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Dousoutis,Hollande,120,pièces,"12,8",,,
89,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Deriabadis,Hollande,785,pièces,"6,25",,,
90,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Dorcas,Hollande,12,pièces,"59,05",,,
91,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Eau de vie,Hollande,267,bariques,70,,,Droits à 3 livres et 5 sous la bariques
92,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Eau de vie,Hollande,21,Veltes,"2,4",,,Droits à 3 livres et 5 sous la bariques
93,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Ecorce d'arbre,Hollande,305,pièces,"11,6",,,
94,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Fruit cuit,Hollande,2186,livres,"0,3",,,Prix unitaire en pourcentage
95,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Ferremens,Hollande,750,livres,"0,3",,,
96,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Feraille,Hollande,425,livres,"0,25",,,Prix unitaire en pourcentage
97,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Gingembre,Hollande,12000,livres,"0,12",,,Prix unitaire en pourcentage
98,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Gomme arabique,Hollande,149300,livres,"0,4",,,Prix unitaire en pourcentage
99,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Galanga,Hollande,6225,livres,"0,3",,,
100,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Gourgourans,Hollande,658,pièces,"83,25",,,
101,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Guinée blanche,Hollande,8542,pièces,35,,,
102,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Guinée bleu,Hollande,2050,pièces,"15,5",,,
103,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Garas,Hollande,17157,pièces,"9,65",,,
104,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Gaze a fleurs,Hollande,5,pièces,40,,,
105,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Guingan,Hollande,2008,pièces,"8,35",,,
106,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Guingan peint,Hollande,5,pièces,0,,,pas de prix indiqué
107,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Guingan de Bengale,Hollande,100,pièces,16,,,
108,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Guingan de madras,Hollande,320,pièces,"7,85",,,
109,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Hamans,Hollande,129,pièces,"21,05",,,
110,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Indigo,Hollande,29820,livres,"4,5",,,
111,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Jalap,Hollande,1880,livres,"1,5",,,
112,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Jamavars,Hollande,50,pièces,55,,,
113,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Miel,Hollande,14000,livres,"0,18",,,Prix unitaire en pourcentage
114,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Mercerie,Hollande,2250,livres,"3,5",,,
115,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Mandarins,Hollande,7,pièces,0,,,pas de prix indiqué
116,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Mallemolle dome,Hollande,96,pièces,62,,,dorré?
117,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Mouchoirs divers,Hollande,264,pièces,12,,,
118,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Mouchoirs de Bengale,Hollande,800,pièces,10,,,
119,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Mouchoirs de Mazulipatan,Hollande,1462,pièces,22,,,
120,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Mouchoirs de Pontichery,Hollande,1160,pièces,"22,65",,,
121,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Mouchoirs et fichus en toile peinte,Hollande,39,pièces,1,,,
122,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Noix,Hollande,55,Milliers,1,,,
123,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Nelis,Hollande,408,pièces,"14,05",,,
124,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Ocre,Hollande,514,bariques,15,,,
125,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Pruneaux de Ste Catherine,Hollande,850,livres,"0,2",,,Prix unitaire en pourcentage
126,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Pruneaux communs,Hollande,115250,livres,"0,075",,,Prix unitaire en pourcentage
127,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,3,Percalles,Hollande,20,pièces,24,,,
128,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,4,Pekin rayé,Hollande,46,pièces,"72,25",,,
129,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,4,Pekin uni,Hollande,718,pièces,"72,1",,,
130,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,4,Pinasse,Hollande,160,pièces,"12,55",,,
131,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,4,Patissoye,Hollande,201,pièces,"98,25",,,
132,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,4,Papier d'emballage,Hollande,1020,rames,"4,5",,,
133,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,4,Peaux de renard,Hollande,50,pièces,1,,,
134,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,4,Peaux de foüine,Hollande,236,pièces,"1,6",,,
135,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,4,Peaux de chat putois,Hollande,250,pièces,"0,8",,,
136,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,4,Peaux de lapin,Hollande,150,douzaines,"1,5",,,
137,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,4,Peaux de veaux corroyées,Hollande,60,douzaines,27,,,
138,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,4,Piastres,Hollande,11008,marcs,48,,,marcss de 3 onces
139,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,4,Pierres a fusil,Hollande,"6607,5",Milliers,4,,,
140,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,4,Rocou,Hollande,4525,livres,"0,6",,,Prix unitaire en pourcentage
141,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,4,Robe de satin brodée,Hollande,1,pièces,150,,,
142,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,4,Sucre blanc,Hollande,240375,livres,"0,45",,,Prix unitaire en pourcentage
143,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,4,Sucre terré,Hollande,1816650,livres,"0,35",,,Prix unitaire en pourcentage
144,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,4,Sucre teste,Hollande,92500,livres,"0,265",,,Prix unitaire en pourcentage
145,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,4,Sucre brut,Hollande,9855900,livres,"0,22",,,Prix unitaire en pourcentage
146,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,4,Sirop de sucre,Hollande,67500,livres,"0,07",,,Prix unitaire en pourcentage
147,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,4,Sel du Croisic,Hollande,1538,muids,28,,,
148,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,4,Sel du Croisic,Hollande,92,muids,26,,,
149,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,4,Sel du Croisic,Hollande,833,muids,18,,,
150,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1742.csv,Local,1742,Exports,Nantes,4,Sel du Croisic,Hollande,50,muids,17,,,
