"numrodeligne","dataentryby","source","sourcepath","sourcetype","year","exportsimports","direction","sheet","marchandises","pays","quantit","quantity_unit","prix_unitaire","value","probleme","remarks"
21,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",1,"Vin d'Amont","Angleterre","4,50","Tonneau","220,000",,,"Droits sur le vin et le vinaigre à 49 sous le tonneau"
22,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",1,"Vinaigre","Angleterre","16,00","Tonneau","80,000",,,"Droits sur le vin et le vinaigre à 49 sous le tonneau"
23,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",1,"Vinaigre","Angleterre","12,00","Quart","10,000",,,"Droits sur le vin et le vinaigre à 49 sous le tonneau"
24,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",1,"Arbres fruitiers","Flandre Autrichienne","50,00","Nombre","0,000",,,
25,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",1,"Bray sec","Flandre Autrichienne","40000,00","Livre","0,050",,,"Prix unitaire en millier"
26,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",1,"Bougie blanche","Flandre Autrichienne","60,00","Livre","1,900",,,
27,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",1,"Bois rouge","Flandre Autrichienne","20000,00","Livre","0,120",,,
28,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",1,"Chataignes","Flandre Autrichienne","3626,00","Boisseau","1,000",,,
29,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",1,"Confitures","Flandre Autrichienne","29,00","Livre","0,500",,,
30,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Caffé de Moka","Flandre Autrichienne","545,00","Livre","1,900",,,
31,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Caffé de Bourbon","Flandre Autrichienne","208670,00","Livre","0,650",,,
32,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Caffé des Isles","Flandre Autrichienne","19549,00","Livre","0,500",,,
33,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Cacao","Flandre Autrichienne","845,00","Livre","1,100",,,
34,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Coton en laine","Flandre Autrichienne","10204,00","Livre","0,650",,,
35,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Chitte","Flandre Autrichienne","88,00","Pièce","40,000",,,
36,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Cuirs secs en poil","Flandre Autrichienne","3292,00","Nombre","5,188",,,
37,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Damas divers","Flandre Autrichienne","8,00","Pièce","110,000",,,
38,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Eau de vie","Flandre Autrichienne","442,50","Barique","120,000",,,"Droits à 3 livre et 5 sous par bariques"
39,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Eau de vie","Flandre Autrichienne","13,00","Velte","4,500",,,"Droits à 3 livre et 5 sous par bariques"
40,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Etamine de laine","Flandre Autrichienne","48,00","Aune","2,000",,,
41,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Fruit cuit","Flandre Autrichienne","335,00","Livre","0,350",,,
42,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Graine de jardin","Flandre Autrichienne","200,00","Livre","1,750",,,
43,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Graine d'oignon","Flandre Autrichienne","140,00","Livre","2,000",,,
44,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Gourgourans","Flandre Autrichienne","4,00","Pièce","95,000",,,
45,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Garas blancs","Flandre Autrichienne","280,00","Pièce","13,000",,,
46,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Huile d'olive","Flandre Autrichienne","197,00","Livre","0,700",,,
47,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Indigo","Flandre Autrichienne","5761,00","Livre","4,500",,,
48,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Lampas","Flandre Autrichienne","77,00","Pièce","172,500",,,
49,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Mouchoirs des Indes","Flandre Autrichienne","12,00","Pièce","12,000",,,
50,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Mouchoirs de Bengale","Flandre Autrichienne","100,00","Pièce","12,250",,,
51,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Mouchoirs de Ponticherry","Flandre Autrichienne","100,00","Pièce","11,500",,,
52,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Pruneaux de Ste Catherine","Flandre Autrichienne","2037,00","Livre","0,180",,,
53,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Pruneaux communs","Flandre Autrichienne","300,00","Livre","0,080",,,
54,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Rotin","Flandre Autrichienne","3225,00","Livre","1,000",,,
55,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Sucre en pain","Flandre Autrichienne","57050,00","Livre","0,550",,,
56,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Sucre terré","Flandre Autrichienne","227025,00","Livre","0,338",,,
57,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Sucre tête","Flandre Autrichienne","35250,00","Livre","0,247",,,
58,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Sucre brut","Flandre Autrichienne","471225,00","Livre","0,213",,,
59,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Sirop de sucre","Flandre Autrichienne","641725,00","Livre","0,065",,,
60,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Sel de Bourgneuf","Flandre Autrichienne","42,00","Charge","71,000",,,
61,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Sel de Bourgneuf","Flandre Autrichienne","45,00","Charge","24,000",,,
62,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Soye tanis","Flandre Autrichienne","7082,00","Livre","12,000",,,
63,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Soucis","Flandre Autrichienne","34,00","Pièce","33,000",,,
64,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Satin brodé en soye de couleur","Flandre Autrichienne","4,00","Pièce","140,000",,,
65,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Thé divers","Flandre Autrichienne","103061,00","Livre","4,000",,,
66,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Toile de Bretagne","Flandre Autrichienne","100,00","Livre","4,000",,,
67,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Vin nantois","Flandre Autrichienne","987,00","Tonneau","100,000",,,"Droits sur le vin et le vinaigre à 49 sous le tonneau"
68,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Vin d'Amont","Flandre Autrichienne","1522,00","Tonneau","220,000",,,"Droits sur le vin et le vinaigre à 49 sous le tonneau"
69,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Vin de Bordeaux","Flandre Autrichienne","3,00","Tonneau","350,000",,,"Droits sur le vin et le vinaigre à 49 sous le tonneau"
70,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Vinaigre","Flandre Autrichienne","20,00","Tonneau","80,000",,,"Droits sur le vin et le vinaigre à 49 sous le tonneau"
71,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",2,"Vestes de soye","Flandre Autrichienne","9,00","Nombre","40,000",,,
72,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Amandes cassées","Hollande","5240,00","Livre","0,550",,,
73,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Alibanis","Hollande","380,00","Pièce","11,500",,,
74,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Armoisin","Hollande","510,00","Pièce","28,750",,,
75,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Arains","Hollande","183,00","Pièce","29,000",,,
76,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Ameublements de chitte","Hollande","1,00","Pièce","40,000",,,
77,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Bazin","Hollande","258,00","Pièce","37,000",,,
78,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Baffetas blancs","Hollande","64,00","Pièce","15,000",,,
79,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Bois rouge","Hollande","180000,00","Livre","0,365",,,
80,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Bois de Fernambourg","Hollande","45000,00","Livre","0,380",,,
81,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Chataignes","Hollande","670,00","Boisseau","1,000",,,
82,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Citrons confits","Hollande","270,00","Livre","0,500",,,
83,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Confitures","Hollande","242,00","Livre","0,500",,,
84,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Caffé de Bourbon","Hollande","746577,00","Livre","0,650",,,
85,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Caffé des Isles","Hollande","283249,00","Livre","0,500",,,
86,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Cochenille","Hollande","6265,00","Livre","16,500",,,
87,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Curcuma","Hollande","900,00","Livre","0,475",,,
88,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Camelot","Hollande","1,00","Pièce","70,000",,,
89,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Chalbaf","Hollande","109,00","Pièce","20,000",,,
90,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Chuquelas","Hollande","132,00","Pièce","18,500",,,
91,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Chitte","Hollande","201,00","Pièce","40,000",,,
92,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Caladaris","Hollande","821,00","Pièce","17,000",,,
93,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Coupis","Hollande","314,00","Pièce","12,500",,,
94,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Coton filé","Hollande","2115,00","Livre","3,000",,,
95,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Coton en laine","Hollande","6712,00","Livre","0,650",,,
96,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Cuirs secs en poil","Hollande","136,00","Nombre","5,250",,,
97,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Damas pour meubles","Hollande","20,00","Pièce","260,000",,,
98,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Damas a carreaux mandarine","Hollande","21,00","Pièce","110,000",,,
99,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Dissouchaye","Hollande","54,00","Pièce","21,000",,,
100,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Damas divers","Hollande","437,00","Pièce","110,000",,,
101,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Doutis","Hollande","760,00","Pièce","22,500",,,
102,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Eau de vie","Hollande","49,50","Barique","120,000",,,"Droits à 3 livre et 5 sous par bariques"
103,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Eau de vie","Hollande","18,00","Velte","4,500",,,"Droits à 3 livre et 5 sous par bariques"
104,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Feves","Hollande","36,00","Tonneau","150,000",,,
105,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Fil de fer","Hollande","1500,00","Livre","0,200",,,
106,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Gingembre","Hollande","6000,00","Livre","0,117",,,
107,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Gomme de Senegal","Hollande","205625,00","Livre","0,300",,,
108,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Gourgourans","Hollande","397,00","Pièce","95,000",,,
109,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Garas blancs","Hollande","35847,00","Pièce","13,000",,,
110,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Guingan","Hollande","694,00","Pièce","8,500",,,
111,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Guingan peint","Hollande","8,00","Pièce","12,000",,,
112,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",3,"Guinée bleüe","Hollande","6290,00","Pièce","16,500",,,
113,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Guinée blanche","Hollande","3074,00","Pièce","45,000",,,
114,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Harans blancs","Hollande","60,00","Baril","20,000",,,
115,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Indigo","Hollande","110867,00","Livre","4,500",,,
116,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Jamavart","Hollande","124,00","Pièce","57,000",,,
117,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Jupon de Pekin brodé en soye or et argent","Hollande","1,00","Nombre","0,000",,,
118,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Jupes en toile peinte","Hollande","60,00","Nombre","0,000",,,
119,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Lampas","Hollande","14,00","Pièce","170,000",,,
120,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Miel","Hollande","13400,00","Livre","0,200",,,
121,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Mouchoirs de Ponticherry","Hollande","100,00","Pièce","21,000",,,
122,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Mouchoirs peints","Hollande","346,00","Pièce","50,000",,,
123,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Mouchoirs de toile peinte","Hollande","237,00","Pièce","49,000",,,
124,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Mouchoirs coupés","Hollande","630,00","Pièce","0,000",,,
125,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Mouchoirs de Bengale","Hollande","205,00","Pièce","12,250",,,
126,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Mouchoirs paliacate ","Hollande","180,00","Pièce","60,000",,,
127,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Mouchoirs mazulipatan","Hollande","313,00","Pièce","30,000",,,
128,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Nelis","Hollande","279,00","Pièce","16,750",,,
129,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Pommes de renette","Hollande","7,00","Barique","5,000",,,
130,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Pruneaux de Ste Catherine","Hollande","7242,00","Livre","0,180",,,
131,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Pruneaux communs","Hollande","142175,00","Livre","0,080",,,
132,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Patissoye","Hollande","237,00","Pièce","110,000",,,
133,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Pekin","Hollande","442,00","Pièce","75,000",,,
134,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Pekin rayé","Hollande","64,00","Pièce","72,250",,,
135,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Peaux de renards","Hollande","368,00","Nombre","0,500",,,
136,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Peaux de foüine","Hollande","366,00","Nombre","0,500",,,
137,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Peaux de chat","Hollande","366,00","Nombre","0,300",,,
138,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Porcelaine","Hollande","3874,00","Livre","5,000",,,
139,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Pierres a fusils","Hollande","3188,00","Millier","3,500",,,
140,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Rubarbe","Hollande","40,00","Livre","40,000",,,
141,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Rapure de corne de cerf","Hollande","715,00","Livre","2,000",,,
142,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Robes et jupes de satin brodé","Hollande","21,00","Nombre","0,000",,,
143,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Sucre blanc","Hollande","76325,00","Livre","0,453",,,
144,"Anthony Rebours","AD44_C706","Local/Nantes/Nantes - Exports - 1728.csv","Local",1741,"Exports","Nantes",4,"Sucre terré","Hollande","1208500,00","Livre","0,338",,,
