numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
30,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,2,,Balles de jonc,Espagne,"600,00",douzaines,,,,
31,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,2,,Balles de palme,Espagne,"670,00",douzaines,,,,
32,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,2,,Bacquet a jeter l'eau,Hambourg,"40,00",barriques,,,,
33,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,2,,Barbançons de terre de Grés,Hollande,"286,00",livres,,,,
34,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,2,,Barbe de baleine,Espagne,"832,50",tonneux,,,,
35,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,2,,Barres d´ansprect sans denomination et grandeur,Suede,"218,00",barres,,,,
36,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,2,,Barres d´ansprect sans denomination et grandeur,Norvège,"632,00",barres,,,,
37,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,2,,Barres d´ansprect sans denomination et grandeur,Göteborg,"432,00",barres,,,,
38,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,2,,Barres d´ansprect sans denomination et grandeur,Göteborg,"120,00",barres,,,,
39,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,2,,Barres d´ansprect sans denomination et grandeur,Hambourg,"100,00",barres,,,,
40,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,2,,Barres d´ansprect sans denomination et grandeur,Göteborg,"72,00",barres,,,,
41,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,2,,Bas de fil,Hollande,"3,00",douzaines,,,,
42,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,2,,Bas de fil,Hollande,"6,00",paires,,,,
43,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,2,,Balance de cuivre,Hollande,"1,00",en nombre,,,,
44,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,2,,Bassins de cuivre pour l´entrepot pour Guinée,Hollande,"500,00",en nombre,,,,
45,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,2,,"Bassins de cuivre, jaune pour l´entrepot a la destination de la Compagnie des Indes",Hollande,"7 519,00",livres,,,,
46,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,2,,Bassins d'étain,Hollande,"150,00",livres,,,,
47,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,2,,Batons de sapin,Hollande,"24,00",en nombre,,,,
48,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,2,,Batons de sapin,Hollande,"222,00",en nombre,,,,
49,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,2,,Batons de sapin,Hollande,"72,00",en nombre,,,,
50,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,2,,Batons de sapin,Hollande,"950,00",en nombre,,,,
51,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,2,,Beure,Hollande,"386,00",livres,,,,
52,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,2,,Beure,Irlande,"304 917,00",livres,,,,
53,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,2,,Beure,Irlande,"2 436,00",livres,,,,
54,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,2,,Beure,Bruges,"95,00",livres,,,,
55,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,3,,Beure pour l´entrepot à destination des Isles,Irlande,"304 233,00",livres,,,,
56,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,3,,Beure pour l´entrepot à destination des Isles,Hollande,"1 152,00",barriques,,,,
57,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,3,,Beure pour l´entrepot à destination des Isles,Hambourg,"333,00",barriques,,,,
58,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,3,,Beure pour l´entrepot à destination des Isles,Bruges,"10,00",barriques,,,,
59,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,3,,Beure pour l´entrepot à destination des Isles,Bruges,"1,00",quarts,,,,
60,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,3,,Beuf fumé,Hollande,"100,00",livres,,,,
61,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,3,,Beuf fumé,Hambourg,"142,00",livres,,,,
62,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,3,,Beuf salé pour l´entrepot a la destination des Isles,Irlande,"25 624,00",barils,,,,
63,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,3,,Beuf salé pour l´entrepot a la destination des Isles,Portugal,"174,00",barils,,,,
64,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,3,,Beuf salé pour l´entrepot a la destination des Isles,Portugal,"5,00",barils,,,,
65,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,3,,Blanc de céruse pour l´entrepot pour la Compagnie des Indes,Hollande,"4 458,00",livres,,,,
66,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,3,,Bois a bruler,Suede,"4,00",cordes,,,,
67,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,3,,Bois a bruler,Norvège,"4,00",cordes,,,,
68,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,3,,Bois a bruler,Suede,"6,00",cordes,,,,
69,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,3,,Bois a bruler,Norvège,"5,00",cordes,,,,
70,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,3,,Bois a bruler,Hollande,"6,00",cordes,,,,
71,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,3,,Bois a bruler,Gherliem,"8,00",cordes,,,,
72,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,3,,Bois Campeche,Hollande,"57 000,00",livres,,,,
73,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,3,,Bois Campeche,Hambourg,"140 265,00",livres,,,,
74,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,3,,Bois fustel,Hollande,"300,00",livres,,,,
75,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,3,,Bois d´Inde,Hollande,"1 663,00",livres,,,,
76,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,3,,Bois rapé,Hollande,"1 186,00",livres,,,,
77,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,3,,Bois rapé,Hambourg,"6 123,00",livres,,,,
78,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,3,,Bois jaune,Hollande,"825,00",livres,,,,
79,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,3,,Bois de Fernambourg,Hollande,"12 466,00",livres,,,,
80,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,3,,Bois de Fernambourg,Portugal,"18 982,00",livres,,,,
81,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,3,,Bois de sapin,Portugal,"15 184,00",livres,,,,
82,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,3,,Bois de santal,Portugal,"15,00",livres,,,,
83,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,3,,Bois de toctacanot,Portugal,"24,00",douzaines,,,,doute sur la marchandise
84,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,3,,Bottes a matelot,Portugal,"20,00",paires,,,,
85,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,3,,Bottines,Portugal,"6,00",paires,,,,
86,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Boulet de canon,Portugal,"5 320,00",barriques,,,,19700 livres
87,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Boulet de canon de divers calibres,Portugal,"15 730,00",barriques,,,,
88,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Grenade pour la Compagnie des Indes,Portugal,"1 000,00",barriques,,,,
89,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Bourdille,Portugal,"2 280,00",pieces,,,,
90,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Bouteille de verre,Hollande,"200,00",en nombre,,,,
91,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Bouteille de verre,Hambourg,"400,00",en nombre,,,,
92,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Bourre,Hollande,"4 159,00",livres,,,,
93,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Bray gras,Hollande,"414,00",barils,,,,
94,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Bray gras,Suede,"1 376,00",barils,,,,
95,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Bray gras,Norvège,"84,00",barils,,,,
96,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Bray gras,Norvège,"1,00",quarts,,,,
97,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Bray gras,Göteborg,"260,00",barils,,,,
98,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Bray gras,Hambourg,"224,00",barils,,,,
99,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Bray sec,Hollande,"100,00",barils,,,,
100,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Bray sec,Hambourg,"142,00",barils,,,,
101,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Brosseries,Hollande,"2 316,00",liivres,,,,
102,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Baume de Copahu,Hollande,"10,00",livres,,,,
103,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Bois de santal,Hollande,"15,00",livres,,,,
104,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Borax,Hollande,"258,00",livres,,,,
105,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Brionne,Hollande,"21,00",livres,,,,
106,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Cabaret de sapin et de chesne,Hollande,"50,00",en nombre,,,,
107,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Cabaret de sapin et de chesne,Hollande,"64,00",en nombre,,,,
108,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Cabillauds,Hollande,"185,00",barils,,,,
109,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Cabillauds,Hollande,"1,00",quarts,,,,
110,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Canette ou marbre,Hollande,"892,00",livres,,,,
111,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Canette ou marbre pour la Compagnie des Indes,Hollande,"40,00",livres,,,,
112,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Cave de 15 flaçons,Hollande,"6,00",en nombre,,,,
113,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Caves de 6 flaçons,Hollande,"96,00",en nombre,,,,
114,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Caves de 6 flaçons,Hollande,"126,00",en nombre,,,,
115,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Caves de 9 flaçons,Hollande,"20,00",en nombre,,,,
116,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Caves de 9 flaçons,Hollande,"6,00",en nombre,,,,
117,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Caves de 12 flaçons,Hollande,"20,00",en nombre,,,,
118,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Caves de 12 flaçons,Hollande,"12,00",en nombre,,,,
119,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Caves de 12 flaçons,Hollande,"11,00",en nombre,,,,
120,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,4,,Cadenats,Hollande,"162,00",en nombre,,,,
121,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Caffetiere de cuivre rouge,Hambourg,"1,00",en nombre,,,,
122,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Cartes marine de peche,Hollande,"219,00",barriques,,,,
123,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Céruse ou blanc de plomb,Hollande,"20 914,00",livres,,,,
124,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Chaise de commadité,Hollande,"317,00",en nombre,,,,
125,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Chaises a roulleter les enfans,Hollande,"12,00",en nombre,,,,
126,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Chaises a roulleter les enfans,Hollande,"1,00",en nombre,,,,
127,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Chandelle de suif,Irlande,"829,00",livres,,,,
128,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Chandelle de suif,Irlande,"18 921,00",livres,,,,
129,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Chanvre,Hollande,"40 215,00",livres,,,,
130,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Chanvre,Hambourg,"990,00",livres,,,,
131,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Charbon de terre,Angleterre,"1 770,00",barriques,,,,
132,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Charbon de terre,Hollande,"437,00",barriques,,,,
133,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Chaudron de cuivre,Hollande,"1 883,00",pieces,,,,
134,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Chaudron de cuivre pour l´entrepot de la Compagnie de Guinée,Hollande,"500,00",pieces,,,,
135,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Chausse pieds avec leurs terrases,Hollande,"349,00",pieces,,,,
136,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Chaise de poste,Hollande,"1,00",en nombre,,,,
137,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Chevaux vieux,Angleterre,"4,00",en nombre,,,,
138,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Citrons,Lisbonne,"6,00",caisses,,,,
139,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Citrons verds,Espagne,"108,00",milliers,,,,
140,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Citrons,Lisbonne,"100,00",en nombre,,,,
141,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Citrons avarié,Espagne,"1 500,00",en nombre,,,,
142,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Citrons avarié,Espagne,"36 900,00",en nombre,,,,
143,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Citron confits,Lisbonne,"420,00",livres,,,,
144,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Canons de fusils,Bilbao,"2,00",en nombre,,,,
145,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Clouds petits à teste de cuivre doré,Hollande,"10,00",livres,,,,
146,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Clouds de fer,Suede,"8 300,00",livres,,,,
147,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Clouds de fer,Norvège,"2 500,00",livres,,,,
148,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Clouds de fer,Göteborg,"6 400,00",livres,,,,
149,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Clouds de fer,Portugal,"5 200,00",livres,,,,
150,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Clouds de fer,Suede,"3 400,00",liivres,,,,
151,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Clouds de fer,Hollande,"504,00",livres,,,,
152,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Cocos,Portugal,"400,00",milliers,,,,
153,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Colle de poison,Hollande,"5 957,00",livres,,,,
154,Torsten,AD44 C706,Local/Nantes/Nantes – Entrées – 1734 – bis.csv,Local,1734,Importations,Nantes,5,,Coffre fort de fer,Hambourg,"3,00",en nombre,,,,
