numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,unverified
16,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,1,laine en suin,Angleterre,"26 738,00",livres,"1,2500000","33422,00","-0,50",,1
17,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,1,langues salées,Angleterre,"15,00",barils,"80,0000000","1200,00","0,00",,1
18,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,1,langues salées,Angleterre,"250,00",livres,"0,4000000","100,00","0,00",,1
19,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,1,planches de sapin de 11 pieds,Angleterre,"18,57",pièces,"160,0000000","3040,00","68,20",2266 de 11 pieds à 160 livres les 120,1
20,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,1,planches de sapin de 9 pieds,Angleterre,"25,78",pièces,"100,0000000","2573,00","-4,50",3093 de 9 pieds à 100 livres les 120,1
21,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,1,planches de sapin de 6 pieds,Angleterre,"2,88",pièces,"60,0000000","366,00","193,00",346 de 6 pieds à 60 livres les 120,1
22,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,1,planches de sapin de 3 peids,Angleterre,"90,00",pièces,"2,5000000","225,00","0,00",,1
23,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,1,plomb en saumon,Angleterre,"65 250,00",livres,"0,2050000","13366,00","-10,25",erreur de calcul,1
24,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,1,saumon salé,Angleterre,"18,00",barils,"55,0000000","1030,00","40,00",erreur de calcul,1
25,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,1,saumon salé,Angleterre,"15,00",gonnes,"85,0000000","1275,00","0,00",,1
26,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,1,suif,Angleterre,"34 416,00",livres,"0,4200000","14454,00","-0,72",,1
27,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,1,amidon,Flandre,"10 225,00",livres,"0,2000000","2045,00","0,00",,1
28,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,1,armes a feu,Flandre,"7 405,00",livres,"1,5000000","11107,00","-0,50",,1
29,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,bierre,Flandre,"94,00",bariques,"24,0000000","2256,00","0,00",,1
30,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,charbon de terre,Flandre,"131,00",bariques,"13,0000000","2003,00","300,00",erreur de calcul,1
31,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,cloux de fer,Flandre,"2 200,00",livres,"0,2000000","440,00","0,00",,1
32,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,fer en cercles,Flandre,"20 382,00",livres,"0,1800000","3668,00","-0,76",,1
33,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,poix verts,Flandre,"1,50",tonneau ,"320,0000000","320,00","-160,00",erreur de calcul,1
34,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,stocfiche,Flandre,"200,00",livres,"0,0850000","17,00","0,00",,1
35,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,acier,Hollande,"69,75",barils,"25,0000000","1743,00","-0,75",,1
36,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,acier,Hollande,"628,00",livres,"0,2500000","167,00","10,00",erreur de calcul,1
37,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,aiguilles a voile,Hollande,"20,00",livres,"6,0000000","120,00","0,00",,1
38,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,alibanis,Hollande,"247,00",pieces,"16,0000000","3952,00","0,00",,1
39,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,alöes,Hollande,"66,00",livres,"1,0000000","66,00","0,00",,1
40,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,amidon,Hollande,"12 738,00",livres,"0,2000000","2547,00","-0,60",,1
41,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,anabas,Hollande,"7 200,00",pieces,"1,2000000","8640,00","0,00",,1
42,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,ancres de fer,Hollande,"11 440,00",livres,"0,3000000","3432,00","0,00",,1
43,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,arcenic,Hollande,"261,00",livres,"0,2450000","63,00","-0,95",,1
44,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,assiettes de fayance,Hollande,"53,00",dousaines,"3,0000000","159,00","0,00",,1
45,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,achiabanis,Hollande,"350,00",pieces,"10,0000000","3500,00","0,00",,1
46,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,asur commun,Hollande,"5 410,00",livres,"0,6000000","3246,00","0,00",,1
47,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,bajutapeau,Hollande,"1 389,00",pieces,"24,0000000","23336,00","-10 000,00",erreur de calcul,1
48,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,baleine coupée,Hollande,"2 452,00",livres,"2,7500000","8584,00","1 841,00",erreur de calcul,1
49,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,barbançois de terre,Hollande,"9 010,00",nombre,"1,0000000","9010,00","0,00",,1
50,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,barbançois de terre,Hollande,"118,00",livres,"0,2000000","23,00","-0,60",,1
51,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,bariques vüides,Hollande,"293,00",nombre,"1,2500000","366,00","-0,25",,1
52,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,bassins de cuivre,Hollande,"19 863,00",livres,"1,3000000","25821,00","-0,90",,1
53,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,batons de sapin,Hollande,"782,00",nombre,"0,2500000","195,00","-0,50",,1
54,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,baume de copahu,Hollande,"14,00",livres,"6,0000000","84,00","0,00",,1
55,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,bayettes,Hollande,"16 366,00",livres,"65,0000000","1063790,00","0,00",,1
56,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,beuf fumé,Hollande,"836,00",livres,"0,7500000","624,00","-3,00",erreur de calcul,1
57,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,beuf salé,Hollande,"1 642,00",barils,"30,0000000","49260,00","0,00",,1
58,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,beure,Hollande,"35 480,00",livres,"0,3000000","10644,00","0,00",,1
59,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,bierre,Hollande,"856,00",bariques,"25,0000000","21400,00","0,00",,1
60,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,bierre,Hollande,"30,00",tierçons,"16,7500000","502,00","-0,50",,1
61,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,blanc de ceruse,Hollande,"2 136,00",livres,"0,2350000","500,00","-1,96",erreur de calcul,1
62,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,bled froment,Hollande,"48,00",tonneaux,"110,0000000","5280,00","0,00",,1
63,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,3,bois de fusil,Hollande,"21 965,00",livres,"0,1600000","3514,00","-0,40",,1
64,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,bois de caliatour,Hollande,"5 771,00",livres,"0,3000000","1731,00","-0,30",,1
65,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,bois de campeche,Hollande,"133 675,00",livres,"0,1600000","21388,00","0,00",,1
66,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,bois d'inde en buches,Hollande,"11 575,00",livres,"0,1200000","1389,00","0,00",,1
67,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,bois d'inde rapé,Hollande,"21 400,00",livres,"0,1800000","2852,00","-1 000,00",erreur de calcul,1
68,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,bois de sandal,Hollande,"600,00",livres,"0,3000000","180,00","0,00",,1
69,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,bois de ste marthe,Hollande,"4 875,00",livres,"0,2500000","1218,00","-0,75",,1
70,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,bois a teindre,Hollande,"4 800,00",livres,"0,1500000","720,00","0,00",,1
71,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,borax,Hollande,"95,00",livres,"4,0000000","380,00","0,00",,1
72,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,boulange,Hollande,"349,00",livres,"9,0000000","3141,00","0,00",,1
73,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,boulets de canon,Hollande,"11 340,00",livres,"0,1000000","1134,00","0,00",,1
74,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,boulets a tete et queüe,Hollande,"800,00",livres,"0,1100000","88,00","0,00",,1
75,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,bouteilles petites a viroles d'étain,Hollande,"40,00",dousaines,"1,8000000","72,00","0,00",,1
76,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,braule,Hollande,"147,00",livres,"5,5000000","808,00","-0,50",,1
77,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,bray gras,Hollande,"142,00",barils,"20,0000000","2840,00","0,00",,1
78,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,brosserie,Hollande,"3 857,00",livres,"1,0000000","3857,00","0,00",,1
79,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,cabarets vernis,Hollande,"18,00",nombre,"6,0000000","108,00","0,00",,1
80,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,cabilleau,Hollande,"33 960,00",livres,"0,3000000","10188,00","0,00",,1
81,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,camphre,Hollande,"26,00",livres,"4,0000000","104,00","0,00",,1
82,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,canelle,Hollande,"1 166,00",livres,"5,3000000","6179,00","-0,80",,1
83,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,canette de gres,Hollande,"6 199,00",nombre,"0,3000000","1852,00","-7,70",erreur de calcul,1
84,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,canons de fer,Hollande,"21 150,00",livres,"0,2000000","42230,00","38 000,00",erreur de calcul,1
85,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,carreaux de marbre,Hollande,"600,00",nombre,"1,5000000","900,00","0,00",,1
86,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,cassialignea,Hollande,"577,00",livres,"3,0000000","1731,00","0,00",,1
87,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,caves garnies de 12 flacons,Hollande,"79,00",pièces,"5,0000000","395,00","0,00",,1
88,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,caves garnies de 9 flacons,Hollande,"502,00",pièces,"4,0000000","2008,00","0,00",,1
89,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,caves garnies de 15 flacons,Hollande,"12,00",pièces,"6,0000000","72,00","0,00",,1
90,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,caves garnies de 6 flacons,Hollande,"1 611,00",pièces,"3,0000000","4833,00","0,00",,1
91,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,cauris,Hollande,"55 827,00",livres,"1,0000000","55827,00","0,00",,1
92,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,cercles de fer,Hollande,"92 825,00",livres,"0,1800000","16708,00","-0,50",,1
93,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,ceruse,Hollande,"21 075,00",livres,"0,2200000","4636,00","-0,50",,1
94,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,chaises de commodité,Hollande,"211,00",nombre,"6,0000000","1266,00","0,00",,1
95,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,chandelle,Hollande,"5 600,00",livres,"0,4500000","2520,00","0,00",,1
96,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,chanvre cru,Hollande,"389 850,00",livres,"0,2500000","97462,00","-0,50",,1
97,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,chanvre peigné,Hollande,"714,00",livres,"0,3000000","214,00","-0,20",,1
98,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,charbon de terre,Hollande,"230,00",bariques,"13,0000000","2290,00","-700,00",erreur de calcul,1
99,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,chasselas,Hollande,"360,00",livres,"20,0000000","7200,00","0,00",,1
100,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,chauffe pieds,Hollande,"11,33",dousaines,"9,0000000","99,00","-3,00",erreur de calcul,1
101,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,chevrons de sapin,Hollande,"16,00",nombre,"0,7500000","20,00","8,00",erreur de calcul,1
102,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,chilas,Hollande,"120,00",pieces,"13,0000000","1560,00","0,00",,1
103,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,cinabre,Hollande,"25,00",livres,"5,0000000","125,00","0,00",,1
104,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,4,cire blanche,Hollande,"790,00",livres,"1,7500000","1382,00","-0,50",,1
105,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,cloux de fer,Hollande,"15 000,00",livres,"0,2000000","3000,00","0,00",,1
106,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,coffres forts de fer,Hollande,"7,00",nombre,"90,0000000","630,00","0,00",,1
107,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,cordages,Hollande,"63 450,00",livres,"0,3000000","19035,00","0,00",,1
108,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,coroots,Hollande,"2 960,00",pieces,"3,5000000","2360,00","-8 000,00",erreur de calcul,1
109,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,couperose verte,Hollande,"42 725,00",livres,"0,0800000","3418,00","0,00",,1
110,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,coupis,Hollande,"100,00",pieces,"18,0000000","1800,00","0,00",,1
111,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,colle forte,Hollande,"5 554,00",livres,"0,4000000","2221,00","-0,60",,1
112,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,couteaux flamands,Hollande,"7 164,00",dousaines,"1,8000000","12885,00","-10,20",erreur de calcul,1
113,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,couteaux flamands,Hollande,"3 388,00",livres,"1,2500000","4332,00","97,00",erreur de calcul,1
114,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,commodes de sapin peintes,Hollande,"6,00",nombre,"30,0000000","180,00","0,00",,1
115,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,couteaux a gaines,Hollande,"3 400,00",dousaines,"1,8000000","4320,00","-1 800,00",erreur de calcul,1
116,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,couteaux a gaines,Hollande,"1 096,00",livres,"1,2500000","1370,00","0,00",,1
117,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,couty,Hollande,"596,00",aunes,"1,8000000","1072,00","-0,80",,1
118,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,couty,Hollande,"250,00",livres,"4,0000000","1000,00","0,00",,1
119,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,crapaudines de fonte,Hollande,"918,00",livres,"1,3500000","1238,00","-1,30",erreur de calcul,1
120,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,cuirs de roussy,Hollande,"3 273,00",livres,"1,5000000","4909,00","-0,50",,1
121,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,cuivre en chaudieres,Hollande,"1 000,00",livres,"1,5000000","1500,00","0,00",,1
122,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,cuivre en chaudrons,Hollande,"11 578,00",livres,"1,3000000","15048,00","-3,40",erreur de calcul,1
123,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,cuivres jaune en fourures,Hollande,"6 924,00",livres,"1,3000000","9001,00","-0,20",,1
124,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,cuivre rouge en feüilles,Hollande,"4 330,00",livres,"1,4000000","6062,00","0,00",,1
125,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,cuivre rouge ouvré,Hollande,"260,00",livres,"1,6000000","416,00","0,00",,1
126,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,dez a coudre,Hollande,"28,00",livres,"2,5000000","70,00","0,00",,1
127,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,draps de lit vieux,Hollande,"270,00",paires,"2,5000000","675,00","0,00",,1
128,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,draps de lit vieux,Hollande,"560,00",livres,"1,0000000","560,00","0,00",,1
129,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,eau forte,Hollande,"108,00",livres,"1,2500000","135,00","0,00",,1
130,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,etaim ouvré,Hollande,"330,00",livres,"18,0000000","5940,00","0,00",,1
131,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,etaux de fer,Hollande,"2,00",pesant 400 livres,"0,2700000","108,00","107,46",erreur de calcul,1
132,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,etoupes,Hollande,"5 932,00",livres,"0,1000000","593,00","-0,20",,1
133,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,fayance,Hollande,"11 630,00",livres,"0,3000000","3489,00","0,00",,1
134,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,fer en barres,Hollande,"2 740 725,00",livres,"0,1400000","38970,00","-344 731,50",erreur de calcul,1
135,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,fer blanc,Hollande,"3,00",barils,"110,0000000","330,00","0,00",,1
136,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,fer blanc,Hollande,"1 200,00",feüilles,"225,0000000","370,00","-269 630,00",erreur de calcul,1
137,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,fer noir,Hollande,"2,00",barils,"60,0000000","120,00","0,00",,1
138,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,fer ouvré,Hollande,"3 193,00",livres,"0,3000000","957,00","-0,90",,1
139,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,fer en plaques,Hollande,"22 450,00",livres,"0,2000000","4490,00","0,00",,1
140,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1743.csv,Local,1743,Imports,Nantes,5,fer en taules,Hollande,"1 525,00",livres,"0,2500000","381,00","-0,25",,1
