numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,unverified
21,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,2,Rocou,Allemagne,3754,Livre,"0,75",,,Prix unitaire en pourcentage,1
22,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,2,Rotin,Allemagne,1350,Livre,"0,33",,,Prix unitaire en pourcentage,1
23,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,2,Sel,Allemagne,18,Muid,45,,,,1
24,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,2,Sirop d'Amour,Allemagne,392706,Livre,"0,15",,,Prix unitaire en pourcentage,1
25,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,2,Sucre brut,Allemagne,2001092,Livre,"0,36",,,Prix unitaire en pourcentage,1
26,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,2,Sucre terré,Allemagne,1044400,Livre,"0,55",,,Prix unitaire en pourcentage,1
27,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,2,Tabac,Allemagne,13214,Livre,"0,9",,,Prix unitaire en pourcentage,1
28,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,2,Taffia,Allemagne,300,Velte,3,,,,1
29,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,2,Vin d'Amont,Allemagne,421,Tonneau,300,,,,1
30,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,2,Vin d'Amont,Allemagne,"1,35",?,0,,,,1
31,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,2,Vin de Barcelone,Allemagne,127,Tonneau,200,,,,1
32,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,2,Vin de Barcelone,Allemagne,326,Pipe,100,,,,1
33,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,2,Vin de Bordeaux,Allemagne,10,Tonneau,400,,,,1
34,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,2,Vin de Frontignan,Allemagne,100,Bouteille,"1,25",,,,1
35,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,2,Vin nantais,Allemagne,1261,Tonneau,120,,,,1
36,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,2,Vin nantais,Allemagne,3,Barique,30,,,,1
37,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,2,Vinaigre,Allemagne,1,Tonneau,120,,,,1
38,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,2,Vinaigre,Allemagne,2,Quart,15,,,,1
39,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,2,Bois feuillard,Angleterre,5040,Brin,"0,042",,,,1
40,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,2,Cercles de bois,Angleterre,10080,Pièce,"0,9",,,La pièce de 6 pacquets,1
41,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,2,Chataignes,Angleterre,45,Boisseau,1,,,,1
42,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,2,Graine de lin,Angleterre,9000,Livre,"0,15",,,Prix unitaire en pourcentage,1
43,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,2,Noix,Angleterre,375000,Nombre,"0,002",,,Prix unitaire en millier,1
44,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,2,Ozier,Angleterre,200,Brin,"0,3",,,6 sous pour 300 brins,1
45,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,2,Pommes,Angleterre,82,Barique,6,,,,1
46,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,3,Ris,Angleterre,3000,Livre,"0,2",,,Prix unitaire en pourcentage,1
47,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,3,Savon,Angleterre,350,Livre,"0,5",,,,1
48,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,3,Sel,Angleterre,29,Muid,45,,,,1
49,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,3,Sucre en pain,Angleterre,200,Livre,"0,9",,,Prix unitaire en pourcentage,1
50,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,3,Vinaigre,Angleterre,4,Barique,30,,,,1
51,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,3,Caffé,Danemarck,14445,Livre,"0,5",,,,1
52,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,3,Cercles à relier,Danemarck,39980,Fagot,3,,,,1
53,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,3,Capres,Danemarck,12,Baril,45,,,,1
54,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,3,Citrons,Danemarck,1000,Nombre,"0,025",,,Prix unitaire en pourcentage,1
55,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,3,Confitures,Danemarck,105,Livre,"1,25",,,,1
56,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,3,Cuirs tannés,Danemarck,913,Livre,"1,05",,,,1
57,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,3,Eau de vie,Danemarck,8443,Velte,4,,,,1
58,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,3,Fruits cruds,Danemarck,19000,Livre,"0,3",,,,1
59,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,3,Graine de lin,Danemarck,213000,Livre,"0,15",,,Prix unitaire en pourcentage,1
60,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,3,Indigo,Danemarck,214,Livre,"7,5",,,,1
61,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,3,Nattes moyennes,Danemarck,48,Pièce,"0,1",,,,1
62,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,3,Noix,Danemarck,75000,Pièce,"0,002",,,Prix unitaire en millier,1
63,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,3,Olives,Danemarck,12,Baril,60,,,Baril = 100 livres,1
64,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,3,Oranges,Danemarck,1000,Nombre,"0,025",,,Prix unitaire en pourcentage,1
65,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,3,Ozier,Danemarck,70000,Poignée,"0,3",,,,1
66,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,3,Raisins ,Danemarck,12,Pot,12,,,,1
67,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,3,Sel,Danemarck,506,Muid,45,,,,1
68,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,3,Sucre terré,Danemarck,30000,Livre,"0,55",,,Prix unitaire en pourcentage,1
69,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,3,Tabac en feuilles,Danemarck,67313,Livre,"0,69",,,Prix unitaire en pourcentage,1
70,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,3,Taffia,Danemarck,48,Velte,3,,,,1
71,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,3,Toile,Danemarck,100,Livre,3,,,,1
72,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,3,Vin de Bordeaux,Danemarck,2,Barique,100,,,,1
73,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,4,Vin nantais,Danemarck,3,Tonneau,120,,,,1
74,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,4,Vin nantais,Danemarck,3,Barique,30,,,,1
75,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,4,Vinaigre,Danemarck,3,Barique,30,,,,1
76,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,4,Vinaigre,Danemarck,6,Quart,15,,,,1
77,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,4,Vinaigre,Danemarck,1,Tierçon,20,,,,1
78,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,4,Acier,Espagne,1900,Livre,"0,35",,,,1
79,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,4,Bas de fil,Espagne,655,Livre,5,,,,1
80,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,4,Bas de laine,Espagne,50,Livre,"6,25",,,,1
81,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,4,Bas de laine,Espagne,48,Douzaine,36,,,,1
82,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,4,Bas de soye,Espagne,123,Paire,10,,,,1
83,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,4,Beuf salé,Espagne,20,Tonneau,90,,,Le tonneau de 6 aunes,1
84,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,4,Beuf salé,Espagne,18,Baril,60,,,,1
85,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,4,Beurre,Espagne,48,Livre,"0,5",,,,1
86,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,4,Bois merrain,Espagne,12000,Douelle,"0,2",,,,1
87,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,4,Bougie,Espagne,538,Livre,"2,7",,,,1
88,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,4,Cacao,Espagne,7525,Livre,"0,45",,,Prix unitaire en pourcentage,1
89,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,4,Caffé,Espagne,6945,Livre,"0,5",,,,1
90,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,4,Cercles de bois,Espagne,30240,Brin,"0,5",,,,1
91,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,4,Chandelle,Espagne,8750,Livre,"0,5",,,,1
92,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,4,Chapeaux ordinaires,Espagne,"33,5",Douzaine,48,,,,1
93,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,4,Chapeaux castor,Espagne,30,Pièce,18,,,,1
94,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,4,Chapeaux mycastor,Espagne,126,Pièce,12,,,,1
95,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,4,Chapeaux à négres,Espagne,182,Douzaine,18,,,,1
96,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,4,Clouds de fer,Espagne,7900,Livre,"0,29",,,Prix unitaire en pourcentage,1
97,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,4,Confitures,Espagne,411,Livre,"1,25",,,,1
98,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,4,Couvertures de laine,Espagne,422,Livre,2,,,,1
99,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,4,Cuirs de beuf tannés,Espagne,68763,Livre,"1,05",,,,1
100,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,4,Cuirs de beuf tannés,Espagne,56995,Nombre,30,,,,1
101,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,4,Draperies,Espagne,2087,Livre,"3,5",,,,1
102,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Drogueries,Espagne,5050,Livre,"2,1",,,,1
103,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Eau de vie,Espagne,5652,Velte,4,,,,1
104,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Etamine,Espagne,6444,Livre,6,,,,1
105,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Etoffe de laine,Espagne,53,Livre,4,,,,1
106,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Fayance,Espagne,48,Douzaine,4,,,,1
107,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Ferremens,Espagne,350,Livre,"0,3",,,Prix unitaire en pourcentage,1
108,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Fer en poële,Espagne,300,Livre,"0,35",,,,1
109,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Feves,Espagne,31200,Livre,"0,263",,,,1
110,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Fil à coudre,Espagne,500,Livre,"1,5",,,,1
111,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Flanelle,Espagne,710,Livre,4,,,,1
112,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Gingembre,Espagne,20,Livre,2,,,Confits,1
113,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Huile d'olive,Espagne,234,Livre,"0,7",,,,1
114,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Indienne,Espagne,40,Livre,10,,,,1
115,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Lamproyes,Espagne,476,Boëtte,3,,,,1
116,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Marchandises mêlées,Espagne,,Valeur,,200,,,1
117,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Mercerie,Espagne,499,Livre,2,,,,1
118,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Mouchoirs de Cholet,Espagne,150,Nombre,"1,5",,,,1
119,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Nankin,Espagne,600,Pièce,7,,,,1
120,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Papier brouillard,Espagne,100,Rame,4,,,,1
121,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Papier peint,Espagne,9041,Livre,"2,25",,,,1
122,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Peaux de chevre,Espagne,6,Douzaine,24,,,,1
123,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Peaux de mouton,Espagne,282,Nombre,3,,,,1
124,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Peaux de veau,Espagne,1135,Douzaine,40,,,,1
125,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Peaux de veau en chamois,Espagne,246,Douzaine,40,,,,1
126,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Pierres à fusil,Espagne,19230,Nombre,"0,003",,,Prix unitaire en millier,1
127,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Pruneaux,Espagne,32,Livre,"0,15",,,,1
128,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Quincaille,Espagne,51556,Livre,1,,,,1
129,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Ris,Espagne,50000,Livre,"0,2",,,Prix unitaire en pourcentage,1
130,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Savon,Espagne,2126,Livre,"0,5",,,Prix unitaire en pourcentage,1
131,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Sel,Espagne,617,Muid,45,,,,1
132,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Souliers,Espagne,400,Paire,"3,25",,,,1
133,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Sucre terré,Espagne,19991,Livre,"0,55",,,Prix unitaire en pourcentage,1
134,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Tabac rapé,Espagne,32,Livre,4,,,,1
135,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Taffia,Espagne,1800,Livre,"0,175",,,,1
136,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,5,Thé,Espagne,3370,Livre,"1,4",,,,1
137,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,6,Toile blanche,Espagne,87071,Livre,9,,,,1
138,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,6,Toile de Cholet,Espagne,35373,Livre,"3,75",,,,1
139,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,6,Toile cirée,Espagne,50,Livre,"0,5",,,,1
140,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,6,Toile coutil,Espagne,950,Livre,2,,,,1
141,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,6,Toile de lin,Espagne,71580,Livre,4,,,,1
142,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,6,Trépan,Espagne,1,Nombre,35,,,,1
143,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,6,Vinaigre,Espagne,20,Barique,30,,,,1
144,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,6,Vinaigre,Espagne,5,Tonneau,120,,,,1
145,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,6,Vinaigre,Espagne,42,Quart,15,,,,1
146,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,6,Amandes ,Flandre autrichienne,25,Livre,"0,3",,,,1
147,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,6,Cacao,Flandre autrichienne,600,Livre,"0,45",,,Prix unitaire en pourcentage,1
148,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,6,Caffé,Flandre autrichienne,1304039,Livre,"0,5",,,,1
149,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,6,Canelle,Flandre autrichienne,30,Livre,8,,,,1
150,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,6,Chataignes,Flandre autrichienne,196,Boisseau,1,,,,1
151,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,6,Confitures,Flandre autrichienne,26,Livre,"1,25",,,,1
152,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,6,Coton filé,Flandre autrichienne,820,Livre,4,,,,1
153,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1778.csv,Local,1778,Exports,Nantes,6,Coton en laine,Flandre autrichienne,11202,Livre,"1,7",,,Prix unitaire en pourcentage,1
