numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,remarks
27,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,2,1769,Exports,Bled ; mahy,Nantes,Espagne,228000,Livres,"0,0583333",,
28,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,2,1769,Exports,Bled ; seigle,Nantes,Espagne,122,Tonneaux,195,,
29,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,2,1769,Exports,Bougie,Nantes,Espagne,1186,Livres,"2,1",,
30,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,2,1769,Exports,Cacao,Nantes,Espagne,37960,Livres,"0,6",,
31,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,2,1769,Exports,Caffé des Isles,Nantes,Espagne,168,Livres,"0,775",,
32,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,2,1769,Exports,Canelle,Nantes,Espagne,6560,Livres,8,,
33,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,2,1769,Exports,Canelle sauvage,Nantes,Espagne,844,Livres,"3,25",,
34,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,2,1769,Exports,Canefice,Nantes,Espagne,180,Livres,"0,246",,
35,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,2,1769,Exports,Cassia lignea,Nantes,Espagne,950,Livres,4,,
36,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,2,1769,Exports,Cercles de bois  ,Nantes,Espagne,20160,En nombre,"0,025",,2 Lt le paquet ; 6 deniers le brin: 1 paquet = 120 cercles
37,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,2,1769,Exports,Chandelles,Nantes,Espagne,4320,Livres,"0,55",,55 Lt le 0/0 ?
38,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,2,1769,Exports,Chapeaux ; mi-castor,Nantes,Espagne,72,En nombre,"7,5",,
39,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,2,1769,Exports,Chapeaux ; communs,Nantes,Espagne,72,En nombre,4,,
40,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,2,1769,Exports,Chemises garnies,Nantes,Espagne,3410,En nombre,7,,
41,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,2,1769,Exports,Chemises garnies,Nantes,Espagne,,Valeur,,160,
42,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,2,1769,Exports,Cire jeaune,Nantes,Espagne,650,Livres,"1,5",,
43,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,2,1769,Exports,Confitures,Nantes,Espagne,940,Livres,"0,6",,60 sous le 0/0 ?
44,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,2,1769,Exports,Coton filé,Nantes,Espagne,950,Livres,2,,
45,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,2,1769,Exports,Cuirs ; de beuf tannés,Nantes,Espagne,31020,Livres,1,,
46,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,2,1769,Exports,Cuirs ; de vaches tannés,Nantes,Espagne,3472,Livres,"0,8",,
47,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Drap de Sedan,Nantes,Espagne,1085,Livres,14,,Drap de ?
48,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Drogueries,Nantes,Espagne,2050,Livres,2,,
49,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Epicerie,Nantes,Espagne,1600,Livres,"2,1",,
50,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Estampes,Nantes,Espagne,370,Livres,10,,
51,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Etamine de laine,Nantes,Espagne,20387,Livres,"3,5",,
52,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Etoffe de soye,Nantes,Espagne,10,Livres,40,,
53,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Fayance,Nantes,Espagne,878,En nombre,4,,Douzième ?
54,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Feves,Nantes,Espagne,214300,Livres,"0,0625",,
55,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Guingamp,Nantes,Espagne,13,Paires,8,,
56,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Huile d'olive,Nantes,Espagne,166,Livres,"0,65",,
57,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Indigo,Nantes,Espagne,400,Livres,"4,8",,
58,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Lamproyes,Nantes,Espagne,417,Boites,3,,
59,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Librairie,Nantes,Espagne,5500,Livres,2,,
60,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Liziere de drap,Nantes,Espagne,680,Livres,"0,9",,
61,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Marchandises meslées,Nantes,Espagne,,Valeur,,240,
62,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Mercerie et quincaille,Nantes,Espagne,68501,Livres,2,,
63,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Modes,Nantes,Espagne,,Valeur,,849,
64,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Orge,Nantes,Espagne,168000,Livres,"0,0583333",,Doubts on name of product ?
65,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Papier peint,Nantes,Espagne,11286,Livres,2,,
66,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Peaux ; de mouton aprettées,Nantes,Espagne,5316,Pièces,1,,
67,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Peaux ; de veau corroyées,Nantes,Espagne,1767,Douzaines,33,,Douzième ? 
68,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Pierres ; a faulx,Nantes,Espagne,1440,Livres,"0,2",,Pierres ; a faula ?
69,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Pierres ; a fusils,Nantes,Espagne,600,Milliers,"1,75",,"Milliers ; 0,035 sous ( 35 sous le 00/00)"
70,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Plumes à ecrire,Nantes,Espagne,25,Livres,5,,
71,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Poire,Nantes,Espagne,325300,Livres,"0,075",,
72,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Poivre,Nantes,Espagne,16878,,"1,4",,"Missing indicator Livres, etc"
73,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Poudre a poudrer,Nantes,Espagne,1000,Livres,"0,325",,
74,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Prunes,Nantes,Espagne,280,Livres,"0,4625",,
75,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Pruneaux,Nantes,Espagne,2000,Livres,"0,1583333",,
76,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Ratine,Nantes,Espagne,9,aunes,"2,5",,"Indicator for Livres, etc ?"
77,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Rhubarbe,Nantes,Espagne,700,Livres,5,,
78,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Savon,Nantes,Espagne,61210,Livres,"0,425",,
79,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Sistresay,Nantes,Espagne,3,Pièces,35,,
80,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Sucre ; brut,Nantes,Espagne,12650,Livres,"0,228",,22 Lt 16 sous le 0/0
81,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,3,1769,Exports,Sucre ; terré,Nantes,Espagne,690980,Livres,"0,39",,
82,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Thé,Nantes,Espagne,180,Livres,"1,8",,
83,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Toile : cholet,Nantes,Espagne,486290,Livres,4,,
84,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Toile ; coutil,Nantes,Espagne,300,Livres,2,,
85,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Toile ; peinte,Nantes,Espagne,242,Livres,2,,
86,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Vin ; de Bordeaux,Nantes,Espagne,1150,Bouteilles,"0,9",,
87,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Vinaigre,Nantes,Espagne,111,Quarts,"6,5",,
88,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Beurre,Nantes,Flandre autrichienne,8120,Livres,"0,4",,
89,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Bois d'acajou,Nantes,Flandre autrichienne,37,Madriers,30,,
90,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Cacao,Nantes,Flandre autrichienne,4092,Livres,"0,6",,
91,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Caffé des Isles,Nantes,Flandre autrichienne,412266,Livres,"0,775",,
92,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Cendre gravelée,Nantes,Flandre autrichienne,1048,Livres,"0,55",,
93,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Cercles de bois à pipes,Nantes,Flandre autrichienne,2016,En nombre,"0,025",,3 Livres le paquet (de 120)
94,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Chataignes,Nantes,Flandre autrichienne,3409,Boisseaux,"1,05",,
95,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Confitures,Nantes,Flandre autrichienne,121,Livres,"0,6",,
96,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Coton ; filé,Nantes,Flandre autrichienne,5150,Livres,2,,
97,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Coton ; en laine,Nantes,Flandre autrichienne,14673,Livres,"0,9",,
98,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Crème de tarte,Nantes,Flandre autrichienne,569,Livres,"0,35",,"sic pour ""tartre"""
99,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Eau de vie,Nantes,Flandre autrichienne,"2777,5",Veltes ,"0,25",,
100,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Graine de moutarde,Nantes,Flandre autrichienne,200,Livres,"0,15",,
101,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Huile d'olive,Nantes,Flandre autrichienne,1481,Livres,"0,65",,
102,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Indigo,Nantes,Flandre autrichienne,4491,Livres,"4,8",,
103,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Liqueurs,Nantes,Flandre autrichienne,131,Bouteilles,2,,
104,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Marchandises mêlées,Nantes,Flandre autrichienne,,Valeur,,120,
105,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Mercerie ,Nantes,Flandre autrichienne,400,Livres,2,,
106,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Miel,Nantes,Flandre autrichienne,18900,Livres,"0,175",,
107,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Papier ; blanc ,Nantes,Flandre autrichienne,1000,Livres,"0,5",,
108,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Papier ; peint,Nantes,Flandre autrichienne,400,Livres,2,,
109,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Peaux de mouton apprettées,Nantes,Flandre autrichienne,130,Pièces,20,,
110,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Pierres a fusils,Nantes,Flandre autrichienne,917,Milliers,"1,75",,35 sous le 00/00
111,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Poivre,Nantes,Flandre autrichienne,460,Livres,"1,4",,
112,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Porcelaine,Nantes,Flandre autrichienne,140,Livres,3,,
113,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,4,1769,Exports,Prunes,Nantes,Flandre autrichienne,631,Livres,"0,4625",,
114,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,5,1769,Exports,Pruneaux,Nantes,Flandre autrichienne,51483,Livres,"0,1583333",,
115,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,5,1769,Exports,Rocou,Nantes,Flandre autrichienne,610,Livres,"0,816",,Doubts on value ?
116,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,5,1769,Exports,Sirop melasse,Nantes,Flandre autrichienne,166050,Livres,"0,9",,
117,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,5,1769,Exports,Sucre ; brut,Nantes,Flandre autrichienne,1419390,Livres,"0,228",,22 Lt 16 s le 0/0 ?
118,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,5,1769,Exports,Sucre ; terré,Nantes,Flandre autrichienne,852820,Livres,"0,39",,39 Lt le 0/0 ?
119,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,5,1769,Exports,Thé,Nantes,Flandre autrichienne,2037,Livres,"1,8",,
120,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,5,1769,Exports,Toile de coton,Nantes,Flandre autrichienne,1175,Livres,"2,75",,
121,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,5,1769,Exports,Verdet,Nantes,Flandre autrichienne,150,Livres,"1,2",,
122,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,5,1769,Exports,Vin ; d'amont,Nantes,Flandre autrichienne,1303,Tonneaux,300,,
123,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,5,1769,Exports,Vin ; de Bordeaux,Nantes,Flandre autrichienne,4,Tonneaux,360,,
124,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,5,1769,Exports,Vin ; hors,Nantes,Flandre autrichienne,1,Tonneaux,360,,
125,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,5,1769,Exports,Vin ; Nantois,Nantes,Flandre autrichienne,2137,Tonneaux,150,,
126,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,5,1769,Exports,Vinaigre,Nantes,Flandre autrichienne,"3,5",Tonneaux,100,,Indicator Tonneaux 1/2 ?
127,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,5,1769,Exports,Vinaigre,Nantes,Flandre autrichienne,4,Quarts,"6,5",,
128,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,5,1769,Exports,Baleine coupée,Nantes,Hollande,40,Livres,"3,75",,
129,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,5,1769,Exports,Bois ; d'acajou,Nantes,Hollande,455,Madriers,30,,
130,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,5,1769,Exports,Bois ; de Gayac,Nantes,Hollande,14000,Livres,"0,033",,3 Lt 6 S le 0/0 ?
131,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,5,1769,Exports,Bois ; à tindre en buche,Nantes,Hollande,120,Livres,"0,096",,Bois ; á tin ?
132,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,5,1769,Exports,Borax,Nantes,Hollande,120,Livres,4,,
133,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,5,1769,Exports,Bougie,Nantes,Hollande,90,Livres,"2,1",,
134,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,5,1769,Exports,Cacao,Nantes,Hollande,4098,Livres,"0,6",,"0,6 Lt 60 Lt le 0/0"
135,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,5,1769,Exports,Caffé des Isles,Nantes,Hollande,558060,Livres,"0,775",,
136,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,5,1769,Exports,Cendre d'orphevre,Nantes,Hollande,27,Bariques,180,,
137,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,5,1769,Exports,Chataignes,Nantes,Hollande,1380,Boisseaux,"1,05",,
138,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,5,1769,Exports,Cire jeaune,Nantes,Hollande,250,Livres,"1,5",,
139,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,5,1769,Exports,Confitures,Nantes,Hollande,209,Livres,"0,6",,60 Lt le 0/0
140,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,5,1769,Exports,Coton en laine,Nantes,Hollande,21787,Livres,"0,9",,90 Lt le 0/0
141,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,5,1769,Exports,Eau de vie,Nantes,Hollande,"349,5",Veltes ,5,,Indicator Valeur 1/2 ?
142,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,5,1769,Exports,Fer en coules,Nantes,Hollande,2100,Livres,"0,25",,
143,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,5,1769,Exports,Gomme lacque,Nantes,Hollande,4430,Livres,4,,
144,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Graine de lin,Nantes,Hollande,1400,Livres,"0,1",,
145,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Guinée,Nantes,Hollande,37,Pièces,22,,
146,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Guingamp,Nantes,Hollande,723,Paires,8,,Guingamp en Paires ?
147,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Huile d'olive,Nantes,Hollande,1367,Livres,"0,65",,
148,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Indigo,Nantes,Hollande,31583,Livres,"4,8",,
149,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Marchandises meslées,Nantes,Hollande,,Valeur,,340,
150,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Mercerie,Nantes,Hollande,165,Livres,2,,
151,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Miel,Nantes,Hollande,24100,Livres,"0,175",,
152,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Ocre,Nantes,Hollande,898,Bariques,14,,
153,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Oignons de fleur,Nantes,Hollande,200,Livres,4,,Doubts on name of Product
154,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Orpiment,Nantes,Hollande,1550,Livres,"1,5",,
155,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Papier pint,Nantes,Hollande,100,Livres,2,,
156,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Peaux de mouton aprettées,Nantes,Hollande,300,En nombre,1,,
157,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Pierres a fusils,Nantes,Hollande,2110,Milliers,"1,75",,Indicator Millien ?
158,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Pois,Nantes,Hollande,18000,Livres,"0,075",,
159,Torsten Arnold,AD 44 C717,Local/Nantes/Nantes-exports-1769.csv,Local,6,1769,Exports,Porcelaine,Nantes,Hollande,450,Livres,3,,
