numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,probleme,remarks
39,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,2,bourdilles,D'hollande,1006,503,pièces,2,0,
40,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,2,bourdillons,D'hollande,276.1,251,pièces,1.1,0,
41,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,2,bouteilles de verre,D'hollande,25.5,150,Livres,0.17,0,
42,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,2,bray gras,D'hollande,7100,355,Barils,20,0,
43,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,2,brosserie,D'hollande,1298,1298,Livres,1,0,
44,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,2,cabillaux,D'hollande,8009.7,53398,Livres,0.15,0,
45,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,3,camphre,D'hollande,0,100,Livres,0,0,
46,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,3,canelle,D'hollande,450,1500,Livres,0.3,0,
47,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,3,caves garnies,D'hollande,519.6,2598,Livres,0.2,0,
48,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,3,ceruze,D'hollande,24,2000,Livres,0.012,0,
49,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,3,chaises de commodité,D'hollande,180,30,pièces,6,0,
50,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,3,chanvre cru,D'hollande,57508,261400,Livres,0.22,0,
51,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,3,charbon de terre,D'hollande,2640,240,Tonneaux,11,0,11lt la barique
52,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,3,charbon de terre,D'hollande,2453,223,Barriques,11,0,11lt la barique
53,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,3,chevrons de sapin,D'hollande,19.6,28,en nombre,0.7,0,
54,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,3,cire jaune,D'hollande,4725,3150,Livres,1.5,0,
55,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,3,colle forte,D'hollande,254.4,636,Livres,0.4,0,
56,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,3,cordages,D'hollande,10816,41600,Livres,0.26,0,
57,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,3,corne a lanterne,D'hollande,0,50,Livres,0,0,
58,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,3,couperose verte,D'hollande,45023.75,49750,Livres,0.905,0,
59,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,3,couteaux communs,D'hollande,262.8,146,douzaines,1.8,0,
60,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,3,couteaux communs,D'hollande,1320,1200,Livres,1.1,0,
61,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,3,couteaux a gaisnes,D'hollande,100,80,Livres,1.25,0,
62,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,3,crichs,D'hollande,18,12,pièces,1.5,0,
63,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,3,crin,D'hollande,1675.1,2393,Livres,0.7,0,
64,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,3,cuirs verts en poil,D'hollande,99810,5545,pièces,18,0,
65,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,3,cuivre en chaudrons,D'hollande,3105,2070,Livres,1.5,0,
66,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,3,cuivre jaune brut,D'hollande,1794,1495,Livres,1.2,0,
67,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,3,Eguiles a voile,D'hollande,690,115,Livres,6,0,
68,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,3,Epars de sapin ; de 45 pieds,D'hollande,60,30,pièces,2,0,
69,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,3,Epars de sapin ; de 30 pieds,D'hollande,1578,789,pièces,2,0,
70,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,3,Esturgeon salé,D'hollande,0,312,Livres,0,0,
71,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,3,Etuves de fer,D'hollande,487.5,1950,Livres,0.25,0,
72,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,3,fayance,D'hollande,26.4,8,douzaines,3.3,0,
73,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,3,fayance,D'hollande,2535.6,8452,Livres,0.3,0,
74,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,3,fer en barres,D'hollande,2416.18,19025,Livres,0.127,0,
75,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,3,fer en cercles,D'hollande,479.25,3375,Livres,0.142,0,
76,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,4,fer en feüillards,D'hollande,68005,48575,Livres,1.4,0,
77,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,4,fer ouvré,D'hollande,702.5,2810,Livres,0.25,0,
78,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,4,fer en plaques,D'hollande,1560,7800,Livres,0.2,0,
79,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,4,fils de caret,D'hollande,760.25,3041,Livres,0.25,0,
80,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,4,fil de fer,D'hollande,2143.5,4287,Livres,0.5,0,
81,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,4,fil a ralingue,D'hollande,560,400,Livres,1.4,0,
82,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,4,fil a voile,D'hollande,3200,4000,Livres,0.8,0,
83,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,4,fléches,D'hollande,0,114,Livres,0,0,100lt la douzaine
84,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,4,fromage,D'hollande,56770,202750,Livres,0.28,0,
85,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,4,galles,D'hollande,2140,2675,Livres,0.8,0,
86,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,4,garence,D'hollande,2081.25,4625,Livres,0.45,0,
87,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,4,gaudron,D'hollande,15900,795,Barils,20,0,
88,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,4,geroffle,D'hollande,37750,3775,Livres,10,0,
89,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,4,graine de choux,D'hollande,33.6,24,Livres,1.4,0,
90,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,4,graine de jardin,D'hollande,50,50,Livres,1,0,
91,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,4,gruau,D'hollande,560,40,Barriques,14,0,
92,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,4,harangs blancs,D'hollande,2329,137,Barils,17,0,
93,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,4,harnags sors,D'hollande,5130,285,Barils,18,0,
94,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,4,houblon,D'hollande,0,600,Livres,0,0,
95,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,4,huile de baleine,D'hollande,65338.08,272242,Livres,0.24,0,
96,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,4,huile de lin,D'hollande,2720,20,Barriques,136,0,
97,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,4,huile de lin,D'hollande,2006.91,7433,Livres,0.27,0,
98,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,4,huile de rabette,D'hollande,220,1000,Livres,0.22,0,
99,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,4,jambons,D'hollande,623.04,1298,Livres,0.48,0,
100,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,4,laine commune d'Espagne,D'hollande,22700,22700,Livres,1,0,
101,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,4,liens de chanvre,D'hollande,0,3800,Livres,0,0,38 sous la livre barré?
102,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,4,lin cru,D'hollande,374260,18713,Livres,20,0,
103,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,4,litarge,D'hollande,267.6,1338,Livres,0.2,0,
104,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,4,mats de sapin ; de 50 à 55 pieds,D'hollande,1430,13,en nombre,110,0,
105,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,4,mats de sapin ; de 50 pieds,D'hollande,2100,21,en nombre,100,0,
106,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,4,mats de sapin ; de 36 pieds,D'hollande,2000,50,en nombre,40,0,
107,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,5,mat assortis,D'hollande,3960,99,en nombre,40,0,
108,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,5,matreaux de sapin de 30 pieds,D'hollande,4320,144,en nombre,30,0,
109,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,5,mercerie,D'hollande,1886,943,Livres,2,0,
110,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,5,merrain a bariques doüelles,D'hollande,1093.2,9110,en nombre,0.12,0,
111,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,5,merrain a pipes doüelles,D'hollande,1770,7080,en nombre,0.25,0,
112,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,5,moulins a caffé,D'hollande,850,170,en nombre,5,0,
113,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,5,muscades,D'hollande,10000,1000,Livres,10,0,
114,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,5,or en lingots,D'hollande,51593.49,77.35,Marcs,667,0,"77 marcs 2 onces et 6,5 gros. 1 gros = 1/64 de marc et 1 once = 1/8 de marc."
115,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,5,ormeaux a planter,D'hollande,300,600,en nombre,0.5,0,
116,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,5,orge mondée,D'hollande,56.25,225,Livres,0.25,0,
117,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,5,orpin,D'hollande,42,35,Livres,1.2,0,
118,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,5,outils de menuisier,D'hollande,441,980,Livres,0.45,0,
119,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,5,papier a écrire,D'hollande,522,87,rames,6,0,
120,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,5,perceintes,D'hollande,144,144,en nombre,1,0,
121,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,5,piastres,D'hollande,242348.75,47513.5,en nombre,5.101,0,46 lt et 9 sous le marc: la valeur des piastres est ici évaluée au poid d'argent. Pb: suivant l'origine du piastre le poid argent peut être différent. L'évaluation officielle que je retiens est: 1 piastre = 506 grains poids de marc de France. 1 grain = 1/
122,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,5,pipes a fumer,D'hollande,1922.8,874,grosses,2.2,0,
123,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,5,planches de chesne ; de 28 pieds,D'hollande,80,20,en nombre,4,0,
124,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,5,planches de chesne,D'hollande,1289.25,955,en nombre,1.35,0,
125,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,5,planches de sapin ; de 30 a 38 pieds,D'hollande,7638,1273,en nombre,6,0,
126,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,5,planches de sapin ; de 10 pieds,D'hollande,14877.95,15661,en nombre,0.95,0,
127,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,5,planches de sapin ; de 9 pieds,D'hollande,7706.25,10275,en nombre,0.75,0,
128,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,5,planches de sapin ; de 12 pieds,D'hollande,3639,2426,en nombre,1.5,0,
129,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,5,planches de sapin ; de 7 a 8 pieds,D'hollande,4040,10100,en nombre,0.4,0,
130,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,5,planches de sapin ; de 5 a 6 pieds,D'hollande,345,1150,en nombre,0.3,0,
131,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,5,planches de sapin ; demiplanches,D'hollande,360,1200,en nombre,0.3,0,
132,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,5,planches de sapin ; diverses,D'hollande,14760.2,21086,en nombre,0.7,0,
133,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,5,planches de sapin ; boistes,D'hollande,55,275,en nombre,0.2,0,
134,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,5,planches de sapin ; communes,D'hollande,2829,5658,en nombre,0.5,0,
135,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,5,planches de sapin,D'hollande,97.5,1,valeur,97.5,0,
136,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,5,Planches de Prusse communes,D'hollande,9297,2066,en nombre,4.5,0,
137,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,6,Planches de Prusse ; de 33 pieds,D'hollande,8520,1420,en nombre,6,0,
138,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,6,Planches de Prusse ; de 30 pieds,D'hollande,7744,1408,en nombre,5.5,0,
139,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,6,Planches de Prusse ; de 28 à 30 pieds,D'hollande,4450,890,en nombre,5,0,
140,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,6,Planches de Prusse ; de 25 pieds,D'hollande,2385,530,en nombre,4.5,0,
141,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,6,Planches de Prusse ; de 20 pieds,D'hollande,1140,285,en nombre,4,0,
142,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,6,Planches de Prusse ; de 10 pieds,D'hollande,568,284,en nombre,2,0,
143,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,6,Planches de Prusse ; de 9 pieds,D'hollande,936,520,en nombre,1.8,0,
144,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,6,Plançons de chesne,D'hollande,249.5,499,en nombre,0.5,0,
145,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,6,plombs en saumons,D'hollande,91608,416400,Livres,0.22,0,
146,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,6,plumes a écrire,D'hollande,1000,200,Livres,5,0,
147,Loïc Charles,AD 44 C 706,Local/Nantes/Nantes-imports-1745 et 1746.csv,Local,1745,Import,Nantes,6,poëles a frire,D'hollande,10858.5,5715,en nombre,1.9,0,
