numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
11,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,1,Fer en barres,Angleterre,"30 000,00",Livres,"0,140",,,Prix unitaire en Milliers
12,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,1,Gaudron,Angleterre,"0,50",Barriques,"22,000",,,
13,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,1,Mairain ganivelle douelles,Angleterre,"32 000,00",Nombre,"0,100",,,Prix unitaire en Milliers
14,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,1,Miel,Angleterre,"6 600,00",Livres,"0,140",,,Prix unitaire en pourcentage
15,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,1,Noix,Angleterre,"170,00",Milliers,"1,500",,,
16,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,1,Papier,Angleterre,"4 400,00",Livres,"0,150",,,
17,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,2,Sel du Croisic,Angleterre,"8,00",Muids,"30,000",,,
18,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,2,Sel du Poulinguen,Angleterre,"54,00",Muids,"30,000",,,
19,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,2,Sel du Poulinguen,Angleterre,"64,00",Muids,"28,000",,,
20,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,2,Sirop melasse,Angleterre,"975,00",Livres,"0,100",,,Prix unitaire en pourcentage
21,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,2,Thé,Angleterre,"200,00",Livres,"3,000",,,
22,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,2,Vin d'Amont,Angleterre,"4,00",Tonneaux,"125,000",,,
23,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,2,Vin de Bordeaux,Angleterre,"4,50",Tonneaux,"250,000",,,
24,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,2,Vin nantois,Angleterre,"4,50",Tonneaux,"80,000",,,
25,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,2,Vinaigre,Angleterre,"4,00",Tonneaux,"60,000",,,
26,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,2,Vinaigre,Angleterre,"111,00",Quarts,"8,000",,,
27,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,2,Bouteilles de verre,Danemark,"6,00",Douzaines,"2,500","15,00","0,00",
28,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,2,Caffé des Isles,Danemark,"2 375,00",Livres,"0,800","1 900,00","0,00",
29,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,2,Caffé de Moka,Danemark,"90,00",Livres,"2,500","225,00","0,00",
30,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,2,Citrons confits,Danemark,"30,00",Livres,"0,500","16,00","-1,00",Prix unitaire en pourcentage
31,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,2,Confitures,Danemark,"82,00",Livres,"0,500","41,00","0,00",Prix unitaire en pourcentage
32,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,2,Cotonnades,Danemark,"30,00",Aunes,"2,000","60,00","0,00",
33,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,2,Eau de la Reine d'Hongrie,Danemark,"18,00",Bouteilles,"1,500","27,00","0,00",
34,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,2,Eau de la Reine d'Hongrie,Danemark,"28,00",Douzaines de fiolles,"2,250","70,00","-7,00",
35,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,2,Eau de vie,Danemark,"13 246,00",Veltes,"3,000","39 738,00","0,00",
36,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,2,Etoffe de soye,Danemark,"2,50",Livres,"40,000","100,00","0,00",
37,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,2,Huile d'olive,Danemark,"16,00",Livres,"0,750","12,00","0,00",
38,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,2,Meche a chandelles,Danemark,"100,00",Livres,"0,400","40,00","0,00",
39,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,2,Noix,Danemark,"20,00",Milliers,"1,500","30,00","0,00",
40,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,2,Ollive,Danemark,"1,00",Petite caisse,"3,000","3,00","0,00",
41,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,2,Pruneaux,Danemark,"889,00",Livres,"0,100","89,00","-0,10",Prix unitaire en pourcentage
42,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,2,Sel de Bourgneuf,Danemark,"54,00",Charges,"30,000","1 620,00","0,00",
43,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,2,Sel du Poulinguen,Danemark,"38,00",Muids,"30,000","1 140,00","0,00",
44,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,3,Sirop melasse,Danemark,"22 075,00",Livres,"0,100","2 207,00","0,50",Prix unitaire en pourcentage
45,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,3,Sucre en pain,Danemark,"240,00",Livres,"0,450","108,00","0,00",Prix unitaire en pourcentage
46,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,3,Sucre terré,Danemark,"2 250,00",Livres,"0,400","900,00","0,00",Prix unitaire en pourcentage
47,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,3,Thé,Danemark,"73,00",Livres,"3,000","219,00","0,00",
48,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,3,Toille de Laval,Danemark,"150,00",Livres,"3,000","450,00","0,00",
49,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,3,Vin d'Amont,Danemark,"6,50",Tonneaux,"125,000","812,00","0,50",
50,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,3,Vin de Bordeaux,Danemark,"1,50",Tonneaux,"250,000","375,00","0,00",
51,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,3,Vin nantois,Danemark,"9,40",Tonneaux,"80,000","750,00","2,00",
52,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,3,Vinaigre,Danemark,"2,00",Quarts,"60,000","120,00","0,00",
53,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,3,Bas de soye,Espagne,"36,00",Paires,"10,000",,,
54,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,3,Beure,Espagne,"200,00",Livres,"0,250",,,Prix unitaire en pourcentage
55,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,3,Bonnetterie de laine,Espagne,"8 455,00",Livres,"1,100",,,Prix unitaire en pourcentage
56,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,3,Bourre,Espagne,"9 990,00",Livres,"0,060",,,Prix unitaire en pourcentage
57,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,3,Cacao,Espagne,"10 432,00",Livres,"0,600",,,Prix unitaire en pourcentage
58,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,3,Caffé des Isles,Espagne,"40,00",Livres,"0,800",,,Prix unitaire en pourcentage
59,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,3,Callemande,Espagne,"700,00",Aunes,"2,500",,,
60,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,3,Camelot de laine,Espagne,"38,00",Aunes,"2,000",,,
61,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,3,Camelot de laine,Espagne,"60,00",Livres,"4,000",,,
62,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,3,Chapeaux castors,Espagne,"156,00",Pièces,"16,000",,,
63,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,3,Chapeaux poil et laine,Espagne,"60,00",Douzaines,"48,000",,,
64,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,3,Chemises de toille de Bretagne garnies,Espagne,"205,00",Nombre,"6,000",,,
65,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,3,Confitures,Espagne,"203,00",Livres,"1,000",,,Prix unitaire en pourcentage
66,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,3,Couty,Espagne,"7 210,00",Livres,"2,250",,,
67,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,3,Cuirs secs en poils,Espagne,"20,00",Pièces,"10,000",,,
68,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,3,Cuirs de vache tannés,Espagne,"1 841,00",Livres,"0,500",,,
69,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,3,Cuivre rouge,Espagne,"30,00",Livres,"1,500",,,
70,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,4,Drogueries,Espagne,"550,00",Livres,"2,000",,,
71,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,4,Eau de vie,Espagne,"458,00",Veltes,"3,000",,,
72,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,4,Etamine de laine,Espagne,"21 196,00",Aunes,"2,500",,,
73,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,4,Etoffe de soye,Espagne,"214,00",Livres,"40,000",,,
74,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,4,Fayance,Espagne,"187,00",Douzaines,"1,750",,,
75,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,4,Fer en barres,Espagne,"20 000,00",Livres,"0,140",,,Prix unitaire en Milliers
76,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,4,Feves,Espagne,"60,00",Tonneaux,"100,000",,,
77,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,4,Fils de Rennes,Espagne,"1 385,00",Livres,"1,500",,,
78,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,4,Jupons,Espagne,"5,00",Nombre,"6,000",,,
79,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,4,Lamproyes,Espagne,"477,00",Boîtes,"4,000",,,
80,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,4,Manchettes brodées,Espagne,"4,00",Douzaines,"6,000",,,
81,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,4,Mercerie,Espagne,"18 026,00",Livres,"3,500",,,
82,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,4,Mouchoirs peints,Espagne,"38,00",Pièces,"20,000",,,
83,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,4,Nattes,Espagne,"300,00",Nombre,"0,600",,,
84,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,4,Papier,Espagne,"1 295,00",Livres,"0,200",,,
85,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,4,Peaux de veau corroyées,Espagne,"17,00",Douzaines,"30,000",,,
86,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,4,Pierre a feaux,Espagne,"4 400,00",Nombre,"0,200",,,
87,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,4,Pierre a fusils,Espagne,"90,00",Milliers,"1,500",,,
88,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,4,Porcelaine,Espagne,"15,00",Livres,"5,000",,,
89,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,4,Quincaillerie,Espagne,"2 925,00",Livres,"1,250",,,
90,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,4,Rubans de soye,Espagne,"35,00",Livres,"60,000",,,
91,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,4,Savon,Espagne,"60,00",Livres,"0,450",,,
92,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,4,Sel du Poulinguen,Espagne,"125,00",Muids,"34,000",,,
93,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,4,Sel du Poulinguen,Espagne,"34,00",Muids,"30,000",,,
94,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,4,Sel du Poulinguen,Espagne,"17,00",Muids,"28,000",,,
95,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,4,Soufflets,Espagne,"2,00",Douzaines,"8,000",,,
96,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,4,Sucre en pain,Espagne,"2 700,00",Livres,"0,450",,,Prix unitaire en pourcentage
97,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,4,Sucre terré,Espagne,"2 167 750,00",Livres,"0,400",,,Prix unitaire en pourcentage
98,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,4,Tabliers,Espagne,"5,00",Nombre,"3,000",,,
99,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,5,Tambours d'enfants,Espagne,"2,00",Douzaines,"6,000",,,
100,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,5,Tapis de Perse,Espagne,"1,00",Nombre,"30,000",,,
101,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,5,Thé,Espagne,"10,00",Livres,"3,000",,,
102,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,5,Toille de Bretagne,Espagne,"124 765,00",Livres,"4,250",,,
103,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,5,Toille cholet,Espagne,"450,00",Livres,"5,000",,,
104,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,5,Toille Guingamp,Espagne,"6,50",Pièces,"20,000",,,
105,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,5,Toille de Laval,Espagne,"380,00",Livres,"4,500",,,
106,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,5,Toille peinte,Espagne,"67,00",Pièces,"25,000",,,
107,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,5,Vin de Bordeaux,Espagne,"21,00",Barriques,"250,000",,,
108,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,5,Vin de Bordeaux,Espagne,"6 673,00",Bouteilles,"0,500",,,
109,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,5,Vin de Bourgogne,Espagne,"411,00",Bouteilles,"1,500",,,
110,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,5,Vinaigre,Espagne,"10,00",Tierçons,"12,000",,,
111,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,5,Caffé des Isles,Flandre autrichienne,"69 324,00",Livres,"0,800",,,
112,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,5,Canefiche,Flandre autrichienne,"1 013,00",Livres,"0,250",,,Prix unitaire en pourcentage
113,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,5,Chataignes,Flandre autrichienne,"70,00",Boisseaux,"0,400",,,
114,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,5,Chataignes,Flandre autrichienne,"3 600,00",Livres,"0,025",,,
115,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,5,Confitures,Flandre autrichienne,"1 129,00",Livres,"0,500",,,Prix unitaire en pourcentage
116,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,5,Coton en laine,Flandre autrichienne,"22 294,00",Livres,"1,200",,,Prix unitaire en pourcentage
117,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,5,Cuirs secs en poils,Flandre autrichienne,"3 431,00",Pièces,"8,000",,,
118,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,5,Eau de vie,Flandre autrichienne,"16 005,00",Veltes,"3,000",,,
119,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,5,Etamine de laine,Flandre autrichienne,"630,00",Aunes,"2,500",,,
120,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,5,Fromage de Gruiere,Flandre autrichienne,"38,00",Livres,"0,500",,,
121,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,5,Gingembre,Flandre autrichienne,"1 600,00",Livres,"0,150",,,Prix unitaire en pourcentage
122,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,6,Huille d'ollive,Flandre autrichienne,"472,00",Livres,"0,600",,,
123,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,6,Indigo,Flandre autrichienne,"10 027,00",Livres,"3,750",,,
124,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,6,Liqueur,Flandre autrichienne,"6,00",Bouteilles,"2,000",,,
125,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,6,Peaux de veau corroyées,Flandre autrichienne,"25,00",Douzaines,"30,000",,,
126,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,6,Pierres a fusils,Flandre autrichienne,"374,00",Milliers,"1,500",,,
127,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,6,Plume a lit,Flandre autrichienne,"250,00",Livres,"0,750",,,
128,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,6,Porcelaine,Flandre autrichienne,"900,00",Livres,"5,000",,,
129,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,6,Prunnes de Ste Catherine,Flandre autrichienne,"2 350,00",Livres,"0,150",,,Prix unitaire en pourcentage
130,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,6,Rocou,Flandre autrichienne,"3 170,00",Livres,"0,750",,,Prix unitaire en pourcentage
131,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,6,Sirop melasse,Flandre autrichienne,"508 825,00",Livres,"0,100",,,Prix unitaire en pourcentage
132,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,6,Sucre brut,Flandre autrichienne,"348 175,00",Livres,"0,250",,,Prix unitaire en pourcentage
133,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,6,Sucre en pain,Flandre autrichienne,"1 476,00",Livres,"0,600",,,Prix unitaire en pourcentage
134,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,6,Sucre terré,Flandre autrichienne,"762 975,00",Livres,"0,400",,,Prix unitaire en pourcentage
135,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,6,Vin d'Amont,Flandre autrichienne,"2 624,50",Tonneaux,"125,000",,,
136,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,6,Vin nantois,Flandre autrichienne,"2 155,25",Tonneaux,"80,000",,,
137,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,6,Vinaigre,Flandre autrichienne,"2,00",Quarts,"60,000",,,
138,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,6,Alibanis,Guinée,"100,00",Pièces,"20,000",,,
139,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,6,Anabas,Guinée,"3 520,00",Pièces,"1,500",,,
140,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,6,Ancres de fer,Guinée,"4 700,00",Livres,"0,300",,,Prix unitaire en pourcentage
141,Anthony Rebours,AD44 C716-2,Local/Nantes/Nantes - Exports – 1749.csv,Local,1749,Exports,Nantes,6,Archiabanis,Guinée,"36,00",Pièces,"2,000",,,
