numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,doubleaccounts
34,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,1,Thé divers,Angleterre,13670,Livre,3,41010,0,,
35,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Toile de Bretagne,Angleterre,867,Livre,4,3468,0,,
36,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Toile a voile,Angleterre,600,Livre,"0,45",270,0,,
37,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Vin de Bordeaux,Angleterre,"3,5",Tonneau,150,450,75,Droits sur le vin et le vinaigre 49 sous par tonneau / erreur de calcul,
38,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Vin de Bordeaux,Angleterre,253,Bouteille ,"0,6",152,"-0,2",,
39,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Vin d'Amont,Angleterre,6,Tonneau,120,720,0,Droits sur le vin et le vinaigre 49 sous par tonneau,
40,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Vin nantois,Angleterre,10,Tonneau,60,600,0,Droits sur le vin et le vinaigre 49 sous par tonneau,
41,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Vin du Croisic,Angleterre,20,Tonneau,50,1000,0,Droits sur le vin et le vinaigre 49 sous par tonneau,
42,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Vinaigre,Angleterre,10,Tonneau,60,600,0,Droits sur le vin et le vinaigre 49 sous par tonneau,
43,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Avirons,Flandre Imperialle,4,Traque,7,28,0,,
44,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Arbres fruitiers,Flandre Imperialle,,,0,66,-66,,
45,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Confitures,Flandre Imperialle,27,Livre,"0,7",18,"0,9",,
46,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Chataignes,Flandre Imperialle,250,Boisseau,"0,5",125,0,,
47,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Coupis,Flandre Imperialle,125,Pièce,12,1500,0,,
48,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Cuirs secs en poil,Flandre Imperialle,200,Nombre,5,1000,0,,
49,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Cartes a jouer,Flandre Imperialle,555,Livre,"0,5",277,"0,5",,
50,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Coton en laine,Flandre Imperialle,22100,Livre,"0,7",15470,0,Prix unitaire en pourcentage,
51,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Cordage,Flandre Imperialle,350,Livre,"0,25",88,"-0,5",Prix unitaire en pourcentage,
52,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Chandelle,Flandre Imperialle,12,Livre,"0,35",4,"0,2",Prix unitaire en pourcentage,
53,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Damas,Flandre Imperialle,189,Pièce,70,13230,0,,
54,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Eau de vie,Flandre Imperialle,4233,Barique,70,296310,0,Droits à 3 livres et 5 sous la barique,
55,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Fruit cuit,Flandre Imperialle,75,Livre,"0,25",19,"-0,25",Prix unitaire en pourcentage,
56,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Fichus,Flandre Imperialle,10,Pièce,16,160,0,,
57,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Fayence,Flandre Imperialle,2,Douzaine,4,8,0,,
58,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Guingan,Flandre Imperialle,78,Pièce,8,624,0,,
59,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Helateas,Flandre Imperialle,222,Pièce,24,5328,0,,
60,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Huile d'olive,Flandre Imperialle,400,Livre,"0,6",240,0,Prix unitaire en pourcentage,
61,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Indienne,Flandre Imperialle,251,Pièce,14,5914,-2400,erreur de calcul,
62,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Mouchoirs,Flandre Imperialle,100,Pièce,13,2340,-1040,,1
63,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Mouchoirs,Flandre Imperialle,135,Livre,0,2340,-2340,,2
64,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Mercerie,Flandre Imperialle,72,Livre,6,432,0,,
65,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Noix,Flandre Imperialle,3,Millier,1,100,-97,erreur de calcul,
66,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Pruneaux de Ste Caterine,Flandre Imperialle,725,Livre,"0,3",0,"217,5",absence de total,
67,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Porcelaine des Indes,Flandre Imperialle,926,Livre,5,4630,0,,
68,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Papier a écrire,Flandre Imperialle,16,rames,6,221,-125,,1
69,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,2,Papier a écrire,Flandre Imperialle,250,Livre,"0,5",221,-96,,2
70,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Soucis,Flandre Imperialle,200,Pièce,25,5000,0,,
71,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Soyerie,Flandre Imperialle,"58,5",Livre,40,2320,20,erreur de calcul,
72,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Saffran,Flandre Imperialle,96,Livre,32,3072,0,,
73,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Sel,Flandre Imperialle,68,Muid,24,1632,0,,
74,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Sucre en pain,Flandre Imperialle,22075,Livre,"0,5",11038,"-0,5",,
75,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Sucre terré,Flandre Imperialle,123700,Livre,"0,32",39584,0,Prix unitaire en pourcentage,
76,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Sucre teste de forme,Flandre Imperialle,30475,Livre,"0,26",7320,"603,5",erreur de calcul,
77,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Sucre brut,Flandre Imperialle,702950,Livre,"0,2",140580,10,erreur de calcul,
78,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Sirop de sucre,Flandre Imperialle,799800,Livre,"0,05",39990,0,Prix unitaire en pourcentage,
79,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Savon,Flandre Imperialle,2130,Livre,"0,33",703,"-0,1",Prix unitaire en pourcentage,
80,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Thé bou,Flandre Imperialle,6990,Livre,"2,5",16975,500,erreur de calcul,
81,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Thé vert,Flandre Imperialle,3270,Livre,"2,3",7521,0,,
82,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Thé vert saouls,Flandre Imperialle,4980,Livre,"2,3",11454,0,,
83,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Thé camhou,Flandre Imperialle,860,Livre,4,3440,0,,
84,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Thé pekau,Flandre Imperialle,580,Livre,6,3480,0,,
85,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Thé divers,Flandre Imperialle,9625,Livre,3,19275,9600,erreur de calcul,
86,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Toile de coton,Flandre Imperialle,116,Pièce,50,290,5510,erreur de calcul / doute sur le prix,
87,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Toile de Bretagne,Flandre Imperialle,1070,Livre,4,4280,0,,
88,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Vin de Bordeaux,Flandre Imperialle,6,Tonneau,150,900,0,Droits sur le vin et le vinaigre 49 sous par tonneau,
89,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Vin d'Amont,Flandre Imperialle,1470,Tonneau,120,176400,0,Droits sur le vin et le vinaigre 49 sous par tonneau,
90,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Vin nantois,Flandre Imperialle,123,Tonneau,60,7380,0,Droits sur le vin et le vinaigre 49 sous par tonneau,
91,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Vinaigre,Flandre Imperialle,4,Tonneau,60,240,0,Droits sur le vin et le vinaigre 49 sous par tonneau,
92,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Alibanis,Hollande,240,Pièce,18,3320,1000,erreur de calcul,
93,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Armoisin,Hollande,1,Pièce,40,40,0,,
94,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Arbres fruitiers,Hollande,,,0,55,-55,,
95,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Bazin brodé,Hollande,3,Pièce,70,210,0,,
96,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Bois de caliatours,Hollande,20000,Livre,"0,2",4000,0,Prix unitaire en pourcentage,
97,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Bois rouge des Indes,Hollande,182475,Livre,"0,18",32843,"2,5",erreur de calcul,
98,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Confitures,Hollande,725,Livre,"0,7",505,"2,5",erreur de calcul,
99,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Chataignes,Hollande,232,Boisseau,"0,5",116,0,,
100,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Coupis,Hollande,39,Pièce,12,468,0,,
101,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Caladaris,Hollande,119,Pièce,10,1190,0,,
102,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Chite,Hollande,23,Pièce,30,690,0,,
103,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Cotonade,Hollande,376,Aune,"2,5",94,846,erreur de calcul,
104,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Cauris,Hollande,26000,Livre,"1,2",71200,-40000,erreur de calcul,
105,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Carcanmas,Hollande,3265,Livre,0,5000,-5000,,
106,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,3,Cardamun,Hollande,475,Livre,"2,5",1187,"0,5",,
107,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Cabarets vernis,Hollande,1220,Nombre,9,10980,0,,
108,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Chaudiere de cuivre,Hollande,1,Nombre,30,30,0,Erreur 30 livres la pièce,
109,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Chapeaux de paille,Hollande,4,Douzaine,"1,8",7,"0,2",,
110,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Damas des Indes,Hollande,279,Pièce,100,27900,0,,
111,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Eau de vie,Hollande,1144,Barique,70,290080,-210000,Droits à 3 livres et 5 sous la barique / erreur de calcul,
112,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Eau de la reiyne d'hongrie,Hollande,120,Livre,3,360,0,,
113,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Etoffes diverses des Indes,Hollande,7413,Pièce,60,444780,0,,
114,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Etamine,Hollande,113,Aune,"1,25",141,"0,25",,
115,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Fruit cru,Hollande,24,Quart,0,240,-240,Prix unitaire = 20 livres la barique,
116,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Fruit cuit,Hollande,130,Livre,"0,25",32,"0,5",Prix unitaire en pourcentage,
117,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Falbas,Hollande,192,Pièce,30,5760,0,,
118,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Fleurs artificielles des Indes,Hollande,100,Nombre,0,1000,-1000,,
119,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Fayence,Hollande,2,Douzaine,4,8,0,,
120,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Fer en barres d'Espagne,Hollande,18000,Livre,"0,14",2520,0,Prix unitaire en millier,
121,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Gingembre,Hollande,825,Livre,"0,2",165,0,Prix unitaire en pourcentage,
122,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Gourgouran,Hollande,131,Pièce,70,9170,0,,
123,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Garos,Hollande,280,Pièce,10,280,2520,erreur de calcul,
124,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Guinée,Hollande,75,Pièce,40,3000,0,,
125,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Galanga,Hollande,9670,Livre,1,9670,0,,
126,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Gomme laque,Hollande,11275,Livre,"0,29",3155,"114,75",erreur de calcul,
127,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Gomme arabique,Hollande,750,Livre,"0,6",450,0,,
128,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Graine de houblon,Hollande,400,Livre,0,400,-400,,
129,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Helatsas,Hollande,457,Pièce,24,10970,-2,erreur de calcul,
130,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Hamans,Hollande,80,Pièce,20,1600,0,,
131,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Habits de Pekin brodés,Hollande,2,Nombre,50,100,0,,
132,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Habit de gourgouran,Hollande,2,Nombre,100,200,0,,
133,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Indienne,Hollande,123,Pièce,14,592,1130,erreur de calcul,
134,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Indigo,Hollande,34400,Livre,"2,375",81700,0,,
135,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Liqueurs à boire,Hollande,84,Pot,3,252,0,,
136,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Laque,Hollande,7350,Livre,"1,25",9127,"60,5",erreur de calcul,
137,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Miel,Hollande,1100,Livre,"0,1",550,-440,erreur de calcul,
138,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Mousseline,Hollande,2341,Pièce,50,117050,0,,
139,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Mouchoirs de coton,Hollande,"1,5",Douzaine,15,15,"7,5",erreur de calcul,
140,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Noix,Hollande,60,Millier,1,60,0,,
141,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Ocre,Hollande,380,Barique,10,3800,0,,
142,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Pruneaux de Ste Caterine,Hollande,2300,Livre,"0,3",166,524,erreur de calcul,
143,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,4,Pruneaux d'Amont,Hollande,70025,Livre,"0,04",2800,1,erreur de calcul,
