numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks,unverified
36,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,2,Confitures,Espagne,827,livres,"0,6",,,,1
37,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,2,Coton filé,Espagne,888,livres,2,,,,1
38,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,3,Cuirs de bœuf tannés,Espagne,17172,livres,"0,45",,,,1
39,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,3,Dentelle commune,Espagne,6,livres,8,,,,1
40,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,3,Drap de Sedan,Espagne,150,livres,14,,,,1
41,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,3,Drogueries,Espagne,2700,livres,2,,,,1
42,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,3,Eau de vie,Espagne,520,veltes,"5,5",,,,1
43,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,3,Etamine de laine,Espagne,2726,,3,,,Absence d'unité,1
44,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,3,Faïence,Espagne,1205,douzaines,4,,,,1
45,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,3,Fer blanc ouvré,Espagne,1000,livres,"0,7",,,,1
46,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,3,Fer en marmittes,Espagne,60,en nombre,2,,,,1
47,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,3,Ficelle,Espagne,280,livres,"0,9",,,,1
48,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,3,Fil à voile,Espagne,500,livres,"0,9",,,,1
49,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,3,Gaze,Espagne,1,pièces,24,,,,1
50,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,3,Gourgouran,Espagne,25,pièces,110,,,,1
51,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,3,Harengs saurs,Espagne,2,barils,30,,,,1
52,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,3,Indigo,Espagne,50,livres,"7,0791667",,,,1
53,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,3,Lamproies,Espagne,486,boîtes,"3,1",,,,1
54,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,3,Librairie,Espagne,1700,livres,2,,,,1
55,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,3,Ligues,Espagne,300,livres,"0,9",,,,1
56,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,3,Lisières de drap,Espagne,825,livres,"0,5",,,,1
57,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,3,Marchandises mêlées,Espagne,,,0,665,,Valeur totale,1
58,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,3,Mouchoirs des Indes,Espagne,639,pièces,24,,,,1
59,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,3,Mouchoirs peints,Espagne,3423,livres,6,,,,1
60,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,3,Morue verte,Espagne,50,poignées,"2,5",,,,1
61,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,3,Nankin,Espagne,1200,pièces,4,,,,1
62,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,3,Osier,Espagne,16,fournitures,13,,,,1
63,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,3,Papier peint,Espagne,16534,livres,"2,05",,,,1
64,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,3,Parchemin,Espagne,2863,peaux,"0,75",,,,1
65,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,3,Peaux de mouton apprêtées,Espagne,2452,en nombre,1,,,,1
66,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,4,Peaux de veau corroyées,Espagne,3516,douzaines,36,,,,1
67,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,4,Pekin,Espagne,36,pièces,100,,,,1
68,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,4,Pierres à faux,Espagne,2196,livres,"0,2",,,,1
69,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,4,Pierres à fusil,Espagne,78775,livres,"0,2",,,,1
70,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,4,Poivre,Espagne,900,livres,"1,4",,,,1
71,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,4,Porcelaine,Espagne,1786,livres,"2,5",,,,1
72,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,4,Quincaille et mercerie,Espagne,43403,livres,"1,5",,,,1
73,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,4,Savon,Espagne,350,livres,"0,45",,,,1
74,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,4,Sel,Espagne,49,muides,160,,,,1
75,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,4,Sucre brut,Espagne,91739,livres,"0,25",,,,1
76,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,4,Sucre en pain,Espagne,725,livres,"0,625",,,,1
77,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,4,Sucre terré,Espagne,618862,livres,"0,4",,,,1
78,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,4,Toile cholet,Espagne,430690,livres,"3,75",,,,1
79,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,4,Toile grise,Espagne,695,livres,"1,2",,,,1
80,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,4,Vin de Bordeaux,Espagne,9,bariques,90,,,,1
81,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,4,Vin hors,Espagne,4,bariques,80,,,,1
82,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,4,Vin nantais,Espagne,2,tonneaux,130,,,,1
83,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,4,Vinaigre,Espagne,4,barils,18,,,,1
84,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,4,Vinaigre,Espagne,5,bariques,30,,,,1
85,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,4,Bougie,Flandre autrichienne,185,livres,"2,25",,,,1
86,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,4,Cacao,Flandre autrichienne,1900,livres,"0,6083333",,,,1
87,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,4,Café,Flandre autrichienne,155441,livres,"0,7625",,,,1
88,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,4,Châtaignes,Flandre autrichienne,1060,livres,1,,,Doute sur la quantité,1
89,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,4,Cire jaune,Flandre autrichienne,1200,livres,"1,5",,,,1
90,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,5,Coton filé en laine,Flandre autrichienne,6217,livres,2,,,,1
91,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,5,Eau de vie,Flandre autrichienne,35,veltes,"5,5",,,,1
92,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,5,Garas,Flandre autrichienne,40,pièces,18,,,,1
93,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,5,Huile d'olive,Flandre autrichienne,433,livres,"0,85",,,,1
94,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,5,Marchandises mêlées,Flandre autrichienne,,,0,51,,Valeur totale,1
95,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,5,Ocre,Flandre autrichienne,18,bariques,14,,,,1
96,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,5,Porcelaine,Flandre autrichienne,64,livres,"2,5",,,,1
97,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,5,Rocou,Flandre autrichienne,403,livres,"0,78",,,,1
98,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,5,Safran,Flandre autrichienne,30,livres,18,,,,1
99,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,5,Sirop mélasse,Flandre autrichienne,170533,livres,"0,1",,,,1
100,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,5,Sucre brut,Flandre autrichienne,430896,livres,"0,25",,,,1
101,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,5,Sucre terré,Flandre autrichienne,413600,livres,"0,4",,,,1
102,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,5,Thé,Flandre autrichienne,1479,livres,"2,5",,,,1
103,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,5,Vin d'amont,Flandre autrichienne,"940,5",tonneaux,300,,,,1
104,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,5,Vin nantais,Flandre autrichienne,"255,5",tonneaux,130,,,,1
105,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,5,Vinaigre,Flandre autrichienne,5,bariques,30,,,,1
106,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,5,Vinaigre,Flandre autrichienne,3,quarts,18,,,,1
107,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,5,Baleine coupée,Hollande,200,livres,"3,5",,,,1
108,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,5,Bois d'acajou,Hollande,350,madriers,30,,,,1
109,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,5,Bois rouge,Hollande,20000,livres,"0,0875",,,,1
110,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,5,Bougie,Hollande,65,livres,"2,25",,,,1
111,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,5,Cacao,Hollande,7000,livres,"0,6083333",,,,1
112,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,5,Café,Hollande,2640624,livres,"0,75",,,,1
113,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,5,Canelle,Hollande,5703,livres,7,,,,1
114,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,5,Cendre d'orfèvre,Hollande,6500,livres,"0,5",,,,1
115,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,6,Châtaignes,Hollande,2053,boisseaux,1,,,,1
116,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,6,Confitures,Hollande,421,livres,"0,6",,,,1
117,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,6,Cornes de bœuf,Hollande,6500,en nombre,"0,15",,,,1
118,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,6,Coton filé,Hollande,2320,livres,2,,,,1
119,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,6,Crin,Hollande,1200,livres,1,,,,1
120,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,6,Cuirs de gras,Hollande,1740,livres,1,,,,1
121,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,6,Eau de vie,Hollande,55,veltes,"5,5",,,,1
122,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,6,Guingan,Hollande,392,pièces,10,,,,1
123,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,6,Huile d'olive,Hollande,944,livres,"0,85",,,,1
124,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,6,Indigo,Hollande,24028,livres,"7,0791667",,,,1
125,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,6,Marchandises mêlées,Hollande,,,0,84,,Valeur totale,1
126,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,6,Miel,Hollande,159790,livres,"0,175",,,,1
127,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,6,Ocre,Hollande,993,bariques,14,,,,1
128,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,6,Oignons en fleurs,Hollande,300,livres,3,,,,1
129,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,6,Peaux de mouton apprêtées,Hollande,1476,livres,1,,,,1
130,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,6,Pierres à fusil,Hollande,40605,livres,"0,2",,,,1
131,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,6,Prunes,Hollande,1335,livres,"0,4",,,,1
132,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,6,Pruneaux,Hollande,116306,livres,"0,2",,,,1
133,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,6,Rocou,Hollande,19992,livres,"0,78",,,,1
134,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,6,Safran,Hollande,100,livres,18,,,,1
135,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,6,Sirop mélasse,Hollande,106600,livres,"0,1",,,,1
136,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,6,Sucre brut,Hollande,10748640,livres,"0,25",,,,1
137,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,6,Sucre terré,Hollande,2024195,livres,"0,4",,,,1
138,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,6,Thé,Hollande,5044,livres,"2,5",,,,1
139,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,6,Toile cholet,Hollande,3450,livres,"3,75",,,,1
140,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,6,Toile de coton,Hollande,140,livres,"2,5",,,,1
141,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,6,Toile de frise,Hollande,30,aunes,1,,,,1
142,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,6,Verdes,Hollande,600,livres,"1,25",,,,1
143,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,6,Vin d'amont,Hollande,"1646,25",tonneaux,300,,,,1
144,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,7,Vin nantais,Hollande,"566,75",tonneaux,130,,,,1
145,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,7,Vinaigre,Hollande,14,bariques,30,,,,1
146,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,7,Vinaigre,Hollande,29,quarts,18,,,,1
147,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,7,Bois de Cayenne,Italie,1500,livres,"0,075",,,,1
148,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,7,Bois de Gayac,Italie,40500,livres,"0,0291667",,,,1
149,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,7,Cacao,Italie,3509,livres,"0,6083333",,,,1
150,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,7,Café,Italie,471924,livres,"0,7625",,,,1
151,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,7,Eau de vie,Italie,31,veltes,"5,5",,,,1
152,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,7,Indigo,Italie,4309,livres,"7,0791667",,,,1
153,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,7,Marchandises mêlées,Italie,,,0,197,,Valeur totale,1
154,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,7,Ocre,Italie,72,bariques,14,,,,1
155,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,7,Peaux de veau corroyées,Italie,279,douzaines,36,,,,1
156,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,7,Pierres à fusil,Italie,32800,livres,"0,2",,,,1
157,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,7,Rocou,Italie,1350,livres,"0,78",,,,1
158,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,7,Safran,Italie,30,livres,18,,,,1
159,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,7,Sirop mélasse,Italie,3550,livres,"0,1",,,,1
160,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,7,Sucre brut,Italie,947100,livres,"0,25",,,,1
161,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1772.csv,Local,1772,Exports,Nantes,7,Sucre terré,Italie,692976,livres,"0,4",,,,1
