numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks,Unverified
57,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,3,Pierres à fusil,Espagne,1763500,en nombre,2,,,,1
58,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,3,Poudre à poudrer,Espagne,80,livres,"0,3",,,,1
59,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,3,Pruneaux,Espagne,190,livres,"0,1",,,,1
60,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,3,Quincaille,Espagne,43343,livres,"1,5",,,,1
61,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,3,Ratine,Espagne,"25,5",aunes,"2,5",,,,1
62,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,3,Rechanges de toile pour nègres,Espagne,750,livres,1,,,,1
63,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,3,Rubans de soie,Espagne,10,livres,60,,,,1
64,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,3,Rubans soie et fil,Espagne,14,livres,30,,,,1
65,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,3,Sel,Espagne,15,muides,26,,,,1
66,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,3,Seringues d'étain,Espagne,144,en nombre,3,,,,1
67,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,3,Soufflets,Espagne,5,douzaines,15,,,,1
68,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,3,Sucre en pain,Espagne,130,livres,"0,75",,,,1
69,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,3,Thé,Espagne,14,livres,3,,,,1
70,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,3,Toile de Bretagne,Espagne,576914,livres,"1,75",,,,1
71,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,4,Toile peinte,Espagne,471,livres,3,,,,1
72,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,4,Toile platille,Espagne,4348,pièces,5,,,,1
73,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,4,Verres communs,Espagne,50,livres,1,,,,1
74,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,4,Vin de Bordeaux,Espagne,34,barriques,70,,,,1
75,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,4,Vin de Champagne,Espagne,720,bouteilles,2,,,,1
76,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,4,Vin nantais,Espagne,"56,25",tonneaux,80,,,,1
77,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,4,Vinaigre,Espagne,36,barriques,16,,,,1
78,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,4,Vinaigre,Espagne,264,quarts,8,,,,1
79,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,4,Beurre,Flandre autrichienne,1000,livres,"0,35",,,,1
80,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,4,Café des Iles,Flandre autrichienne,2892,livres,"0,65",,,,1
81,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,4,Châtaignes,Flandre autrichienne,8915,boisseaux,"0,4",,,,1
82,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,4,Confitures,Flandre autrichienne,63,livres,"0,75",,,,1
83,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,4,Drogueries,Flandre autrichienne,12,livres,2,,,,1
84,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,4,Eau de vie,Flandre autrichienne,80810,veltes,3,,,,1
85,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,4,Fromage,Flandre autrichienne,150,livres,"0,3",,,,1
86,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,4,Fruits cuits,Flandre autrichienne,180,livres,"0,2",,,,1
87,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,4,Huile d'olive,Flandre autrichienne,1070,livres,"0,5",,,,1
88,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,4,Indigo,Flandre autrichienne,300,livres,4,,,,1
89,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,4,Miel,Flandre autrichienne,12,livres,"0,1",,,,1
90,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,4,Peaux de mouton aprêtés,Flandre autrichienne,35,en nombre,"1,25",,,,1
91,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,4,Peaux de veau corroyés,Flandre autrichienne,8,douzaines,24,,,,1
92,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,4,Plumes à écrire,Flandre autrichienne,100,livres,5,,,,1
93,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,4,Plumes à lits,Flandre autrichienne,180,livres,1,,,,1
94,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,4,Pruneaux,Flandre autrichienne,1783,livres,"0,1",,,,1
95,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,5,Safran,Flandre autrichienne,61,livres,16,,,,1
96,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,5,Sel,Flandre autrichienne,176,muides,26,,,,1
97,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,5,Sirop mélasse,Flandre autrichienne,187032,livres,"0,1",,,,1
98,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,5,Thé,Flandre autrichienne,29792,livres,3,,,,1
99,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,5,Vin d'amont,Flandre autrichienne,"3479,75",tonneaux,120,,,,1
100,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,5,Vin nantais,Flandre autrichienne,"1635,25",tonneaux,80,,,,1
101,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,5,Vinaigre,Flandre autrichienne,4,barriques,16,,,,1
102,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,5,Vinaigre,Flandre autrichienne,17,quarts,8,,,,1
103,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,5,Bas de fil,Hollande,174,douzaines,24,,,,1
104,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,5,Bœuf salé,Hollande,400,livres,"0,2",,,,1
105,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,5,Beurre,Hollande,56658,livres,"0,35",,,,1
106,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,5,Bougie,Hollande,370,livres,"2,25",,,,1
107,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,5,Café des Iles,Hollande,275,livres,"0,65",,,,1
108,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,5,Cartes à jouer,Hollande,"2,5",grosses,24,,,,1
109,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,5,Châtaignes,Hollande,325,boisseaux,"0,4",,,,1
110,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,5,Chaussettes de fil,Hollande,38,paires,"1,5",,,,1
111,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,5,Confitures,Hollande,120,livres,"0,75",,,,1
112,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,5,Eau de vie,Hollande,59982,veltes,3,,,,1
113,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,5,Etoffe de soie,Hollande,504,livres,40,,,,1
114,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,5,Etrilles,Hollande,25,paires,1,,,,1
115,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,5,Fer coulé,Hollande,6719,livres,"0,1",,,,1
116,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,5,Fil de Bretagne,Hollande,5010,livres,3,,,,1
117,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,6,Fruits cuits,Hollande,423,livres,"0,2",,,,1
118,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,6,Gants de chamois,Hollande,355,douzaines,9,,,,1
119,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,6,Garas,Hollande,872,pièces,15,,,,1
120,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,6,Gomme laque,Hollande,1397,livres,"2,5",,,,1
121,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,6,Guinée,Hollande,932,pièces,24,,,,1
122,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,6,Guinée,Hollande,120,livres,3,,,,1
123,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,6,Huile d'olive,Hollande,16,veltes,4,,,,1
124,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,6,Huile d'olive,Hollande,672,livres,"0,5",,,,1
125,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,6,Indienne,Hollande,1492,pièces,25,,,,1
126,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,6,Indigo,Hollande,1995,livres,4,,,,1
127,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,6,Miel,Hollande,90569,livres,"0,1",,,,1
128,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,6,Mors de brides,Hollande,40,en nombre,3,,,,1
129,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,6,Mouchoirs de Cholet,Hollande,2420,livres,4,,,,1
130,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,6,Mouchoirs des Indes,Hollande,33,pièces,18,,,,1
131,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,6,Mouchoirs de Masulipatan,Hollande,1244,pièces,24,,,,1
132,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,6,Ocre,Hollande,1212,barriques,20,,,,1
133,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,6,Ocre,Hollande,12,tiercons,13,,,,1
134,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,6,Ocre,Hollande,11,quarts,10,,,,1
135,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,6,Peaux de veau corroyés,Hollande,30,douzaines,24,,,,1
136,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,6,Pierres à fusil,Hollande,2333,milliers,2,,,,1
137,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,6,Prunes,Hollande,313,livres,"0,3",,,,1
138,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,6,Pruneaux,Hollande,198000,livres,"0,1",,,,1
139,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,6,Salemporis,Hollande,951,pièces,18,,,,1
140,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,6,Salemporis,Hollande,1200,livres,"0,5",,,,1
141,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,6,Sel,Hollande,86,muides,26,,,,1
142,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,6,Sel,Hollande,1500,charges,33,,,,1
143,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,6,Selles de cheval,Hollande,40,en nombre,15,,,,1
144,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,7,Seringues d'étain,Hollande,364,en nombre,3,,,,1
145,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,7,Souliers,Hollande,250,paires,4,,,,1
146,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,7,Suif,Hollande,15000,livres,"0,3",,,,1
147,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,7,Tapis gros points,Hollande,51,en nombre,12,,,,1
148,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,7,Toile de Bretagne,Hollande,225175,livres,"1,75",,,,1
149,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,7,Toile guingan,Hollande,1632,aunes,3,,,,1
150,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,7,Vin d'amont,Hollande,2509,tonneaux,120,,,,1
151,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,7,Vin de Bordeaux,Hollande,26,barriques,70,,,,1
152,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,7,Vin nantais,Hollande,"103,5",tonneaux,80,,,,1
153,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,7,Vinaigre,Hollande,"7,5",tonneaux,64,,,,1
154,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,7,Vinaigre,Hollande,33,quarts,8,,,,1
155,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,7,Thé,Hollande,9710,livres,3,,,,1
156,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,7,Bouchons de liège,Nord,4800,en nombre,5,,,,1
157,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,7,Bouteilles de verre,Nord,158,en nombre,"0,2",,,,1
158,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,7,Café des Iles,Nord,8615,livres,"0,65",,,,1
159,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,7,Châtaignes,Nord,588,boisseaux,"0,4",,,,1
160,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,7,Confitures,Nord,150,livres,"0,75",,,,1
161,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1761.csv,Local,1761,Exports,Nantes,7,Eau de vie,Nord,40,ancres,48,,,,1
