numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,unverified
50,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,2,Etamine de laine,Espagne,7051,livres,"3,5000000","24678,50","0,00",,1
51,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,2,Etoffe de soie,Espagne,50,livres,"40,0000000","2000,00","0,00",,1
52,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,2,Faulx à faucher,Espagne,1500,livres,"0,7500000","1125,00","0,00",,1
53,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,2,Faïence,Espagne,652,en nombre,"4,0000000","2608,00","0,00",,1
54,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,2,Fèves,Espagne,1268500,livres,"0,0666667","84566,65","-0,02",,1
55,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,2,Graisse,Espagne,400,livres,"0,4500000","180,00","0,00",,1
56,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,2,Indigo,Espagne,117,livres,"5,5500000","649,35","0,00",,1
57,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,2,Lamproies,Espagne,734,boites,"3,1000000","2275,40","0,00",,1
58,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,2,Lard,Espagne,1600,livres,"0,2750000","440,00","0,00",,1
59,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,2,Librairie,Espagne,8850,livres,"2,0000000","17700,00","0,00",,1
60,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,2,Marchandises mêlées,Espagne,,,,"298,00",,Valeur totale,1
61,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,2,Mercerie,Espagne,12422,livres,"2,0000000","24844,00","0,00",,1
62,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,2,Mercerie de quincaillerie,Espagne,42239,livres,"1,7500000","73918,25","0,00",,1
63,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,2,Modes,Espagne,,,,"200,00",,Valeur totale,1
64,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Mouchoirs peints,Espagne,525,livres,"3,0000000","1575,00","0,00",,1
65,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Orge,Espagne,349400,livres,"0,0625000","21837,50","0,00",,1
66,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Papier peint,Espagne,5284,livres,"2,0500000","10832,40","0,20",Erreur de calcul,1
67,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Peaux de maroquin,Espagne,54,peaux,"3,0000000","162,00","0,00",,1
68,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Peaux de moutons aprêtés,Espagne,300,peaux,"0,9000000","270,00","0,00",,1
69,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Peaux de veau corroyées,Espagne,2715,douzaines,"35,0000000","95025,00","0,00",,1
70,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Pierres à faulx,Espagne,4500,livres,"0,2000000","900,00","0,00",,1
71,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Pierres à fusil,Espagne,1750,milliers,"1,7500000","3062,50","0,00",,1
72,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Pierres ponce,Espagne,550,livres,"0,2000000","110,00","0,00",,1
73,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Pierres à razoir,Espagne,1700,en nombre,"2,0000000","3400,00","0,00",,1
74,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Pois verts,Espagne,40000,livres,"0,0750000","3000,00","0,00",,1
75,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Poivre,Espagne,400,livres,"1,3000000","520,00","0,00",,1
76,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Porcelaine,Espagne,60,livres,"3,0000000","180,00","0,00",,1
77,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Quincaille,Espagne,5409,livres,"0,7500000","4056,25","-0,50",Erreur de calcul,1
78,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Riz,Espagne,18900,livres,"0,2000000","3780,00","0,00",,1
79,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Rogues,Espagne,12,barriques,"50,0000000","600,00","0,00",,1
80,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Savon,Espagne,24300,livres,"0,4250000","10327,50","0,00",,1
81,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Sucre brut,Espagne,45680,livres,"0,2458333","11229,65","-0,02",,1
82,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Sucre en pain,Espagne,110,livres,"0,6500000","71,50","0,00",,1
83,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Sucre terré,Espagne,279875,livres,"0,4291667","120113,00","-0,02",,1
84,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Thé,Espagne,1530,livres,"1,9000000","2907,00","0,00",,1
85,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Toile Cholet,Espagne,283140,livres,"3,7500000","1061775,00","0,00",,1
86,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Toile coutil,Espagne,240,livres,"1,8000000","432,00","0,00",,1
87,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Toile peinte,Espagne,520,livres,"2,2500000","1170,00","0,00",,1
88,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Toile platille,Espagne,385,pièces,"4,5000000","1732,50","0,00",,1
89,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Tournebroche,Espagne,120,livres,"0,7500000","90,00","0,00",,1
90,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Verres à vitres,Espagne,3000,livres,"0,6000000","1800,00","0,00",,1
91,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Vinaigre,Espagne,25,barriques,"30,0000000","750,00","0,00",,1
92,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Vinaigre,Flandre autrichienne,40,quarts,"7,5000000","300,00","0,00",,1
93,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Beurre,Flandre autrichienne,6400,livres,"0,5000000","3200,00","0,00",,1
94,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Cacao,Flandre autrichienne,1656,livres,"0,6000000","993,60","0,00",,1
95,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Café des Indes,Flandre autrichienne,426350,livres,"0,9000000","383715,00","0,00",,1
96,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Cendre gravelée,Flandre autrichienne,800,livres,"0,5000000","400,00","0,00",,1
97,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Châtaignes,Flandre autrichienne,1917,boisseaux,"1,0000000","1917,00","0,00",,1
98,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Coton en laine,Flandre autrichienne,22547,livres,"0,9916667","22359,10","-0,01",,1
99,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Eau de vie,Flandre autrichienne,"1853,5",veltes,"5,2500000","9730,85","-0,02",,1
100,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Gomme arabique,Flandre autrichienne,1060,livres,"1,1500000","1219,00","0,00",,1
101,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Huile d'olive,Flandre autrichienne,820,livres,"0,6000000","492,00","0,00",,1
102,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Indigo,Flandre autrichienne,2959,livres,"5,5500000","16422,45","0,00",,1
103,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Marchandises mêlées,Flandre autrichienne,,,,"315,00",,Valeur totale,1
104,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Manne,Flandre autrichienne,400,livres,"1,5000000","600,00","0,00",,1
105,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,3,Mercerie,Flandre autrichienne,210,livres,"2,0000000","420,00","0,00",,1
106,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Miel,Flandre autrichienne,16290,livres,"0,1750000","2850,00","-0,75",Erreur de calcul,1
107,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Mousseline,Flandre autrichienne,20,pièces,"105,0000000","2100,00","0,00",Doute sur l'unité,1
108,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Papier peint,Flandre autrichienne,100,livres,"2,0500000","205,00","0,00",,1
109,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Poivre,Flandre autrichienne,155,livres,"1,3000000","201,50","0,00",,1
110,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Porcelaine,Flandre autrichienne,600,livres,"3,0000000","1800,00","0,00",,1
111,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Pruneaux,Flandre autrichienne,3000,livres,"0,2000000","600,00","0,00",,1
112,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Rocou,Flandre autrichienne,2180,livres,"0,9500000","2071,00","0,00",,1
113,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Sirop mélasse,Flandre autrichienne,726320,livres,"0,1000000","72632,00","0,00",,1
114,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Sucre brut,Flandre autrichienne,1902415,livres,"0,2458333","468593,60","916,58",Erreur de calcul,1
115,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Sucre terré,Flandre autrichienne,1049780,livres,"0,4291667","450530,60","0,02",,1
116,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Thé,Flandre autrichienne,6616,livres,"1,9000000","12570,40","0,00",,1
117,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Verdet,Flandre autrichienne,150,livres,"1,2500000","187,50","0,00",,1
118,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Vin d'amont,Flandre autrichienne,"905,5",tonneaux,"310,0000000","3169,25","-277 535,75",Grosse erreur de calcul,1
119,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Vin de Bordeaux,Flandre autrichienne,"4,25",tonneaux,"400,0000000","1700,00","0,00",,1
120,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Vin nantais,Flandre autrichienne,"651,75",tonneaux,"160,0000000","104280,00","0,00",,1
121,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Vinaigre,Flandre autrichienne,2,barriques,"30,0000000","60,00","0,00",,1
122,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Vinaigre,Flandre autrichienne,13,quarts,"7,5000000","97,50","0,00",,1
123,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Blé froment,Hollande,305925,livres,"0,1208333","36965,90","-0,04",,1
124,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Blé seigle,Hollande,1648100,livres,"0,1000000","164810,00","0,00",,1
125,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Bois d'acajou,Hollande,170,madriers,"22,0000000","3740,00","0,00",,1
126,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Bois de Gaillac,Hollande,30150,livres,"0,0333333","1005,00","0,00",,1
127,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Bois rouge,Hollande,180850,livres,"0,0875000","15824,40","0,03",,1
128,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Bois à teindre,Hollande,6000,livres,"0,0875000","525,00","0,00",,1
129,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Bougie,Hollande,60,livres,"2,1000000","126,00","0,00",,1
130,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Café des Indes,Hollande,1592522,livres,"0,9000000","1433269,80","0,00",,1
131,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Châtaignes,Hollande,613,boisseaux,"1,0000000","613,00","0,00",,1
132,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Confitures,Hollande,142,livres,"0,6000000","85,20","0,00",,1
133,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Cornes de bœuf,Hollande,4,milliers,"50,0000000","200,00","0,00",,1
134,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Coton en laine,Hollande,5621,livres,"0,9916667","5574,35","0,19",,1
135,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Cotonne,Hollande,30,aunes,"1,4000000","42,00","0,00",,1
136,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Cuirs tannés,Hollande,974,livres,"0,4500000","389,60","-48,70",Erreur de calcul,1
137,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Eau de vie,Hollande,709,veltes,"5,2500000","3722,25","0,00",,1
138,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Faïence,Hollande,20,pots à fleurs,"1,2500000","25,00","0,00",,1
139,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Graines de moutarde,Hollande,4200,livres,"0,2500000","1050,00","0,00",,1
140,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Huile d'olive,Hollande,398,livres,"0,6000000","238,80","0,00",,1
141,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Indigo,Hollande,17292,livres,"5,5500000","95970,60","0,00",,1
142,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Marchandises mêlées,Hollande,,,,"264,00",,Valeur totale,1
143,Matthias Loise,AD44 C717,Local/Nantes/Nantes - Exports – 1770.csv,Local,1770,Exports,Nantes,4,Miel,Hollande,53027,livres,"0,1750000","9279,73","0,00",,1
