numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,probleme,remarks
93,Demba,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,Local,1730,Exports,Marseille,4,Peaux de chevre en poil,Pour l'Espagne,559,2150,livres,0.26,0,
94,Demba,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,Local,1730,Exports,Marseille,4,Peigne de buys,Pour l'Espagne,3418.8,12210,livres,0.28,0,
95,Demba,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,Local,1730,Exports,Marseille,4,Quincaille,Pour l'Espagne,1243,1243,livres,1,0,
96,Demba,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,Local,1730,Exports,Marseille,4,Ruban de Soye,Pour l'Espagne,8645,133,livres,65,0,
97,Demba,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,Local,1730,Exports,Marseille,4,Ruban de filozelle,Pour l'Espagne,440,22,livres,20,0,
98,Demba,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,Local,1730,Exports,Marseille,4,Rubarbe,Pour l'Espagne,15,1,livres,15,0,
99,Demba,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,Local,1730,Exports,Marseille,4,Saffran,Pour l'Espagne,3240,162,livres,20,0,
100,Demba,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,Local,1730,Exports,Marseille,4,Truffes Seches,Pour l'Espagne,340,85,livres,4,0,
101,Demba,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,Local,1730,Exports,Marseille,4,Toile blanche,Pour l'Espagne,156630,52210,livres,3,0,
102,Demba,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,Local,1730,Exports,Marseille,4,Toile crüe,Pour l'Espagne,31630,15815,livres,2,0,
103,Demba,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,Local,1730,Exports,Marseille,4,Toile cirée,Pour l'Espagne,92,46,livres,2,0,
104,Demba,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,Local,1730,Exports,Marseille,4,Vin,Pour l'Espagne,86,43,milleroles,2,0,
105,Demba,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,Local,1730,Exports,Marseille,4,Verres a boire,Pour l'Espagne,1150,1150,livres,1,0,
106,Demba,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,Local,1730,Exports,Marseille,4,Asnes,Pour le Piedmont et geneve,245,7,nombre,35,0,
107,Demba,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,Local,1730,Exports,Marseille,4,Anchois,Pour le Piedmont et geneve,216,1200,livres,0.18,0,
108,Demba,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,Local,1730,Exports,Marseille,5,Amandées cassées,Pour le Piedmont et geneve,11340,56700,livres,0.2,0,
109,Demba,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,Local,1730,Exports,Marseille,5,Amandes en coques,Pour le Piedmont et geneve,154.8,2580,livres,0.06,0,
110,Demba,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,Local,1730,Exports,Marseille,5,Avoine,Pour le Piedmont et geneve,76.5,8.5,charges,9,0,
111,Demba,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,Local,1730,Exports,Marseille,5,Artichaux frais,Pour le Piedmont et geneve,1,1,demie charge,2,1,erreur de calcul
112,Demba,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,Local,1730,Exports,Marseille,5,Auf ouvré,Pour le Piedmont et geneve,6,50,livres,0.12,0,
113,Demba,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,Local,1730,Exports,Marseille,5,Beurre,Pour le Piedmont et geneve,160,640,livres,0.25,0,
114,Demba,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,Local,1730,Exports,Marseille,5,Bougie,Pour le Piedmont et geneve,108,80,livres,1.35,0,
115,Demba,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,Local,1730,Exports,Marseille,5,Bas de laine,Pour le Piedmont et geneve,6500,1300,livres,5,0,
116,Demba,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,Local,1730,Exports,Marseille,5,Basanes tannées,Pour le Piedmont et geneve,2682,298,douzaine,9,0,
117,Demba,Archives de la CCI de Marseille - I 21,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille-1730-1740.csv,Local,1730,Exports,Marseille,5,Babouches,Pour le Piedmont et geneve,97.5,65,paires,1.5,0,
