numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,marchandises,pays,value,doubleaccounts
61,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Poissons de toute sorte,Royaume de Hollande,1100,0
62,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Miel,Royaume de Hollande,50252,0
63,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Sel,Royaume de Hollande,225842,0
64,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Provisions de bouche réunies,Royaume de Hollande,246209,0
65,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Vinaigre,Royaume de Hollande,35277,0
66,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Chocolat,Royaume de Hollande,2316,0
67,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Liqueurs,Royaume de Hollande,470,0
68,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,"Sirops, mélasse",Royaume de Hollande,679,0
69,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Thé,Royaume de Hollande,380800,0
70,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Girofle,Royaume de Hollande,17700,0
71,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Coton,Royaume de Hollande,31129,0
72,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Fil,Royaume de Hollande,580021,0
73,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Laine,Royaume de Hollande,14100,0
74,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Soie,Royaume de Hollande,11379,0
75,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Articles réunis,Royaume de Hollande,70000,0
76,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,"Brai, goudron et résine",Royaume de Hollande,4600,0
77,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Bois divers,Royaume de Hollande,99578,0
78,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Cires jaune et blanche,Royaume de Hollande,12577,0
79,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Cuirs apprêtés,Royaume de Hollande,162558,0
80,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Graines de trèfle,Royaume de Hollande,1041307,0
81,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Graines de jardin,Royaume de Hollande,29039,0
82,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Graines diverses,Royaume de Hollande,42872,0
83,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Huile de graine,Royaume de Hollande,490761,0
84,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Charbons,Royaume de Hollande,1408219,0
85,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Tabacs,Royaume de Hollande,58933,0
86,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Articles réunis,Royaume de Hollande,252180,0
87,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Alun,Royaume de Hollande,3228,0
88,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Cochenille,Royaume de Hollande,1511980,0
89,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Garance,Royaume de Hollande,100110,0
90,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Indigo,Royaume de Hollande,319900,0
91,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Rocou,Royaume de Hollande,4200,0
92,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Verdet,Royaume de Hollande,17633,0
93,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Drogues réunies,Royaume de Hollande,70444,0
94,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Eaux-de-vie,Royaume de Prusse,6895374,0
95,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Vins divers,Royaume de Prusse,939378,0
96,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Vins de Bordeaux,Royaume de Prusse,9995507,0
97,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Vins de liqueurs,Royaume de Prusse,131129,0
98,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Huile d'olive,Royaume de Prusse,120635,0
99,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,"Bestiaux en bœufs, vaches, porcs et moutons",Royaume de Prusse,46370,0
100,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Farine,Royaume de Prusse,4772,0
101,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Chairs salées,Royaume de Prusse,33618,0
102,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Fromage,Royaume de Prusse,2757,0
103,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Légumes,Royaume de Prusse,66136,0
104,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Fruits divers,Royaume de Prusse,574968,0
105,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Poissons de toute sorte,Royaume de Prusse,4256,0
106,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Miel,Royaume de Prusse,34875,0
107,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Sel,Royaume de Prusse,94522,0
108,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Provisions de bouche réunies,Royaume de Prusse,16839,0
109,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Vinaigre,Royaume de Prusse,284836,0
110,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Chocolat,Royaume de Prusse,432,0
111,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Liqueurs,Royaume de Prusse,8786,0
112,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,"Sirops, mélasse",Royaume de Prusse,360553,0
113,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Thé,Royaume de Prusse,3220,0
114,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Sucre,Royaume de Prusse,927,0
115,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Coton,Royaume de Prusse,55930,0
116,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Fil,Royaume de Prusse,11537,0
117,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Laine,Royaume de Prusse,485,0
118,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Soie,Royaume de Prusse,15790,0
119,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,"Brai, goudron et résine",Royaume de Prusse,10731,0
120,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Bois divers,Royaume de Prusse,80279,0
121,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Cires jaune et blanche,Royaume de Prusse,846,0
122,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Cuirs apprêtés,Royaume de Prusse,4865,0
123,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Graines de trèfle,Royaume de Prusse,249732,0
124,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Graines de jardin,Royaume de Prusse,2745,0
125,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Graines diverses,Royaume de Prusse,18908,0
126,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Huile de graine,Royaume de Prusse,7706,0
127,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Tabacs,Royaume de Prusse,23922,0
128,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Articles réunis,Royaume de Prusse,77988,0
129,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Cochenille,Royaume de Prusse,19448,0
130,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Indigo,Royaume de Prusse,11450,0
131,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Rocou,Royaume de Prusse,19130,0
132,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Verdet,Royaume de Prusse,154983,0
133,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Drogues réunies,Royaume de Prusse,35585,0
134,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Eaux-de-vie,Etats de l'Allemagne,3450455,0
135,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Vins divers,Etats de l'Allemagne,8103489,0
136,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Vins de liqueurs,Etats de l'Allemagne,2243,0
137,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Huile d'olive,Etats de l'Allemagne,140010,0
138,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,"Bestiaux en bœufs, vaches, porcs et moutons",Etats de l'Allemagne,1169575,0
139,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Blé,Etats de l'Allemagne,33623,0
140,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Chairs salées,Etats de l'Allemagne,17392,0
141,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Fromage,Etats de l'Allemagne,642054,0
142,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Légumes,Etats de l'Allemagne,43792,0
143,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Fruits divers,Etats de l'Allemagne,579641,0
144,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Poissons de toute sorte,Etats de l'Allemagne,3900,0
145,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Miel,Etats de l'Allemagne,47133,0
146,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Sel,Etats de l'Allemagne,632458,0
147,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Provisions de bouche réunies,Etats de l'Allemagne,170771,0
148,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Vinaigre,Etats de l'Allemagne,255869,0
149,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Chocolat,Etats de l'Allemagne,8740,0
150,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Liqueurs,Etats de l'Allemagne,22641,0
151,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,"Sirops, mélasse",Etats de l'Allemagne,620,0
152,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Thé,Etats de l'Allemagne,6622,0
153,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Sucre,Etats de l'Allemagne,1450,0
154,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Epiceries,Etats de l'Allemagne,425,0
155,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Coton,Etats de l'Allemagne,175590,0
156,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Fil,Etats de l'Allemagne,285856,0
157,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Laine,Etats de l'Allemagne,17829,0
158,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Soie,Etats de l'Allemagne,1158280,0
159,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Articles réunis,Etats de l'Allemagne,46042,0
160,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,"Brai, goudron et résine",Etats de l'Allemagne,355,0
161,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Bois divers,Etats de l'Allemagne,33709,0
162,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Cires jaune et blanche,Etats de l'Allemagne,16114,0
163,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Cuirs apprêtés,Etats de l'Allemagne,4394065,0
164,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Graines de trèfle,Etats de l'Allemagne,725450,0
165,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Graines de jardin,Etats de l'Allemagne,41762,0
166,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Graines diverses,Etats de l'Allemagne,22010,0
167,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Huile de graine,Etats de l'Allemagne,1139728,0
168,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Charbons,Etats de l'Allemagne,49986,0
169,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Tabacs,Etats de l'Allemagne,1262235,0
170,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Articles réunis,Etats de l'Allemagne,52847,0
171,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Alun,Etats de l'Allemagne,312456,0
172,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Cochenille,Etats de l'Allemagne,939224,0
173,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Garance,Etats de l'Allemagne,856251,0
174,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Indigo,Etats de l'Allemagne,413350,0
175,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Rocou,Etats de l'Allemagne,11200,0
176,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Verdet,Etats de l'Allemagne,48343,0
177,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Drogues réunies,Etats de l'Allemagne,214215,0
178,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Eaux-de-vie,République de Suisse,973606,0
179,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Vins divers,République de Suisse,2212662,0
180,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Vins de liqueurs,République de Suisse,31922,0
