numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,marchandises,pays,value,doubleaccounts
17,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Sel,Royaume d'Espagne,16500,0
18,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Vins divers,Royaume d'Espagne,1082000,0
19,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Vins de Bordeaux,Royaume d'Espagne,37300,0
20,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Vins de liqueur,Royaume d'Espagne,49200,0
21,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Vinaigre,Royaume d'Espagne,7700,0
22,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Volailles,Royaume d'Espagne,2800,0
23,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,"Liqueurs, rhum et sirops fins",Royaume d'Espagne,28200,0
24,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Sirop-mélasse,Royaume d'Espagne,1700,0
25,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Girofle,Royaume d'Espagne,130000,0
26,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Bêtes de somme,Royaume d'Espagne,2182000,0
27,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Coton filé,Royaume d'Espagne,2600,0
28,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Fil de lin et de chanvre,Royaume d'Espagne,508600,0
29,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Laine,Royaume d'Espagne,6000,0
30,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Soies,Royaume d'Espagne,2100,0
31,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Baleine,Royaume d'Espagne,1200,0
32,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Bois divers,Royaume d'Espagne,24200,0
33,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Bois des îles,Royaume d'Espagne,1800,0
34,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,"Brai, goudron et résine",Royaume d'Espagne,183600,0
35,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,"Chaux, plâtre et ciment",Royaume d'Espagne,1500,0
36,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Cires blanche et jaune,Royaume d'Espagne,318900,0
37,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Cuirs apprêtés,Royaume d'Espagne,55700,0
38,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Graines diverses,Royaume d'Espagne,111700,0
39,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Graines de jardin,Royaume d'Espagne,700,0
40,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Huile de graine,Royaume d'Espagne,84300,0
41,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Huile de poisson,Royaume d'Espagne,8700,0
42,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Tabac,Royaume d'Espagne,189800,0
43,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Articles réunis,Royaume d'Espagne,28500,0
44,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Couperose,Royaume d'Espagne,4700,0
45,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Verdes,Royaume d'Espagne,4400,0
46,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Articles réunis,Royaume d'Espagne,27300,0
47,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Bestiaux,Royaume de Hollande,129600,0
48,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Chairs salées et fraîches,Royaume de Hollande,6400,0
49,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Eau-de-vie,Royaume de Hollande,7900,0
50,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Farine et gruau,Royaume de Hollande,800,0
51,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Fromage,Royaume de Hollande,7700,0
52,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Fruits divers,Royaume de Hollande,46300,0
53,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Fruits secs,Royaume de Hollande,84300,0
54,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Fruits amandes,Royaume de Hollande,4300,0
55,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Fruits châtaignes,Royaume de Hollande,700,0
56,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Huile d'olive,Royaume de Hollande,69200,0
57,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Légumes,Royaume de Hollande,57400,0
58,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Miel,Royaume de Hollande,1295200,0
59,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Œufs,Royaume de Hollande,12600,0
60,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Poissons,Royaume de Hollande,20300,0
61,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Provisions de bouche,Royaume de Hollande,30800,0
62,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Vins divers,Royaume de Hollande,2913200,0
63,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Vins de liqueur,Royaume de Hollande,62300,0
64,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Vinaigre,Royaume de Hollande,61700,0
65,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Volailles,Royaume de Hollande,4000,0
66,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,"Liqueurs, rhum et sirops fins",Royaume de Hollande,7200,0
67,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Sirop-mélasse,Royaume de Hollande,140000,0
68,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Sucre,Royaume de Hollande,79700,0
69,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Thé,Royaume de Hollande,67200,0
70,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Muscade et macis,Royaume de Hollande,10800,0
71,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Coton filé,Royaume de Hollande,108000,0
72,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Fil de lin et de chanvre,Royaume de Hollande,123700,0
73,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Laine,Royaume de Hollande,2600,0
74,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Poil de chèvre filé,Royaume de Hollande,7000,0
75,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Soies,Royaume de Hollande,28400,0
76,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Bois divers,Royaume de Hollande,16400,0
77,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Bois des îles,Royaume de Hollande,73500,0
78,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,"Brai, goudron et résine",Royaume de Hollande,800,0
79,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Charbon de bois,Royaume de Hollande,2800,0
80,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Charbon de terre,Royaume de Hollande,365200,0
81,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,"Chaux, plâtre et ciment",Royaume de Hollande,35800,0
82,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Cires blanche et jaune,Royaume de Hollande,900,0
83,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Cuirs apprêtés,Royaume de Hollande,39900,0
84,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Graines de jardin,Royaume de Hollande,7600,0
85,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Graines de trèfle et luzerne,Royaume de Hollande,63200,0
86,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Huile de graine,Royaume de Hollande,918600,0
87,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Huile de poisson,Royaume de Hollande,260500,0
88,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Liège en planches,Royaume de Hollande,20000,0
89,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Soufre,Royaume de Hollande,24100,0
90,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Tabac,Royaume de Hollande,25600,0
91,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Articles réunis,Royaume de Hollande,114000,0
92,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Alquifoux et mine de plomb,Royaume de Hollande,2500,0
93,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Alun,Royaume de Hollande,10600,0
94,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Couperose,Royaume de Hollande,1700,0
95,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Garance,Royaume de Hollande,600900,0
96,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Tournesol,Royaume de Hollande,49200,0
97,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Verdes,Royaume de Hollande,10700,0
98,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Articles réunis,Royaume de Hollande,103600,0
99,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Beurre,Royaume de Prusse,1100,0
100,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Chairs salées et fraîches,Royaume de Prusse,300,0
101,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Eau-de-vie,Royaume de Prusse,30400,0
102,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Farine et gruau,Royaume de Prusse,700,0
103,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Fromage,Royaume de Prusse,11000,0
104,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Fruits divers,Royaume de Prusse,300,0
105,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Fruits secs,Royaume de Prusse,20600,0
106,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Huile d'olive,Royaume de Prusse,11600,0
107,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Poissons,Royaume de Prusse,382300,0
108,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Provisions de bouche,Royaume de Prusse,6500,0
109,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Vins divers,Royaume de Prusse,29800,0
110,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Vins de Bordeaux,Royaume de Prusse,113100,0
111,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Vins de liqueur,Royaume de Prusse,105900,0
112,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Vinaigre,Royaume de Prusse,600,0
113,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,"Liqueurs, rhum et sirops fins",Royaume de Prusse,4600,0
114,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Epiceries mêlées,Royaume de Prusse,9800,0
115,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Muscade et macis,Royaume de Prusse,700,0
116,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Laine,Royaume de Prusse,5900,0
117,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Poil de chèvre filé,Royaume de Prusse,1100,0
118,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Bois des îles,Royaume de Prusse,5100,0
119,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Cires blanche et jaune,Royaume de Prusse,1800,0
120,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Graines de jardin,Royaume de Prusse,2400,0
121,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Huile de poisson,Royaume de Prusse,125800,0
122,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Tabac,Royaume de Prusse,10500,0
123,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Articles réunis,Royaume de Prusse,7000,0
124,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Alun,Royaume de Prusse,3000,0
125,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Rocou,Royaume de Prusse,4300,0
126,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Tournesol,Royaume de Prusse,1400,0
127,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Articles réunis,Royaume de Prusse,3300,0
128,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Bestiaux,Etats de l'Allemagne,1312600,0
129,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Beurre,Etats de l'Allemagne,135500,0
130,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Blés,Etats de l'Allemagne,600,0
131,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Chairs salées et fraîches,Etats de l'Allemagne,26100,0
132,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Chicorée moulue,Etats de l'Allemagne,125000,0
133,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Eau-de-vie,Etats de l'Allemagne,3531500,0
134,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Farine et gruau,Etats de l'Allemagne,1000,0
135,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Fromage,Etats de l'Allemagne,1775800,0
136,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Fruits divers,Etats de l'Allemagne,254400,0
137,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Fruits secs,Etats de l'Allemagne,304700,0
138,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Fruits amandes,Etats de l'Allemagne,308100,0
139,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Fruits châtaignes,Etats de l'Allemagne,13100,0
140,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Huile d'olive,Etats de l'Allemagne,180600,0
141,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Légumes,Etats de l'Allemagne,122000,0
142,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Miel,Etats de l'Allemagne,282000,0
143,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Œufs,Etats de l'Allemagne,400,0
144,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Poissons,Etats de l'Allemagne,474600,0
145,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Provisions de bouche,Etats de l'Allemagne,138300,0
146,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Sel,Etats de l'Allemagne,1575300,0
147,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Vins divers,Etats de l'Allemagne,13670300,0
148,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Vins de liqueur,Etats de l'Allemagne,244200,0
149,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Vinaigre,Etats de l'Allemagne,384600,0
150,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Volailles,Etats de l'Allemagne,114000,0
151,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Café,Etats de l'Allemagne,4032200,0
152,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,"Liqueurs, rhum et sirops fins",Etats de l'Allemagne,157000,0
153,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Sirop-mélasse,Etats de l'Allemagne,329600,0
154,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Sucre,Etats de l'Allemagne,1470100,0
155,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Thé,Etats de l'Allemagne,123300,0
156,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Epiceries mêlées,Etats de l'Allemagne,161300,0
157,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Cannelle,Etats de l'Allemagne,68700,0
158,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Girofle,Etats de l'Allemagne,164800,0
159,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Muscade et macis,Etats de l'Allemagne,300000,0
160,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Bêtes de somme,Etats de l'Allemagne,700,0
161,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Coton filé,Etats de l'Allemagne,128200,0
162,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Fil de lin et de chanvre,Etats de l'Allemagne,919300,0
163,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Laine,Etats de l'Allemagne,65000,0
164,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Poil de chèvre filé,Etats de l'Allemagne,315300,0
165,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Soies,Etats de l'Allemagne,1116000,0
166,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Baleine,Etats de l'Allemagne,164000,0
167,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Bois divers,Etats de l'Allemagne,55700,0
168,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Bois des îles,Etats de l'Allemagne,1489900,0
169,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,"Brai, goudron et résine",Etats de l'Allemagne,31600,0
170,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Charbon de bois,Etats de l'Allemagne,143700,0
171,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Charbon de terre,Etats de l'Allemagne,87500,0
172,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,"Chaux, plâtre et ciment",Etats de l'Allemagne,148100,0
173,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Cires blanche et jaune,Etats de l'Allemagne,27600,0
174,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Cuirs apprêtés,Etats de l'Allemagne,6827800,0
175,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Graines diverses,Etats de l'Allemagne,20500,0
176,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Graines de jardin,Etats de l'Allemagne,104700,0
177,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Graines de trèfle et luzerne,Etats de l'Allemagne,265400,0
178,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Huile de graine,Etats de l'Allemagne,4068300,0
179,Isabelle Souchaire,AN F12 251,National/Résumé/AN/F_12_251/1811.csv,Résumé,1811,Exports,Huile de poisson,Etats de l'Allemagne,540000,0
