numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,marchandises,pays,value,doubleaccounts
14,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Miel,Royaume d'Espagne,2880,0
15,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Sel,Royaume d'Espagne,17787,0
16,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Provisions de bouche réunies,Royaume d'Espagne,661496,0
17,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Chocolat,Royaume d'Espagne,2070,0
18,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Liqueurs,Royaume d'Espagne,108703,0
19,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Sirops,Royaume d'Espagne,990,0
20,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Cacao,Royaume d'Espagne,53635,0
21,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Café,Royaume d'Espagne,3404,0
22,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Sucre,Royaume d'Espagne,4584,0
23,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Epiceries,Royaume d'Espagne,118886,0
24,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Cannelle,Royaume d'Espagne,79465,0
25,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Girofle,Royaume d'Espagne,40395,0
26,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Coton,Royaume d'Espagne,782698,0
27,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Fil,Royaume d'Espagne,1039164,0
28,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Laine,Royaume d'Espagne,8628,0
29,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Soie,Royaume d'Espagne,42296,0
30,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Articles réunis,Royaume d'Espagne,4190,0
31,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,"Brai, goudron et résine",Royaume d'Espagne,375290,0
32,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Bois divers,Royaume d'Espagne,198239,0
33,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Cires jaune et blanche,Royaume d'Espagne,654520,0
34,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Cuirs apprêtés,Royaume d'Espagne,521683,0
35,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Graines de trèfle,Royaume d'Espagne,1819,0
36,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Graines de jardin,Royaume d'Espagne,6482,0
37,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Huile de graine,Royaume d'Espagne,24104,0
38,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Charbons,Royaume d'Espagne,5408,0
39,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Tabacs,Royaume d'Espagne,126060,0
40,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Alun,Royaume d'Espagne,9421,0
41,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Garance,Royaume d'Espagne,151077,0
42,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Indigo,Royaume d'Espagne,39200,0
43,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Rocou,Royaume d'Espagne,8486,0
44,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Verdet,Royaume d'Espagne,13840,0
45,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Drogues réunies,Royaume d'Espagne,168322,0
46,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Eaux-de-vie,Royaume de Hollande,717253,0
47,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Vin divers,Royaume de Hollande,888658,0
48,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Vin de Bordeaux,Royaume de Hollande,2234663,0
49,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Vin de liqueurs,Royaume de Hollande,3930,0
50,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Huile d'olive,Royaume de Hollande,1702,0
51,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,"Bestiaux en bœufs, vaches, porcs et moutons",Royaume de Hollande,282828,0
52,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Blé,Royaume de Hollande,1201911,0
53,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Farine,Royaume de Hollande,1205,0
54,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Chairs salées,Royaume de Hollande,7700,0
55,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Fromages,Royaume de Hollande,11112,0
56,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Légumes,Royaume de Hollande,4123,0
57,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Fruits divers,Royaume de Hollande,193513,0
58,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Poissons de toute sorte,Royaume de Hollande,6802,0
59,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Miel,Royaume de Hollande,523531,0
60,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Sel,Royaume de Hollande,201725,0
61,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Provisions de bouche réunies,Royaume de Hollande,256671,0
62,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Liqueurs,Royaume de Hollande,62014,0
63,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Sirops,Royaume de Hollande,30020,0
64,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Thé,Royaume de Hollande,551516,0
65,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Coton,Royaume de Hollande,18670,0
66,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Fil,Royaume de Hollande,633275,0
67,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Laine,Royaume de Hollande,105980,0
68,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Soie,Royaume de Hollande,5000,0
69,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,"Brai, goudron et résine",Royaume de Hollande,24142,0
70,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Bois divers,Royaume de Hollande,94522,0
71,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Cires jaune et blanche,Royaume de Hollande,9298,0
72,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Cuirs apprêtés,Royaume de Hollande,660451,0
73,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Graines de trèfle,Royaume de Hollande,2221428,0
74,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Graines de jardin,Royaume de Hollande,60880,0
75,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Huile de graine,Royaume de Hollande,2772156,0
76,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Charbons,Royaume de Hollande,1613221,0
77,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Alun,Royaume de Hollande,8275,0
78,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Cochenille,Royaume de Hollande,64272,0
79,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Garance,Royaume de Hollande,43175,0
80,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Indigo,Royaume de Hollande,504000,0
81,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Verdet,Royaume de Hollande,2500,0
82,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Drogues réunies,Royaume de Hollande,206065,0
83,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Eaux-de-vie,Royaume de Prusse,4685074,0
84,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Vin divers,Royaume de Prusse,534926,0
85,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Vin de Bordeaux,Royaume de Prusse,3321167,0
86,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Vin de liqueurs,Royaume de Prusse,86296,0
87,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Huile d'olive,Royaume de Prusse,27752,0
88,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,"Bestiaux en bœufs, vaches, porcs et moutons",Royaume de Prusse,30777,0
89,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Farine,Royaume de Prusse,4234,0
90,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Chairs salées,Royaume de Prusse,12656,0
91,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Légumes,Royaume de Prusse,90387,0
92,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Fruits divers,Royaume de Prusse,219463,0
93,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Poissons de toute sorte,Royaume de Prusse,4014,0
94,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Miel,Royaume de Prusse,434130,0
95,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Sel,Royaume de Prusse,21010,0
96,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Provisions de bouche réunies,Royaume de Prusse,91574,0
97,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Liqueurs,Royaume de Prusse,5670,0
98,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Sirops,Royaume de Prusse,158460,0
99,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Café,Royaume de Prusse,8000,0
100,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Cannelle,Royaume de Prusse,350,0
101,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Coton,Royaume de Prusse,2290,0
102,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Fil,Royaume de Prusse,4080,0
103,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,"Brai, goudron et résine",Royaume de Prusse,21202,0
104,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Bois divers,Royaume de Prusse,6922,0
105,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Cires jaune et blanche,Royaume de Prusse,300,0
106,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Cuirs apprêtés,Royaume de Prusse,10772,0
107,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Graines de trèfle,Royaume de Prusse,89540,0
108,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Graines de jardin,Royaume de Prusse,20200,0
109,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Huile de graine,Royaume de Prusse,25287,0
110,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Tabacs,Royaume de Prusse,29370,0
111,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Rocou,Royaume de Prusse,9040,0
112,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Verdet,Royaume de Prusse,12490,0
113,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Drogues réunies,Royaume de Prusse,16417,0
114,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Eaux-de-vie,Etats de l'Allemagne,6852187,0
115,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Vin divers,Etats de l'Allemagne,11804916,0
116,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Vin de liqueurs,Etats de l'Allemagne,51087,0
117,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Huile d'olive,Etats de l'Allemagne,123148,0
118,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,"Bestiaux en bœufs, vaches, porcs et moutons",Etats de l'Allemagne,1449533,0
119,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Blé,Etats de l'Allemagne,4440974,0
120,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Farine,Etats de l'Allemagne,127863,0
121,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Chairs salées,Etats de l'Allemagne,102422,0
122,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Fromages,Etats de l'Allemagne,1350552,0
123,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Légumes,Etats de l'Allemagne,209970,0
124,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Fruits divers,Etats de l'Allemagne,736773,0
125,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Poissons de toute sorte,Etats de l'Allemagne,2411,0
126,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Miel,Etats de l'Allemagne,72873,0
127,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Sel,Etats de l'Allemagne,1063834,0
128,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Provisions de bouche réunies,Etats de l'Allemagne,766452,0
129,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Chocolat,Etats de l'Allemagne,8796,0
130,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Liqueurs,Etats de l'Allemagne,47300,0
131,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Sirops,Etats de l'Allemagne,76785,0
132,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Thé,Etats de l'Allemagne,1758,0
133,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Coton,Etats de l'Allemagne,30335,0
134,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Fil,Etats de l'Allemagne,366747,0
135,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Laine,Etats de l'Allemagne,23577,0
136,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Soie,Etats de l'Allemagne,5887305,0
137,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Articles réunis,Etats de l'Allemagne,11327,0
138,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,"Brai, goudron et résine",Etats de l'Allemagne,803,0
139,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Bois divers,Etats de l'Allemagne,70503,0
140,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Cires jaune et blanche,Etats de l'Allemagne,12962,0
141,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Cuirs apprêtés,Etats de l'Allemagne,5913187,0
142,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Graines de trèfle,Etats de l'Allemagne,909202,0
143,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Graines de jardin,Etats de l'Allemagne,32701,0
144,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Huile de graine,Etats de l'Allemagne,4718706,0
145,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Charbons,Etats de l'Allemagne,297675,0
146,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Tabacs,Etats de l'Allemagne,2207551,0
147,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Alun,Etats de l'Allemagne,493771,0
148,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Cochenille,Etats de l'Allemagne,414540,0
149,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Garance,Etats de l'Allemagne,641721,0
150,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Indigo,Etats de l'Allemagne,160223,0
151,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Verdet,Etats de l'Allemagne,17821,0
152,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Drogues réunies,Etats de l'Allemagne,477397,0
153,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Eaux-de-vie,République de Suisse,1700770,0
154,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Vin divers,République de Suisse,2700477,0
155,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Vin de liqueurs,République de Suisse,81685,0
156,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Huile d'olive,République de Suisse,264088,0
157,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,"Bestiaux en bœufs, vaches, porcs et moutons",République de Suisse,1667295,0
158,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Blé,République de Suisse,93027,0
159,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Farine,République de Suisse,11320,0
160,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Chairs salées,République de Suisse,12343,0
161,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Fromages,République de Suisse,283357,0
162,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Légumes,République de Suisse,83122,0
163,Isabelle Vergne,AN F12 251,National/Résumé/AN/F_12_251/An14&1806.csv,Résumé,An 14 & 1806,Exports,Fruits divers,République de Suisse,439288,0
