numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
63,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,3,Cire blanches,Flandre Imperialle,362,Livre,"1,8",668,"-16,4",erreur de calcul
64,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,3,Damas,Flandre Imperialle,168,Pièce,90,15120,0,
65,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,3,Eau de vie,Flandre Imperialle,2908,Barique,75,218100,0,Erreur prix total/Droits à 3 livres et 5 sous
66,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,3,Gingembre,Flandre Imperialle,2090,Livre,"0,2",418,0,Prix unitaire en pourcentage
67,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,3,Gourgouran,Flandre Imperialle,25,Pièce,72,1800,0,
68,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,3,Guingans,Flandre Imperialle,301,Pièce,30,9030,0,
69,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,3,Guinée blanche,Flandre Imperialle,330,Pièce,45,14850,0,
70,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,3,Guinée bleüe,Flandre Imperialle,100,Pièce,20,2000,0,
71,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,3,Huile d'olive,Flandre Imperialle,50,Livre,1,50,0,
72,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,3,Jamavar,Flandre Imperialle,48,Pièce,"54,5",2616,0,
73,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,3,Indigo,Flandre Imperialle,1350,Livre,"3,25",4387,"0,5",
74,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,3,Limeneas,Flandre Imperialle,300,Pièce,"17,5",5250,0,
75,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,3,Lampas,Flandre Imperialle,28,Pièce,159,4452,0,
76,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,3,Neganipau,Flandre Imperialle,160,Pièce,"13,5",2160,0,
77,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,3,Pruneaux de Ste Caterine,Flandre Imperialle,1225,Livre,"0,3",367,"0,5",Prix unitaire en pourcentage
78,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,3,Pruneaux d'amont,Flandre Imperialle,8425,Livre,"0,06",508,"-2,5",erreur de calcul
79,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,3,Pekin,Flandre Imperialle,25,Pièce,45,1125,0,
80,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,3,Pinasse,Flandre Imperialle,10,Pièce,25,250,0,
81,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,3,Plume a lit,Flandre Imperialle,190,Livre,"0,8",150,2,erreur de calcul
82,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,3,Porcelaine des Indes,Flandre Imperialle,262,Livre,5,1310,0,
83,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,3,Porcelaine des Indes,Flandre Imperialle,,,0,220,-220,
84,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,3,Rocou,Flandre Imperialle,1640,Livre,"0,325",530,3,erreur de calcul
85,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,3,Saffran,Flandre Imperialle,53,Livre,30,1500,90,erreur de calcul
86,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,3,Sel,Flandre Imperialle,51,Charge,30,1530,0,
87,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,3,Sucre en pain,Flandre Imperialle,38725,Livre,"0,5",19362,"0,5",Prix unitaire en pourcentage
88,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,3,Sucre terré,Flandre Imperialle,133450,Livre,"0,25",33362,"0,5",Prix unitaire en pourcentage
89,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,3,Sucre teste de forme,Flandre Imperialle,22250,Livre,"0,18",4005,0,Prix unitaire en pourcentage
90,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,3,Sucre brut,Flandre Imperialle,234600,Livre,"0,135",31007,664,erreur de calcul
91,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,3,Sirop de sucre,Flandre Imperialle,944400,Livre,"0,05",47220,0,Prix unitaire en pourcentage
92,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,3,Satin,Flandre Imperialle,19,Pièce,90,1710,0,
93,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Soucy,Flandre Imperialle,95,Pièce,30,2850,0,
94,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Salemporis,Flandre Imperialle,60,Pièce,"18,5",1110,0,
95,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Stinkerques a barre,Flandre Imperialle,7,Pièce,20,140,0,
96,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Soyerie,Flandre Imperialle,8,Livre,40,320,0,
97,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Soye tanis,Flandre Imperialle,3456,Livre,10,34560,0,
98,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Thé bout,Flandre Imperialle,14140,Livre,"3,5",59360,-9870,erreur de calcul
99,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Thé divers,Flandre Imperialle,84340,Livre,3,253020,0,
100,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Toile peinte,Flandre Imperialle,323,Pièce,20,6460,0,
101,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Toile de Bretagne,Flandre Imperialle,495,Livre,4,1980,0,
102,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Vin de Bordeaux,Flandre Imperialle,12,Tonneau,0,2400,-2400,Droits sur le vin et le vinaigre à 49 sous par tonneau / 50 livres la barrique
103,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Vin d'amont,Flandre Imperialle,1854,Tonneau,200,370800,0,Droits sur le vin et le vinaigre à 49 sous par tonneau
104,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Vin nantois,Flandre Imperialle,260,Tonneau,80,16800,4000,Droits sur le vin et le vinaigre à 49 sous par tonneau / erreur de calcul
105,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Vinaigre,Flandre Imperialle,4,Quart,60,240,0,Droits sur le vin et le vinaigre à 49 sous par tonneau
106,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Armoisin,Hollande,276,Pièce,26,7116,60,erreur de calcul
107,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Alibanis,Hollande,1680,Pièce,"12,5",21100,-100,erreur de calcul
108,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Ariobadis,Hollande,1220,Pièce,8,9760,0,
109,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Arbres fruitiers,Hollande,,,0,12,-12,
110,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Bled froment,Hollande,37,Tonneau,105,3885,0,
111,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Beure d'Irlande,Hollande,71000,Livre,"0,22",15620,0,Prix unitaire en pourcentage
112,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Bajutapau,Hollande,1760,Pièce,13,22850,30,erreur de calcul
113,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Bafetas,Hollande,3494,Pièce,18,62892,0,
114,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Bazin des indes,Hollande,3738,Pièce,37,138306,0,
115,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Bois rouge,Hollande,455300,Livre,"0,205",93336,"0,5",Prix unitaire en pourcentage
116,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Bois des Indes,Hollande,400,Livre,"0,205",82,0,Prix unitaire en pourcentage
117,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Bois de buy,Hollande,4900,Livre,"0,12",588,0,
118,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Confitures,Hollande,675,Livre,"0,5",337,"0,5",
119,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Caffé de moka,Hollande,82660,Livre,"1,838",151887,"0,75",
120,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Caffé de Bourbon,Hollande,493300,Livre,"1,113",548796,"0,25",
121,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Caffé des Isles,Hollande,131450,Livre,1,131450,0,
122,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Chataignes,Hollande,640,Boisseau,"0,4",256,0,
123,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Camelot,Hollande,86,Pièce,"30,5",623,2000,erreur de calcul
124,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Chitte,Hollande,348,Pièce,46,16208,-200,erreur de calcul
125,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Caladaris,Hollande,448,Pièce,22,9856,0,
126,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Chasselas,Hollande,3684,Pièce,13,47892,0,
127,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Charanis,Hollande,200,Pièce,"6,35",1270,0,
128,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,4,Chaconis,Hollande,198,Pièce,6,1188,0,
129,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,5,Coroos,Hollande,28,Pièce,"3,75",105,0,
130,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,5,Cotonade,Hollande,8,Aune,2,16,0,
131,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,5,Cinabre,Hollande,400,Livre,"7,5",3000,0,
132,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,5,Cardamum,Hollande,3900,Livre,"3,3",12870,0,
133,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,5,Cabarets vernis,Hollande,180,Nombre,0,1295,-1295,
134,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,5,Damas,Hollande,1005,Pièce,90,90450,0,
135,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,5,Doutis blanc,Hollande,2135,Pièce,20,42700,0,
136,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,5,Doutis bleus,Hollande,5385,Pièce,12,64620,0,
137,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,5,Dariobadis,Hollande,380,Pièce,8,3040,0,
138,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,5,Daraois,Hollande,109,Pièce,"7,5",817,"0,5",
139,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,5,Dissouchaye,Hollande,40,Pièce,"23,5",940,0,
140,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,5,Darins,Hollande,9,Pièce,"29,5",265,"0,5",
141,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,5,Droguerie,Hollande,,,0,50,-50,
142,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,5,Eau de vie,Hollande,744,Barique,75,55700,100,Droits à 3 livres et 5 sous par barique / erreur de calcul
143,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,5,Etoffes diverses des Indes,Hollande,125,Pièce,30,3750,0,
144,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,5,Ecorce d'arbre,Hollande,96,Pièce,15,1440,0,
145,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,5,Evantails,Hollande,,,0,1320,-1320,
146,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports – 1735.csv,Local,1735,Exports,Nantes,5,Fichus,Hollande,9,Pièce,2,18,0,
