numrodeligne,dataentryby,source,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,remarks,quantit,quantit_marchandises,total_quantit,origine,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,unitdecompte,prixunitaire_unitdecomptelt,prixunitaire_unitdecomptesous,prixunitaire_unitdecomptedeniers,v19,probleme
31,Fatima Zahra,AN F12 250,Objet Général,1787,Imports,,,7,Argent ; divers,Empereur,1947578,,,,,,2392821,,1956078,,,,,,,,,
31,Fatima zahra,AN F12 250,Objet Général,1787,Exports,,,214,Marchandises de Colonies françaises de l'Amérique ; Caffé,Hollande,7780974,0,8573490,,,,140475879,livres,68400000,,,,,,,,,
32,Fatima Zahra,AN F12 250,Objet Général,1787,Exports,,,6,Arbres et arbrisseaux,Hollande,1000,,,,,,2500,,,,,,,,,,,
32,Fatima Zahra,AN F12 250,Objet Général,1787,Imports,,,7,Argent ; argent ; piastres,Portugal,121800,,23200,,,,2392821,en nombre,156542,421913,,,,,,,,
32,Fatima zahra,AN F12 250,Objet Général,1787,Exports,,,214,Marchandises de Colonies françaises de l'Amérique ; Caffé,Ville d'anslatique,31325712,0,34158796,,,,140475879,livres,68400000,,,,,,,,,
33,Fatima Zahra,AN F12 250,Objet Général,1787,Exports,,,6,Ardoises,Empreur,112331,,14000000,,,,118686,en nombre,,,,,,,,,,
33,Fatima Zahra,AN F12 250,Objet Général,1787,Imports,,,7,Argent ; argent ; piastres,Sardaigne,18742,,3570,,,,2392821,en nombre,156542,421913,,,,,,,,
33,Fatima zahra,AN F12 250,Objet Général,1787,Exports,,,214,Marchandises de Colonies françaises de l'Amérique ; Caffé,Ensperend,7498928,0,7906787,,,,140475879,livres,68400000,,,,,,,,,
34,Fatima Zahra,AN F12 250,Objet Général,1787,Exports,,,6,Ardoises,Pologne,6355,,1100000,,,,118686,en nombre,,,,,,,,,,
34,Fatima Zahra,AN F12 250,Objet Général,1787,Imports,,,7,Argent ; argent ; piastres,Angleterre,16000,,,,,,2392821,,156542,421913,,,,,,,,
34,Fatima zahra,AN F12 250,Objet Général,1787,Exports,,,214,Marchandises de Colonies françaises de l'Amérique ; Caffé,Pologne,585680,0,576921,,,,140475879,livres,68400000,,,,,,,,,
35,Fatima Zahra,AN F12 250,Objet Général,1787,Exports,,,8,Argent ; divers,Sardaigne,78632,,,,,,5110570,,128132,,,,,,,,,
35,Fatima Zahra,AN F12 250,Objet Général,1787,Imports,,,7,Argent ; argent ; talaris,Gènes,164671,,31070,,,,2392821,en nombre,265371,421913,,,,,,,,
35,Fatima zahra,AN F12 250,Objet Général,1787,Exports,,,214,Marchandises de Colonies françaises de l'Amérique ; Caffé,Suisse,3568213,0,3462705,,,,140475879,livres,68400000,,,,,,,,,
36,Fatima Zahra,AN F12 250,Objet Général,1787,Exports,,,8,Argent ; divers,Levant,49500,,,,,,5110570,,128132,,,,,,,,,
36,Fatima Zahra,AN F12 250,Objet Général,1787,Imports,,,7,Argent ; argent ; talaris,Toscane,87450,,16500,,,,2392821,en nombre,265371,421913,,,,,,,,
36,Fatima zahra,AN F12 250,Objet Général,1787,Exports,,,214,Marchandises de Colonies françaises de l'Amérique ; Caffé,Danemark,2172650,0,2303427,,,,140475879,livres,68400000,,,,,,,,,
37,Fatima Zahra,AN F12 250,Objet Général,1787,Exports,,,8,Argent ; argent ; carragoux,Barbarie,31800,,6000,,,,5110570,en nombre,273968,4504315,,,,,,,,
37,Fatima Zahra,AN F12 250,Objet Général,1787,Imports,,,7,Argent ; argent ; talaris,Etats ecclésiastiques,13250,,2500,,,,2392821,en nombre,265371,421913,,,,,,,,
37,Fatima zahra,AN F12 250,Objet Général,1787,Exports,,,214,Marchandises de Colonies françaises de l'Amérique ; Caffé,Suède,1319016,0,1417344,,,,140475879,livres,68400000,,,,,,,,,
38,Fatima Zahra,AN F12 250,Objet Général,1787,Exports,,,8,Argent ; argent ; carragoux,Levant,242168,,45692,,,,5110570,en nombre,273968,4504315,,,,,,,,
38,Fatima Zahra,AN F12 250,Objet Général,1787,Imports,,,7,Argent ; or ; sequins,Gènes,14830,,1482,,,,2392821,en nombre,14830,,,,,,,,,
38,Fatima zahra,AN F12 250,Objet Général,1787,Exports,,,214,Marchandises de Colonies françaises de l'Amérique ; Caffé,Prusse,1577860,0,1753177,,,,140475879,livres,68400000,,,,,,,,,
39,Fatima Zahra,AN F12 250,Objet Général,1787,Exports,,,8,Argent ; argent ; piastres d'Espagne,Sardaigne,59507,,11281,,,,5110570,en nombre,474362,4504315,,,,,,,,
39,Fatima Zahra,AN F12 250,Objet Général,1787,Imports,,,7,Armes ; blanches,Angleterre,1600,,,,,,295518,,61610,,,,,,,,,
39,Fatima zahra,AN F12 250,Objet Général,1787,Exports,,,214,Marchandises de Colonies françaises de l'Amérique ; Caffé,Russie,737601,0,812332,,,,140475879,livres,68400000,,,,,,,,,
40,Fatima Zahra,AN F12 250,Objet Général,1787,Exports,,,8,Argent ; argent ; piastres d'Espagne,Gènes,10500,,2000,,,,5110570,en nombre,474362,4504315,,,,,,,,
40,Fatima Zahra,AN F12 250,Objet Général,1787,Imports,,,7,Armes ; blanches,Hollande,28533,,,,,,295518,,61610,,,,,,,,,
40,Fatima zahra,AN F12 250,Objet Général,1787,Exports,,,214,Marchandises de Colonies françaises de l'Amérique ; Caffé,Amérique,6851,0,7486,,,,140475879,livres,68400000,,,,,,,,,
41,Fatima Zahra,AN F12 250,Objet Général,1787,Exports,,,8,Argent ; argent ; piastres d'Espagne,Etats ecclésiastiques,4725,,900,,,,5110570,en nombre,474362,4504315,,,,,,,,
41,Fatima Zahra,AN F12 250,Objet Général,1787,Imports,,,7,Armes ; blanches,Empereur,11945,,,,,,295518,,61610,,,,,,,,,
41,Fatima zahra,AN F12 250,Objet Général,1787,Exports,,,216,Marchandises de Colonies françaises de l'Amérique ; Coton,Espagne,8907,0,3557,,,,140475879,livres,7542267,,,,,,,,,
42,Fatima Zahra,AN F12 250,Objet Général,1787,Exports,,,8,Argent ; argent ; piastres d'Espagne,Naples,10500,,2000,,,,5110570,en nombre,474362,4504315,,,,,,,,
42,Fatima Zahra,AN F12 250,Objet Général,1787,Imports,,,7,Armes ; blanches,Pologne,19532,,,,,,295518,,61610,,,,,,,,,
42,Fatima zahra,AN F12 250,Objet Général,1787,Exports,,,216,Marchandises de Colonies françaises de l'Amérique ; Coton,Angleterre,6837488,0,2728571,,,,140475879,livres,7542267,,,,,,,,,
43,Fatima Zahra,AN F12 250,Objet Général,1787,Exports,,,8,Argent ; argent ; piastres d'Espagne,Barbarie,366765,,69860,,,,5110570,en nombre,474362,4504315,,,,,,,,
43,Fatima Zahra,AN F12 250,Objet Général,1787,Imports,,,7,Armes ; à feu,Angleterre,39837,,,,,,295518,,233908,,,,,,,,,
43,Fatima zahra,AN F12 250,Objet Général,1787,Exports,,,216,Marchandises de Colonies françaises de l'Amérique ; Coton,Hollande,71607,0,30483,,,,140475879,livres,7542267,,,,,,,,,
44,Fatima Zahra,AN F12 250,Objet Général,1787,Exports,,,8,Argent ; argent ; piastres d'Espagne,Levant,22365,,4260,,,,5110570,en nombre,474362,4504315,,,,,,,,
44,Fatima Zahra,AN F12 250,Objet Général,1787,Imports,,,7,Armes ; à feu,Hollande,1170,,,,,,295518,,233908,,,,,,,,,
44,Fatima zahra,AN F12 250,Objet Général,1787,Exports,,,216,Marchandises de Colonies françaises de l'Amérique ; Coton,Ville d'anslatique,154151,0,76354,,,,140475879,livres,7542267,,,,,,,,,
45,Fatima Zahra,AN F12 250,Objet Général,1787,Exports,,,8,Argent ; argent ; piastres du Grand Seigneur,Barbarie,1002400,,200480,,,,5110570,en nombre,1077895,4504315,,,,,,,,
45,Fatima Zahra,AN F12 250,Objet Général,1787,Imports,,,7,Armes ; à feu,Villes hanséatiques,1920,,,,,,295518,,233908,,,,,,,,,
45,Fatima zahra,AN F12 250,Objet Général,1787,Exports,,,216,Marchandises de Colonies françaises de l'Amérique ; Coton,emperend,44897,0,22069,,,,140475879,livres,7542267,,,,,,,,,
46,Fatima Zahra,AN F12 250,Objet Général,1787,Exports,,,8,Argent ; argent ; piastres du Grand Seigneur,Levant,75495,,15099,,,,5110570,en nombre,1077895,4504315,,,,,,,,
46,Fatima Zahra,AN F12 250,Objet Général,1787,Imports,,,7,Armes ; à feu,Empereur,188176,,,,,,295518,,233908,,,,,,,,,
46,Fatima zahra,AN F12 250,Objet Général,1787,Exports,,,216,Marchandises de Colonies françaises de l'Amérique ; Coton,Suisse,408601,0,204288,,,,140475879,livres,7542267,,,,,,,,,
47,Fatima Zahra,AN F12 250,Objet Général,1787,Exports,,,8,Argent ; argent ; talaris,Levant,2678090,,505300,,,,5110570,en nombre,4504315,,,,,,,,,
47,Fatima Zahra,AN F12 250,Objet Général,1787,Imports,,,7,Armes ; à feu,Pologne,2805,,,,,,295518,,233908,,,,,,,,,
47,Fatima zahra,AN F12 250,Objet Général,1787,Exports,,,216,Marchandises de Colonies françaises de l'Amérique ; Coton,Danemark,752,0,307,,,,140475879,livres,7542267,,,,,,,,,
48,Fatima Zahra,AN F12 250,Objet Général,1787,Exports,,,8,Argent ; or ; quadruples,Sardaigne,175135,,,,,,5110570,,460413,478123,,,,,,,,
48,Fatima Zahra,AN F12 250,Objet Général,1787,Imports,,,7,"Artillerie en canons, bombes",Espagne,37752,,377520,,,,49738,livres,,,,,,,,,,
48,Fatima zahra,AN F12 250,Objet Général,1787,Exports,,,216,Marchandises de Colonies françaises de l'Amérique ; Coton,Suede,820,0,410,,,,140475879,livres,7542267,,,,,,,,,
49,Fatima Zahra,AN F12 250,Objet Général,1787,Exports,,,8,Argent ; or ; quadruples,Barbarie,29028,,354,,,,5110570,en nombre,460413,478123,,,,,,,,
49,Fatima Zahra,AN F12 250,Objet Général,1787,Imports,,,7,"Artillerie en canons, bombes",Angleterre,10834,,53806,,,,49738,livres,,,,,,,,,,
49,Fatima zahra,AN F12 250,Objet Général,1787,Exports,,,216,Marchandises de Colonies françaises de l'Amérique ; Coton,Suisse,15044,0,7522,,,,140475879,livres,7542267,,,,,,,,,
50,Fatima Zahra,AN F12 250,Objet Général,1787,Exports,,,8,Argent ; or ; quadruples,Levant,256250,,3125,,,,5110570,en nombre,460413,478123,,,,,,,,
50,Fatima Zahra,AN F12 250,Objet Général,1787,Imports,,,7,"Artillerie en canons, bombes",Amérique,1152,,4800,,,,49738,livres,,,,,,,,,,
50,Fatima zahra,AN F12 250,Objet Général,1787,Exports,,,216,Marchandises de Colonies françaises de l'Amérique ; gingembre,Espagne,814,le total des qtités devrait être34600,2817,,,,140475879,livres,9822,,,,,,,,,
51,Fatima Zahra,AN F12 250,Objet Général,1787,Exports,,,8,Argent ; or ; sequins vénitiens,Sardaigne,7410,,741,,,,5110570,en nombre,17710,478123,,,,,,,,
51,Fatima Zahra,AN F12 250,Objet Général,1787,Imports,,,7,Balais divers,Espagne,12787,,11395,,,,91951,douzaines,,,,,,,,,,
51,Fatima zahra,AN F12 250,Objet Général,1787,Exports,,,216,Marchandises de Colonies françaises de l'Amérique ; gingembre,Sardaigne,821,0,2932,,,,140475879,livres,9822,,,,,,,,,
52,Fatima Zahra,AN F12 250,Objet Général,1787,Exports,,,8,Argent ; or ; sequins vénitiens,Barbarie,10300,,1030,,,,5110570,en nombre,17710,478123,,,,,,,,
52,Fatima Zahra,AN F12 250,Objet Général,1787,Imports,,,7,Balais divers,Gènes,13777,,1062,,,,91951,douzaines,,,,,,,,,,
52,Fatima zahra,AN F12 250,Objet Général,1787,Exports,,,216,Marchandises de Colonies françaises de l'Amérique ; gingembre,Genes,3265,0,11662,,,,140475879,livres,9822,,,,,,,,,
53,Fatima Zahra,AN F12 250,Objet Général,1787,Exports,,,8,Armes ; blanches,Empreur,6730,,,,,,44850,,,,,,,,,,,
53,Fatima Zahra,AN F12 250,Objet Général,1787,Imports,,,7,Balais divers,Toscane,46668,,7778,,,,91951,douzaines,,,,,,,,,,
53,Fatima zahra,AN F12 250,Objet Général,1787,Exports,,,216,Marchandises de Colonies françaises de l'Amérique ; gingembre,Toscane,2813,0,10048,,,,140475879,livres,9822,,,,,,,,,
54,Fatima Zahra,AN F12 250,Objet Général,1787,Exports,,,8,Armes ; à feu,Gènes,2685,,,,,,44850,,38120,,,,,,,,,
54,Fatima Zahra,AN F12 250,Objet Général,1787,Imports,,,7,Balais divers,Etats ecclésiastiques,1200,,200,,,,91951,douzaines,,,,,,,,,,
54,Fatima zahra,AN F12 250,Objet Général,1787,Exports,,,216,Marchandises de Colonies françaises de l'Amérique ; gingembre,Ville anslatique,397,0,1325,,,,140475879,livres,9822,,,,,,,,,
