nom_source,nbr_occurrences_datasprint,key_id,en,fr
boeurs [beurre],2,379,Butter,Beurre
son reste de beurre,3,379,Butter,Beurre
son restant de boeure,2,379,Butter,Beurre
boeure [beurre],2,379,Butter,Beurre
Eboeur [Beurre],2,379,Butter,Beurre
fagots,193,414,Faggots,Fagots
fagot,2,414,Faggots,Fagots
cercles,6,419,Hoops,Cercles
oignons,4,420,Onions,Oignons
oignon,40,420,Onions,Oignons
Oignons,2,420,Onions,Oignons
morue sèche,2,431,Dryed cod,Morue sèche
Morue seiche,2,431,Dryed cod,Morue sèche
Froment,188,444,Wheat,Froment
froment,3,444,Wheat,Froment
A vide,104,469,Empty,Vide
à vide,351,469,Empty,Vide
vuide,520,469,Empty,Vide
vide,153,469,Empty,Vide
Vuide,2,469,Empty,Vide
a vide,4,469,Empty,Vide
à l' aventure,22,470,Coastal tramping,à l'aventure
son,6,491,Bran,Son
Son,2,491,Bran,Son
Grains,313,512,Grain,Grain
Grain,4,512,Grain,Grain
reste de grains,2,512,Grain,Grain
Resine,2,522,Resin,Résine
Résine,3,522,Resin,Résine
résine,2,522,Resin,Résine
cendres,32,524,Ashes,Cendre
Cendre,2,524,Ashes,Cendre
cendres lessiviere,10,524,Ashes,Cendre
sandre [cendres],16,524,Ashes,Cendre
sendre [cendres],2,524,Ashes,Cendre
chaux,195,542,Lime,Chaux
son reste [de chaux],3,542,Lime,Chaux
Chaux,2,542,Lime,Chaux
Briques,2,546,Bricks,Briques
fourages,14,548,Fodder,Fourrage
fourage,2,548,Fodder,Fourrage
fagots de fourage,2,548,Fodder,Fourrage
pierre de taille,6,553,Building stone,Pierre de taille
Pierres de taille,2,553,Building stone,Pierre de taille
vieux fer,3,566,Iron (scraps),Vieux Fer
vieux cordage,2,580,Rope (wasted),Vieux cordages
Poudre de guerre,2,581,Gunpowder,Poudre à canon
Poudre à canon,2,581,Gunpowder,Poudre à canon
bouteilles,14,589,Bottle,Bouteilles 
Bouteilles,4,589,Bottle,Bouteilles 
Vieux canons,2,590,Cannon,Canons
canon,2,590,Cannon,Canons
bois de chauffage,4,601,Firewood (heating),Bois de chauffage
bois  chauffages,2,601,Firewood (heating),Bois de chauffage
Cendres de Varec,14,606,Ashes (seaweed),Cendre de varech
feuillard,24,616,Hoop wood,Feuillard
Feuillard,60,616,Hoop wood,Feuillard
platre,2,617,Plaster,Plâtre
carreaux,2,621,Stone tiles,Carreaux
Pierres,5,630,Stone,Pierres
pierres,5,630,Stone,Pierres
pierre,4,630,Stone,Pierres
Pierre,2,630,Stone,Pierres
pirre [pierre],2,630,Stone,Pierres
poterie,2,634,Earthenware,Poterie
poteries,2,634,Earthenware,Poterie
potteries,4,634,Earthenware,Poterie
échalote,14,1274,Shallot,Echalotte
échalotte,14,1274,Shallot,Echalotte
faince [faïence],4,1275,Faience,Faïence
faïence,2,1275,Faience,Faïence
méture,2,1276,Maslin,Méture
bled meture,3,1276,Maslin,Méture
Noix,2,1277,Walnuts,Noix
Lentilles,14,1278,Lentils,Lentilles
peaux de bœuf,3,1279,Skin (oxen),Peaux de bœuf
vinaterie,2,1280,Mixed breverage (generic),Vinatérie
vinatrie,17,1280,Mixed breverage (generic),Vinatérie
poisson sec,2,1281,Dry fish,Poisson sec
tuilles,3,1282,Tile,Tuilles
pierres ardoises,3,1283,Slate,Ardoises
salaisons,2,1284,Salted food products,Salaisons
salaison,7,1284,Salted food products,Salaisons
Terre de Broue,17,1285,Broue earth [for glassmaking],Terre de Broue [pour verrerie]
graiment de navire,6,1287,Vessel rigging,Gréments de navire
gréments,2,1287,Vessel rigging,Gréments de navire
meules de moulin,2,1288,Millstone,Meule de moulin
verge de moulin,2,1289,Windmill blade,Verge de moulin
pêche des moules et du poisson frais,2,1290,Mussel and coastal fishing,Pêche des moules et du poisson frais
Garobe,4,1291,Grass pea,Vesces
Fumier,2,1292,Manure,Fumier
hardes de mer,2,1293,Sailor's belongings,Hardes de mer
hardes,2,1294,Personal Cloth,Hardes
etoupe,2,1295,Tow,Etoupe
marchandises pour la traitte des noirs,2,1296,Slave trade cargo,Marchandises pour la traite négrière
marchandises permises pour la traitte des noirs,2,1296,Slave trade cargo,Marchandises pour la traite négrière
Verre cassé,2,1297,Glass (broken),Verre cassé
turbes,3,1298,Peat,Turbe
pièces de bois,3,1299,Wood piece or chip,Copeaux et pièces de bois
copeaux,2,1299,Wood piece or chip,Copeaux et pièces de bois
bordage,2,1300,Ship planking,Bordage
serises [cerises],2,1301,Cherry,Cérises
