Numéro de ligne,Data entry by,Source,Year,Export-Import,Sheet,Marchandises,,,,,Pays,,Quantité,,Leur valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Leur Valeur (sub-total 3),Total,Remarks,
42,Fatima zahra,IIHS-122G,1774,Imports,4,Anchois,,,,,Italie,,16 572,,16 572,,,,81 034,,
43,Fatima zahra,IIHS-122G,1774,Imports,4,Anchois,,,,,Genes,,32 024,,6 404,,,,81 034,,
44,Fatima zahra,IIHS-122G,1774,Imports,4,Anis,,,,,Espagne,,41 395,,10 916,,,,13 866,,
45,Fatima zahra,IIHS-122G,1774,Imports,4,Anis,,,,,Levant,,14 750,,2 950,,,,13 866,,
46,Fatima zahra,IIHS-122G,1774,Imports,4,Arcenic,,,,,Hollande,,15 619,,3 904,,,,14 121,,
47,Fatima zahra,IIHS-122G,1774,Imports,4,Arcenic,,,,,Nord,,40 874,,10 217,,,,14 121,,
48,Fatima zahra,IIHS-122G,1774,Imports,4,Ardoises,,,,,Allemagne,,54 000,,1 350,,,,,,
49,Fatima zahra,IIHS-122G,1774,Imports,4,Argents vif,,,,,Allemagne,,12 522,,44 158,,,,279 525,,
50,Fatima zahra,IIHS-122G,1774,Imports,4,Argents vif,,,,,Hollande,,518,,2 222,,,,279 525,,
51,Fatima zahra,IIHS-122G,1774,Imports,4,Argents vif,,,,,Venise,,40 500,,202 500,,,,279 525,,
52,Fatima zahra,IIHS-122G,1774,Imports,4,Argents vif,,,,,Nord,,2 646,,13 230,,,,279 525,,
53,Fatima zahra,IIHS-122G,1774,Imports,4,Argents vif,,,,,Isles,,259,,1 295,,,,279 525,,
54,Fatima zahra,IIHS-122G,1774,Imports,4,Argents vif,,,,,Indes,,4 030,,16 120,,,,279 525,,
55,Fatima zahra,IIHS-122G,1774,Imports,5,Argenterie,,,,,Allemagne,,320,,16 000,,,,68 652,,
56,Fatima zahra,IIHS-122G,1774,Imports,5,Argenterie,,,,,Angleterre,,425,,21 244,,,,68 652,,
57,Fatima zahra,IIHS-122G,1774,Imports,5,Argenterie,,,,,Flandre,,478,,23 900,,,,68 652,,
58,Fatima zahra,IIHS-122G,1774,Imports,5,Argenterie,,,,,Portugal,,,,2 700,,,,68 652,,
59,Fatima zahra,IIHS-122G,1774,Imports,5,Argenterie,,,,,Suisse,,28,,1 400,,,,68 652,,
60,Fatima zahra,IIHS-122G,1774,Imports,5,Argenterie,,,,,Isles,,71,,3 408,,,,68 652,,
61,Fatima zahra,IIHS-122G,1774,Imports,5,Armes ; blanches ,,,,,Allemagne,,38 204,,45 510,58 622,,,338 618,,
62,Fatima zahra,IIHS-122G,1774,Imports,5,Armes ; blanches ,,,,,Flandre,,4 800,,7 200,58 622,,,338 618,,
63,Fatima zahra,IIHS-122G,1774,Imports,5,Armes ; blanches ,,,,,Hollande,,1 554,,3 108,58 622,,,338 618,,
64,Fatima zahra,IIHS-122G,1774,Imports,5,Armes ; blanches ,,,,,Nord,,1 402,,2 804,58 622,,,338 618,,
65,Fatima zahra,IIHS-122G,1774,Imports,5,Armes ; à feu,,,,,Allemagne,,84 732,,254 196,279 996,,,338 618,,
66,Fatima zahra,IIHS-122G,1774,Imports,5,Armes ; à feu,,,,,Hollande,,2 825,,16 950,279 996,,,338 618,,
67,Fatima zahra,IIHS-122G,1774,Imports,5,Armes ; à feu,,,,,Nord,,6 450,,8 850,279 996,,,338 618,,
68,Fatima zahra,IIHS-122G,1774,Imports,5,Arquifou,,,,,Angleterre,,676 140,,101 421,,,,303 750,,
69,Fatima zahra,IIHS-122G,1774,Imports,5,Arquifou,,,,,Espagne,,694 830,,104 224,,,,303 750,,
70,Fatima zahra,IIHS-122G,1774,Imports,5,Arquifou,,,,,Hollande,,471 616,,70 742,,,,303 750,,
71,Fatima zahra,IIHS-122G,1774,Imports,5,Arquifou,,,,,Italie,,150 000,,22 500,,,,303 750,,
72,Fatima zahra,IIHS-122G,1774,Imports,5,Arquifou,,,,,Savoye,,32 420,,4 863,,,,303 750,,
73,Fatima zahra,IIHS-122G,1774,Imports,5,Asnes,,,,,Savoye,,67,,2 680,,,,,,
74,Fatima zahra,IIHS-122G,1774,Imports,5,Asphaltum,,,,,Hollande,,950,,2 850,,,,,,
75,Fatima zahra,IIHS-122G,1774,Imports,5,Assafetida,,,,,Hollande,,1 150,,2 875,,,,4 330,,
76,Fatima zahra,IIHS-122G,1774,Imports,5,Assafetida,,,,,Levant,,970,,1 455,,,,4 330,,
77,Fatima zahra,IIHS-122G,1774,Imports,5,Auf,,,,,Espagne,,30 000,,10 500,,,,,,
78,Fatima zahra,IIHS-122G,1774,Imports,5,Avirons,,,,,Danemark,,1 357,,3 487,,,,41 208,,
79,Fatima zahra,IIHS-122G,1774,Imports,5,Avirons,,,,,Espagne,,1 347,,13 871,,,,41 208,,
80,Fatima zahra,IIHS-122G,1774,Imports,5,Avirons,,,,,Naples,,2 550,,15 300,,,,41 208,,
81,Fatima zahra,IIHS-122G,1774,Imports,5,Avirons,,,,,Genes,,719,,4 314,,,,41 208,,
82,Fatima zahra,IIHS-122G,1774,Imports,5,Avirons,,,,,Venise,,706,,4 236,,,,41 208,,
83,Fatima zahra,IIHS-122G,1774,Imports,6,Avoine,,,,,Espagne,,904,,10 848,,,,12 048,,
84,Fatima zahra,IIHS-122G,1774,Imports,6,Avoine,,,,,Hollande,,80,,1 200,,,,12 048,,
85,Fatima zahra,IIHS-122G,1774,Imports,6,Azur,,,,,Allemagne,,9 428,,6 599,,,,249 705,,
86,Fatima zahra,IIHS-122G,1774,Imports,6,Azur,,,,,Danemark,,7 230,,3 615,,,,249 705,,
87,Fatima zahra,IIHS-122G,1774,Imports,6,Azur,,,,,Flandre,,2 938,,1 908,,,,249 705,,
88,Fatima zahra,IIHS-122G,1774,Imports,6,Azur,,,,,Hollande,,306 044,,215 017,,,,249 705,,
89,Fatima zahra,IIHS-122G,1774,Imports,6,Azur,,,,,Nord,,32 311,,22 566,,,,249 705,,
90,Fatima zahra,IIHS-122G,1774,Imports,6,Baguettes de fusils,,,,,Italie,,5 800,,2 900,,,,,,
91,Fatima zahra,IIHS-122G,1774,Imports,6,Balais de palmes,,,,,Espagne,,6 383,,6 574,,,,17 021,,
92,Fatima zahra,IIHS-122G,1774,Imports,6,Balais de palmes,,,,,Flandre,,22 320,,1 674,,,,17 021,,
93,Fatima zahra,IIHS-122G,1774,Imports,6,Balais de palmes,,,,,Italie,,8 462,,7 615,,,,17 021,,
94,Fatima zahra,IIHS-122G,1774,Imports,6,Balais de palmes,,,,,Genes,,1 287,,1 158,,,,17 021,,
95,Fatima zahra,IIHS-122G,1774,Imports,6,Baleine ; coupée,,,,,Hollande,,33 344,,131 136,134 907,,,747 371,,
96,Fatima zahra,IIHS-122G,1774,Imports,6,Baleine ; coupée,,,,,Nord,,1 257,,3 771,134 907,,,747 371,,
97,Fatima zahra,IIHS-122G,1774,Imports,6,Baleine ; en fanon,,,,,Hollande,,85 641,,197 090,612 464,,,747 371,,
98,Fatima zahra,IIHS-122G,1774,Imports,6,Baleine ; en fanon,,,,,Nord,,19 757,,41 514,612 464,,,747 371,,
99,Fatima zahra,IIHS-122G,1774,Imports,6,Baleine ; en fanon,,,,,Portugal,,158 989,,373 860,612 464,,,747 371,,
100,Fatima zahra,IIHS-122G,1774,Imports,6,Bas ; de fil et coton,,,,,Genes,,810,,2 430,207 768,,,230 868,,
101,Fatima zahra,IIHS-122G,1774,Imports,6,Bas ; de fil et coton,,,,,Italie,,14 180,,70 900,207 768,,,230 868,,
102,Fatima zahra,IIHS-122G,1774,Imports,6,Bas ; de fil et coton,,,,,Naples,,1 400,,7 000,207 768,,,230 868,,
103,Fatima zahra,IIHS-122G,1774,Imports,6,Bas ; de fil et coton,,,,,Genes,,1 770,,8 850,207 768,,,230 868,,
104,Fatima zahra,IIHS-122G,1774,Imports,6,Bas ; de fil et coton,,,,,Levant,,3 163,,15 815,207 768,,,230 868,,
105,Fatima zahra,IIHS-122G,1774,Imports,6,Bas ; de fil et coton,,,,,Savoye,,17 736,,84 929,207 768,,,230 868,,
106,Fatima zahra,IIHS-122G,1774,Imports,6,Bas ; de fil et coton,,,,,Suisse,,818,,17 844,207 768,,,230 868,,
107,Fatima zahra,IIHS-122G,1774,Imports,7,Bas ; de soye,,,,,Espagne,,250,,2 000,23 100,,,230 868,,
108,Fatima zahra,IIHS-122G,1774,Imports,7,Bas ; de soye,,,,,Italie,,220,,8 800,23 100,,,230 868,,
109,Fatima zahra,IIHS-122G,1774,Imports,7,Bas ; de soye,,,,,Genes,,100,,4 000,23 100,,,230 868,,
110,Fatima zahra,IIHS-122G,1774,Imports,7,Bas ; de soye,,,,,Savoye,,1 050,,8 300,23 100,,,230 868,,
111,Fatima zahra,IIHS-122G,1774,Imports,7,Baume,,,,,Hollande,,330,,1 900,,,,,,
112,Fatima zahra,IIHS-122G,1774,Imports,7,Benjoin,,,,,Hollande,,578,,2 312,,,,,,
113,Fatima zahra,IIHS-122G,1774,Imports,7,Bergamottes,,,,,Italie,,209 000,,10 450,,,,11 709,,
114,Fatima zahra,IIHS-122G,1774,Imports,7,Bergamottes,,,,,Savoye,,25 184,,1 259,,,,11 709,,
115,Fatima zahra,IIHS-122G,1774,Imports,7,Beufs ; fumé,,,,,Hollande,,12 622,,4 112,7 216,,,3 045 532,,
116,Fatima zahra,IIHS-122G,1774,Imports,7,Beufs ; fumé,,,,,Nord,,5 048,,3 104,7 216,,,3 045 532,,
117,Fatima zahra,IIHS-122G,1774,Imports,7,Beufs ; salé,,,,,Angleterre,,16 170 154,,,2 733 196,,,3 045 532,,
118,Fatima zahra,IIHS-122G,1774,Imports,7,Beufs ; salé,,,,,Angleterre,,23 309,,2 710 623,2 733 196,,,3 045 532,,
119,Fatima zahra,IIHS-122G,1774,Imports,7,Beufs ; salé,,,,,Espagne,,45,,1 800,2 733 196,,,3 045 532,,
120,Fatima zahra,IIHS-122G,1774,Imports,7,Beufs ; salé,,,,,Hollande,,69 924,,17 481,2 733 196,,,3 045 532,,
121,Fatima zahra,IIHS-122G,1774,Imports,7,Beufs ; salé,,,,,Italie,,15 570,,3 292,305 120,,,3 045 532,,
122,Fatima zahra,IIHS-122G,1774,Imports,7,Beufs ; en vie,,,,,Allemagne,,1 385,,154 520,305 120,,,3 045 532,,
123,Fatima zahra,IIHS-122G,1774,Imports,7,Beufs ; en vie,,,,,Flandre,,337,,64 180,305 120,,,3 045 532,,
124,Fatima zahra,IIHS-122G,1774,Imports,7,Beufs ; en vie,,,,,Savoye,,457,,54 840,305 120,,,3 045 532,,
125,Fatima zahra,IIHS-122G,1774,Imports,7,Beufs ; en vie,,,,,Suisse,,332,,31 580,305 120,,,3 045 532,,
126,Fatima zahra,IIHS-122G,1774,Imports,8,Beurre,,,,,Angleterre,,9 744 373,,4 872 186,,,,5 256 492,,
127,Fatima zahra,IIHS-122G,1774,Imports,8,Beurre,,,,,Espagne,,10 108,,3 032,,,,5 256 492,,
128,Fatima zahra,IIHS-122G,1774,Imports,8,Beurre,,,,,Flandre,,178 207,,106 365,,,,5 256 492,,
129,Fatima zahra,IIHS-122G,1774,Imports,8,Beurre,,,,,Hollande,,524 801,,258 354,,,,5 256 492,,
130,Fatima zahra,IIHS-122G,1774,Imports,8,Beurre,,,,,Savoye,,36 718,,16 555,,,,5 256 492,,
131,Fatima zahra,IIHS-122G,1774,Imports,8,Bierre,,,,,Hollande,,"3 988,50",,110 773,,,,114 906,,
132,Fatima zahra,IIHS-122G,1774,Imports,8,Bierre,,,,,Nord,,164,,4 133,,,,114 906,,
133,Fatima zahra,IIHS-122G,1774,Imports,8,Bijouterie,,,,,Geneve,,,,2 600,,,,12 000,Le total devrait être,13000
134,Fatima zahra,IIHS-122G,1774,Imports,8,Bijouterie,,,,,Savoye,,,,2 900,,,,12 000,,
135,Fatima zahra,IIHS-122G,1774,Imports,8,Bijouterie,,,,,Suisse,,50,,7 500,,,,12 000,,
136,Fatima zahra,IIHS-122G,1774,Imports,8,Blanc ; de baleine,,,,,Flandre,,720,,1 440,43 962,,,47 978,,
137,Fatima zahra,IIHS-122G,1774,Imports,8,Blanc ; de baleine,,,,,Hollande,,21 261,,42 522,43 962,,,47 978,,
138,Fatima zahra,IIHS-122G,1774,Imports,8,Blanc ; de plomb,,,,,Hollande,,16 064,,4 016,,,,47 978,,
139,Fatima zahra,IIHS-122G,1774,Imports,8,Bled ; froment,,,,,Angleterre,,8 736 400,,873 640,9 398 713,,,10 207 551,,
140,Fatima zahra,IIHS-122G,1774,Imports,8,Bled ; froment,,,,,Danemark,,2 216,,66 510,9 398 713,,,10 207 551,,
141,Fatima zahra,IIHS-122G,1774,Imports,8,Bled ; froment,,,,,Espagne,,6 172 890,,617 289,9 398 713,,,10 207 551,,
142,Fatima zahra,IIHS-122G,1774,Imports,8,Bled ; froment,,,,,Hollande,,7 912 620,,791 262,9 398 713,,,10 207 551,,
143,Fatima zahra,IIHS-122G,1774,Imports,8,Bled ; froment,,,,,Italie,,1 727 280,,172 728,9 398 713,,,10 207 551,,
144,Fatima zahra,IIHS-122G,1774,Imports,8,Bled ; froment,,,,,Naples,,38 334,,920 016,9 398 713,,,10 207 551,,
145,Fatima zahra,IIHS-122G,1774,Imports,8,Bled ; froment,,,,,Genes,,485 100,,48 510,9 398 713,,,10 207 551,,
146,Fatima zahra,IIHS-122G,1774,Imports,8,Bled ; froment,,,,,Venise,,1 513,,42 364,9 398 713,,,10 207 551,,
147,Fatima zahra,IIHS-122G,1774,Imports,8,Bled ; froment,,,,,Levant,,38 486 230,,3 848 623,9 398 713,,,10 207 551,,
148,Fatima zahra,IIHS-122G,1774,Imports,8,Bled ; froment,,,,,Nord,,14 891 250,,1 489 125,9 398 713,,,10 207 551,,
149,Fatima zahra,IIHS-122G,1774,Imports,8,Bled ; froment,,,,,Russie,,2 627 920,,262 792,9 398 713,,,10 207 551,,
150,Fatima zahra,IIHS-122G,1774,Imports,8,Bled ; froment,,,,,Savoye,,2 658 540,,265 854,9 398 713,,,10 207 551,,
151,Fatima zahra,IIHS-122G,1774,Imports,8,Bled ; veigle,,,,,Hollande,,849 150,,63 686,808 838,,,10 207 551,,
152,Fatima zahra,IIHS-122G,1774,Imports,8,Bled ; veigle,,,,,Levant,,25 000,,1 250,808 838,,,10 207 551,,
153,Fatima zahra,IIHS-122G,1774,Imports,8,Bled ; veigle,,,,,Nord,,8 882 280,,665 998,808 838,,,10 207 551,,
154,Fatima zahra,IIHS-122G,1774,Imports,8,Bled ; veigle,,,,,Russie,,1 030 740,,77 904,808 838,,,10 207 551,,
155,Fatima zahra,IIHS-122G,1774,Imports,8,Bleu de prusse,,,,,Allemagne,,838,,4 190,,,,16 598,,
156,Fatima zahra,IIHS-122G,1774,Imports,8,Bleu de prusse,,,,,Hollande,,8 616,,10 408,,,,16 598,,
157,Fatima zahra,IIHS-122G,1774,Imports,8,Bleu de prusse,,,,,Nord,,2 000,,2 000,,,,16 598,,
158,Fatima zahra,IIHS-122G,1774,Imports,9,Boeste de bois,,,,,Guinée,,28,,1 680,,,,,,
159,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; d'acajou,,,,,Isles,,90 875,,60 551,,,,1 411 712,,
160,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; anspects,,,,,Danemark,,2 321,,1 050,,,,1 411 712,,
161,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; à batir,,,,,Allemagne,,1 177,,47 105,,,,1 411 712,,
162,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; bordages,,,,,Danemark,,390,,1 560,53 898,,,1 411 712,,
163,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; bordages,,,,,Hollande,,1 752,,26 280,53 898,,,1 411 712,,
164,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; bordages,,,,,Nord,,8 686,,26 058,53 898,,,1 411 712,,
165,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; bourdilles,,,,,Nord,,446,,53 520,,,,1 411 712,,
166,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; de brezil,,,,,Portugal,,89 600,,17 920,19 138,,,1 411 712,,
167,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; de brezil,,,,,Isles,,7 500,,1 218,19 138,,,1 411 712,,
168,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; à bruler,,,,,Allemagne,,"489,25",,18 769,52 645,,,1 411 712,,
169,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; à bruler,,,,,Italie,,1 310 950,,9 915,52 645,,,1 411 712,,
170,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; à bruler,,,,,Naples,,367 250,,2 754,52 645,,,1 411 712,,
171,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; à bruler,,,,,Genes,,2 827 600,,21 207,52 645,,,1 411 712,,
172,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; de buis,,,,,Hollande,,113 500,,17 076,,,,1 411 712,,
173,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; de campeche,,,,,Allemagne,,44 420,,4 272,121 180,,,1 411 712,,
174,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; de campeche,,,,,Espagne,,137 955,,15 301,121 180,,,1 411 712,,
175,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; de campeche,,,,,Flandre,,13 775,,1 377,121 180,,,1 411 712,,
176,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; de campeche,,,,,Hollande,,434 405,,79 366,121 180,,,1 411 712,,
177,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; de campeche,,,,,Portugal,,10 000,,1 000,121 180,,,1 411 712,,
178,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; de campeche,,,,,Isles,,198 644,,19 864,121 180,,,1 411 712,,
179,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; de chesne,,,,,Levant,,80,,1 200,,,,1 411 712,,
180,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; de construction,,,,,Naples,,4 000,,40 000,78 730,,,1 411 712,,
181,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; de construction,,,,,Venise,,3 189,,31 890,78 730,,,1 411 712,,
182,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; de construction,,,,,Nord,,228,,6 840,78 730,,,1 411 712,,
183,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; pous cribles,,,,,Genes,,1 428,,1 428,,,,1 411 712,,
184,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; d'ebenne,,,,,Hollande,,53 100,,5 310,103 162,,,1 411 712,,
185,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; d'ebenne,,,,,Isles,,27 950,,2 445,103 162,,,1 411 712,,
186,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; d'ebenne,,,,,Indes,,106 080,,95 407,103 162,,,1 411 712,,
187,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; espars,,,,,Danemark,,2 054,,6 162,7 565,,,1 411 712,,
188,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; espars,,,,,Nord,,1 403,,1 403,7 565,,,1 411 712,,
189,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; de fernambourg,,,,,Hollande,,3 867,,1 353,191 168,,,1 411 712,,
190,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; de fernambourg,,,,,Portugal,,448 540,,189 815,191 168,,,1 411 712,,
191,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; fusil,,,,,Hollande,,14 000,,3 500,5 689,,,1 411 712,,
192,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; fusil,,,,,Italie,,24 150,,2 189,5 689,,,1 411 712,,
193,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; de gayac,,,,,Isles,,105 702,,12 391,,,,1 411 712,,
194,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; jaune,,,,,Hollande,,58 355,,7 352,11 832,,,1 411 712,,
195,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; jaune,,,,,Isles,,67 870,,4 480,11 832,,,1 411 712,,
196,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; de marqueterie,,,,,Portugal,,23 925,,2 392,,,,1 411 712,,
197,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; marrain,,,,,Allemagne,,129 835,,12 983,327 481,,,1 411 712,,
198,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; marrain,,,,,Angleterre,,162 795,,22 531,327 481,,,1 411 712,,
199,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; marrain,,,,,Danemark,,44 560,,8 912,327 481,,,1 411 712,,
200,Fatima zahra,IIHS-122G,1774,Imports,9,Bois ; marrain,,,,,Flandre,,23 910,,2 391,327 481,,,1 411 712,,
201,Fatima zahra,IIHS-122G,1774,Imports,10,Bois ; marrain,,,,,Hollande,,57 240,,57 240,327 481,,,1 411 712,,
202,Fatima zahra,IIHS-122G,1774,Imports,10,Bois ; marrain,,,,,Italie,,360 550,,36 055,327 481,,,1 411 712,,
203,Fatima zahra,IIHS-122G,1774,Imports,10,Bois ; marrain,,,,,Naples,,158 750,,31 750,327 481,,,1 411 712,,
204,Fatima zahra,IIHS-122G,1774,Imports,10,Bois ; marrain,,,,,Genes,,1 721,,8 605,327 481,,,1 411 712,,
205,Fatima zahra,IIHS-122G,1774,Imports,10,Bois ; marrain,,,,,Nord,,370 800,,74 160,327 481,,,1 411 712,,
206,Fatima zahra,IIHS-122G,1774,Imports,10,Bois ; marrain,,,,,Russie,,10 900,,7 090,327 481,,,1 411 712,,
207,Fatima zahra,IIHS-122G,1774,Imports,10,Bois ; marrain,,,,,Savoye,,800,,4 000,327 481,,,1 411 712,,
208,Fatima zahra,IIHS-122G,1774,Imports,10,Bois ; marrain,,,,,Suede,,617 640,,61 764,327 481,,,1 411 712,,
209,Fatima zahra,IIHS-122G,1774,Imports,10,Bois ; ouvré,,,,,Allemagne,,,,9 591,13 706,,,1 411 712,,
210,Fatima zahra,IIHS-122G,1774,Imports,10,Bois ; ouvré,,,,,Genes,,16 460,,4 115,13 706,,,1 411 712,,
211,Fatima zahra,IIHS-122G,1774,Imports,10,Bois ; de patissandre,,,,,Portugal,,62 075,,6 207,,,,1 411 712,,
212,Fatima zahra,IIHS-122G,1774,Imports,10,Bois ; rouge,,,,,Indes,,3 416,,34 160,,,,1 411 712,,
213,Fatima zahra,IIHS-122G,1774,Imports,10,Bois ; de roze,,,,,Espagne,,15 385,,6 154,33 255,,,1 411 712,,
214,Fatima zahra,IIHS-122G,1774,Imports,10,Bois ; de roze,,,,,Portugal,,133 828,,27 101,33 255,,,1 411 712,,
