numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,total,remarks,doubleaccounts
36,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,4,Andouilles,Isles,1070,1070,,0
37,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,4,Anis,Italie,2162,5510,,0
38,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,4,Anis,Savoye,3348,5510,,0
39,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,4,Ardoises,Flandre,20050,37403,,0
40,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,4,Ardoises,Isles,17353,37403,,0
41,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,5,Argent ; vif,Levant,1000,1000,,0
42,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,5,Argenterie,Allemagne,33900,292399,,0
43,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,5,Argenterie,Angleterre,87095,292399,,0
44,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,5,Argenterie,Danemark,17100,292399,,0
45,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,5,Argenterie,Espagne,10260,292399,,0
46,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,5,Argenterie,Flandre,9319,292399,,0
47,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,5,Argenterie,Gènes,34200,292399,,0
48,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,5,Argenterie,Hollande,2860,292399,,0
49,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,5,Argenterie,Indes,6052,292399,,0
50,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,5,Argenterie,Isles,55105,292399,,0
51,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,5,Argenterie,Italie,17869,292399,,0
52,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,5,Argenterie,Naples,6612,292399,,0
53,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,5,Argenterie,Portugal,10830,292399,,0
54,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,5,Argenterie,Russie,1197,292399,,0
55,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,5,Armes ; blanches,Angleterre,1150,13824,,0
56,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,5,Armes ; blanches,Guinée,8951,13824,,0
57,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,5,Armes ; blanches,Indes,3723,13824,,0
58,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,5,Armes ; à feu,Espagne,1100,298236,,0
59,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,5,Armes ; à feu,Guinée,217241,298236,,0
60,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,5,Armes ; à feu,Indes,73590,298236,,0
61,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,5,Armes ; à feu,Isles,6305,298236,,0
62,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,5,Armoires,Isles,4320,4320,,0
63,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,5,Arquifou,Levant,21084,21084,,0
64,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,5,Asnes,Espagne,1384,1384,,0
65,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,5,Avirons,Espagne,1600,3152,,0
66,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,5,Avirons,Hollande,1552,3152,,0
67,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,5,Avoine,Isles,2540,2540,,0
68,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,6,Azur,Levant,3945,3945,,0
69,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,6,Baleine ; coupée,Savoye,9000,9000,,0
70,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,6,Bas ; de fil et coton,Allemagne,4536,188257,,0
71,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,6,Bas ; de fil et coton,Angleterre,3175,188257,,0
72,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,6,Bas ; de fil et coton,Espagne,101279,188257,,0
73,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,6,Bas ; de fil et coton,Genève,1207,188257,,0
74,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,6,Bas ; de fil et coton,Gènes,15060,188257,,0
75,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,6,Bas ; de fil et coton,Isles,37547,188257,,0
76,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,6,Bas ; de fil et coton,Italie,3950,188257,,0
77,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,6,Bas ; de fil et coton,Levant,1656,188257,,0
78,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,6,Bas ; de fil et coton,Naples,2000,188257,,0
79,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,6,Bas ; de fil et coton,Savoye,17847,188257,,0
80,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,6,Bas ; de filozelle,Allemagne,20736,27168,,0
81,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,6,Bas ; de filozelle,Espagne,2400,27168,,0
82,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,6,Bas ; de filozelle,Genève,1008,27168,,0
83,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,6,Bas ; de filozelle,Savoye,3024,27168,,0
84,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,6,Bas ; de laine,Allemagne,46152,208578,,0
85,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,6,Bas ; de laine,Angleterre,8748,208578,,0
86,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,6,Bas ; de laine,Espagne,59514,208578,,0
87,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,6,Bas ; de laine,Flandre,2203,208578,,0
88,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,6,Bas ; de laine,Genève,1572,208578,,0
89,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,6,Bas ; de laine,Gènes,14700,208578,,0
90,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,6,Bas ; de laine,Italie,2460,208578,,0
91,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,6,Bas ; de laine,Naples,2214,208578,,0
92,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,6,Bas ; de laine,Portugal,52620,208578,,0
93,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,6,Bas ; de laine,Savoye,9978,208578,,0
94,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,6,Bas ; de laine,Suisse,8417,208578,,0
95,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,7,Bas ; de soye,Allemagne,345697,2484170,,0
96,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,7,Bas ; de soye,Angleterre,51890,2484170,,0
97,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,7,Bas ; de soye,Espagne,1354765,2484170,,0
98,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,7,Bas ; de soye,Flandre,56515,2484170,,0
99,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,7,Bas ; de soye,Genève,8400,2484170,,0
100,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,7,Bas ; de soye,Gènes,59520,2484170,,0
101,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,7,Bas ; de soye,Hollande,62946,2484170,,0
102,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,7,Bas ; de soye,Isles,41870,2484170,,0
103,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,7,Bas ; de soye,Italie,222645,2484170,,0
104,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,7,Bas ; de soye,Levant,8420,2484170,,0
105,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,7,Bas ; de soye,Naples,97440,2484170,,0
106,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,7,Bas ; de soye,Nord,1156,2484170,,0
107,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,7,Bas ; de soye,Portugal,111926,2484170,,0
108,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,7,Bas ; de soye,Savoye,39600,2484170,,0
109,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,7,Bas ; de soye,Suisse,21380,2484170,,0
110,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,7,Batteaux ; neufs,Espagne,5470,9980,,0
111,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,7,Batteaux ; neufs,Flandre,4510,9980,,0
112,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,7,Bœufs ; en vie,Allemagne,673870,869052,,0
113,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,7,Bœufs ; en vie,Angleterre,3800,869052,,0
114,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,7,Bœufs ; en vie,Espagne,7036,869052,,0
115,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,7,Bœufs ; en vie,Flandre,18600,869052,,0
116,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,7,Bœufs ; en vie,Genève,47700,869052,,0
117,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,7,Bœufs ; en vie,Hollande,2400,869052,,0
118,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,7,Bœufs ; en vie,Savoye,56280,869052,,0
119,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,7,Bœufs ; en vie,Suisse,59366,869052,,0
120,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,7,Bœufs ; salé,Espagne,4957,1398483,,0
121,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,7,Bœufs ; salé,Guinée,75388,1398483,,0
122,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,7,Bœufs ; salé,Gènes,58550,1398483,,0
123,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,7,Bœufs ; salé,Indes,3395,1398483,,0
124,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,7,Bœufs ; salé,Isles,1256193,1398483,,0
125,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,8,Beurre,Allemagne,23662,739157,,0
126,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,8,Beurre,Angleterre,15150,739157,,0
127,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,8,Beurre,Espagne,46688,739157,,0
128,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,8,Beurre,Flandre,4625,739157,,0
129,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,8,Beurre,Genève,1526,739157,,0
130,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,8,Beurre,Guinée,6229,739157,,0
131,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,8,Beurre,Hollande,276470,739157,,0
132,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,8,Beurre,Indes,9010,739157,,0
133,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,8,Beurre,Isles,321552,739157,,0
134,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,8,Beurre,Levant,15464,739157,,0
135,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,8,Beurre,Nord,7820,739157,,0
136,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,8,Beurre,Savoye,10961,739157,,0
137,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,8,Bijouterie,Flandre,2577,37417,,0
138,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,8,Bijouterie,Indes,16400,37417,,0
139,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,8,Bijouterie,Isles,16400,37417,,0
140,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,8,Bijouterie,Portugal,2040,37417,,0
141,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,8,Biscuits,Espagne,30650,50170,,0
142,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,8,Biscuits,Isles,19520,50170,,0
143,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,8,Bière,Isles,21203,21203,,0
144,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,8,Bled ; froment,Allemagne,1741,512886,,0
145,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,8,Bled ; froment,Angleterre,20850,512886,,0
146,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,8,Bled ; froment,Espagne,411309,512886,,0
147,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,8,Bled ; froment,Gènes,8250,512886,,0
148,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,8,Bled ; froment,Hollande,31965,512886,,0
149,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,8,Bled ; froment,Savoye,38771,512886,,0
150,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,8,Bled ; mahy,Espagne,2318,6634,orthographié d'une manière bizarre...,0
151,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,8,Bled ; mahy,Portugal,4316,6634,,0
152,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,8,Bled ; méteil,Espagne,10120,10120,,0
153,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,8,Bled ; sarazin,Espagne,4587,4587,,0
154,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,9,Bled ; seigle,Allemagne,7745,203651,,0
155,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,9,Bled ; seigle,Danemark,10030,203651,,0
156,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,9,Bled ; seigle,Espagne,21066,203651,,0
157,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,9,Bled ; seigle,Hollande,164810,203651,,0
158,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,9,Blonde ; de soye,Allemagne,4175,93244,,0
159,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,9,Blonde ; de soye,Angleterre,6700,93244,,0
160,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,9,Blonde ; de soye,Danemark,2100,93244,,0
161,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,9,Blonde ; de soye,Espagne,37700,93244,,0
162,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,9,Blonde ; de soye,Flandre,7944,93244,,0
163,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,9,Blonde ; de soye,Hollande,12050,93244,,0
164,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,9,Blonde ; de soye,Isles,17500,93244,,0
165,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,9,Blonde ; de soye,Portugal,5075,93244,,0
166,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,9,Bois ; d'acajou,Hollande,4390,4390,,0
167,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,9,Bois ; de Brésil,Espagne,5762,95648,,0
168,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,9,Bois ; de Brésil,Italie,3089,95648,,0
169,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,9,Bois ; de Brésil,Levant,78626,95648,,0
170,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,9,Bois ; de Brésil,Naples,1213,95648,,0
171,David Cassagnes,NEHA 122D,National/Objet Général/IIHS - Amsterdam/1770.csv,Objet Général,1770,Exports,9,Bois ; de Brésil,Savoye,6958,95648,,0
