Data entry by,Source,Year,Sheet,Marchandises,Pays,Quantité,Leur valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Total,Remarks
Milewski,122E,1771,6,Avoine,Hollande,1 967 015,110 850,,,183 220,
Milewski,122E,1771,6,Avoine,Venise,700,11 200,,,183 220,
Milewski,122E,1771,6,Avoine,Nord,481 563,47 972,,,183 220,
Milewski,122E,1771,6,Avoine,Russie,14 820,1 482,,,183 220,
Milewski,122E,1771,6,Azur,Danemark,31 129,15 564,,,265 954,
Milewski,122E,1771,6,Azur,Flandre,2 276,1 479,,,265 954,
Milewski,122E,1771,6,Azur,Hollande,300 874,217 174,,,265 954,
Milewski,122E,1771,6,Azur,Nord,38 666,28 344,,,265 954,
Milewski,122E,1771,6,Azur,Suede,5 655,3 393,,,265 954,
Milewski,122E,1771,6,Baguettes de fusils,Italie,49,12 250,,,,
Milewski,122E,1771,8,Balais de palmes,Espagne,15 048,15 203,,,22 810,
Milewski,122E,1771,8,Balais de palmes,Flandre,1 643,1 479,,,22 810,
Milewski,122E,1771,8,Balais de palmes,Italie,5 577,4 861,,,22 810,
Milewski,122E,1771,8,Balais de palmes,Genes,1 408,1 267,,,22 810,
Milewski,122E,1771,8,Baleine ; coupée,Flandre,2 392,11 552,116 774,,578 741,
Milewski,122E,1771,8,Baleine ; coupée,Hollande,24 958,100 267,116 774,,578 741,
Milewski,122E,1771,8,Baleine ; coupée,Nord,390,1 755,116 774,,578 741,
Milewski,122E,1771,8,Baleine ; coupée,Savoye,800,3 200,116 774,,578 741,
Milewski,122E,1771,8,Baleine ; en fanon,Flandre,1 550,3 100,461 967,,578 741,
Milewski,122E,1771,8,Baleine ; en fanon,Hollande,65 997,164 992,461 967,,578 741,
Milewski,122E,1771,8,Baleine ; en fanon,Portugal,117 550,293 875,461 967,,578 741,
Milewski,122E,1771,8,Bas ; de fil et coton,Allemagne,811,2 433,283 005,,323 925,
Milewski,122E,1771,8,Bas ; de fil et coton,Hollande,200,1 000,283 005,,323 925,
Milewski,122E,1771,8,Bas ; de fil et coton,Italie,22 474,112 370,283 005,,323 925,
Milewski,122E,1771,8,Bas ; de fil et coton,Naples,800,4 000,283 005,,323 925,
Milewski,122E,1771,8,Bas ; de fil et coton,Genes,3 785,18 925,283 005,,323 925,
Milewski,122E,1771,8,Bas ; de fil et coton,Levant,8 555,42 775,283 005,,323 925,
Milewski,122E,1771,8,Bas ; de fil et coton,Savoye,17 555,87 777,283 005,,323 925,
Milewski,122E,1771,8,Bas ; de fil et coton,Suisse,595,13 725,283 005,,323 925,
Milewski,122E,1771,10,Bas ; de soye,Espagne,600,24 000,40 920,,323 925,
Milewski,122E,1771,10,Bas ; de soye,Genes,230,9 200,40 920,,323 925,
Milewski,122E,1771,10,Bas ; de soye,Savoye,193,7 720,40 920,,323 925,
Milewski,122E,1771,10,Bateaux neufs,Espagne,3,1 200,,,,
Milewski,122E,1771,10,Baume,Hollande,550,2 386,,,9 986,
Milewski,122E,1771,10,Baume,Naples,600,3 600,,,9 986,
Milewski,122E,1771,10,Baume,Levant,400,4 000,,,9 986,
Milewski,122E,1771,10,Benjoin,Hollande,1 740,4 870,,,5 870,
Milewski,122E,1771,10,Benjoin,Savoye,250,1 000,,,5 870,
Milewski,122E,1771,10,Beufs ; salé,Angleterre,21 602,,1 330 059,,1 593 066,
Milewski,122E,1771,10,Beufs ; salé,Angleterre,3 494 783,1 329 898,1 330 059,,1 593 066,2 qtités pour Angleterre
Milewski,122E,1771,10,Beufs ; salé,Suisse,537,161,1 330 059,,1 593 066,
Milewski,122E,1771,10,Beufs ; fumé,Hollande,7 975,3 224,7 095,,1 593 066,
Milewski,122E,1771,10,Beufs ; fumé,Nord,5 713,3 871,7 095,,1 593 066,
Milewski,122E,1771,10,Beufs ; en vie,Allemagne,797,86 212,255 912,,1 593 066,
Milewski,122E,1771,10,Beufs ; en vie,Angleterre,16,4 800,255 912,,1 593 066,
Milewski,122E,1771,10,Beufs ; en vie,Flandre,169,31 700,255 912,,1 593 066,
Milewski,122E,1771,10,Beufs ; en vie,Geneve,38,3 800,255 912,,1 593 066,
Milewski,122E,1771,10,Beufs ; en vie,Savoye,613,61 300,255 912,,1 593 066,
Milewski,122E,1771,10,Beufs ; en vie,Suisse,755,68 100,255 912,,1 593 066,
Milewski,122E,1771,10,Beurre,Angleterre,2 517 054,1 303 325,,,3 336 875,
Milewski,122E,1771,10,Beurre,Espagne,33 780,19 843,,,3 336 875,
Milewski,122E,1771,10,Beurre,Hollande,3 986 353,1 992 459,,,3 336 875,
Milewski,122E,1771,10,Beurre,Savoye,52 969,21 248,,,3 336 875,
Milewski,122E,1771,12,Biere,Hollande,2 643,83 619,,,,
Milewski,122E,1771,12,Bijouterie,Flandre,,1 327,,,5 052,
Milewski,122E,1771,12,Bijouterie,Savoye,,3 725,,,5 052,
Milewski,122E,1771,12,Blanc ; de baleine,Hollande,834,1 720,,,29 441,
Milewski,122E,1771,12,Blanc ; de ceruze,Hollande,28 904,9 837,,,29 441,
Milewski,122E,1771,12,Blanc ; de plomb,Hollande,19 081,17 884,,,29 441,
Milewski,122E,1771,12,Bled ; froment,Allemagne,11 000,2 200,40 424 403,,41 561 396,
Milewski,122E,1771,12,Bled ; froment,Angleterre,5 910,,40 424 403,,41 561 396,
Milewski,122E,1771,12,Bled ; froment,Angleterre,741 908,253 126,40 424 403,,41 561 396,2 qtités pour Angleterre
Milewski,122E,1771,12,Bled ; froment,Danemark,18 814,225 768,40 424 403,,41 561 396,
Milewski,122E,1771,12,Bled ; froment,Espagne,1 216,29 175,40 424 403,,41 561 396,
Milewski,122E,1771,12,Bled ; froment,Flandre,17 725,1 772,40 424 403,,41 561 396,
Milewski,122E,1771,12,Bled ; froment,Hollande,160 115 492,17 004 446,40 424 403,,41 561 396,
Milewski,122E,1771,12,Bled ; froment,Italie,110 596,,40 424 403,,41 561 396,
Milewski,122E,1771,12,Bled ; froment,Italie,1 774 174,2 920 430,40 424 403,,41 561 396,2 qtités pour Italie
Milewski,122E,1771,12,Bled ; froment,Naples,257 090,6 170 160,40 424 403,,41 561 396,
Milewski,122E,1771,12,Bled ; froment,Genes,13 019,312 456,40 424 403,,41 561 396,
Milewski,122E,1771,12,Bled ; froment,Venise,141 910,3 405 840,40 424 403,,41 561 396,
Milewski,122E,1771,12,Bled ; froment,Levant,99 515,2 388 360,40 424 403,,41 561 396,
Milewski,122E,1771,12,Bled ; froment,Nord,193 017,,40 424 403,,41 561 396,
Milewski,122E,1771,12,Bled ; froment,Nord,8 387 558,3 456 664,40 424 403,,41 561 396,2 qtités pour Nord
Milewski,122E,1771,12,Bled ; froment,Russie,167 900,21 132,40 424 403,,41 561 396,
Milewski,122E,1771,12,Bled ; froment,Savoye,147 901,,40 424 403,,41 561 396,
Milewski,122E,1771,12,Bled ; froment,Savoye,311 500,3 580 774,40 424 403,,41 561 396,2 qtités pour Savoye
Milewski,122E,1771,12,Bled ; froment,Suede,5 477 685,652 100,40 424 403,,41 561 396,
Milewski,122E,1771,12,Bled ; mahy,Espagne,62 500,4 687,43 297,,41 561 396,
Milewski,122E,1771,12,Bled ; mahy,Portugal,643 500,38 610,43 297,,41 561 396,
Milewski,122E,1771,12,Bled ; meteil,Savoye,14 300,1 072,,,41 561 396,
Milewski,122E,1771,12,Bled ; seigle,Danemark,11 843,106 587,1 092 624,,41 561 396,
Milewski,122E,1771,12,Bled ; seigle,Hollande,4 003 559,283 129,1 092 624,,41 561 396,
Milewski,122E,1771,12,Bled ; seigle,Nord,6 341 296,484 791,1 092 624,,41 561 396,
Milewski,122E,1771,12,Bled ; seigle,Russie,268 000,29 032,1 092 624,,41 561 396,
Milewski,122E,1771,12,Bled ; seigle,Savoye,462 500,23 125,1 092 624,,41 561 396,
Milewski,122E,1771,12,Bled ; seigle,Suede,12 210,,1 092 624,,41 561 396,
Milewski,122E,1771,12,Bled ; seigle,Suede,560 700,165 960,1 092 624,,41 561 396,2 qtités pour Suède
Milewski,122E,1771,12,Bleu de Prusse,Allemagne,630,5 040,,,66 613,
Milewski,122E,1771,12,Bleu de Prusse,Angleterre,560,8 400,,,66 613,
Milewski,122E,1771,12,Bleu de Prusse,Hollande,3 333,47 173,,,66 613,
Milewski,122E,1771,12,Bleu de Prusse,Savoye,400,6 000,,,66 613,
Milewski,122E,1771,14,Böetes de bois,Allemagne,4 275,2 137,,,,
Milewski,122E,1771,14,Bois ; d'acajou,Isles,244,,,,1 371 975,
Milewski,122E,1771,14,Bois ; d'acajou,Isles,2 863,,,,1 371 975,
Milewski,122E,1771,14,Bois ; d'acajou,Isles,16 452,19 028,,,1 371 975,3 qtités pour Isles
Milewski,122E,1771,14,Bois ; en barres,Allemagne,276,16 554,,,1 371 975,
Milewski,122E,1771,14,Bois ; de brezil,Hollande,25 484,12 094,137 618,,1 371 975,
Milewski,122E,1771,14,Bois ; de brezil,Portugal,627 620,125 524,137 618,,1 371 975,
Milewski,122E,1771,14,Bois ; à bruler,Allemagne,520,20 818,36 694,,1 371 975,
Milewski,122E,1771,14,Bois ; à bruler,Italie,795 600,5 967,36 694,,1 371 975,
Milewski,122E,1771,14,Bois ; à bruler,Genes,615 300,4 614,36 694,,1 371 975,
Milewski,122E,1771,14,Bois ; à bruler,Savoye,706 000,5 295,36 694,,1 371 975,
Milewski,122E,1771,14,Bois ; de buis,Hollande,65 030,9 754,,,1 371 975,
Milewski,122E,1771,14,Bois ; de caliatour,Hollande,7 195,2 535,,,1 371 975,
Milewski,122E,1771,14,Bois ; de campèche,Espagne,790 210,116 901,304 669,,1 371 975,
Milewski,122E,1771,14,Bois ; de campèche,Flandre,29 675,3 561,304 669,,1 371 975,
Milewski,122E,1771,14,Bois ; de campèche,Hollande,320 822,41 551,304 669,,1 371 975,
Milewski,122E,1771,14,Bois ; de campèche,Nord,763 150,110 867,304 669,,1 371 975,
Milewski,122E,1771,14,Bois ; de campèche,Isles,211 794,31 789,304 669,,1 371 975,
Milewski,122E,1771,14,Bois ; de chesne,Hollande,21 300,10 650,,,1 371 975,
Milewski,122E,1771,14,Bois ; de construction,Genes,248,5 980,,,1 371 975,
Milewski,122E,1771,14,Bois ; pour cribles,Genes,32 300,4 845,,,1 371 975,
Milewski,122E,1771,14,Bois ; d'ebenne,Indes,225 385,33 807,,,1 371 975,
Milewski,122E,1771,14,Bois ; de fernambourg,Hollande,1 661,3 322,77 581,,1 371 975,
Milewski,122E,1771,14,Bois ; de fernambourg,Portugal,165 020,74 259,77 581,,1 371 975,
Milewski,122E,1771,14,Bois ; fustel,Savoye,32 365,2 912,,,1 371 975,
Milewski,122E,1771,14,Bois ; de gayac,Isles,161 752,6 949,,,1 371 975,
Milewski,122E,1771,14,Bois ; du japon,Flandre,15 800,4 740,7 622,,1 371 975,
Milewski,122E,1771,14,Bois ; du japon,Hollande,28 825,2 882,7 622,,1 371 975,
Milewski,122E,1771,14,Bois ; jaune,Hollande,46 120,9 018,,,1 371 975,
Milewski,122E,1771,14,Bois ; d'inde,Portugal,12 200,1 220,,,1 371 975,
Milewski,122E,1771,14,Bois ; de marqueterie,Portugal,54 425,5 442,,,1 371 975,
Milewski,122E,1771,14,Bois ; de menuiserie,Isles,30 000,3 000,,,1 371 975,
Milewski,122E,1771,14,Bois ; merrain,Allemagne,58 647,8 471,341 963,,1 371 975,
Milewski,122E,1771,14,Bois ; merrain,Danemark,45 975,17 517,341 963,,1 371 975,
Milewski,122E,1771,14,Bois ; merrain,Flandre,31 400,5 070,341 963,,1 371 975,
Milewski,122E,1771,14,Bois ; merrain,Italie,95 807,28 742,341 963,,1 371 975,
Milewski,122E,1771,14,Bois ; merrain,Naples,1 116 250,83 718,341 963,,1 371 975,
Milewski,122E,1771,14,Bois ; merrain,Genes,9 721,48 605,341 963,,1 371 975,
Milewski,122E,1771,14,Bois ; merrain,Hollande,2 264,11 321,341 963,,1 371 975,
Milewski,122E,1771,14,Bois ; merrain,Nord,250 899,66 227,341 963,,1 371 975,
Milewski,122E,1771,14,Bois ; merrain,Savoye,1 432,7 160,341 963,,1 371 975,
Milewski,122E,1771,14,Bois ; merrain,Suede,176 807,65 132,341 963,,1 371 975,
Milewski,122E,1771,16,Bois ; de noyer,Italie,300,3 600,11 390,,1 371 975,
Milewski,122E,1771,16,Bois ; de noyer,Genes,143,1 430,11 390,,1 371 975,
Milewski,122E,1771,16,Bois ; de noyer,Savoye,116,1 160,11 390,,1 371 975,
Milewski,122E,1771,16,Bois ; de noyer,Isles,520,5 200,11 390,,1 371 975,
Milewski,122E,1771,16,Bois ; ouvré,Allemagne,,9 665,,,1 371 975,
Milewski,122E,1771,16,Bois ; de palissandre,Portugal,292 575,73 143,,,1 371 975,
Milewski,122E,1771,16,Bois ; rouge,Indes,540 900,47 328,,,1 371 975,
Milewski,122E,1771,16,Bois ; de roze,Portugal,131 450,52 580,52 580,,1 371 975,
Milewski,122E,1771,16,Bois ; de roze,Savoye,,,52 580,,1 371 975,
Milewski,122E,1771,16,Bois ; de Ste Marthe,Flandre,6 275,1 568,28 725,,1 371 975,
Milewski,122E,1771,16,Bois ; de Ste Marthe,Hollande,83 705,22 356,28 725,,1 371 975,
Milewski,122E,1771,16,Bois ; de Ste Marthe,Isles,22 649,4 801,28 725,,1 371 975,
Milewski,122E,1771,16,Bois ; de sandal,Hollande,30 869,10 123,,,1 371 975,
Milewski,122E,1771,16,Bois ; de sapan,Indes,4 028,8 056,,,1 371 975,
Milewski,122E,1771,16,Bois ; de saxafras,Hollande,4 676,2 353,,,1 371 975,
Milewski,122E,1771,16,Bois ; scié,Allemagne,2 683,2 683,,,1 371 975,
Milewski,122E,1771,16,Bois ; à tapis,Allemagne,23,1 380,,,1 371 975,
Milewski,122E,1771,16,Bois ; à teindre,Angleterre,247 185,28 234,67 887,,1 371 975,
Milewski,122E,1771,16,Bois ; à teindre,Hollande,273 138,30 833,67 887,,1 371 975,
Milewski,122E,1771,16,Bois ; à teindre,Isles,58 800,8 820,67 887,,1 371 975,
Milewski,122E,1771,16,Bois ; de violette,Portugal,37 642,18 821,,,1 371 975,
Milewski,122E,1771,16,Bonnets ; de coton,Espagne,200,1 000,21 984,,30 966,
Milewski,122E,1771,16,Bonnets ; de coton,Italie,450,2 250,21 984,,30 966,
Milewski,122E,1771,16,Bonnets ; de coton,Naples,264,1 320,21 984,,30 966,
Milewski,122E,1771,16,Bonnets ; de coton,Savoye,284,,21 984,,30 966,
Milewski,122E,1771,16,Bonnets ; de coton,Savoye,3 255,17 414,21 984,,30 966,2 qtités pour savoye
Milewski,122E,1771,16,Bonnets ; de fil,Espagne,195,2 340,5 574,,30 966,
Milewski,122E,1771,16,Bonnets ; de fil,Suisse,804,3 234,5 574,,30 966,
Milewski,122E,1771,16,Bonnets ; de laine,Levant,284,3 408,,,30 966,
Milewski,122E,1771,16,Borax,Allemagne,130,2 080,,,25 201,
Milewski,122E,1771,16,Borax,Hollande,7 001,23 121,,,25 201,
Milewski,122E,1771,16,Bouchons de liege,Espagne,88 272,264 816,,,267 156,
Milewski,122E,1771,16,Bouchons de liege,Savoye,780,2 340,,,267 156,
Milewski,122E,1771,17,Bougie,Allemagne,950,1 900,,,,
Milewski,122E,1771,17,Boulets de canon,Savoye,2 000,2 000,,,,
Milewski,122E,1771,17,Bourde,Espagne,5 697 500,455 357,,,589 332,
Milewski,122E,1771,17,Bourde,Levant,2 232 930,133 975,,,589 332,
Milewski,122E,1771,17,Bourre ; à batier,Hollande,78 183,3 628,,,9 925,
Milewski,122E,1771,17,Bourre ; de soye,Genes,3 200,4 800,6 297,,9 925,
Milewski,122E,1771,17,Bourre ; de soye,Savoye,998,1 497,6 297,,9 925,
Milewski,122E,1771,17,Bouteilles de verre,Allemagne,384 555,76 911,,,85 434,
Milewski,122E,1771,17,Bouteilles de verre,Nord,37 880,8 523,,,85 434,
Milewski,122E,1771,17,Boutons ; de crin,Allemagne,6 496,25 984,39 541,,39 541,
Milewski,122E,1771,17,Boutons ; de crin,Flandre,522,2 610,39 541,,39 541,
Milewski,122E,1771,17,Boutons ; de crin,Hollande,1 198,8 351,39 541,,39 541,
Milewski,122E,1771,17,Boutons ; de crin,Suisse,519,2 596,39 541,,39 541,
Milewski,122E,1771,18,Bray et gaudrons,Danemark,408,10 200,,,630 905,
Milewski,122E,1771,18,Bray et gaudrons,Espagne,56 190,4 654,,,630 905,
Milewski,122E,1771,18,Bray et gaudrons,Hollande,8 024,58 124,,,630 905,
Milewski,122E,1771,18,Bray et gaudrons,Nord,6 100,124 824,,,630 905,
Milewski,122E,1771,18,Bray et gaudrons,Russie,180,2 500,,,630 905,
Milewski,122E,1771,18,Bray et gaudrons,Savoye,13 300,3 960,,,630 905,
Milewski,122E,1771,18,Bray et gaudrons,Suede,9 593,,,,630 905,
Milewski,122E,1771,18,Bray et gaudrons,Suede,1 937 560,426 643,,,630 905,2 qtités pour suede
Milewski,122E,1771,18,Briques,Hollande,48 000,9 600,,,,
Milewski,122E,1771,18,Brosserie,Hollande,17 643,19 826,,,,
Milewski,122E,1771,18,Brun rouge,Espagne,426 650,10 829,,,22 465,
Milewski,122E,1771,18,Brun rouge,Hollande,58 391,11 636,,,22 465,
Milewski,122E,1771,18,Cabas,Espagne,1 294,3 882,,,,
Milewski,122E,1771,18,Cacao,Espagne,151 411,214 634,,,1 188 302,
Milewski,122E,1771,18,Cacao,Hollande,174 950,274 375,,,1 188 302,
Milewski,122E,1771,18,Cacao,Genes,1 600,2 080,,,1 188 302,
Milewski,122E,1771,18,Cacao,Levant,16 810,21 853,,,1 188 302,
Milewski,122E,1771,18,Cacao,Portugal,23 300,18 640,,,1 188 302,
Milewski,122E,1771,18,Cacao,Savoye,6 624,8 611,,,1 188 302,
Milewski,122E,1771,18,Cacao,Isles,943 252,648 109,,,1 188 302,
Milewski,122E,1771,18,Caffé ; de Bourbon,Indes,20 603,,,,128 285 318,
Milewski,122E,1771,18,Caffé ; de Bourbon,Indes,7 020,1 868 310,,,128 285 318,2 qtités pour Indes
Milewski,122E,1771,19,Caffé ; des Isles,Allemagne,4 488,5 730,126 417 008,,128 285 318,
Milewski,122E,1771,19,Caffé ; des Isles,Espagne,19 890,14 917,126 417 008,,128 285 318,
Milewski,122E,1771,19,Caffé ; des Isles,Italie,2 400,1 800,126 417 008,,128 285 318,
Milewski,122E,1771,19,Caffé ; des Isles,Levant,367 066,550 597,126 417 008,,128 285 318,
Milewski,122E,1771,19,Caffé ; des Isles,Suisse,3 612,3 973,126 417 008,,128 285 318,
Milewski,122E,1771,19,Caffé ; des Isles,Isles,167 704 949,125 839 991,126 417 008,,128 285 318,
Milewski,122E,1771,19,Caffetieres,Levant,495,17 820,,,,
Milewski,122E,1771,19,Camphre,Hollande,6 870,10 872,,,,
Milewski,122E,1771,19,Canefice,Isles,327 194,91 291,,,,
Milewski,122E,1771,19,Canelle,Hollande,29 311,294 122,,,392 162,
Milewski,122E,1771,19,Canelle,Genes,1 650,16 500,,,392 162,
Milewski,122E,1771,19,Canelle,Savoye,2 250,22 500,,,392 162,
Milewski,122E,1771,19,Canelle,Indes,7 380,59 040,,,392 162,
Milewski,122E,1771,19,Cannes à main,Flandre,115,5 750,,,25 500,
Milewski,122E,1771,19,Cannes à main,Hollande,395,19 750,,,25 500,
Milewski,122E,1771,19,Cannettes de grez,Hollande,5 710,3 426,,,,
Milewski,122E,1771,19,Cannevettes,Hollande,,1 740,,,,
Milewski,122E,1771,19,Cantarides,Italie,610,1 830,,,19 600,
Milewski,122E,1771,19,Cantarides,Naples,1 560,4 680,,,19 600,
Milewski,122E,1771,19,Cantarides,Genes,1 330,3 990,,,19 600,
Milewski,122E,1771,19,Cantarides,Levant,1 000,3 000,,,19 600,
Milewski,122E,1771,19,Cantarides,Savoye,1 220,6 100,,,19 600,
Milewski,122E,1771,20,Capres,Espagne,10 180,5 385,,,,
Milewski,122E,1771,20,Carabé,Hollande,2 045,2 556,,,,
Milewski,122E,1771,20,Carosses,Flandre,1,3 000,,,,
Milewski,122E,1771,20,Carreaux ; de marbre,Italie,2 832,2 832,8 729,,12 414,
Milewski,122E,1771,20,Carreaux ; de marbre,Genes,5 897,5 897,8 729,,12 414,
Milewski,122E,1771,20,Carreaux ; de terre,Allemagne,98 266,3 685,,,12 414,
Milewski,122E,1771,20,Cascarilles,Allemagne,233,1 165,,,3 871,
Milewski,122E,1771,20,Cascarilles,Isles,2 706,2 706,,,3 871,
Milewski,122E,1771,20,Cassia lignea,Flandre,1 110,2 775,,,9 889,
Milewski,122E,1771,20,Cassia lignea,Hollande,813,3 074,,,9 889,
Milewski,122E,1771,20,Cassia lignea,Savoye,1 010,4 040,,,9 889,
Milewski,122E,1771,20,Caves garnies,Hollande,3 410,18 980,,,,
Milewski,122E,1771,20,Cauris,Hollande,113 539,94 712,,,442 809,
Milewski,122E,1771,20,Cauris,Indes,464 129,348 097,,,442 809,
Milewski,122E,1771,20,Cendre ; bleue,Flandre,825,2 062,,,1 270 562,
Milewski,122E,1771,20,Cendre ; casseau,Nord,105,46 310,,,1 270 562,
Milewski,122E,1771,20,Cendre ; commune,Espagne,1 448 395,101 387,953 326,,1 270 562,
Milewski,122E,1771,20,Cendre ; commune,Italie,394 500,27 615,953 326,,1 270 562,
Milewski,122E,1771,20,Cendre ; commune,Naples,11 312 560,791 879,953 326,,1 270 562,
Milewski,122E,1771,20,Cendre ; commune,Genes,187 629,13 134,953 326,,1 270 562,
Milewski,122E,1771,20,Cendre ; commune,Levant,386 220,19 311,953 326,,1 270 562,
