numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,total,quantity_unit,remarks,doubleaccounts
63,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,1,Laine ; fine,Espagne et les Etats en dépendants,90100,24200,4225100,Livres,Total incorrect fait 4165100,0
64,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,1,Lin ; en rames,Espagne et les Etats en dépendants,25900,51600,4225100,Livres,Total incorrect fait 4165100,0
65,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,1,Plumes ; à lit,Espagne et les Etats en dépendants,37800,37800,4225100,Livres,Total incorrect fait 4165100,0
66,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,1,Soye ; exporté de Marseille,Espagne et les Etats en dépendants,1579500,71730,4225100,Livres,Total incorrect fait 4165100,0
67,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,1,Bonneterie ; diverse,Espagne et les Etats en dépendants,15700,,23739100,,,0
68,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,1,Bonneterie ; de coton,Espagne et les Etats en dépendants,229200,132,23739100,Douzaines,,2
69,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,1,Bonneterie ; de coton,Espagne et les Etats en dépendants,229200,29200,23739100,Livres,,1
70,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,1,Bonneterie ; de fil,Espagne et les Etats en dépendants,23600,12,23739100,Douzaines,,1
71,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,1,Bonneterie ; de fil,Espagne et les Etats en dépendants,23600,2100,23739100,Livres,,2
72,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,1,Bonneterie ; de laine,Espagne et les Etats en dépendants,239300,4400,23739100,Bonnets,,1
73,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,1,Bonneterie ; de laine,Espagne et les Etats en dépendants,239300,32200,23739100,Livres,,2
74,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,1,Bonneterie ; d'estam,Espagne et les Etats en dépendants,15400,1300,23739100,Livres,,0
75,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,1,Bonneterie ; de soye,Espagne et les Etats en dépendants,1377000,340,23739100,Fres,,1
76,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,1,Bonneterie ; de soye,Espagne et les Etats en dépendants,1377000,26420,23739100,Livres,,2
77,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,1,Couvertures ; diverses,Espagne et les Etats en dépendants,60600,,23739100,,,0
78,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,1,Chapeaux ; divers,Espagne et les Etats en dépendants,23600,,23739100,,,0
79,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,1,Chapeaux ; poil et laine,Espagne et les Etats en dépendants,331400,3440,23739100,Douzaines,,0
80,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,1,Chapeaux ; mi castor,Espagne et les Etats en dépendants,20300,132,23739100,Douzaines,,0
81,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,1,Dentelle ; de fil,Espagne et les Etats en dépendants,18600,64,23739100,Livres,,0
82,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,1,Dentelle ; de soye,Espagne et les Etats en dépendants,59900,405,23739100,Livres,,0
83,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,1,Draperie ; diverse,Espagne et les Etats en dépendants,2047200,187000,23739100,Livres,,0
96,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Etoffes ; diverses,Espagne et les Etats en dépendants,15800,,23739100,,,0
97,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Etoffes ; de coton,Espagne et les Etats en dépendants,61900,7700,23739100,Livres,,0
98,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Etoffes ; de laine,Espagne et les Etats en dépendants,2196500,369500,23739100,Livres,,0
99,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Etoffes ; laine et fil,Espagne et les Etats en dépendants,17200,3930,23739100,Livres,,0
100,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Etoffes ; poil,Espagne et les Etats en dépendants,1427100,139400,23739100,Livres,,0
101,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Etoffes ; poil et laine,Espagne et les Etats en dépendants,22000,3200,23739100,Livres,,0
102,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Etoffes ; riche ; or et argent,Espagne et les Etats en dépendants,201100,2055,23739100,Livres,,0
103,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Etoffe ; de soye,Espagne et les Etats en dépendants,939700,3600,23739100,Aunes,,1
104,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Etoffe ; de soye,Espagne et les Etats en dépendants,939700,17900,23739100,Livres,,2
105,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Etoffe ; mélangée ; de soye,Espagne et les Etats en dépendants,59000,,23739100,,,0
106,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Galon ; fin,Espagne et les Etats en dépendants,240400,,23739100,,,0
107,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Gaze ; de fil,Espagne et les Etats en dépendants,33600,900,23739100,Livres,,0
108,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Gaze ; de soye,Espagne et les Etats en dépendants,473700,2720,23739100,Douzaines de mouchoirs,,2
109,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Gaze ; de soye,Espagne et les Etats en dépendants,473700,5040,23739100,Livres,,1
110,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Gaze ; mi soye,Espagne et les Etats en dépendants,28500,900,23739100,Livres,,0
111,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Mouchoirs ; de coton,Espagne et les Etats en dépendants,94000,7000,23739100,Livres,,0
112,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Mouchoirs ; de fil,Espagne et les Etats en dépendants,61200,3700,23739100,Livres,,0
113,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Mouchoirs ; fil et coton,Espagne et les Etats en dépendants,141800,14640,23739100,Livres,,0
114,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Mouchoirs ; de soye,Espagne et les Etats en dépendants,14300,,23739100,,,0
115,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Ruban ; divers,Espagne et les Etats en dépendants,11800,,23739100,,,0
116,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Ruban ; de soye,Espagne et les Etats en dépendants,301900,6710,23739100,Livres,,0
117,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Toiles ; diverses,Espagne et les Etats en dépendants,284100,,23739100,,,0
118,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Toile ; de Bretagne,Espagne et les Etats en dépendants,7642500,4479600,23739100,Aunes,,0
119,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Toile ; grise,Espagne et les Etats en dépendants,92000,45000,23739100,Aunes,,0
120,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Toile ; gracienne,Espagne et les Etats en dépendants,24000,24000,23739100,Livres,,0
121,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Toile ; de filezie,Espagne et les Etats en dépendants,194000,129400,23739100,Aunes,,0
122,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Toile ; à matelats,Espagne et les Etats en dépendants,13700,4200,23739100,Livres,,0
123,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Toile ; de chanvre,Espagne et les Etats en dépendants,581600,41900,23739100,Aunes,,1
124,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Toile ; de chanvre,Espagne et les Etats en dépendants,581600,336800,23739100,Livres,,2
125,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Toile ; de coton,Espagne et les Etats en dépendants,278900,33100,23739100,Livres,,0
126,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Toile ; mousseline,Espagne et les Etats en dépendants,130300,19850,23739100,Aunes,,0
127,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Toile ; de fil ; en coutil,Espagne et les Etats en dépendants,52800,12900,23739100,Livres,,0
128,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Toile ; fil et coton,Espagne et les Etats en dépendants,37900,6400,23739100,Livres,,0
129,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Toile ; siamoise,Espagne et les Etats en dépendants,129900,21700,23739100,Livres,,0
130,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Toile ; de lin ; diverse,Espagne et les Etats en dépendants,2157600,110500,23739100,Aunes,,2
131,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Toile ; de lin ; diverse,Espagne et les Etats en dépendants,2157600,132700,23739100,Livres,,1
132,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Toile ; fine,Espagne et les Etats en dépendants,1064200,116700,23739100,Livres,,0
133,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Toile ; linon ; batiste,Espagne et les Etats en dépendants,252300,40500,23739100,Aunes,,0
134,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Bijouterie,Espagne et les Etats en dépendants,20600,,3608200,,,0
135,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Cire ; en bougie ; etc.,Espagne et les Etats en dépendants,25000,,3608200,,,0
136,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Cordages ; divers,Espagne et les Etats en dépendants,19900,42800,3608200,Livres,,0
137,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Chandelles,Espagne et les Etats en dépendants,17200,24400,3608200,Livres,,0
138,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Coutellerie,Espagne et les Etats en dépendants,19900,17800,3608200,Livres,,0
139,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Cuirs ; de bœuf ; tannés,Espagne et les Etats en dépendants,59000,76400,3608200,Livres,,0
140,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Cuirs ; de vache ; tannés,Espagne et les Etats en dépendants,33600,174,3608200,Nombres,,1
141,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Cuirs ; de vache ; tannés,Espagne et les Etats en dépendants,33600,32800,3608200,Livres,,2
142,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Cuirs ; de génisse ; corroyés,Espagne et les Etats en dépendants,44200,23300,3608200,Livres,,0
143,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Eventails,Espagne et les Etats en dépendants,13300,,3608200,,,0
144,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Gants,Espagne et les Etats en dépendants,21000,,3608200,,,0
145,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Habillement,Espagne et les Etats en dépendants,104600,,3608200,,,0
146,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Librairie,Espagne et les Etats en dépendants,214000,,3608200,,,0
147,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Lingerie,Espagne et les Etats en dépendants,57500,,3608200,,,0
148,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Marchandises ; à la valeur,Espagne et les Etats en dépendants,162000,,3608200,,,0
149,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Meubles,Espagne et les Etats en dépendants,31400,,3608200,,,0
150,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Mercerie ; diverse,Espagne et les Etats en dépendants,39400,,3608200,,,0
151,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Mercerie ; mêlée,Espagne et les Etats en dépendants,642400,346500,3608200,Livres,,0
152,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Mercerie ; fine,Espagne et les Etats en dépendants,77100,57100,3608200,Livres,,0
153,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Orfèvrerie,Espagne et les Etats en dépendants,257200,,3608200,,,0
154,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Ouvrages ; divers,Espagne et les Etats en dépendants,12000,,3608200,,,0
155,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Ouvrages ; de bois,Espagne et les Etats en dépendants,23600,,3608200,,,0
156,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Ouvrages ; de cordonnier,Espagne et les Etats en dépendants,19600,,3608200,,,0
157,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Ouvrage ; de cuivre ; doré et argenté,Espagne et les Etats en dépendants,18600,,3608200,,,0
158,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Ouvrages ; en dorure ; fine,Espagne et les Etats en dépendants,30600,273,3608200,Livres,,0
159,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,2,Ouvrages ; de mode,Espagne et les Etats en dépendants,25300,,3608200,,,0
193,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,3,Ouvrages ; de passementerie,Espagne et les Etats en dépendants,26400,4700,3608200,Livres,,0
194,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,3,Ouvrages ; de porcelaine,Espagne et les Etats en dépendants,24100,,3608200,,,0
195,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,3,Papier ; à écrire,Espagne et les Etats en dépendants,330900,62400,3608200,Rames,,2
196,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,3,Papier ; à écrire,Espagne et les Etats en dépendants,330900,12600,3608200,Livres,,1
197,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,3,Papier ; peint,Espagne et les Etats en dépendants,47700,35900,3608200,Livres,,0
198,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,3,Parasols,Espagne et les Etats en dépendants,15600,,3608200,,,0
199,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,3,Parfumerie,Espagne et les Etats en dépendants,82400,,3608200,,,0
200,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,3,Peaux ; de chèvre ; aprêtées,Espagne et les Etats en dépendants,18200,,3608200,,,0
201,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,3,Peaux ; de daim,Espagne et les Etats en dépendants,32100,300,3608200,Douzaines,,0
202,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,3,Peaux ; de veaux,Espagne et les Etats en dépendants,500600,8856,3608200,Douzaines,,2
203,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,3,Peaux ; de veaux,Espagne et les Etats en dépendants,500600,51809,3608200,Livres,,1
204,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,3,Peaux ; de mouton,Espagne et les Etats en dépendants,108200,4814,3608200,Douzaines,,1
205,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,3,Peaux ; de mouton,Espagne et les Etats en dépendants,108200,13300,3608200,Livres,,2
206,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,3,Pelleterie,Espagne et les Etats en dépendants,21100,,3608200,,,0
207,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,3,Quincaillerie ; diverse,Espagne et les Etats en dépendants,24800,,3608200,,,0
208,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,3,Quincaillerie ; commune,Espagne et les Etats en dépendants,90900,94600,3608200,Livres,,0
209,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,3,Quincaillerie ; de fer,Espagne et les Etats en dépendants,54000,124400,3608200,Livres,,0
210,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,3,Quincaillerie ; fine ; d'acier,Espagne et les Etats en dépendants,17100,13000,3608200,Livres,,0
211,David CASSAGNES,AN_F12_1835,National/Objet Général/AN Paris/F_12_1835_1788/1788.csv,Objet Général,1788,Exports,,,3,Savon,Espagne et les Etats en dépendants,188800,363700,3608200,Livres,,0
