numerodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,Leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,probleme,remarks,Double compte
23,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,27,Chairs salées bœuf salé,,16049,53497,,,livres,,,,,,,0
24,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,27,Chairs salées jambon,,1671,2570,,,livres,,,,,,,0
25,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,27,Chairs salées lard salé,,980,2450,,,livres,,,,,,,0
26,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,27,Chairs salées langue de porc,,1080,1850,,,livres,,,,,,,0
27,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,27,Cordages,,1250,5000,,,livres,,,,,,,0
28,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,27,Couteaux de traite,,10380,83040,,,en nombre,,,,,,,0
29,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,27,Cuivre en planches et feuilles,,44609,29672,,,livres,,,,,,,0
30,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,27,Cuivre en clous,,4178,2387,,,livres,,,,,,,0
31,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,27,Cuivre ouvré,,2462,1539,,,livres,,,,,,,0
32,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,27,Drap de Carcassonne,,76932,4274,,,aunes,,,,,,,0
33,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,27,Drogue pour la peinture et la teinture,,380,,,,,,,,,,,0
34,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,27,Drogue pour la peinture et la teinture,,1219,,,,,,,,,,,0
35,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,27,Eaux de vie,,276677,1921,,,muids ,,,,,,,1
36,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,27,Eaux de vie,,276677,150,,,pintes,,,,,,,2
37,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,27,Etain,,2855,2855,,,livres,,,,,,,0
38,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,28,Etoffes divers,,1790,,,,,,,,,,,0
39,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,28,Etoffes de laine,,1851,617,,,aunes,,,,,,,0
40,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,28,Etoffes mêlée coton et soye,,40856,8539,,,aunes,,,,,,,0
41,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,28,Etoffes en dorure fausse,,5320,532,,,aunes,,,,,,,0
42,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,28,Etoffes de soye,,72353,9441,,,aunes,,,,,,,0
43,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,28,Fers en barres,,1794,8950,,,livres,,,,,,,0
44,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,28,Fers en barres,,46502,231511,,,livres,,,,,,,0
45,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,28,Fers feuillard,,31505,122991,,,livres,,,,,,,0
46,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,28,Fers ouvrés divers,,7265,12643,,,livres,,,,,,,0
47,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,28,Fers ouvrés divers,,9564,21436,,,livres,,,,,,,0
48,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,28,Sel,,1600,285,,,livres,,,,,,,0
49,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,28,Huile d'olive,,3800,3800,,,livres,,,,,,,0
50,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,28,Légumes,,9252,77100,,,livres,,,,,,,0
51,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,28,Liège en bouchons,,72,18000,,,en nombre,,,,,,,0
52,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,28,Linge de table,,1512,,,,,,,,,,,0
53,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,28,Linge de table,,560,,,,,,,,,,,0
54,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,28,Liqueurs anisette,,270,270,,,pintes,,,,,,,0
55,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,28,Liqueurs anisette,,2425,8,,,muids ,,,,,,,1
56,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,28,Liqueurs anisette,,2425,121,,,pintes,,,,,,,2
57,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,28,Marchandises à la valeur,,1769,,,,,,,,,,,0
58,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,28,Marchandises à la valeur,,3038,,,,,,,,,,,0
59,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,28,Mouchoirs des Indes,,89040,34800,,,en nombre,,,,,,,0
60,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,28,Mouchoirs de coton et soye de France,,9120,3648,,,en nombre,,,,,,,0
61,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,28,Ouvrages de terre cuite,,12945,,,,,,,,,,,0
62,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,28,Papier bleu d'Hollande,,5065,25325,,,livres,,,,,,,0
63,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,28,Pierre à fusil,,579,5787,,,livres,,,,,,,0
64,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,28,Pipes à fumer,,6432,1072,,,grosses,,,,,,,0
65,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,28,Plomb en saumon,,21513,70730,,,livres,,,,,,,0
66,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,28,Quincaillerie de fer,,1207,1509,,,livres,,,,,,,0
67,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,28,Quincaillerie de fer,,880,1100,,,livres,,,,,,,0
68,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,28,Rassade,,8601,7521,,,,,,,,,Pas d'unité indiquée,0
69,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,28,Sacs divers,,2000,1000,,,en nombre,,,,,,,0
70,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,28,Savon,,2200,3666,,,livres,,,,,,,0
71,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,28,Sucre terre,,1139,1582,,,livres,,,,,,,0
72,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,28,Toiles des Indes du commerce français,,695884,242540,,,aunes,,,,,,,0
73,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,28,Toiles des Indes du commerce étranger,,183220,50310,,,aunes,,,,,,,0
74,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,28,Toiles des Indes ??? ??? ??? l'Inde,,193245,70507,,,aunes,,,,,,Doute sur la marchandise,0
75,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,29,Toiles diverses platille,,178189,178189,,,aunes,,,,,,,0
76,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,29,Toiles de coton diverses,,6525,2900,,,aunes,,,,,,,0
77,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,29,Toiles de coton diverses,,4137,1984,,,aunes,,,,,,,0
78,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,29,Toiles diverses coutil,,4995,2660,,,aunes,,,,,,,0
79,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,29,Toiles diverses indiennes étrangères,,32250,12900,,,aunes,,,,,,,0
80,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,29,Toiles diverses indiennes françaises,,96448,27666,,,aunes,,,,,,,0
81,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,29,Toiles diverses peintes françaises,,7872,1252,,,aunes,,,,,,,0
82,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,29,Toiles de fil diverses,,25979,15812,,,aunes,,,,,,,0
83,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,29,Toiles de fil diverses,,27639,13765,,,aunes,,,,,,,0
84,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,29,Toiles diverses siamoises fil coton,,28917,13770,,,aunes,,,,,,,0
85,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,29,Toiles diverses à voiles,,700,560,,,aunes,,,,,,,0
86,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,29,Toiles diverses à voiles,,3024,1260,,,aunes,,,,,,,0
87,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,29,Vaisselle d'argent,,2400,40,,,marcs,,,,,,,0
88,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,29,Verre en bouteille,,1297,4324,,,en nombre,,,,,,,0
89,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,29,Vins divers,,7837,52,,,muids ,,,,,,,1
90,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,29,Vins divers,,7837,274,,,pintes,,,,,,,2
91,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,29,Vins divers,,7837,600,,,bouteilles,,,,,,,2
92,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,29,Vins divers,,15470,276,,,muids ,,,,,,,1
93,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,29,Vins divers,,15470,6,,,pintes,,,,,,,2
94,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,29,Vins de Bordeaux,,13725,105,,,muids ,,,,,,,1
95,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,29,Vins de Bordeaux,,13725,260,,,pintes,,,,,,,2
96,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,29,Vins de Bordeaux,,58407,447,,,muids ,,,,,,,0
97,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,St Domingue,,29,Poudre à tirer,,6187,5875,,,livres,,,,,,,0
98,Cyril Mouton,AN Marine B 7 514 et ANOM Col F 2B 14,,,1787,Exports,Sénégal et Guinée,,29,Poudre à tirer,,65490,86350,,,livres,,,,,,,0
