numerodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,Leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,probleme,remarks,Double compte
33,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,64,Beurre salé,,12697,18138,Irlande,,livres,27581,,,,,,0
34,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,64,Beurre salé,,5110,7301,Irlande,,livres,,,,,,,0
35,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,64,Beurre salé,,244,348,Hollande,,livres,,,,,,,0
36,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,64,Beurre salé,,537,768,Hollande,,livres,,,,,,,0
37,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,64,Beurre salé,,43219,61742,Bretagne,,livres,52129,,,,,,0
38,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,64,Beurre salé,,2100,3000,Bretagne,,livres,52129,,,,,,0
39,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,64,Beurre salé,,420,600,Bretagne,,livres,52129,,,,,,0
40,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,64,Beurre salé,,6390,9128,Bretagne,,livres,52129,,,,,,0
41,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,64,Beurre salé,,6915,9878,Bretagne,,livres,,,,,,,0
42,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,64,Bière,,20460,371,Hollande,,muids,20739,,,,,,1
43,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,64,Bière,,20460,192,Hollande,,pintes,20739,,,,,,2
44,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,64,Bière,,20460,13887,Hollande,,bouteilles,20739,,,,,,2
45,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,64,Bière,,140,3,Hollande,,muids,20739,,,,,,1
46,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,64,Bière,,140,96,Hollande,,pintes,20739,,,,,,2
47,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,64,Bière,,139,396,Hollande,,bouteilles,20739,,,,,,0
48,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,64,Bière,,985,22,Hollande,,muids,,,,,,,1
49,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,64,Bière,,985,24,Hollande,,pintes,,,,,,,2
50,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,64,Bière,,985,166,Hollande,,bouteilles,,,,,,,2
51,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,64,Bière,,11731,140,Nantes,,muids,,,,,,,1
52,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,64,Bière,,11731,17678,Nantes,,bouteilles,,,,,,,2
53,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,64,Bière,,264,6,Nantes,,muids,,,,,,,1
54,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,64,Bière,,264,192,Nantes,,pintes,,,,,,,2
55,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,64,Bière,,562,750,Angleterre,,bouteilles,,,,,,,0
56,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,64,Bière,,6333,,Paris,,,6857,,,,,,0
57,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,64,Bijouterie,,24,,Paris,,,6857,,,,,,0
58,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,64,Bijouterie,,500,,Paris,,,6857,,,,,,0
59,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,64,Bijouterie,,800,,Paris,,,,,,,,,0
60,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,64,Biscuit de mer,,28661,179133,Nantes,,livres,30480,,,,,,0
61,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,64,Biscuit de mer,,368,2300,Nantes,,livres,30480,,,,,,0
62,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,64,Biscuit de mer,,992,6200,Nantes,,livres,30480,,,,,,0
63,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,64,Biscuit de mer,,459,2872,Nantes,,livres,30480,,,,,,0
64,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,64,Biscuit de mer,,47573,297330,Nantes,,livres,,,,,,,0
65,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,64,Bois à brûler,,560,20,Bretagne,,cordes,,,,,,,0
66,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,64,Bois à brûler,,942,34,Bretagne,,cordes,,,,,,,0
67,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,64,Bois feuillard pipage,,45792,1272,Anjou,,fournitures,49392,,,,,,0
68,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,64,Bois feuillard pipage,,2268,63,Anjou,,fournitures,49392,,,,,,0
69,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,64,Bois feuillard pipage,,1332,37,Anjou,,fournitures,49392,,,,,,0
70,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,64,Bois feuillard pipage,,90,"2,5",Anjou,,fournitures,,,,,,,0
71,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,64,Bois feuillard pipage,,9705,"323,5",Bretagne,,fournitures,,,,,,,0
72,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,64,Bois feuillard à barriques,,2800,175,Bretagne,,fournitures,2864,,,,,,0
73,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,64,Bois feuillard à barriques,,16,1,Bretagne,,fournitures,2864,,,,,,0
74,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,64,Bois feuillard à barriques,,48,3,Bretagne,,fournitures,2864,,,,,,0
75,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,64,Bois feuillard à barriques,,24,1,Bretagne,,fournitures,,,,,,,0
76,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,64,Bois feuillard à boucauds,,168455,4813,Bretagne,,fournitures,176820,,,,,,0
77,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,64,Bois feuillard à boucauds,,595,17,Bretagne,,fournitures,176820,,,,,,0
78,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,64,Bois feuillard à boucauds,,7770,222,Bretagne,,fournitures,176820,,,,,,0
79,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,64,Bois feuillard à boucauds,,140,4,Bretagne,,fournitures,,,,,,,0
80,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,64,Bois merrain à barriques,,2300,10,Nantes,,milliers,,,,,,,0
81,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,64,Bois merrain à barriques,,460,2000,Nantes,,en nombres,,,,,,,0
82,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,64,Bois merrain à boucauds,,59413,"312,25",Anjou,,milliers,,,,,,,0
83,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,64,Bois merrain à tonneaux,,23520,84,Anjou,,milliers,,,,,,,0
84,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,64,Bois de chêne pour construction,,2077,1290,Bretagne,,pieds cubes,,,,,,,0
85,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,64,Bois de chêne en lattes,,554,27700,Bretagne,,en nombres,,,,,,,0
86,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,64,Bois ozier,,11007,"305,75",Bretagne,,fournitures,,,,,,,0
87,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,64,Bois ozier,,360,10,Bretagne,,fournitures,,,,,,,0
88,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,64,Bois ozier,,288,"8,5",Bretagne,,fournitures,,,,,,,0
89,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,64,Bois ozier,,36,1,Bretagne,,fournitures,,,,,,,0
90,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Bois de sapin en planches,,360,73,Prusse,,en nombres,,,,,,,0
91,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Bois de sapin en planches,,5274,4057,Suède,,en nombres,5534,,,,,,0
92,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,65,Bois de sapin en planches,,260,200,Suède,,en nombres,5534,,,,,,0
93,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,65,Bois de sapin en planches,,1154,888,Suède,,en nombres,,,,,,,0
94,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Bois de sapin en planches,,4725,3938,Norvège,,en nombres,,,,,,,0
95,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,65,Bois de sapin en planches,,950,792,Norvège,,en nombres,,,,,,,0
96,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Bois de sapin en planches resciées,,2306,2883,Norvège,,en nombres,,,,,,,0
97,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,65,Bois de sapin en planches resciées,,120,150,Norvège,,en nombres,,,,,,,0
98,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Bonneterie de coton ,,180,3,Paris,,douzaines,,,,,,Le pdf donne aussi la quantité en livres,0
99,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Bas de fil,,324,6,Paris,,douzaines,,,,,,Le pdf donne aussi la quantité en livres,0
100,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Bas de fil,,19866,473,Bretagne,,douzaines,21756,,,,,Le pdf donne aussi la quantité en livres,0
101,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,65,Bas de fil,,1890,45,Bretagne,,douzaines,21756,,,,,Le pdf donne aussi la quantité en livres,0
102,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,65,Bas de fil,,21,6,Bretagne,,pièces,,,,,,Le pdf donne aussi la quantité en livres,0
103,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,65,Chaussettes de fil,,180,6,Bretagne,,douzaines,,,,,,Le pdf donne aussi la quantité en livres,0
104,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Bonneterie de fil en coton,,1390,139,Angers,,livres,,,,,,,0
105,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,65,Bonneterie de laine commune,,132,22,Saumur,,livres,,,,,,,0
106,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,65,Bonnets de laine grasse,,7128,792,Angleterre,,douzaines,,,,,,,0
107,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,65,Bonnets de laine grasse,,1320,110,Abbeville,,douzaines,,,,,,,0
108,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Bas de soie,,3084,257,Paris,,paires,5424,,,,,Le pdf donne aussi la quantité en livres,0
109,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,65,Bas de soie,,2340,195,Paris,,paires,5424,,,,,Le pdf donne aussi la quantité en livres,0
110,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,65,Bas de soie,,3000,250,Paris,,paires,,,,,,Le pdf donne aussi la quantité en livres,0
111,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Bas de soie,,14190,1290,Lyon,,paires,,,,,,Le pdf donne aussi la quantité en livres,0
112,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,65,Bas de soie,,924,84,Lyon,,paires,,,,,,Le pdf donne aussi la quantité en livres,0
113,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Boutons divers,,2030,,Paris,,,,,,,,,0
114,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Bray gras en goudron,,1980,25740,Hollande,,livres,2240,,,,,,0
115,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,65,Bray gras en goudron,,80,1040,Hollande,,livres,2240,,,,,,0
116,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,65,Bray gras en goudron,,180,2340,Hollande,,livres,2240,,,,,,0
117,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,65,Bray gras en goudron,,1040,13520,Hollande,,livres,,,,,,,0
118,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Bray gras en goudron,,3880,50440,Suède,,livres,,,,,,,0
119,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,65,Bray gras en goudron,,1080,14040,Suède,,livres,,,,,,,0
120,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Bray gras en goudron,,1220,15860,Brême,,livres,1580,,,,,,0
121,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,65,Bray gras en goudron,,360,4680,Brême,,livres,1580,,,,,,0
122,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,65,Bray gras en goudron,,740,9620,Brême,,livres,,,,,,,0
123,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Bray sec,,910,18200,St Esprit les Bayonne,,livres,,,,,,,0
124,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,65,Bray sec,,40,800,St Esprit les Bayonne,,livres,,,,,,,0
125,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Brosserie,,1625,,Hollande,,,,,,,,,0
126,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Caffé,,195,178,St Domingue,,livres,205,,,,,,0
127,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,65,Caffé,,10,9,St Domingue,,livres,205,,,,,,0
128,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,65,Caffé,,1611,1465,St Domingue,,livres,,,,,,,0
129,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Cartes à jouer,,1724,958,Nantes,,sizains,1767,,,,,,0
130,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,65,Cartes à jouer,,43,24,Nantes,,sizains,1767,,,,,,0
131,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Cartes géographiques,,324,270,Nantes,,en nombres,,,,,,,0
132,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,65,Caves,,29736,4956,Hollande,,en nombres,,,,,,,0
133,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,65,Cauris,,214514,178762,Indes,,livres,,,,,,,0
134,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,65,Cendres potasse,,320,800,Amérique,,livres,,,,,,,0
135,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Chairs salées diverses,,3560,,,,,,,,,,,0
136,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,65,Chairs salées diverses,,386,,,,,,,,,,,0
137,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Bœuf salé,,94600,270286,Irlande,,livres,121402,,,,,,0
138,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,65,Bœuf salé,,13584,35955,Irlande,,livres,121402,,,,,,0
139,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,65,Bœuf salé,,12690,36257,Irlande,,livres,121402,,,,,,0
140,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,65,Bœuf salé,,528,1510,Irlande,,livres,121402,,,,,,0
141,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,65,Bœuf salé,,58545,167271,Irlande,,livres,,,,,,,0
142,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Bœuf salé,,1803,5305,Hollande,,livres,6903,,,,,,0
143,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,65,Bœuf salé,,5100,15000,Hollande,,livres,6903,,,,,,0
144,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,65,Bœuf salé,,3565,10485,Hollande,,livres,,,,,,,0
145,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Bœuf salé,,3257,9579,Etats-Unis,,livres,11029,,,,,,0
146,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,65,Bœuf salé,,5819,17115,Etats-Unis,,livres,11029,,,,,,0
147,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,65,Bœuf salé,,1953,5745,Etats-Unis,,livres,11029,,,,,,0
148,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,65,Bœuf salé,,7025,20661,Etats-Unis,,livres,,,,,,,0
149,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Bœuf salé,,827,2433,Brême,,livres,,,,,,,0
150,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Bœuf salé,,680,2000,Nantes,,livres,,,,,,,0
151,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Bœuf salé,,426,1217,Hambourg,,livres,,,,,,,0
152,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Bœuf en daube,,2378,2643,Nantes,,livres,2418,,,,,,0
153,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,65,Bœuf en daube,,40,44,Nantes,,livres,2418,,,,,,0
154,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,65,Bœuf en daube,,1602,1780,Nantes,,livres,,,,,,,0
155,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Bœuf fumé,,174,174,Hambourg,,livres,294,,,,,,0
156,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,65,Bœuf fumé,,120,120,Hambourg,,livres,294,,,,,,0
157,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Jambon fumé,,9405,15675,Nantes,,livres,10047,,,,,,0
158,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,65,Jambon fumé,,444,740,Nantes,,livres,10047,,,,,,0
159,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,65,Jambon fumé,,198,330,Nantes,,livres,10047,,,,,,0
160,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,65,Jambon fumé,,730,1216,Nantes,,livres,,,,,,,0
161,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Jambon fumé,,6512,8670,Bayonne,,livres,8598,,,,,,0
162,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,65,Jambon fumé,,1599,2132,Bayonne,,livres,8598,,,,,,0
163,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,65,Jambon fumé,,487,650,Bayonne,,livres,8598,,,,,,0
164,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,65,Jambon fumé,,546,728,Bayonne,,livres,,,,,,,0
165,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Jambon non fumé,,559,798,Wesphalie,,livres,,,,,,,0
166,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Jambon non fumé,,472,680,Mayenne,,livres,,,,,,,0
167,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Langues de bœuf fourrés,,1596,1995,Nantes,,livres,2796,,,,,,0
168,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,65,Langues de bœuf fourrés,,1200,1500,Nantes,,livres,2796,,,,,,0
169,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,65,Langues de bœuf fourrés,,341,427,Nantes,,livres,,,,,,,0
170,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,65,Lard salé,,10372,25930,Nantes,,livres,11096,,,,,,0
171,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,65,Lard salé,,60,150,Nantes,,livres,11096,,,,,,0
172,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,65,Lard salé,,64,160,Nantes,,livres,11096,,,,,,0
173,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,65,Lard salé,,600,1500,Nantes,,livres,11096,,,,,,0
174,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,65,Lard salé,,6112,15280,Nantes,,livres,,,,,,,0
