numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,direction,bureaux,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,Largeur en lignes (pour tissu),remarks
15,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,2,1789,Montpellier,beaucaire,Languedoc,Cendres gravelées,Marseille,850,Livres,"0,3",255,0,,
16,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,2,1789,Montpellier,beaucaire,Languedoc,Cire jaune,Marseille,175,Livres,"1,5",262,"-0,5",,
17,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,2,1789,Montpellier,beaucaire,,Chairs diverses,Marseille,,,,282,0,,
18,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,2,1789,Montpellier,beaucaire,Languedoc,Chairs saucissons,Marseille,4560,Livres,"1,5",6840,0,,
19,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,2,1789,Montpellier,beaucaire,Languedoc,Coton,Marseille,923,Livres,2,1846,0,,
20,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,2,1789,Montpellier,beaucaire,Languedoc,Couvertures de coton,Marseille,72,Nombre,15,1082,2,320,
21,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,2,1789,Montpellier,beaucaire,Languedoc,Couvertures de coton,Etats du roi de la Sardaigne,25,Nombre,15,375,0,95,
22,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,2,1789,Montpellier,beaucaire,Provence,Cuirs de vaches tannés,Marseille,"4,5",Douzaines,60,270,0,,
23,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,2,1789,Montpellier,beaucaire,Languedoc,Dentelle de fil,Marseille,"183,78",Livres,200,36756,0,,183£ et 13 onces à 200£ la livre
24,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,2,1789,Montpellier,beaucaire,Flandre,Dentelle de fil,Marseille,10,Livres,1000,10000,0,,
25,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,2,1789,Montpellier,beaucaire,Normandie,Dentelle de fil,Marseille,"35,12",Livres,800,28000,-96,,35£ et 2 onces à 800£ la livre; erreur de calcul
26,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,2,1789,Montpellier,beaucaire,Languedoc,Dentelle de soye,Marseille,"85,54",Livres,200,17112,4,,85£ et 9 onces à 200£ la livre
27,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,2,1789,Montpellier,beaucaire,,Drogues médicinales diverses,Marseille,,,,810,0,,
28,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,2,1789,Montpellier,beaucaire,Languedoc,Drogues médicinales mêlée,Marseille,1464,Livres,2,2928,0,,
29,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,2,1789,Montpellier,beaucaire,Languedoc,Drogues médicinales racinages,Marseille,6585,Livres,"0,25",1646,"-0,25",,
30,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,2,1789,Montpellier,beaucaire,Languedoc,Drogues chimiques sel Ispsum,Marseille,272,Livres,2,544,0,,
31,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,2,1789,Montpellier,beaucaire,Languedoc,Drogues chimiques sel de tamarin,Marseille,375,Livres,2,750,0,,
32,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,2,1789,Montpellier,beaucaire,,Drogues pour peinture et teinture diverses,Marseille,,,,470,0,,
33,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,2,1789,Montpellier,beaucaire,Languedoc,Drogues pour peinture et teinture cochenille,Marseille,177,Livres,20,3540,0,,
34,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,2,1789,Montpellier,beaucaire,Languedoc,Drogues pour peinture et teinture indigo,Marseille,323,Livres,10,3230,0,,
35,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,2,1789,Montpellier,beaucaire,Languedoc,Drogues pour peinture et teinture vert de gris,Marseille,7018,Livres,"1,5",10527,0,,
36,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,2,1789,Montpellier,beaucaire,Languedoc,Drogues pour peinture et teinture vert de gris cristalisée,Marseille,398,Livres,,796,796,,pas de prix unitaire
37,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,3,1789,Montpellier,beaucaire,Languedoc,Drogues pour peinture et teinture vermillon,Marseille,363,Livres,6,2178,0,,
38,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,3,1789,Montpellier,beaucaire,Languedoc,Eau forte,Marseille,243,Livres,2,486,0,,
39,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,3,1789,Montpellier,beaucaire,Guyenne,Eau de vie,Marseille,210,Pintes,,168,168,,estimées
40,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,3,1789,Montpellier,beaucaire,Languedoc,Epicerie corail de jardin,Marseille,5652,Livres,"0,75",4239,0,,
41,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Languedoc,Etoffes de coton,Marseille,4590,Aunes,"3,5",16064,-1,2370,
42,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Languedoc,Etoffes cotonne,Marseille,918,Aunes,3,2754,0,859,
43,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Etranger,Etoffes de coton,Marseille,3106,Aunes,"3,5",10871,0,740,
44,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Languedoc,Etoffes molton,Marseille,190,Aunes,"3,5",665,0,160,
45,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Languedoc,Etoffes fil et coton ,Marseille,1483,Aunes,,5210,5210,872,estimées
46,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Languedoc,Etoffes de laine futaine,Marseille,140,Aunes,"2,5",350,0,60,
47,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Languedoc,Essences diverses,Marseille,,,,1004,0,,
48,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Lyon,Fil à coudre,Espagne,40,Livres,3,120,0,,
49,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Auvergne,Fil de chanvre,Marseille,2330,Livres,"1,5",3495,0,,
50,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Languedoc,Fourage son,Marseille,7000,Livres,"0,03",210,0,,
51,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Rouergue,Fromage,Marseille,15202,Livres,"0,6",9121,"-0,2",,
52,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Auvergne,Fromage,Marseille,9735,Livres,"0,45",5841,"1460,25",,erreur de calcul
53,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,,Fruits divers,Ports et pays de France,,,,468,0,,
54,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Languedoc,Galons de filoselle,Marseille,"4608,5",Livres,10,46085,0,,
55,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Lyon,Galons d'or et d'argent,Etats du roi de la Sardaigne,,,,500,0,,
56,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Languedoc,Gants de peaux ,Marseille,457,Livres,12,5484,0,,
57,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Languedoc,Gibier en allouettes,Marseille,383,Douzaines,"1,2",460,"0,4",,
58,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,,Graines diverses,Marseille,,,,1671,0,,
59,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Languedoc,Graines de jardin,Marseille,11112,Livres,1,11112,0,,
60,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Languedoc,Graines d'anis,Marseille,5875,Livres,"0,3",1762,"-0,5",,
61,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Languedoc,Habillements,Marseille,,,,140,0,,
62,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,,Huiles diverses,Marseille,,,,564,0,,
63,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Languedoc,Instruments de musique,Marseille,,,,180,0,,
64,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Etranger,Laine,Marseille,1600,Livres,"0,75",1200,0,,
65,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Languedoc,Laine agnelin,Marseille,2420,Livres,"0,5",1210,0,,
66,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Bearn,Liqueurs,Marseille,110,Livres,1,110,0,,
67,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Languedoc,Liqueurs,Marseille,2565,Livres,1,2565,0,,
68,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,,Marchandises diverses,Marseille,,,,723,0,,
69,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Languedoc,Mercerie,Marseille,,,,1908,0,,
70,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Auvergne,Mercerie,Marseille,3810,Livres,1,3810,0,,
71,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Sardaigne,Mercerie,Marseille,160,,,200,200,,pas de prix unitaire/unité de mesure
72,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Sardaigne,Mercerie,Etats du roi de la Sardaigne,345,,,250,250,,pas de prix unitaire/unité de mesure
73,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Sardaigne,Mercerie,La Suisse,580,,,500,500,,pas de prix unitaire/unité de mesure
74,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Etranger,Mercerie,Marseille,230,,,200,200,,pas de prix unitaire/unité de mesure
75,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Isles de France,Mercerie,Marseille,205,Livres,1,205,0,,
76,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Lyon,Mercerie,Marseille,913,Livres,1,913,0,,
77,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,4,1789,Montpellier,beaucaire,Languedoc,Miel,Marseille,180,Livres,1,180,0,,
78,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Languedoc,Mouchoirs de coton,Marseille,5304,Douzaines,16,84864,0,9529,
79,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Languedoc,Mouchoirs de coton,Etats du roi de la Sardaigne,926,Douzaines,16,14816,0,1715,
80,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Anjou,Mouchoirs fil et coton,Marseille,283,Douzaines,25,7075,0,625,
81,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Anjou,Mouchoirs fil et coton,Etats du roi de la Sardaigne,40,Douzaines,25,1000,0,85,
82,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Languedoc,Mouchoirs fil et coton,Marseille,682,Douzaines,25,17050,0,495,
83,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Bearn,Mouchoirs fil et coton,Marseille,180,Douzaines,25,3500,-1000,390,erreur de calcul
84,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,,Ouvrages divers,Marseille,,,,448,0,,
85,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Languedoc,Ouvrages de bois,Marseille,,,,1128,0,,
86,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Guyenne,Ouvrages de bois,Marseille,580,Livres,"0,5",290,0,,
87,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Languedoc,Ouvrages de cordonnier,Marseille,342,Pintes,"4,5",1539,0,,"28,5 douzaines à 4£ et 10 sous la pièce"
88,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Rouergue,Œufs,Marseille,11000,Nombre,"0,025",275,0,,
89,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Lyon,Papier peint,Marseille,1110,Livres,2,2220,0,,
90,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,,Peaux diverses,Marseille,,,,1135,0,,
91,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Languedoc,Peaux d'agneaux en chamois,Marseille,179,Douzaines,6,1074,0,500,
92,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Dauphiné,Peaux d'agneaux blanches,Marseille,144,Douzaines,8,1152,0,,
93,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Languedoc,Peaux de chevreaux tannées,Marseille,37,Douzaines,36,1332,0,,
94,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Languedoc,Peaux de lievres et lapins,Marseille,1450,Livres,1,1450,0,,
95,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Languedoc,Peaux de moutons blanches,Marseille,1217,Douzaines,9,10953,0,11235,
96,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Dauphiné,Peaux de moutons blanches,Marseille,69,Douzaines,9,621,0,570,
97,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Auvergne,Peaux de moutons blanches,Marseille,54,Douzaines,9,486,0,,
98,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Languedoc,Peaux de moutons bazanées,Marseille,44,Douzaines,12,528,0,,
99,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Languedoc,Peaux de moutons en megie,Marseille,2271,Douzaines,8,18168,0,19560,
100,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Rouergue,Peaux de moutons en megie,Marseille,484,Douzaines,8,3872,0,3990,
101,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Dauphiné,Peaux de moutons en megie,Marseille,174,Douzaines,8,1392,0,,
102,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Auvergne,Peaux de moutons en megie,Marseille,"326,5",Douzaines,8,2612,0,,
103,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Languedoc,Peaux de moutons en chamois,Marseille,335,Douzaines,12,4010,-10,,erreur de calcul
104,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Etranger,Peaux de moutons en chamois,Marseille,30,Douzaines,12,360,0,,
105,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Provence,Peaux de moutons tannées,Marseille,"83,5",Douzaines,12,1002,0,,
106,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Dauphiné,Peaux de veaux en chamois,Marseille,36,Douzaines,50,1800,0,,
107,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Dauphiné,Peaux de veaux bronzées,Marseille,45,Douzaines,60,3900,1200,,erreur de calcul
108,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Dauphiné,Peaux de veaux bronzées,Espagne,9,Douzaines,60,540,0,,
109,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Rouergue,Peaux de veaux bronzées,Marseille,12,Douzaines,60,720,0,,
110,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Languedoc,Peaux de veaux bronzées,Marseille,"129,5",Douzaines,60,7770,0,,
111,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Languedoc,Peaux de veaux tannées,Marseille,72,Douzaines,50,3600,0,,
112,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Languedoc,Peaux de veaux en parchemin,Marseille,2600,Douzaines,12,31200,0,,
113,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Roussillon,Peaux de veaux en parchemin,Marseille,108,Douzaines,12,1296,0,,
114,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Dauphiné,Peaux de veaux en parchemin,Marseille,75,Douzaines,12,900,0,,
115,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Languedoc,Pierres de jayet ouvré,Marseille,142,Livres,"1,5",213,0,,lire pierre de jaie
116,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Languedoc,Plumes à écrire,Marseille,395,Livres,5,1975,0,,
117,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,Languedoc,Plumes à lit,Marseille,650,Livres,1,650,0,,
118,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Montpellier.csv,National par direction,Exports,5,1789,Montpellier,beaucaire,,Quincaillerie diverse,Marseille,,,,590,0,,
