numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,direction,bureaux,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,Largeur en lignes (pour tissu),remarks
35,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,3,1789,Toulon,Toulon,Provence,Eau de vie simple,Etats de l'empereur,"126,06",Muids,144,18152,"-0,5",,126 muids et 17 pintes à 144£ le muid
36,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,3,1789,Toulon,Toulon,Provence,Eau de vie rectiffiée,Marseille,"12,11",Muids,"172,8",2093,"0,2",,12 muids et 32 pintes à 172£ et 16 sous le muid
37,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,3,1789,Toulon,Toulon,Provence,Eau de vie rectiffiée,Etats du roi de sardaigne,"17,43",Muids,"172,8",3012,0,,17 muids et 124 pintes à 172£ et 16 sous le muid
38,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,3,1789,Toulon,Toulon,Provence,Eau de vie simple,Corse,"16,4",Muids,144,2361,"-0,5",,16 muids et 115 pintes à 144£ le muid
39,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,3,1789,Toulon,Toulon,Provence,Eau de cerise,Corse,377,pintes,2,755,1,,1 muid et 89 pintes à 20 sous la livre; 2 livres = 1 pinte
40,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,3,1789,Toulon,Toulon,Provence,Eau de rose,Marseille,82,Livres,"1,4",115,"0,2",,
41,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,3,1789,Toulon,Toulon,Provence,Eau de senteur,Marseille,25,Livres,8,200,0,,
42,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,3,1789,Toulon,Toulon,Provence,Etoffes de soye,Corse,12,Livres,50,600,0,,
43,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,3,1789,Toulon,Toulon,Provence,Fayence,Etats du roi de sardaigne,5000,Livres,"0,2",1000,0,,
44,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,3,1789,Toulon,Toulon,Provence,Fers en barres,Corse,2800,Livres,"0,18",504,0,,
45,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,3,1789,Toulon,Toulon,Provence,Fers en barres,Gènes,1500,Livres,"0,18",270,0,,
46,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,3,1789,Toulon,Toulon,Provence,Fers en barres,Marseille,269250,Livres,"0,18",48465,0,,
47,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,3,1789,Toulon,Toulon,Provence,Fers ouvré,Marseille,990,Livres,"0,4",396,0,,
48,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,3,1789,Toulon,Toulon,Provence,Fers vieux,Marseille,5180,Livres,"0,05",259,0,,
49,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,3,1789,Toulon,Toulon,Provence,Fers vieux,Etats du roi de sardaigne,1000,Livres,0,100,100,,prix différent
50,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,3,1789,Toulon,Toulon,Provence,Fers vieux,Gènes,48200,Livres,"0,05",2410,0,,
51,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Fromage gruyere,Marseille,379,Livres,"0,6",226,"-1,4",,
52,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Fromage gruyere,Corse,4474,Livres,"0,6",2686,"1,6",,
53,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Fromage du pays,Marseille,2200,Livres,"0,5",1100,0,,
54,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Fromage de Sardaigne,Marseille,300,Livres,"0,57",171,0,,
55,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Fruits au vinaigre,Marseille,27006,Livres,"0,5",14003,500,,erreur de calcul
56,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Fruits au vinaigre,Etats du roi de sardaigne,5720,Livres,"0,5",2860,0,,
57,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Fruits au vinaigre,Milanès,2780,Livres,"0,5",1340,-50,,
58,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Fruits au vinaigre,Le Levant,600,Livres,"0,5",300,0,,
59,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Fruits au vinaigre,Angleterre,26450,Livres,"0,5",13225,0,,
60,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Fruits salés olives,Marseille,1800,Livres,"0,5",900,0,,
61,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Fruits secs chateignes,Marseille,263000,Livres,"0,05",13150,0,,
62,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Fruits secs chateignes,Espagne,2500,Livres,"0,05",125,0,,
63,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Fruits secs figues,Marseille,111195,Livres,"0,11",12231,"-0,45",,
64,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Fruits secs figues,Gènes,8000,Livres,"0,11",880,0,,
65,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Fruits secs raisins,Marseille,300,Livres,0,120,120,,pas de prix unitaire
66,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Fruits secs raisins,Gènes,2400,Livres,0,600,600,,pas de prix unitaire
67,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Graine d'avignon,Marseille,165,Livres,"0,8",132,0,,
68,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Graisse,Le Levant,2800,Livres,"0,6",1380,-300,,erreur de calcul
69,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Habillements,Marseille,1,Valeur,330,330,0,,
70,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Huile d'olive,Marseille,416057,Livres,"0,5",208029,"0,5",,
71,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Huile d'olive,Etats du roi de sardaigne,7700,Livres,"0,5",3850,0,,
72,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Huile d'olive,Gènes,22850,Livres,"0,5",11425,0,,
73,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Huile d'olive,Le Levant,1627,Livres,"0,5",813,"-0,5",,
74,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Huile d'olive,Angleterre,27000,Livres,"0,5",13500,0,,
75,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Huile d'olive,Danemarck et Norvège,1020,Livres,"0,5",510,0,,
76,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Huile d'olive,Corse,1480,Livres,"0,5",740,0,,
77,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Huile en crasse,Marseille,16478,Livres,"0,25",4119,"-0,5",,
78,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Legumes poix,Corse,6540,Livres,"0,15",981,0,,
79,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Liège,Marseille,25398,Livres,"0,12",3048,"0,24",,
80,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Liqueur,Corse,528,pintes,2,1056,0,,1 muid et 240 pinte à 20 sous la livre;1 pinte = 2 livres
81,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Liqueur,Etats du roi de sardaigne,100,Livres,2,200,0,,100 pintes à 20 sous la livre
82,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Liqueur,Gènes,393,Livres,2,2435,1649,,"1 muid et 105 pintes à 20 sous la livre; pb calcul soit le prix es tdifféret, soit il y a une grosse erreur de calcul "
83,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,,Marchandises diverses,Corse,1,Valeur,392,392,0,,
84,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,,Marchandises diverses,Etats du roi de sardaigne,1,Valeur,152,152,0,,
85,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,,Marchandises diverses,Le Levant,1,Valeur,134,134,0,,
86,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,,Marchandises diverses,Hollande,1,Valeur,123,123,0,,
87,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,,Marchandises diverses,Marseille,1,Valeur,1010,1010,0,,
88,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Mercerie de cuivre,Marseille,400,Livres,"2,2",880,0,,
89,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Mercerie de cuivre,Etats du roi de sardaigne,200,Livres,"2,2",440,0,,
90,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Mercerie de cuivre,Gènes,210,Livres,"2,2",462,0,,
91,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Mercerie de cuivre,Le Levant,3062,Livres,"2,2",6736,"-0,4",,
92,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Mercerie de cuivre,Corse,193,Livres,"2,2",424,"-0,6",,
93,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Meubles,Corse,1,Valeur,416,416,0,,
94,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Meubles,Marseille,1,Valeur,11220,11220,0,,
95,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Miel,Marseille,12480,Livres,"0,3",3744,0,,
96,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Oignons de fleurs,Marseille,2700,Livres,1,2700,0,,
97,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Oignons de fleurs,Etats du roi de sardaigne,150,Livres,1,150,0,,
98,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Ouvrages de bois ,Marseille,1,Valeur,1000,1000,0,,
99,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Ouvrages de jonc,Marseille,160,Douzaines,4,640,0,,
100,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Ouvrages de jonc,Gènes,50,Douzaines,4,200,0,,
101,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Ouvrages de cordonnier,Marseille,195,Pièces,5,975,0,,
102,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Ouvrages de marbre,Marseille,9317,Livres,"0,16",1491,"0,28",,
103,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Ouvrages de terre briques,Marseille,4000,Nombre,"0,02",800,720,,20£ le millier ; erreur de calcul (a divisé par 100 au lieu de 1000)
104,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Ouvrages de terre briques,Corse,6500,Nombre,"0,02",130,0,,
105,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Pipes,Marseille,200,Nombre,"0,8",160,0,,
106,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Poil de chevre,Marseille,84,Livres,3,252,0,,
107,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,4,1789,Toulon,Toulon,Provence,Platre,Marseille,50000,Livres,"0,006",300,0,,
108,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,5,1789,Toulon,Toulon,Provence,Parfumerie poudre,Marseille,7420,Livres,"0,3",2126,-100,,erreur de calcul
109,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,5,1789,Toulon,Toulon,Provence,Peaux de moutons tannées,Marseille,"10,5",Douzaines,18,189,0,,
110,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,5,1789,Toulon,Toulon,Provence,Peaux de moutons tannées,Etats du roi de sardaigne,102,Douzaines,18,1836,0,,
111,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,5,1789,Toulon,Toulon,Provence,Peaux de moutons tannées,Gènes,11,Douzaines,18,189,-9,,erreur de calcul
112,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,5,1789,Toulon,Toulon,Provence,Peaux de moutons tannées,Milanès,41,Douzaines,18,738,0,,
113,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,5,1789,Toulon,Toulon,Provence,Peaux de moutons tannées,Le Levant,65,Douzaines,18,1170,0,,
114,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,5,1789,Toulon,Toulon,Provence,Peaux de moutons tannées,Corse,740,Livres,"1,2",888,0,,
115,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,5,1789,Toulon,Toulon,Provence,Peaux de veaux tannées,Marseille,,,0,2873,2873,,484 nombre à 5 £ et 302 livres à 30 sous
116,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,5,1789,Toulon,Toulon,Provence,Peaux de veaux tannées,Le Levant,,,0,875,875,,85 nombre et 300£ (même prix que ci-dessus)
117,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,5,1789,Toulon,Toulon,Provence,Peaux de veaux tannées,Corse,360,Nombre,"1,5",540,0,,
118,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,5,1789,Toulon,Toulon,Provence,Plomb en grenaille,Marseille,417,Livres,"0,36",150,"-0,12",,
119,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Toulon.csv,National par direction,Exports,5,1789,Toulon,Toulon,Provence,Plomb en grenaille,Corse,1100,Livres,"0,36",396,0,,
