numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,direction,bureaux,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,Largeur en lignes (pour tissu),remarks
23,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Champagne,Etoffes d'etamine,Espagne,"2 867,00",Aunes,"3,2500000","9 320,00","2,25",845,Erreur de calcul
24,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Bearn,Etoffes de flanelle,Espagne,"1 710,00",Aunes,"2,0000000","3 420,00","0,00",1585,
25,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Champagne,Etoffes de maroc,Espagne,"657,00",Aunes,"3,5000000","2 400,00","100,50",,Erreur de calcul
26,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Amiens,Etoffes de panne,Espagne,"835,00",Aunes,"3,5000000","2 922,00","-0,50",,
27,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Lanquedoc,Etoffes de refoulé,Espagne,"3 629,00",Aunes,"1,0000000","3 629,00","0,00",,
28,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Lanquedoc,Etoffes de serge,Espagne,"25 535,00",Aunes,"2,0000000","51 070,00","0,00",7057,
29,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Lanquedoc,Etoffes de sergette,Espagne,"4 257,00",Aunes,"1,0000000","4 257,00","0,00",1139,
30,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Amiens,Etoffes de poil,Espagne,"925,00",Aunes,"3,5000000","3 237,00","-0,50",,
31,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Bearn,Fourage foin,Espagne,"6 400,00",Livres,"0,0200000","128,00","0,00",,
32,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Bearn,Fruits secs noix,Espagne,"86,00",Charges,"10,0000000","853,00","-7,00",,Erreur de calcul
33,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Bearn,Fruits secs pommes,Espagne,"69,50",Charges,"8,0000000","552,00","-4,00",,Erreur de calcul
34,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Bearn,Habillements,Espagne,"1,00",Valeur,"917,0000000","917,00","0,00",,
35,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Bearn,Legumes feves,Espagne,"1,00",Valeur,"216,0000000","216,00","0,00",,
36,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Bearn,Marchandises à la valeur,Espagne,"1,00",Valeur,"132,0000000","132,00","0,00",,
37,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Lyon,Mercerie commune,Espagne,"847,00",Livres,"2,0000000","1 694,00","0,00",,
38,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Bearn,Mercerie commune,Espagne,"1 174,00",Livres,"2,0000000","2 348,00","0,00",,
39,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Lanquedoc,Mercerie commune,Espagne,"432,00",Livres,"2,0000000","864,00","0,00",,
40,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Bearn,Œufs,Espagne,"207 175,00",Livres,"0,2000000","41 435,00","0,00",,
41,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Bearn,Ouvrage de tourneur,Espagne,"1,00",Valeur,"300,0000000","300,00","0,00",,
42,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Bearn,Papier commun,Espagne,"2 811,00",Livres,"4,7500000","13 352,00","-0,25",,
43,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Guyenne,Papier peint,Espagne,"450,00",Livres,"1,0000000","450,00","0,00",,
44,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,,Peaux diverses appretées,Espagne,"1,00",Valeur,"838,0000000","838,00","0,00",,
45,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Bearn,Peaux de moutons appretées,Espagne,"786,00",Nombre,"15,0000000","11 790,00","0,00",398,
46,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Bearn,Peaux de veau preparées,Espagne,"130,00",Nombre,"8,0000000","1 040,00","0,00",655,
47,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Isles de France,Quincaillerie fine,Espagne,"800,00",Livres,"8,0000000","6 400,00","0,00",,
48,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Bearn,Quincaillerie de fer,Espagne,"3 485,00",Livres,"0,5000000","1 742,00","-0,50",,
49,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Lyon,Ruban de soye,Espagne,"18,00",Livres,"50,0000000","900,00","0,00",,
50,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Lyon,Soyerie,Espagne,"230,00",Livres,"55,0000000","12 650,00","0,00",,
51,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Touraine,Soyerie,Espagne,"88,00",Livres,"50,0000000","4 400,00","0,00",,
52,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Bearn,Suif,Espagne,"450,00",Livres,"0,5000000","225,00","0,00",,
53,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Bearn,Toile d'étoupe,Espagne,"170,00",Aunes,"1,5000000","255,00","0,00",120,
54,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Bearn,Toile de lin,Espagne,"566,00",,,"1 187,00",,475,566 aunes 475 livres
55,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,3,1789,Bayonne,Saint Jean pied de port,Bearn,Vin ordinaire,Espagne,"6,75",Muids,,"288,00",,,Pas de prix uniaitaire
56,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Navarre,Bestiaux et bêtes de somme juments,Pays de labour,"11,00",Nombre,"300,0000000","3 300,00","0,00",,
57,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Bearn,Bestiaux et bêtes de somme mulets,Pays de labour,"25,00",Nombre,"150,0000000","3 750,00","0,00",,
58,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Navarre ,Bestiaux et bêtes de somme bœufs,Pays de labour,"1 841,00",Nombre,"140,0000000","257 740,00","0,00",,
59,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Navarre ,Bestiaux et bêtes de somme brebis,Pays de labour,"109,00",Nombre,"12,0000000","1 308,00","0,00",,
60,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Navarre ,Bestiaux et bêtes de somme chèvres,Pays de labour,"35,00",Nombre,"15,0000000","525,00","0,00",,
61,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Navarre ,Bestiaux et bêtes de somme genisses,Pays de labour,"39,00",Nombre,"40,0000000","1 560,00","0,00",,
62,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Bearn,Bestiaux et bêtes de somme moutons,Pays de labour,"416,00",Nombre,"12,0000000","4 992,00","0,00",,
63,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Bearn,Bestiaux et bêtes de somme porcs,Pays de labour,"1 900,00",Nombre,"25,0000000","47 500,00","0,00",,
64,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Navarre,Bestiaux et bêtes de somme taureaux,Pays de labour,"19,00",Nombre,"60,0000000","1 140,00","0,00",,
65,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Navarre,Bestiaux et bêtes de somme vaches,Bayonne,"183,00",Nombre,"50,0000000","9 150,00","0,00",,
66,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Navarre,Bestiaux et bêtes de somme veaux,Bayonne,"256,00",Nombre,"50,0000000","12 850,00","50,00",,Erreur de calcul
67,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Navarre,Bestiaux et bêtes de somme veaux,Pays de labour,"377,00",Nombre,"18,0000000","6 786,00","0,00",,
68,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Navarre,Bonnetterie de laine bas,Bayonne,423,Douzaines,,"7 614,00",,1500,Pas de prix uniaitaire
69,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Navarre,Bonnetterie de laine bas,Espagne,502,Douzaines,,"13 032,00",,2288,Pas de prix uniaitaire
70,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Navarre,Bonnetterie bonets,Bayonne,77,Douzaines,,"924,00",,120,Pas de prix uniaitaire
71,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Navarre,Bonnetterie bonets,Espagne,239,Douzaines,,"3 882,00",,666,Pas de prix uniaitaire
72,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Bearn,Bois à bruler,Bayonne,1,Valeur,"7 656,0000000","7 656,00","0,00",,
73,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Bearn,Bois de construction,Bayonne,800,Paires,"1,0000000","800,00","0,00",,
74,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Bearn,Bois de pin en planches,Bayonne,3245,Nombre,"0,3500000","1 135,00","-0,75",,
75,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Bearn,Bray résine,Bayonne,5940,Livres,"0,0500000","297,00","0,00",,
76,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Navarre,Chapeaux de laine,Bayonne,19,Douzaines,"60,0000000","1 140,00","0,00",,
77,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Bearn,Chair de porc jambon,Bayonne,6457,Livres,"0,6000000","3 874,00","-0,20",,
78,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Bearn,Cordage,Bayonne,2746,Livres,"0,4000000","1 098,00","-0,40",,
79,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Bearn,Cuir de bœuf tanné,Bayonne,7130,Livres,"1,0000000","7 130,00","0,00",,
80,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Bearn,Cuir de bœuf tanné,Espagne,25466,Livres,"1,0000000","25 466,00","0,00",,
81,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Bearn,Cuir de vache tanné,Bayonne,5908,Livres,"0,9000000","5 317,00","-0,20",,
82,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Bearn,Cuir de vache tanné,Espagne,2232,Livres,"0,9000000","2 009,00","0,20",,
83,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Bearn,Cuivre ouvré,Bayonne,209,Livres,"2,5000000","522,00","-0,50",,
84,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Bearn,Drogue pour peinture et teinture térébentine,Allemagne et la Pologne,2500,Livres,"0,0500000","125,00","0,00",,
85,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Bearn,Drogue pour peinture et teinture térébentine,La Hollande,43000,Livres,"0,0500000","2 150,00","0,00",,
86,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Guyenne,Eau de vie simple,Bayonne,"165,25",Muids,"126,0000000","19 182,00","-1 639,50",,Erreur de calcul
87,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Guyenne,Eau de vie simple,Espagne,"2882,0277777778",Muids,"126,0000000","363 136,00","0,50",,
88,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Guyenne,Eau de vie simple,Allemagne et la Pologne,"578,5",Muids,"126,0000000","72 902,00","11,00",,
89,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Guyenne,Eau de vie simple,Dannemarck et Norvège,39,Muids,"126,0000000","4 925,00","11,00",,
90,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Guyenne,Eau de vie simple,Etats unis de l'Amérique,115,Muids,"126,0000000","14 056,00","-434,00",,
91,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Navarre,Etoffe de laine,Pays de labour,152,Muids,"1,5000000","228,00","0,00",116,
92,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Gascogne,Fayence,Bayonne,1,Valeur,"139,0000000","139,00","0,00",,
93,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Bearn,Fil de lin,Bayonne,22,Livres,,"110,00",,,Pas de prix unitaire
94,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Bearn,Fourage foin,Bayonne,47200,Livres,"0,0200000","944,00","0,00",,
95,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Bearn,Fourage foin,Pays de labour,12400,Livres,"0,0200000","248,00","0,00",,
96,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,,Grains divers,Bayonne,1,Valeur,"290,0000000","290,00","0,00",,
97,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Bearn,Grains avoine,Bayonne,112700,Livres,"0,0450000","4 508,00","-563,50",,Erreur de calcul
98,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Bearn,Grains bled d'inde,Bayonne,1088350,Livres,"0,0600000","65 301,00","0,00",,
99,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Navarre,Grains froment,Bayonne,1168100,Livres,"0,1400000","163 534,00","0,00",,
100,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Chalons,Grains froment,Pays de labour,1099726,Livres,"0,1400000","153 968,00","6,36",,
101,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,5,1789,Bayonne,Saint Esprit,Bearn,Grains menus grains,Bayonne,34400,Livres,"0,0600000","2 064,00","0,00",,
102,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,6,1789,Bayonne,Saint Esprit,Bearn,Huile de térébentine,Allemagne et la Pologne,81250,Livres,"0,2000000","16 250,00","0,00",,
103,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,6,1789,Bayonne,Saint Esprit,Bearn,Huile de térébentine,La Hollande,130200,Livres,"0,2000000","26 040,00","0,00",,
104,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Bayonne.csv,National par direction,Exports,6,1789,Bayonne,Saint Esprit,Bearn,Huile de térébentine,Etats de l'empereur ou Allemagne et Flandre,41075,Livres,"0,2000000","8 215,00","0,00",,
