numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,direction,bureaux,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,Largeur en lignes (pour tissu),remarks
41,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,3,1789,Charleville,Sedan,Champagne,Colle de poisson,Lorraine,125,Livres,6,750,0,,
42,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Coton en laine,Bouillon,330,Livres,2,660,0,,
43,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Coton en laine,Clermontois,133,Livres,0,379,379,,pas de prix unitaire
44,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Coton en laine,Evêchés,330,Livres,0,692,692,,pas de prix unitaire
45,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Coton en laine,Lorraine,740,Livres,0,1630,1630,,pas de prix unitaire
46,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Coton filé,Evêchés,475,Livres,"4,5",2137,"-0,5",,
47,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Coton filé,Bouillon,39,Livres,"4,5",175,"-0,5",,
48,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Coton filé,Clermontois,80,Livres,"4,5",360,0,,
49,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Coton filé,Lorraine,86,Livres,"4,5",387,0,,
50,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Coutellerie,Evêchés,360,Douzaines,"0,4",144,0,30,30 douzaines à 8 sous la pièce
51,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Couvertures de laine,Evêchés,21,Nombre,22,462,0,,
52,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Couvertures de laine,Etats de l'Empereur,294,Nombre,22,6468,0,1950,
53,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Couvertures de laine,L'Allemagne,24,Nombre,22,528,0,133,
54,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Couvertures de laine,Bouillon,15,Nombre,22,330,0,,
55,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Etranger,Cuivre,Bouillon,173,Livres,"1,5",259,"-0,5",,
56,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Etranger,Cuivre,Etats de l'Empereur,184,Livres,"1,5",276,0,,
57,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Etranger,Cuivre,Clermontois,1525,Livres,"1,5",2287,"-0,5",,
58,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Etranger,Cuivre,Evêchés,724,Livres,"1,5",1086,0,,
59,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Cuivre,Etats de l'Empereur,227,Livres,"1,5",340,"-0,5",,
60,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Dentelle,Clermontois,97,Livres,50,4850,0,,
61,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Dentelle,Evêchés,20,Livres,50,1000,0,,
62,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Lorraine,Dentelle,Clermontois,60,Livres,50,3000,0,,
63,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Lorraine,Dentelle,Evêchés,103,Livres,50,5150,0,,
64,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Lyonois,Dorure fine,Clermontois,"1,5",livres,160,240,0,,10 lt/once
65,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Lyonois,Dorure fine,Hollande,22,Livres,160,3520,0,,10 lt/once
66,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Lyonois,Dorure fine,L'Allemagne,69,Livres,160,1104,-9936,,10 lt/once (erreur de calcul oubli d'un 0)
67,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,,Draperie,Lorraine,1,Valeur,225,225,0,,
68,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,,Draperie,Etats de l'Empereur,1,Valeur,300,300,0,,
69,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,,Draperie,L'Allemagne,1,Valeur,822,822,0,,
70,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,,Draperie,Bouillon,1,Valeur,1350,1350,0,,
71,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Amiens,Draperie drap,L'Allemagne,71,Aunes,24,1704,0,135,
72,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Lyonois,Draperie drap,Clermontois,120,Aunes,9,1080,0,86,
73,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Languedoc,Draperie drap,Clermontois,100,Aunes,12,1200,0,130,
74,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Languedoc,Draperie drap,L'Allemagne,70,Aunes,14,980,0,75,
75,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Draperie casimir,Alsace,28,Aunes,13,364,0,20,
76,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Draperie casimir,L'Allemagne,342,Aunes,15,5130,0,203,
77,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Draperie calmande,Alsace,268,Aunes,12,3216,0,470,
78,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Draperie calmande,Venise,1014,Aunes,12,12168,0,1010,
79,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Draperie calmande,Hollande,983,Aunes,12,11796,0,1250,
80,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Draperie calmande,Etats de l'Empereur,78,Aunes,12,936,0,90,
81,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Draperie calmande,L'Allemagne,7957,Aunes,12,95484,0,13363,
82,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Draperie calmande,Lorraine,1489,Aunes,12,17868,0,2970,
83,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Draperie calmande,Evêchés,783,Aunes,12,9396,0,1171,
84,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Elbeuf,Draperie drap,Clermontois,67,Aunes,18,1206,0,94,
85,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Louviers,Draperie drap,L'Allemagne,33,Aunes,28,924,0,55,
86,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Draperie drap sedan,Alsace,4269,Aunes,24,102456,0,7760,
87,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Draperie drap sedan,Venise,1055,Aunes,24,25320,0,1820,
88,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Draperie drap sedan,Hollande,125,Aunes,24,3000,0,160,
89,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Draperie drap sedan,Les 4 villes anséatiques,209,Aunes,24,5016,0,370,
90,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Draperie drap sedan,Etats de l'Empereur,1005,Aunes,24,22120,0,1795,
91,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Draperie drap sedan,L'Allemagne,10338,Aunes,24,248112,0,17828,
92,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Draperie drap sedan,La Suisse,1279,Aunes,24,30696,0,2225,
93,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Draperie drap sedan,La Prusse,858,Aunes,24,20592,0,1250,
94,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Draperie drap sedan,La Russie,271,Aunes,24,6504,0,350,
95,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Draperie drap sedan,Clermontois,258,Aunes,24,6192,0,416,
96,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Draperie drap sedan,Evêchés,2022,Aunes,24,48528,0,4220,
97,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Draperie drap sedan,Lorraine,4212,Aunes,24,101088,0,7696,
98,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Isle de France,Draperie ratine,L'Allemagne,82,Aunes,12,984,0,120,
99,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Draperie petite silezie,Bouillon,120,Aunes,6,720,0,75,
100,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Draperie petite silezie,Etats de l'Empereur,185,Aunes,6,1110,0,95,
101,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Draperie petite silezie,L'Allemagne,231,Aunes,6,1386,0,100,
102,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Draperie petite maroc,Clermontois,50,Aunes,"2,25",113,"0,5",20,
103,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Draperie petite maroc,Hollande,173,Aunes,"2,25",389,"-0,25",65,
104,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Draperie petite maroc,Etats de l'Empereur,592,Aunes,"2,25",1332,0,215,
105,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Champagne,Draperie petite maroc,L'Allemagne,1744,Aunes,"2,25",3924,0,581,
106,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,,Drogues diverses,Evêchés,1,Valeur,718,718,0,,
107,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,,Drogues diverses,Etats de l'Empereur,1,Valeur,1932,1932,0,,
108,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,,Drogues diverses,L'Allemagne,1,Valeur,798,798,0,,
109,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,,Drogues diverses,Clermontois,1,Valeur,1118,1118,0,,
110,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,,Drogues diverses,Bouillon,1,Valeur,1468,1468,0,,
111,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,,Drogues chimiques,Lorraine,1,Valeur,1267,1267,0,,
112,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,,Drogues metallique,Bouillon,3330,Livres,"0,6",1998,0,,
113,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Isle de France,Eau de senteur,Etats de l'Empereur,380,Livres,2,760,0,,
114,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,4,1789,Charleville,Sedan,Isle de France,Eau de senteur,L'Allemagne,340,Livres,2,680,0,,
115,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,5,1789,Charleville,Sedan,Champagne,Eau de vie,Etats de l'Empereur,4464,Pintes,0,3060,3060,,15 muids et 144 pintes convertis en pintes
116,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,5,1789,Charleville,Sedan,Champagne,Eau de vie,L'Allemagne,128,Pintes,0,144,144,,Pas de prix unitaire
117,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,5,1789,Charleville,Sedan,Champagne,Epicerie poivre,Clermontois,2078,Livres,"1,8",3740,"-0,4",,
118,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,5,1789,Charleville,Sedan,Champagne,Epicerie poivre,Evêchés,606,Livres,"1,8",1088,"-2,8",,
119,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,5,1789,Charleville,Sedan,,Etoffe de coton,Etats de l'Empereur,1,Valeur,282,282,0,,
120,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,5,1789,Charleville,Sedan,,Etoffe de coton,L'Allemagne,1,Valeur,776,776,0,,
121,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,5,1789,Charleville,Sedan,Champagne,Etoffe de coton drap,Evêchés,186,Aunes,6,1116,0,69,
122,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,5,1789,Charleville,Sedan,Champagne,Etoffe de coton drap,Etats de l'Empereur,333,Aunes,6,1998,0,123,
123,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Charleville.csv,National par direction,Exports,5,1789,Charleville,Sedan,Champagne,Etoffe de coton drap,L'Allemagne,502,Aunes,6,3012,0,239,
