numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,direction,bureaux,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,Largeur en lignes (pour tissu),remarks
49,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,5,1789,Chalons,Sainte Menehoult,Champagne,Bonnetterie de coton bonets,Evechés,56,Douzaines,15,840,0,"72,5",
50,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,5,1789,Chalons,Sainte Menehoult,Champagne,Bonnetterie gants,Evechés,1176,Pièces,"3,6",4233,"-0,6",130,
51,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,5,1789,Chalons,Sainte Menehoult,Isle de France,Bonnetterie de laine bas,Evechés,342,Pièces,3,1587,-9,,28 douzaines et 570lt en valeur
52,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,5,1789,Chalons,Sainte Menehoult,Isle de France,Bonnetterie de soye bas,Evechés,"41,25",Livres,60,2475,0,,
53,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,5,1789,Chalons,Sainte Menehoult,Isle de France,Bonnetterie de soye bas,L'Allemagne et la Pologne,37,Livres,60,2227,7,,arrondi
54,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,5,1789,Chalons,Sainte Menehoult,Isle de France,Boutons de cuivre fins,Evechés,,,,2079,,,
55,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,5,1789,Chalons,Sainte Menehoult,Isle de France,Boutons de cuivre fins,L'Allemagne et la Pologne,,,,1218,,,
56,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,5,1789,Chalons,Sainte Menehoult,Isle de France,Boutons de metail,Evechés,1455,Livres,"2,5",3637,"-0,5",,
57,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,5,1789,Chalons,Sainte Menehoult,Amiénois,Bray &a poix résine,Evechés,677,Livres,"0,15",101,"-0,55",,
58,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,5,1789,Chalons,Sainte Menehoult,Amiénois,Cendre soude,Evechés,1056,Livres,"0,4",424,"1,6",,
59,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,5,1789,Chalons,Sainte Menehoult,Champagne,Chanvre à filer,Evechés,141,Livres,"0,75",106,"0,25",,
60,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,5,1789,Chalons,Sainte Menehoult,Isle de France,Chapeaux de castor,Evechés,48,Nombre,24,1152,0,,
61,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,5,1789,Chalons,Sainte Menehoult,Isle de France,Chapeaux 1/2 castor,Evechés,48,Nombre,12,576,0,,
62,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,5,1789,Chalons,Sainte Menehoult,Isle de France,Chapeaux 1/2 castor,4 villes anséatiques,12,Nombre,12,144,0,,
63,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,5,1789,Chalons,Sainte Menehoult,Isle de France,Chapeaux poil et laine,Evechés,190,Pièces,6,1140,0,,15 douzaines et 10 nombre à 6£ la pièce
64,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,5,1789,Chalons,Sainte Menehoult,Isle de France,Chapeaux poil et laine,L'Allemagne et la Pologne,183,Pièces,6,1098,0,,15 douzaines et 3 nombre à 6£
65,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,5,1789,Chalons,Sainte Menehoult,Champagne,Charbon de bois,Evechés,,,,6840,,,
66,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,5,1789,Chalons,Sainte Menehoult,Champagne,Chaux,Evechés,,,,219,,,
67,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,5,1789,Chalons,Sainte Menehoult,Isle de France,Chocolat,Evechés,309,Livres,"2,5",772,"-0,5",,
68,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,6,1789,Chalons,Sainte Menehoult,Maine,Cire en bougie,Evechés,170,Livres,"2,5",325,-100,,erreur de calcul
69,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Maine,Cire en bougie,L'Allemagne et la Pologne,2350,Livres,"2,5",5875,0,,
70,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Isle de France,Cire en bougie,Evechés,1156,Livres,"2,5",2890,0,,
71,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Isle de France,Cire en bougie,L'Allemagne et la Pologne,306,Livres,"2,5",865,100,,erreur de calcul
72,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Champagne,Cire blanche,Evechés,109,Livres,2,218,0,,
73,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Isle de France,Cornes de bœuf ,Evechés,1300,Nombre,"0,25",325,0,,
74,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Normandie,Coton,Evechés,378,Livres,,378,378,,estimées
75,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Normandie,Coton,L'Allemagne et la Pologne,88,Livres,,528,528,,estimées
76,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Champagne,Couvertures de laine,Evechés,1163,Nombre,15,17445,0,6188,
77,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Normandie,Cuirs de bœuf en poil,Evechés,387,Nombre,"5,25",2032,"0,25",,
78,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Champagne,Cuirs de bœuf en poil,Evechés,689,Nombre,"5,25",3617,"-0,25",,
79,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Champagne,Cuirs de bœuf tanné,Evechés,"110,5",Nombre,12,1326,0,,
80,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Champagne,Cuirs de cheval tanné,Evechés,90,Nombre,,526,526,,estimé
81,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Isle de France,Cuirs de hongrie,Evechés,1530,Livres,"1,5",2295,0,,
82,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Isle de France,Cuirs de vache en poil,Evechés,702,Nombre,"6,5",4563,0,,
83,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Champagne,Cuirs de vache en poil,Evechés,99,Nombre,"6,5",643,"-0,5",,
84,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Champagne,Cuirs de vache tanné,Evechés,129,Nombre,15,1907,-28,,erreur de calcul
85,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Normandie,Cuirs de vache tanné,Evechés,"88,5",Nombre,15,1327,"-0,5",,
86,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Champagne,Degras d'huile,Evechés,1424,Livres,"0,16",228,"0,16",,
87,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Champagne,Dentelle de fil,Evechés,"8,75",Livres,1000,8750,0,,
88,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Champagne,Dentelle de fil,Etats du roi de Prusse,"0,75",Livres,1000,750,0,,12 onces à 1000£ la livre
89,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Isle de France,Dentelle de soye,Evechés,"11,125",Livres,500,5187,"-375,5",,erreur de calcul ; 11£ et 2 onces à 500£ la livre
90,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Isle de France,Dentelle de soye,Etats de l'empereur,"5,5",Livres,500,2500,-250,,erreur de calcul 
91,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Isle de France,Dentelle de soye,L'Allemagne et la Pologne,"6,5",Livres,500,3250,0,,
92,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Isle de France,Dentelle de soye,Danemarck et Norvege,"1,875",Livres,500,937,"-0,5",,1£ et 14 onces à 500£ la livre
93,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Isle de France,Dentelle de soye,Etats du roi de Prusse,24,Livres,500,12000,0,,
94,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Isle de France,Dentelle de soye,La Russie et Courlande,"16,25",Livres,500,8725,600,,erreur de calcul ; 16£ et 4 onces à 500£ la livre
95,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Etranger,Dents d'élephants,Evechés,110,Livres,5,550,0,,
96,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Isle de France,Dominoterie,Evechés,25,Livres,9,225,0,,
97,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,,Draperie diverse,Evechés,,,,222,,,
98,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,,Draperie diverse,L'Allemagne et la Pologne,,,,209,,,
99,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Isle de France,Draperie de laine pour les troupes,Evechés,"1460,5",Aunes,9,,,9702,"commentaire: prélever les 3/4 dont 2 seront portés à l'Allemagne et 1 à la Suisse. Quantité totale marquée: 5842, j'ai modofié les chiffres en fonction de cette note (LC)"
100,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Isle de France,Draperie de laine pour les troupes,L'Allemagne et la Pologne,76,Aunes,9,686,2,97,
101,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Isle de France,Draperie de laine pour les troupes,L'Allemagne et la Pologne,2921,Aunes,9,,,3234,chiffres calculés à partir de la note ci-dessus pour les exports vers les Evêchés
102,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Isle de France,Draperie de laine pour les troupes,Suisse,"1460,5",Aunes,9,,,3234,chiffres calculés à partir de la note ci-dessus pour les exports vers les Evêchés
103,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Elboeuf,Draperie drap,Evechés,2526,Aunes,17,42950,8,4663,erreur de calcul
104,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Elboeuf,Draperie drap,Etats de l'empereur,842,Aunes,17,14316,2,1554,
105,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Elboeuf,Draperie drap,L'Allemagne et la Pologne,842,Aunes,17,14316,2,1554,
106,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Louviers,Draperie drap,Evechés,392,Aunes,24,9408,0,549,
107,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Louviers,Draperie drap,Venise,72,Aunes,24,1728,0,144,
108,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Louviers,Draperie drap,4 villes anséatiques,224,Aunes,24,5376,0,415,
109,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Louviers,Draperie drap,L'Allemagne et la Pologne,"124,5",Aunes,24,2988,0,193,
110,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Louviers,Draperie drap,La Suisse,131,Aunes,24,3136,-8,183,erreur de calcul
111,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Normandie,Draperie drap,Evechés,168,Aunes,17,2856,0,372,
112,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Amiénois,Draperie drap,Evechés,"470,25",Aunes,12,5640,-3,760,
113,Laura,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789 - Exports – Chalons.csv,National par direction,Exports,7,1789,Chalons,Sainte Menehoult,Amiénois,Draperie drap,Etats de l'empereur,45,Aunes,12,540,0,99,
