filepath,nb_line,diff_nb_line,sources,source_types
sources/Local/AD17_41_ETP_270_9407_La_Rochelle_Imports_1739.csv,337,1,AD17 41 ETP 270/9407,Local
sources/Local/AD17_41_ETP_270_9408_La_Rochelle_Imports_1740.csv,335,1,AD17 41 ETP 270/9408,Local
sources/Local/AD17_41_ETP_270_9409_La_Rochelle_Imports_1741.csv,300,1,AD17 41 ETP 270/9409,Local
sources/Local/AD17_41_ETP_270_9410_La_Rochelle_Imports_1744.csv,272,1,AD17 41 ETP 270/9410,Local
sources/Local/AD17_41_ETP_270_9411_La_Rochelle_Imports_1746.csv,264,1,AD17 41 ETP 270/9411,Local
sources/Local/AD17_41_ETP_270_9412_La_Rochelle_Imports_1747.csv,279,1,AD17 41 ETP 270/9412,Local
sources/Local/AD17_41_ETP_270_9413_La_Rochelle_Imports_1748.csv,236,1,AD17 41 ETP 270/9413,Local
sources/Local/AD17_41_ETP_270_9414_La_Rochelle_Imports_1749.csv,419,1,AD17 41 ETP 270/9414,Local
sources/Local/AD17_41_ETP_270_9415_La_Rochelle_Imports_1750.csv,403,1,AD17 41 ETP 270/9415,Local
sources/Local/AD17_41_ETP_270_9416_La_Rochelle_Imports_1751.csv,442,1,AD17 41 ETP 270/9416,Local
sources/Local/AD17_41_ETP_270_9417_La_Rochelle_Imports_1752.csv,399,1,AD17 41 ETP 270/9417,Local
sources/Local/AD17_41_ETP_270_9418_La_Rochelle_Imports_1753.csv,347,1,AD17 41 ETP 270/9418,Local
sources/Local/AD17_41_ETP_270_9419_La_Rochelle_Imports_1754.csv,346,1,AD17 41 ETP 270/9419,Local
sources/Local/AD17_41_ETP_270_9420_La_Rochelle_Imports_1756.csv,314,1,AD17 41 ETP 270/9420,Local
sources/Local/AD17_41_ETP_270_9421_La_Rochelle_Imports_1757.csv,409,1,AD17 41 ETP 270/9421,Local
sources/Local/AD17_41_ETP_270_9422_La_Rochelle_Imports_1758.csv,262,1,AD17 41 ETP 270/9422,Local
sources/Local/AD17_41_ETP_270_9423_La_Rochelle_Imports_1759.csv,302,1,AD17 41 ETP 270/9423,Local
sources/Local/AD17_41_ETP_270_9424_La_Rochelle_Imports_1760.csv,211,1,AD17 41 ETP 270/9424,Local
sources/Local/AD17_41_ETP_270_9425_La_Rochelle_Imports_1761.csv,232,1,AD17 41 ETP 270/9425,Local
sources/Local/AD17_41_ETP_270_9426_La_Rochelle_Imports_1762.csv,174,1,AD17 41 ETP 270/9426,Local
sources/Local/AD17_41_ETP_270_9427_La_Rochelle_Imports_1764.csv,191,1,AD17 41 ETP 270/9427,Local
sources/Local/AD17_41_ETP_270_9428_La_Rochelle_Imports_1765.csv,215,1,AD17 41 ETP 270/9428,Local
sources/Local/AD17_41_ETP_270_9429_La_Rochelle_Imports_1766.csv,189,1,AD17 41 ETP 270/9429,Local
sources/Local/AD17_41_ETP_270_9430_La_Rochelle_Imports_1767.csv,202,1,AD17 41 ETP 270/9430,Local
sources/Local/AD17_41_ETP_270_9431_La_Rochelle_Imports_1768.csv,162,1,AD17 41 ETP 270/9431,Local
sources/Local/AD17_41_ETP_270_9432_La_Rochelle_Imports_1769.csv,163,1,AD17 41 ETP 270/9432,Local
sources/Local/AD17_41_ETP_270_9433_La_Rochelle_Imports_1770.csv,164,1,AD17 41 ETP 270/9433,Local
sources/Local/AD17_41_ETP_270_9434_La_Rochelle_Imports_1771.csv,144,1,AD17 41 ETP 270/9434,Local
sources/Local/AD17_41_ETP_270_9435_La_Rochelle_Imports_1772.csv,147,1,AD17 41 ETP 270/9435,Local
sources/Local/AD17_41_ETP_270_9436_La_Rochelle_Imports_1773.csv,144,1,AD17 41 ETP 270/9436,Local
sources/Local/AD17_41_ETP_270_9437_La_Rochelle_Imports_1774.csv,175,1,AD17 41 ETP 270/9437,Local
sources/Local/AD17_41_ETP_270_9438_La_Rochelle_Imports_1775.csv,152,1,AD17 41 ETP 270/9438,Local
sources/Local/AD17_41_ETP_270_9439_La_Rochelle_Imports_1776.csv,150,1,AD17 41 ETP 270/9439,Local
sources/Local/AD17_41_ETP_270_9440_La_Rochelle_Imports_1778.csv,107,1,AD17 41 ETP 270/9440,Local
sources/Local/AD17_41_ETP_270_9441_La_Rochelle_Imports_1779.csv,122,1,AD17 41 ETP 270/9441,Local
sources/Local/AD17_41_ETP_270_9442_La_Rochelle_Imports_1780.csv,113,1,AD17 41 ETP 270/9442,Local
sources/Local/AD17_41_ETP_271_9443_La_Rochelle_Exports_1718.csv,278,1,AD17 41 ETP 271/9443,Local
sources/Local/AD17_41_ETP_271_9445_La_Rochelle_Exports_1719.csv,253,1,AD17 41 ETP 271/9445,Local
sources/Local/AD17_41_ETP_271_9446_La_Rochelle_Exports_1720.csv,268,1,AD17 41 ETP 271/9446,Local
sources/Local/AD17_41_ETP_271_9448_La_Rochelle_Exports_1721.csv,187,1,AD17 41 ETP 271/9448,Local
sources/Local/AD17_41_ETP_271_9449_La_Rochelle_Exports_1722.csv,224,1,AD17 41 ETP 271/9449,Local
sources/Local/AD17_41_ETP_271_9450_La_Rochelle_Exports_1723.csv,249,1,AD17 41 ETP 271/9450,Local
sources/Local/AD17_41_ETP_271_9451_La_Rochelle_Exports_1724.csv,195,1,AD17 41 ETP 271/9451,Local
sources/Local/AD17_41_ETP_271_9452_La_Rochelle_Exports_1725.csv,191,1,AD17 41 ETP 271/9452,Local
sources/Local/AD17_41_ETP_271_9453_La_Rochelle_Exports_1726.csv,277,1,AD17 41 ETP 271/9453,Local
sources/Local/AD17_41_ETP_271_9454_La_Rochelle_Exports_1727.csv,223,1,AD17 41 ETP 271/9454,Local
sources/Local/AD17_41_ETP_271_9455_La_Rochelle_Exports_1728.csv,250,1,AD17 41 ETP 271/9455,Local
sources/Local/AD17_41_ETP_271_9456_La_Rochelle_Exports_1729.csv,278,1,AD17 41 ETP 271/9456,Local
sources/Local/AD17_41_ETP_271_9457_La_Rochelle_Exports_1730.csv,244,1,AD17 41 ETP 271/9457,Local
sources/Local/AD17_41_ETP_271_9458_La_Rochelle_Exports_1731.csv,227,1,AD17 41 ETP 271/9458,Local
sources/Local/AD17_41_ETP_271_9459_La_Rochelle_Exports_1732.csv,219,1,AD17 41 ETP 271/9459,Local
sources/Local/AD17_41_ETP_271_9460_La_Rochelle_Exports_1733.csv,239,1,AD17 41 ETP 271/9460,Local
sources/Local/AD17_41_ETP_271_9461_La_Rochelle_Exports_1734.csv,322,1,AD17 41 ETP 271/9461,Local
sources/Local/AD17_41_ETP_271_9462_La_Rochelle_Exports_1735.csv,333,1,AD17 41 ETP 271/9462,Local
sources/Local/AD17_41_ETP_271_9463_La_Rochelle_Exports_1736.csv,309,1,AD17 41 ETP 271/9463,Local
sources/Local/AD17_41_ETP_271_9464_La_Rochelle_Exports_1737.csv,389,1,AD17 41 ETP 271/9464,Local
sources/Local/AD17_41_ETP_271_9465_La_Rochelle_Exports_1738.csv,424,1,AD17 41 ETP 271/9465,Local
sources/Local/AD17_41_ETP_271_9466_La_Rochelle_Exports_1739.csv,361,1,AD17 41 ETP 271/9466,Local
sources/Local/AD17_41_ETP_271_9467_La_Rochelle_Exports_1740.csv,322,1,AD17 41 ETP 271/9467,Local
sources/Local/AD17_41_ETP_271_9468_La_Rochelle_Exports_1741.csv,322,1,AD17 41 ETP 271/9468,Local
sources/Local/AD17_41_ETP_271_9469_La_Rochelle_Exports_1744.csv,325,1,AD17 41 ETP 271/9469,Local
sources/Local/AD17_41_ETP_271_9470_La_Rochelle_Exports_1746.csv,395,1,AD17 41 ETP 271/9470,Local
sources/Local/AD17_41_ETP_271_9471_La_Rochelle_Exports_1747.csv,312,1,AD17 41 ETP 271/9471,Local
sources/Local/AD17_41_ETP_271_9472_La_Rochelle_Exports_1748.csv,272,1,AD17 41 ETP 271/9472,Local
sources/Local/AD17_41_ETP_271_9473_La_Rochelle_Exports_1749.csv,386,1,AD17 41 ETP 271/9473,Local
sources/Local/AD17_41_ETP_271_9474_La_Rochelle_Exports_1750.csv,512,1,AD17 41 ETP 271/9474,Local
sources/Local/AD17_41_ETP_271_9475_La_Rochelle_Exports_1751.csv,395,1,AD17 41 ETP 271/9475,Local
sources/Local/AD17_41_ETP_271_9476_La_Rochelle_Exports_1752.csv,407,1,AD17 41 ETP 271/9476,Local
sources/Local/AD17_41_ETP_271_9477_La_Rochelle_Exports_1753.csv,379,1,AD17 41 ETP 271/9477,Local
sources/Local/AD17_41_ETP_271_9478_La_Rochelle_Exports_1754.csv,397,1,AD17 41 ETP 271/9478,Local
sources/Local/AD17_41_ETP_271_9479_La_Rochelle_Exports_1756.csv,287,1,AD17 41 ETP 271/9479,Local
sources/Local/AD17_41_ETP_271_9480_La_Rochelle_Exports_1757.csv,378,1,AD17 41 ETP 271/9480,Local
sources/Local/AD17_41_ETP_271_9481_La_Rochelle_Exports_1758.csv,309,1,AD17 41 ETP 271/9481,Local
sources/Local/AD17_41_ETP_271_9482_La_Rochelle_Exports_1759.csv,116,1,AD17 41 ETP 271/9482,Local
sources/Local/AD17_41_ETP_271_9483_La_Rochelle_Exports_1760.csv,127,1,AD17 41 ETP 271/9483,Local
sources/Local/AD17_41_ETP_271_9484_La_Rochelle_Exports_1761.csv,141,1,AD17 41 ETP 271/9484,Local
sources/Local/AD17_41_ETP_271_9485_La_Rochelle_Exports_1762.csv,110,1,AD17 41 ETP 271/9485,Local
sources/Local/AD17_41_ETP_271_9487_La_Rochelle_Exports_1765.csv,233,1,AD17 41 ETP 271/9487,Local
sources/Local/AD17_41_ETP_271_9488_La_Rochelle_Exports_1766.csv,184,1,AD17 41 ETP 271/9488,Local
sources/Local/AD17_41_ETP_271_9489_La_Rochelle_Exports_1767.csv,211,1,AD17 41 ETP 271/9489,Local
sources/Local/AD17_41_ETP_271_9490_La_Rochelle_Exports_1768.csv,175,1,AD17 41 ETP 271/9490,Local
sources/Local/AD17_41_ETP_271_9491_La_Rochelle_Exports_1769.csv,161,1,AD17 41 ETP 271/9491,Local
sources/Local/AD17_41_ETP_271_9492_La_Rochelle_Exports_1770.csv,223,1,AD17 41 ETP 271/9492,Local
sources/Local/AD17_41_ETP_271_9493_La_Rochelle_Exports_1771.csv,218,1,AD17 41 ETP 271/9493,Local
sources/Local/AD17_41_ETP_271_9494_La_Rochelle_Exports_1772.csv,238,1,AD17 41 ETP 271/9494,Local
sources/Local/AD17_41_ETP_271_9495_La_Rochelle_Exports_1773.csv,231,1,AD17 41 ETP 271/9495,Local
sources/Local/AD17_41_ETP_271_9496_La_Rochelle_Exports_1774.csv,231,1,AD17 41 ETP 271/9496,Local
sources/Local/AD17_41_ETP_271_9497_La_Rochelle_Exports_1775.csv,203,1,AD17 41 ETP 271/9497,Local
sources/Local/AD17_41_ETP_271_9498_La_Rochelle_Exports_1776.csv,202,1,AD17 41 ETP 271/9498,Local
sources/Local/AD17_41_ETP_271_9499_La_Rochelle_Exports_1778.csv,189,1,AD17 41 ETP 271/9499,Local
sources/Local/AD17_41_ETP_271_9500_La_Rochelle_Exports_1779.csv,101,1,AD17 41 ETP 271/9500,Local
sources/Local/AD17_41_ETP_271_9501_La_Rochelle_Exports_1780.csv,100,1,AD17 41 ETP 271/9501,Local
sources/Local/AD33_C4268_Bordeaux_Imports_1719.csv,337,1,AD33 C4268,Local
sources/Local/AD33_C4268_Bordeaux_Imports_1720.csv,308,1,AD33 C4268,Local
sources/Local/AD33_C4268_Bordeaux_Imports_1737.csv,194,1,AD33 C4268,Local
sources/Local/AD33_C4268_Bordeaux_Imports_1739.csv,188,1,AD33 C4268,Local
sources/Local/AD33_C4269_Bordeaux_Imports_1721.csv,389,1,AD33 C4269,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1718.csv,316,1,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1720.csv,309,1,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1721.csv,245,1,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1723.csv,303,1,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1724.csv,243,1,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1725.csv,191,1,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1726.csv,218,1,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1728.csv,282,1,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1729.csv,206,1,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1730.csv,208,1,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1731.csv,127,1,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1732.csv,176,1,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1733.csv,187,1,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1734.csv,199,1,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1735.csv,199,1,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1736.csv,206,1,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1737.csv,250,1,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1738.csv,318,1,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1739.csv,504,1,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1740.csv,313,1,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1752.csv,334,1,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1753.csv,268,1,AD33 C4386,Local
sources/Local/AD33_C4386_Bordeaux_Exports_1754.csv,267,1,AD33 C4386,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1742.csv,553,1,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1743.csv,565,1,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1744.csv,354,1,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1745.csv,246,1,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1746.csv,347,1,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1747.csv,267,1,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1748.csv,292,1,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1749.csv,374,1,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1750.csv,392,1,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1751.csv,344,1,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1752.csv,334,1,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1753.csv,268,1,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1754.csv,267,1,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1755.csv,234,1,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1756.csv,212,1,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1757.csv,233,1,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1758.csv,167,1,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1759.csv,155,1,AD33 C4387,Local
sources/Local/AD33_C4387_Bordeaux_Exports_1760.csv,148,1,AD33 C4387,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1761.csv,161,1,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1762.csv,165,1,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1763.csv,228,1,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1764.csv,200,1,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1765.csv,198,1,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1766.csv,191,1,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1767.csv,190,1,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1768.csv,201,1,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1769.csv,216,1,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1770.csv,206,1,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1772.csv,213,1,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1773.csv,201,1,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1774.csv,259,1,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1775.csv,215,1,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1776.csv,279,1,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1777.csv,251,1,AD33 C4388,Local
sources/Local/AD33_C4388_Bordeaux_Exports_1778.csv,232,1,AD33 C4388,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1723.csv,463,1,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1724.csv,463,1,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1725.csv,313,1,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1726.csv,241,1,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1728.csv,283,1,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1729.csv,173,1,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1730.csv,228,1,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1731.csv,245,1,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1732.csv,208,1,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1733.csv,230,1,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1734.csv,220,1,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1735.csv,178,1,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1736.csv,178,1,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1738.csv,226,1,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,218,1,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1741.csv,368,1,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1742.csv,358,1,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1743.csv,353,1,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1744.csv,330,1,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1745.csv,282,1,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1746.csv,311,1,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1747.csv,239,1,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1748.csv,388,1,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1749.csv,370,1,AD33 C4389,Local
sources/Local/AD33_C4389_Bordeaux_Imports_1750.csv,362,1,AD33 C4389,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1751.csv,365,1,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1752.csv,389,1,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1753.csv,367,1,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1754.csv,327,1,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1755.csv,332,1,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1756.csv,307,1,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1757.csv,321,1,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1758.csv,265,1,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1759.csv,308,1,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1760.csv,276,1,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1761.csv,339,1,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1762.csv,301,1,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1763.csv,303,1,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1765.csv,235,1,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1766.csv,228,1,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1767.csv,211,1,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1768.csv,188,1,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1769.csv,216,1,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1770.csv,220,1,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1771.csv,230,1,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1772.csv,147,1,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1773.csv,213,1,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1774.csv,177,1,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1775.csv,200,1,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1776.csv,193,1,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1777.csv,200,1,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1778.csv,200,1,AD33 C4390,Local
sources/Local/AD33_C4390_Bordeaux_Imports_1780.csv,260,1,AD33 C4390,Local
sources/Local/AD34_C5488_Montpellier_Exports_1732.csv,180,1,AD34 C5488,Local
sources/Local/AD34_C5488_Montpellier_Exports_1733.csv,175,1,AD34 C5488,Local
sources/Local/AD34_C5488_Montpellier_Exports_1735.csv,295,1,AD34 C5488,Local
sources/Local/AD34_C5488_Montpellier_Exports_1736.csv,166,1,AD34 C5488,Local
sources/Local/AD34_C5488_Montpellier_Exports_1737.csv,167,1,AD34 C5488,Local
sources/Local/AD34_C5488_Montpellier_Exports_1738.csv,268,1,AD34 C5488,Local
sources/Local/AD34_C5488_Montpellier_Exports_1739.csv,168,1,AD34 C5488,Local
sources/Local/AD34_C5488_Montpellier_Imports_1732.csv,124,1,AD34 C5488,Local
sources/Local/AD34_C5488_Montpellier_Imports_1733.csv,120,1,AD34 C5488,Local
sources/Local/AD34_C5488_Montpellier_Imports_1736.csv,115,1,AD34 C5488,Local
sources/Local/AD34_C5488_Montpellier_Imports_1737.csv,123,1,AD34 C5488,Local
sources/Local/AD34_C5488_Montpellier_Imports_1738.csv,53,1,AD34 C5488,Local
sources/Local/AD34_C5488_Montpellier_Imports_1739.csv,125,1,AD34 C5488,Local
sources/Local/AD44_C706_Nantes_Exports_1728.csv,630,1,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1731.csv,792,1,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1732.csv,700,1,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1734.csv,733,1,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1735.csv,780,1,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1736.csv,549,1,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1737.csv,674,1,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1739.csv,767,1,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1740.csv,679,1,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1741.csv,810,1,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1742.csv,837,1,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1743.csv,782,1,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1744.csv,600,1,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1745.csv,518,1,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1751.csv,570,1,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1752.csv,577,1,AD44 C706,Local
sources/Local/AD44_C706_Nantes_Exports_1753.csv,636,1,AD44 C706,Local
