quantity_unit,quantity_unit_orthographe,quantity_unit_ajustees,u_conv,q_conv,remarque_unit,incertitude_unit,source_hambourg,missing,need_marchandises,source_bdc,nbr_bdc_quantity_unit,nbr_bdc_quantity_unit_ajustees
???? tonnage,???? tonnage,????,,,,1,0,,0,1,4,283
???? tonneaux,???? tonneaux,????,,,,1,0,,0,1,1,283
???? tonnes,???? tonnes,????,,,,1,0,,0,1,1,283
???? tours,???? tours,????,,,,1,0,,0,1,1,283
???? W,???? w,????,,,,1,0,,0,1,1,283
???? wades,???? wades,????,,,,1,0,,0,1,1,283
???? wagues,???? wagues,????,,,,1,0,,0,1,1,283
???? weltes,???? weltes,????,,,,1,0,,0,1,1,283
(1) Milliers,(1) milliers,,,,,,,,,1,1,230617
(10) Milliers,(10) milliers,,,,,,,,,1,2,230617
(109)Milliers,(109)milliers,,,,,,,,,1,1,230617
(12) Milles carreaux,(12) milles carreaux,,,,,,,,,1,1,230617
(12) Milliers,(12) milliers,,,,,,,,,1,1,230617
(128) Milliers,(128) milliers,,,,,,,,,1,1,230617
"(15,5) Douzaines de paires","(15,5) douzaines de paires",,,,,,,,,1,2,230617
(15) Milliers,(15) milliers,,,,,,,,,1,1,230617
(17941) Milliers,(17941) milliers,,,,,,,,,1,1,230617
(18) Milliers,(18) milliers,,,,,,,,,1,2,230617
(2) Douzaines,(2) douzaines,,,,,,,,,1,2,230617
(20) Milliers,(20) milliers,,,,,,,,,1,1,230617
(222) Milliers,(222) milliers,,,,,,,,,1,1,230617
(233) Milliers,(233) milliers,,,,,,,,,1,1,230617
(240) Milliers,(240) milliers,,,,,,,,,1,1,230617
(25) Douzaines,(25) douzaines,,,,,,,,,1,1,230617
(25) Milliers,(25) milliers,,,,,,,,,1,3,230617
(25)Milliers,(25)milliers,,,,,,,,,1,1,230617
(28) Milliers,(28) milliers,,,,,,,,,1,1,230617
(280) Milliers,(280) milliers,,,,,,,,,1,1,230617
(3) Milliers,(3) milliers,,,,,,,,,1,2,230617
(38) Milliers,(38) milliers,,,,,,,,,1,1,230617
(4) Douzaines de paires,(4) douzaines de paires,,,,,,,,,1,1,230617
(44) Milliers,(44) milliers,,,,,,,,,1,1,230617
(4461) Milliers,(4461) milliers,,,,,,,,,1,1,230617
(48) Milliers,(48) milliers,,,,,,,,,1,1,230617
(5) douzaines,(5) douzaines,,,,,,,,,1,1,230617
(5) Milliers,(5) milliers,,,,,,,,,1,2,230617
(59) Milliers,(59) milliers,,,,,,,,,1,1,230617
(6) Milliers,(6) milliers,,,,,,,,,1,1,230617
(60) Milliers,(60) milliers,,,,,,,,,1,1,230617
(600) Milliers,(600) milliers,,,,,,,,,1,1,230617
(651) Milliers,(651) milliers,,,,,,,,,1,1,230617
"(685,5) Milliers","(685,5) milliers",,,,,,,,,1,1,230617
(75) Milliers,(75) milliers,,,,,,,,,1,1,230617
(76) Milliers,(76) milliers,,,,,,,,,1,1,230617
(89) Milliers,(89) milliers,,,,,,,,,1,1,230617
(95) Milliers,(95) milliers,,,,,,,,,1,1,230617
#,#,,,,,,,,,1,4,230617
# Valeur,# valeur,,,,,,,,,1,21,230617
1 pesant 450 livres,,,,,,,,,,1,1,230617
10 à 11 pied,10 à 11 pieds,,,,,,,,,1,2,230617
10 a 11 pieds,10 à 11 pieds,,,,,,,,,1,9,230617
10 à 12 palmes,10 à 12 palmes,,,,,,,,,1,1,230617
10 à 12 pied,10 à 12 pieds,,,,,,,,,1,1,230617
10 a 12 pieds,10 à 12 pieds,,,,,,,,,1,4,230617
10 à 12 pieds,10 à 12 pieds,,,,,,,,,1,3,230617
10 a 18 pieds,10 à 18 pieds,,,,,,,,,1,1,230617
10 a11 pieds,10 à 11 pieds,,,,,,,,,1,1,230617
10 a12 pieds,10 à 12 pieds,,,,,,,,,1,1,230617
10 pied,10 pieds,,,,,,,,,1,1,230617
10 pieds,10 pieds,,,,,,,,,1,7,230617
"10,12 a 14 pieds","10,12 à 14 pieds",,,,,,,,,1,1,230617
11 a 12 pieds,11 à 12 pieds,,,,,,,,,1,2,230617
11 a 13 palmes,11 à 13 palmes,,,,,,,,,1,1,230617
11 let=132 baril,11 let = 132 baril,,,,,,,,,1,1,230617
11 pieds,11 pieds,,,,,,,,,1,7,230617
12 a 13 palmes,12 à 13 palmes,,,,,,,,,1,1,230617
12 à 14 pieds,12 à 14 pieds,,,,,,,,,1,1,230617
12 à 16 pieds,12 à 16 pieds,,,,,,,,,1,1,230617
12 à 18 pieds,12 à 18 pieds,,,,,,,,,1,1,230617
12 à 20 pieds,12 à 20 pieds,,,,,,,,,1,1,230617
12 flacons,12 flacons,,,,,,,,,1,2,230617
12 palmes,12 palmes,,,,,,,,,1,1,230617
12 paumes de grosseur,12 paumes de grosseur,,,,,,,,,1,2,230617
12 pied,12 pied,,,,,,,,,1,1,230617
12 pieds,12 pieds,,,,,,,,,1,6,230617
13 à 16 pieds,13 à 16 pieds,,,,,,,,,1,1,230617
13 a 20 palmes,13 à 20 palmes,,,,,,,,,1,1,230617
13 a 25 palmes,13 à 25 palmes,,,,,,,,,1,1,230617
13 pieds,13 pieds,,,,,,,,,1,1,230617
130 (Millier),130 (millier),,,,,,,,,1,1,230617
14 a 16 pieds,14 à 16 pieds,,,,,,,,,1,1,230617
14 palmes,14 palmes,,,,,,,,,1,2,230617
14 pieds,14 pieds,,,,,,,,,1,2,230617
15 a 16 pieds,15 à 16 pieds,,,,,,,,,1,1,230617
15 a 20 pieds,15 à 20 pieds,,,,,,,,,1,1,230617
15 pieds,15 pieds,,,,,,,,,1,6,230617
15 pieds de long,15 pieds de long,,,,,,,,,1,1,230617
16 à 17 paume de grosseur,16 à 17 paume de grosseur,,,,,,,,,1,1,230617
16 a 18 pieds,16 à 18 pieds,,,,,,,,,1,1,230617
16 pieds,16 pieds,,,,,,,,,1,1,230617
18 a 21 pieds,18 à 21 pieds,,,,,,,,,1,1,230617
18 pieds,18 pieds,,,,,,,,,1,6,230617
20 a 22 pieds,20 à 22 pieds,,,,,,,,,1,1,230617
20 a 25 palmes,20 à 25 palmes,,,,,,,,,1,1,230617
20 a 30 pieds,20 à 30 pieds,,,,,,,,,1,1,230617
20 pieces,20 pièces,,,,,,,,,1,1,230617
20 pieds,20 pieds,,,,,,,,,1,8,230617
21 à 22 pieds,21 à 22 pieds,,,,,,,,,1,1,230617
21 pieds,21 pieds,,,,,,,,,1,1,230617
22 pieds,22 pieds,,,,,,,,,1,2,230617
24 à 30 pieds,24 à 30 pieds,,,,,,,,,1,1,230617
24 pieds,24 pieds,,,,,,,,,1,3,230617
25 a 30 pieds,25 à 30 pieds,,,,,,,,,1,3,230617
25 à 30 pieds,25 à 30 pieds,,,,,,,,,1,2,230617
25 pieces,25 pièces,,,,,,,,,1,1,230617
25 pieds,25 pieds,,,,,,,,,1,4,230617
26 pieds,26 pieds,,,,,,,,,1,2,230617
27 pieds,27 pieds,,,,,,,,,1,3,230617
3 a 4 pieds,3 à 4 pieds,,,,,,,,,1,2,230617
3 petits Barils,3 petits barils,,,,,,,,,1,1,230617
30 à 35 pieds,30 à 35 pieds,,,,,,,,,1,1,230617
30 à 36 pieds,30 à 36 pieds,,,,,,,,,1,1,230617
30 a 40 pieds,30 à 40 pieds,,,,,,,,,1,1,230617
30 pied,30 pied,,,,,,,,,1,1,230617
30 pieds,30 pieds,,,,,,,,,1,9,230617
31 pieds,31 pieds,,,,,,,,,1,1,230617
33 pieds,33 pieds,,,,,,,,,1,1,230617
36 pieds,36 pieds,,,,,,,,,1,1,230617
4 (Milliers),4 (milliers),,,,,,,,,1,1,230617
40 pieds,40 pieds,,,,,,,,,1,2,230617
42 pieds,42 pieds,,,,,,,,,1,1,230617
450 Feuilles,450 feuilles,,,,,,,,,1,1,230617
48 à 50 pieds,48 à 50 pieds,,,,,,,,,1,2,230617
48 pieds,48 pieds,,,,,,,,,1,1,230617
5 a 6 pieds,5 à 6 pieds,,,,,,,,,1,2,230617
5 douzaines,5 douzaines,,,,,,,,,1,1,230617
5 pieds,5 pieds,,,,,,,,,1,2,230617
50 pieds,50 pieds,,,,,,,,,1,1,230617
52 pieds,52 pieds,,,,,,,,,1,1,230617
6 a 15 pieds,6 à 15 pieds,,,,,,,,,1,1,230617
6 à 7 paume de grosseur,6 à 7 paume de grosseur,,,,,,,,,1,1,230617
6 a 7 pieds,6 à 7 pieds,,,,,,,,,1,1,230617
6 à 7 pieds,6 à 7 pieds,,,,,,,,,1,1,230617
6 flacons,6 flacons,,,,,,,,,1,3,230617
6 pieds,6 pieds,,,,,,,,,1,1,230617
600 Feuilles,600 feuilles,,,,,,,,,1,1,230617
66 pieds,66 pieds,,,,,,,,,1,1,230617
7 a 11 palmes,7 à 11 palmes,,,,,,,,,1,1,230617
7 a 13 palmes,7 à 13 palmes,,,,,,,,,1,1,230617
7 a 8 pieds,7 à 8 pieds,,,,,,,,,1,3,230617
7 a 9 palmes,7 à 9 palmes,,,,,,,,,1,1,230617
7 a 9 pieds,7 à 9 pieds,,,,,,,,,1,2,230617
"7 Feuilles a 7,5 pieds de chars","7 feuilles à 7,5 pieds de chars",,,,,,,,,1,1,230617
7 pieds,7 pieds,,,,,,,,,1,1,230617
8 a 12 pieds,8 à 12 pieds,,,,,,,,,1,1,230617
8 à 12 pieds,8 à 12 pieds,,,,,,,,,1,1,230617
8 a 9 pieds,8 à 9 pieds,,,,,,,,,1,7,230617
8 à 9 pieds,8 à 9 pieds,,,,,,,,,1,1,230617
8 flacons,8 flacons,,,,,,,,,1,1,230617
8 pieds,8 pieds,,,,,,,,,1,7,230617
9 à 10 pied,9 à 10 pieds,,,,,,,,,1,2,230617
9 a 10 pieds,9 à 10 pieds,,,,,,,,,1,12,230617
9 à 10 pieds,9 à 10 pieds,,,,,,,,,1,1,230617
9 a 10-11 pieds,9 à 10-11 pieds,,,,,,,,,1,1,230617
9 a 12 palmes,9 à 12 palmes,,,,,,,,,1,1,230617
9 a 18 pied,9 à 18 pied,,,,,,,,,1,1,230617
9 a10 pieds,9 à 10 pieds,,,,,,,,,1,1,230617
9 flacons,9 flacons,,,,,,,,,1,1,230617
9 pieds,9 pieds,,,,,,,,,1,2,230617
à répétition,à répétition,pieces,pieces,1,,,0,,0,1,1,138
acharmiere,acharmiere,,,,,,0,1,0,1,1,230617
aimes,aimes,,,,,,,,,1,3,230617
alvrames,alvrames,,,,,,,,,1,1,230617
Ancre,ancre,,,,p27 doursther : en usage en allemagne et en hollande formant le quart de l'aime,,,,,1,5,230617
ancres,ancre,,,,p27 doursther : en usage en allemagne et en hollande formant le quart de l'aime,,0,1,0,1,32,230617
Ancres,ancre,,,,p27 doursther : en usage en allemagne et en hollande formant le quart de l'aime,,,,,1,30,230617
andouilles,,,,,,,,,,1,1,230617
Arobe,arrobes,,,,,,,,,1,2,230617
Arobes,arrobes,,,,,,,,,1,5,230617
Aroves,arrobes,,,,,,,,,1,1,230617
Arrobes,arrobes,,,,,,,,,1,1,230617
asnée,anée,anée pour les liquides,kg,81.959999,p43 doursther : voir anée -> P28 -> prendre mesure de lyon,,,,,1,1,13
asnées,anée,anée pour les liquides,kg,81.959999,p43 doursther : voir anée -> P28 -> prendre mesure de lyon,,0,,0,1,12,13
atlas,,,,,,,,,,1,2,230617
aulnes,aunes,aunes de paris,cm,118.84,Wikipedia,,0,,0,1,3,230617
Aulnes,aunes,aunes de paris,cm,118.84,Wikipedia,,0,,0,1,61,230617
aumes,aunes,aunes de paris,cm,118.84,Wikipedia,,,,,1,18,4929
aune,aunes,aunes de paris,cm,118.84,Wikipedia,,0,,0,1,176,230617
Aune,aunes,aunes de paris,cm,118.84,Wikipedia,,0,,0,1,11,230617
aunes,aunes,aunes de paris,cm,118.84,Wikipedia,,0,,0,1,3508,4929
Aunes,aunes,aunes de paris,cm,118.84,Wikipedia,,,,,1,1402,4929
AUnes,aunes,aunes de paris,cm,118.84,Wikipedia,,,,,1,1,4929
autunce,autunce,,,,,,,,,1,1,230617
Avirons,avirons,pièces,pieces,1,,,,,,1,2,230617
Ayme,aimes,aimes,kg,148,Doursther : Tierce=nom donné par les allemands à Aime: de 130 à 166 litres -> 148 litres,,,,,1,1,5
aymes,aimes,aimes,kg,148,Doursther : Tierce=nom donné par les allemands à Aime: de 130 à 166 litres -> 148 litres,,0,,0,1,3,5
aynes,aimes,aimes,kg,148,Doursther : Tierce=nom donné par les allemands à Aime: de 130 à 166 litres -> 148 litres,,,,,1,1,5
baille du Poids,baille du poids,,,,,,,,,1,1,230617
bailler,bailler,,,,,,,,,1,14,230617
bailles,bailles,bailles,litres,14.625,p44 doursther numero du dictionnaire,,0,,0,1,14,20
Bailles,bailles,bailles,litres,14.625,p44 doursther numero du dictionnaire,,,,,1,6,20
baillet,baillet,,,,,,,,,1,1,230617
bairque,barrique,,,,,,,,,1,1,230617
bales,,,,,,,,,,1,1,230617
bales d'haricots,bales d'haricots,,,,,,,,,1,1,230617
balets,balets,,,,,,,,,1,1,230617
balle,balle,balles,contenant,1,p56 doursther,,,,,1,2,304
Balle,balle,balles,contenant,1,p56 doursther,,,,,1,4,304
balle de 900,balle de 900,,,,,,,,,1,1,230617
balles,balle,balles,contenant,1,p56 doursther,,0,,0,1,243,304
Balles,balle,balles,contenant,1,p56 doursther,,,,,1,53,304
ballles,balle,balles,contenant,1,p56 doursther,,,,,1,2,304
ballon,ballon,,,,,,,,,1,1,230617
Ballon,ballon,,,,,,,,,1,2,230617
ballons,,,,,,,,,,1,5,230617
Ballons,,,,,,,,,,1,10,230617
Ballos,,,,,,,,,,1,1,230617
ballot,ballots,,,,,,,,,1,1,230617
Ballot,ballots,,,,,,,,,1,4,230617
Ballot petit,,,,,,,,,,1,1,230617
ballots,ballots,,,,,,0,1,0,1,54,230617
Ballots,ballots,,,,,,,,,1,22,230617
balon,,,,,,,,,,1,1,230617
balons,,,,,,,,,,1,1,230617
Balons,,,,,,,,,,1,2,230617
balot,ballots,,,,,,,,,1,1,230617
balots,ballots,,,,,,,,,1,19,230617
Balots,,,,,,,,,,1,7,230617
banne,,,,,,,,,,1,1,230617
bannes,bannes,,,,,,0,1,0,1,19,230617
Bannes,bannes,,,,,,,,,1,6,230617
bannettes,,,,,,,,,,1,1,230617
baquet,baquet,,,,,,,,,1,1,230617
barals,barils,barils du midi de la France,,,,,0,1,0,1,1,1
barbançons,barbançons,pièces,pieces,1,,,0,,0,1,1,194
Barbançons,,,,,,,,,,1,4,230617
barbues,,,,,,,,,,1,1,230617
barbuës,,,,,,,,,,1,1,230617
Barbus,,,,,,,,,,1,1,230617
bards,bards,,,,,,0,1,0,1,1,230617
barigaux,barigaux,,,,,,,,,1,1,230617
baril,barils,,,,,,,,,1,37,230617
Baril,barils,,,,,,,,,1,15,230617
baril à 450 Feuilles,barils de 450 feuilles,,,,,,,,,1,1,230617
Barile,barils,,,,,,,,,1,2,230617
barill,barils,,,,,,,,,1,1,230617
barilles,barils,,,,,,,,,1,6,230617
barillets,barillets,,,,,,,,,1,5,230617
Barillets,barillets,,,,,,,,,1,9,230617
barils,barils,,,,,,0,,1,1,2346,230617
Barils,barils,,,,,,,,,1,1419,230617
barils de 100 livres,,,,,,,,,,1,1,230617
barils de 450 feuilles,,,,,,,,,,1,1,230617
Barils de 450 feuilles,,,,,,,,,,1,16,230617
Barils de 450 Feuilles,barils de 450 feuilles,,,,,,,,,1,2,230617
Barils de 450 feuillles,,,,,,,,,,1,1,230617
Barils de 600 feuilles,,,,,,,,,,1,4,230617
barils de 64 pots,barils de 64 pots,,,,,,,,,1,2,230617
Barils de grand modèle 330,barils de grand modèle 330,,,,,,,,,1,1,230617
barils double,barils double,,,,,,,,,1,1,230617
Barils double,,,,,,,,,,1,1,230617
barils doubler,barils double,,,,,,,,,1,1,230617
barils doubles,barils double,,,,,,0,1,0,1,4,230617
barils feuiller,barils feuiller,,,,,,,,,1,1,230617
barils petit,barils petits,,,,,,,,,1,1,230617
barils petits,,,,,,,,,,1,1,230617
Barils petits,barils petits,,,,,,,,,1,2,230617
Barils petits de 300,barils petits de 300,,,,,,,,,1,1,230617
barils simple,barils simple,,,,,,,,,1,1,230617
barils simples,barils simple,,,,,,0,1,0,1,2,230617
barique,barriques,,,,,,,,,1,15,230617
Barique,barriques,,,,,,,,,1,34,230617
Bariqueq,barriques,,,,,,,,,1,1,230617
bariques,barriques,,,,,,,,,1,668,230617
Bariques,barriques,,,,,,,,,1,1116,230617
bariques en bouteilles,,,,,,,,,,1,1,230617
Bariques nantoises,,,,,,,,,,1,1,230617
Bariques poids de 1000 l,,,,,,,,,,1,1,230617
Bariquues,barriques,,,,,,,,,1,1,230617
Barls,,,,,,,,,,1,1,230617
Barques,barques,,,,,,,,,1,1,230617
barraux,barreaux,barral vin de montpellier,kg,25.35,p57 doursther,,0,,0,1,8,13
Barraux,barreaux,barral vin de montpellier,kg,25.35,p57 doursther,,,,,1,4,13
barreaux,barreaux,barral vin de montpellier,kg,25.35,p57 doursther,,0,1,0,1,1,13
barres,barres,,,,,,0,1,0,1,17,230617
Barres,,,,,,,,,,1,13,230617
barril,barils,,,,,,,,,1,4,230617
Barril,barils,,,,,,,,,1,2,230617
Barril de 3,baril de 3,,,,,,,,,1,1,230617
Barrile,barils,,,,,,,,,1,2,230617
Barriles,barils,,,,,,,,,1,2,230617
Barrilets,,,,,,,,,,1,1,230617
Barrillets,barillets,,,,,,,,,1,7,230617
barrils,barils,,,,,,,,,1,138,230617
Barrils,barils,,,,,,,,,1,234,230617
Barrils de 450 feuilles,barils de 450 feuilles,,,,,,,,,1,2,230617
Barrils en saumure,barils en saumure,,,,,,,,,1,1,230617
barrils gros,,,,,,,,,,1,1,230617
Barrils ordinaires,barils ordinaires,,,,,,,,,1,1,230617
barrils petits,,,,,,,,,,1,3,230617
Barrils petits,barils petits,,,,,,,,,1,5,230617
barrique,barriques,,,,,,,,,1,7,230617
Barrique,barriques,,,,,,,,,1,11,230617
Barriquels,barriques,,,,,,,,,1,1,230617
barriques,barriques,,,,,,0,,1,1,632,230617
Barriques,barriques,,,,,,,,,1,443,230617
Barriques en bottes,,,,,,,,,,1,1,230617
barriques et bouteilles,,,,,,,,,,1,1,230617
Barriques Grosses,barriques grosses,,,,,,,,,1,1,230617
Barrrils,barils,,,,,,,,,1,1,230617
Barrriques,,,,,,,,,,1,1,230617
bas,,,,,,,,,,1,3,230617
basin double,basin double,,,,,,,,,1,1,230617
bassin,bassin,,,,,,,,,1,1,230617
bassines,bassines,,,,,,,,,1,1,230617
Bassins,,,,,,,,,,1,1,230617
bateaux,bateaux,,,,,,0,1,0,1,21,230617
batons,bâtons,,,,,,0,1,0,1,2,230617
Batons,,,,,,,,,,1,1,230617
batteaux,bateaux,,,,,,,,,1,3,230617
Batteaux,bateaux,,,,,,,,,1,4,230617
Battes,battes,,,,,,,,,1,1,230617
Baucoud,baucoud,,,,,,,,,1,1,230617
bautes,bautes,,,,,,,,,1,1,230617
bayonettes,baïonnettes,pièces,pieces,1,,,0,,0,1,1,194
bazannes,bazannes,pièces,pieces,1,,,0,,0,1,7,194
beines,beines,,,,,,,,,1,1,230617
bertilles,bertilles,,,,,,,,,1,1,230617
betes,,,,,,,,,,1,1,230617
bichets,bichets,bichets de Lyon,litres,31.9,p66 doursther,,0,,0,1,1,1
billes,billes,,,,,,,,,1,10,230617
Billes,billes,,,,,,,,,1,3,230617
billets,billets,billets,pieces,1,,,0,,0,1,1,1
billons,billons,,,,,,,,,1,2,230617
bines,bines,,,,,,0,1,0,1,1,230617
birges,birges,,,,,,0,1,0,1,1,230617
boete,boëtes,,,,,,,,,1,1,230617
boetes,boëtes,,,,,,,,,1,1,230617
boëtes,boëtes,,,,,,,,,1,1,230617
Boëtes,boëtes,,,,,,,,,1,3,230617
boettes,boëtes,,,,,,,,,1,1,230617
bœuf,,,,,,,,,,1,1,230617
bœufs,bœufs,pièces,pieces,1,,,0,,0,1,7,194
boillaux,boileau,,,,,,,,,1,8,230617
boinaux,boinaux,,,,,,,,,1,1,230617
boineaux,boineaux,,,,,,,,,1,4,230617
boinnaux,boinnaux,,,,,,,,,1,1,230617
Boiseau,boisseau,boisseaux,litres,12.67,Wikipedia,,,,,1,1,654
boiseaux,boisseau,boisseaux,litres,12.67,Wikipedia,,,,,1,3,654
Boiseaux,boisseau,boisseaux,litres,12.67,Wikipedia,,,,,1,1,654
boissaux,boisseau,boisseaux,litres,12.67,Wikipedia,,,,,1,1,654
Boissaux,boisseau,boisseaux,litres,12.67,Wikipedia,,,,,1,5,654
Boisseau,boisseau,boisseaux,litres,12.67,Wikipedia,,,,,1,5,654
Boisseauc,boisseau,boisseaux,litres,12.67,Wikipedia,,,,,1,1,654
boisseaux,boisseau,boisseaux,litres,12.67,Wikipedia,,0,,0,1,111,654
Boisseaux,boisseau,boisseaux,litres,12.67,Wikipedia,,,,,1,526,654
boisseux,,,,,,,,,,1,1,230617
Boîte,,,,,,,,,,1,1,230617
Boites,,,,,,,,,,1,5,230617
boîtes,boîtes,boîtes,contenant,1,,,0,,0,1,3,4
Boîtes,,,,,,,,,,1,14,230617
Boitte,boîtes,boîtes,contenant,1,,,,,,1,1,4
boitures,boitures,,,,,,,,,1,2,230617
Bolliches,bolliches,,,,,,,,,1,1,230617
boneauds,boneauds,,,,,,0,1,0,1,1,230617
bonnets,bonnets,pièces,pieces,1,,,0,,0,1,8,194
Bonnets,bonnets,pièces,pieces,1,,,,,,1,1,194
Bordage,bordage,,,,,,,,,1,1,230617
borneaux,borneaux,,,,,,,,,1,1,230617
borraux,borraux,,,,,,0,1,0,1,1,230617
botes,botes,,,,,,,,,1,1,230617
Botiches,,,,,,,,,,1,1,230617
bottes,bottes,,,,,,0,,1,1,138,230617
Bottes,bottes,,,,,,,,,1,42,230617
bouc,,,,,,,,,,1,3,230617
boucauds,boucaux,,,,,,0,1,0,1,4,230617
Boucauds,,,,,,,,,,1,5,230617
boucauls,,,,,,,,,,1,2,230617
boucault,boucaux,,,,,,,,,1,2,230617
boucaults,boucaux,,,,,,,,,1,1,230617
Boucaults,,,,,,,,,,1,1,230617
Boucautes,,,,,,,,,,1,1,230617
Boucauts,boucaux,,,,,,,,,1,1,230617
boucaux,,,,,,,,,,1,1,230617
Boucaux,boucaux,,,,,,,,,1,1,230617
boucs,,,,,,,,,,1,163,230617
Boues,boues,,,,,,,,,1,6,230617
boules,boules,,,,,,,,,1,2,230617
boulle,boules,,,,,,,,,1,1,230617
Bourdillons,bourdillons,,,,,,,,,1,1,230617
bourriques,,,,,,,,,,1,1,230617
Bout,bout,,,,,,,,,1,1,230617
boutades,,,,,,,,,,1,3,230617
Boutades,boutades,,,,,,,,,1,3,230617
Bouteiles,,,,,,,,,,1,3,230617
bouteille,,,,,,,,,,1,2,230617
Bouteille,bouteilles,,,,,,,,,1,15,230617
bouteilles,bouteilles,,,,,,0,,1,1,877,230617
Bouteilles,bouteilles,,,,,,,,,1,443,230617
Bouteilles + Muids + Pintes,bouteilles + muids + pintes,,,,,,,,,1,2,230617
Bouteilles de peinte,,,,,,,,,,1,1,230617
bouteilles de pinte,bouteilles de pinte,,,,,,,,,1,1,230617
Bouteilles de pinte,,,,,,,,,,1,1,230617
bouteills,,,,,,,,,,1,1,230617
bouteuilles,bouteilles,,,,,,,,,1,17,230617
bouteuilles ou le livres,bouteilles ou le livres,,,,,,,,,1,1,230617
bouts,bouts,bouts,pieces,1,,,0,,0,1,6,13
Bouts,bouts,bouts,pieces,1,,,,,,1,7,13
Bouyeilles,bouteilles,,,,,,,,,1,1,230617
brails,barils,,,,,,0,1,0,1,1,230617
brancard,brancard,,,,,,0,1,0,1,1,230617
brases,brases,,,,,,,,,1,2,230617
brassées,brassées,,,,p83 doursther = brasses ?,,0,1,0,1,8,230617
Brasses,brasses,,,,,,,,,1,7,230617
brilles,brilles,,,,,,,,,1,1,230617
brins,brins,,,,,,,,,1,1,230617
Brins,brins,,,,,,,,,1,4,230617
briques,briques,,,,,,,,,1,1,230617
Briques,briques,,,,,,,,,1,1,230617
Bruis,bruis,,,,,,,,,1,1,230617
brute,,,,,,,,,,1,1,230617
buche,bûches,bûches,pieces,1,???,,,,,1,2,23
buches,bûches,bûches,pieces,1,???,,,,,1,7,23
Buches,bûches,bûches,pieces,1,???,,,,,1,8,23
bûches,bûches,bûches,pieces,1,???,,0,,0,1,6,23
Buches de 6 pieds,,,,,,,,,,1,1,230617
cabas,cabas,,,,,,0,1,0,1,8,230617
Cabas,cabas,,,,,,,,,1,1,230617
cais,cais,,,,,,,,,1,1,230617
caise,caisses,caisses,contenant,1,,,,,,1,1,388
caises,caisses,caisses,contenant,1,,,,,,1,6,388
caisse,caisses,caisses,contenant,1,,,,,,1,25,388
Caisse,caisses,caisses,contenant,1,,,,,,1,5,388
caisses,caisses,caisses,contenant,1,,,0,,0,1,218,388
Caisses,caisses,caisses,contenant,1,,,,,,1,133,388
caisses ordinaires,,,,,,,,,,1,1,230617
caissons,caissons,caissons,contenant,1,,,0,,0,1,19,20
