numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks,unverified
20,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,1,Bours de manasse,Smirne,593,Pièce,5,2965,0,,1
21,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,1,Boucassin,Smirne,1018,Pièce,5,5090,0,,1
22,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,1,Cire jeaune,Smirne,89313,Livre,"1,5",133969,"0,5",Prix unitaire en pourcentage,1
23,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,1,Cotton en laine,Smirne,2965962,Livre,"0,75",2224464,"7,5",Prix unitaire en pourcentage,1
24,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,1,Cotton filé rouge,Smirne,321458,Livre,6,1928748,0,,1
25,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,1,Cotton filé blanc,Smirne,3751,Livre,"1,5",5626,"0,5",,1
26,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,1,Couverture de lit,Smirne,150,Pièce,15,2250,0,,1
27,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,1,Cuirs d'Andrinople,Smirne,463,Pièce,20,9260,0,,1
28,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,1,Etoupe de soye,Smirne,6519,Livre,"0,4",2607,"0,6",Prix unitaire en pourcentage,1
29,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,1,Eponges fines,Smirne,3236,Livre,1,326,2910,,1
30,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,1,Escamites ,Smirne,400,Pièce,2,800,0,,1
31,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,1,Fil de chevre,Smirne,224331,Livre,4,897324,0,,1
32,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,1,Gallis,Smirne,43100,Livre,"0,6",25860,0,Prix unitaire en pourcentage,1
33,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,1,Gomme adragant,Smirne,15361,Livre,"1,3",19969,"0,3",,1
34,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,1,Laine surge,Smirne,1228835,Livre,"0,45",552975,"0,75",Prix unitaire en pourcentage,1
35,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,1,Laine de chevron,Smirne,156219,Livre,"1,5",234328,"0,5",,1
36,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Mastic,Smirne,1260,Livre,"2,5",3150,0,Erreur prix unitaire ,1
37,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Opium,Smirne,3054,Livre,6,18321,3,,1
38,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Orpiment,Smirne,10600,Livre,"0,4",4240,0,Prix unitaire en pourcentage,1
39,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Poil de chevre,Smirne,201,Livre,3,603,0,,1
40,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Peaux de lievres,Smirne,12588,Livre,"1,5",18882,0,,1
41,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Racine de lisary,Smirne,345372,Livre,"0,5",172686,0,Prix unitaire en pourcentage,1
42,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Raisins secs,Smirne,43000,Livre,"0,2",8600,0,Prix unitaire en pourcentage,1
43,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Scamonée,Smirne,2550,Livre,8,20400,0,,1
44,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Sené,Smirne,34484,Livre,1,34484,0,,1
45,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Sené en grabeau,Smirne,7844,Livre,"0,3",2353,"0,2",Prix unitaire en pourcentage,1
46,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Soye brousse,Smirne,28799,Livre,14,403186,0,,1
47,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Storax liquide,Smirne,2760,Livre,"0,6",1656,0,Prix unitaire en pourcentage,1
48,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Acobille,Alexandrette,,Valeur,,1500,,,1
49,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Assafoetida,Alexandrette,13390,Livre,"1,2",16068,0,,1
50,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Bourgs,Alexandrette,2466,Pièce,36,88776,0,,1
51,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Boucassins,Alexandrette,40,Pièce,5,200,0,,1
52,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Caffé,Alexandrette,335,Livre,"1,5",502,"0,5",,1
53,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Cire jeaune,Alexandrette,6276,Livre,"1,45",9099,"1,2",Prix unitaire en pourcentage,1
54,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Cotons,Alexandrette,231,Pièce,10,2310,0,,1
55,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Coton en laine,Alexandrette,22152,Livre,"0,55",12183,"0,6",Prix unitaire en pourcentage,1
56,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Coton filé,Alexandrette,36045,Livre,"1,25",45056,"0,25",Prix unitaire en pourcentage,1
57,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Chafarcanis,Alexandrette,31659,Pièce,8,253272,0,,1
58,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Gallis,Alexandrette,1081075,Livre,"0,5",540537,"0,5",Prix unitaire en pourcentage,1
59,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Galbanum,Alexandrette,8925,Livre,2,17850,0,,1
60,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Gomme armonias,Alexandrette,21930,Livre,2,43860,0,,1
61,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Gomme adragant,Alexandrette,5190,Livre,"1,5",7785,0,,1
62,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Gomme serapine,Alexandrette,1605,Livre,2,3210,0,,1
63,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Gomme sercacole,Alexandrette,225,Livre,"2,25",506,"0,25",,1
64,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Laine de mouton,Alexandrette,185610,Livre,"0,3",55683,0,Prix unitaire en pourcentage,1
65,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Laine de chevron,Alexandrette,32295,Livre,"1,5",48442,"0,5",,1
66,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Mouchoirs,Alexandrette,75,Pièce,5,375,0,,1
67,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Pignons d'Inde,Alexandrette,936,Livre,4,3744,0,,1
68,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Scamonée,Alexandrette,761,Livre,10,7610,0,,1
69,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Semmine,Alexandrette,825,Livre,"2,5",2062,"0,5",,1
70,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Spicanardi,Alexandrette,975,Livre,10,9750,0,,1
71,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Soye,Alexandrette,37839,Livre,12,454068,0,,1
72,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Toille ajamis,Alexandrette,88685,Pièce,7,620795,0,,1
73,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Toille antioche,Alexandrette,9166,Pièce,9,82494,0,,1
74,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Toille d'asaph,Alexandrette,1526,Pièce,7,10682,0,,1
75,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Toille large,Alexandrette,22055,Pièce,9,198495,0,,1
76,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Toille du ?,Alexandrette,6587,Pièce,6,39522,0,,1
77,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Toille de moussol,Alexandrette,1110,Pièce,15,16650,0,,1
78,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Toile de montagne,Alexandrette,5176,Pièce,10,51760,0,,1
79,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Toille de Valeby,Alexandrette,1326,Pièce,7,9282,0,,1
80,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Bled,Seydes et Acre,1100,?,24,26400,0,,1
81,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Cotton en laine,Seydes et Acre,886325,Livre,"0,8",709060,0,Prix unitaire en pourcentage,1
82,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Cotton filé,Seydes et Acre,377822,Livre,1,377822,0,,1
83,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Fourrure de soye,Seydes et Acre,654,Livre,"1,5",981,0,,1
84,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Gallule,Seydes et Acre,4930,Livre,"0,55",2711,"0,5",Prix unitaire en pourcentage,1
85,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Glu,Seydes et Acre,300,Livre,1,300,0,Prix unitaire en pourcentage,1
86,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Huille,Seydes et Acre,4000,Millerolle,50,200000,0,,1
87,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Racine de lisary,Seydes et Acre,5597,Livre,"0,75",4197,"0,75",Prix unitaire en pourcentage,1
88,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Ris,Seydes et Acre,6202300,Livre,"0,14",868322,0,Prix unitaire en pourcentage,1
89,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Scamonée,Seydes et Acre,175,Livre,7,1225,0,,1
90,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Sebestes,Seydes et Acre,310,Livre,1,310,0,Erreur prix unitaire ,1
91,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Soye,Seydes et Acre,37657,Livre,13,489541,0,,1
92,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Toille de millas,Seydes et Acre,2244,Pièce,4,8976,0,,1
93,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Toille Escamile,Seydes et Acre,676,Pièce,2,1352,0,,1
94,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Toille de montagne,Seydes et Acre,766,Pièce,6,4596,0,,1
95,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Cendres,Tripoly de Syrie,142465,Livre,"0,11",15671,"0,15",Prix unitaire en pourcentage,1
96,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Cotton en laine,Tripoly de Syrie,31297,Livre,"0,8",25037,"0,6",Prix unitaire en pourcentage,1
97,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Cotton filé,Tripoly de Syrie,21370,Livre,1,21370,0,,1
98,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Eponges fines,Tripoly de Syrie,1637,Livre,1,1637,0,,1
99,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Fourrure de soye,Tripoly de Syrie,2593,Livre,"1,5",3889,"0,5",,1
100,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Gallus,Tripoly de Syrie,4930,Livre,"0,55",2711,"0,5",Prix unitaire en pourcentage,1
101,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Racine de lisary,Tripoly de Syrie,20463,Livre,"0,75",15347,"0,25",Prix unitaire en pourcentage,1
102,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Scamonée,Tripoly de Syrie,120,Livre,7,840,0,,1
103,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Soye,Tripoly de Syrie,51158,Livre,13,665054,0,,1
104,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Toille ajamis,Tripoly de Syrie,90,Pièce,7,630,0,,1
105,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Caffé,Chypres,372,Livre,"1,5",558,0,,1
106,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Cire jeaune,Chypres,870,Livre,"1,45",1261,"0,5",Prix unitaire en pourcentage,1
107,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Cotton en laine,Chypres,88787,Livre,"0,8",71029,"0,6",Prix unitaire en pourcentage,1
108,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Cotton filé,Chypres,1172,Livre,1,1172,0,,1
109,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Eponges fines,Chypres,526,Livre,1,526,0,,1
110,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Fourrure de soye,Chypres,255,Livre,"1,5",382,"0,5",,1
111,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Laine surge,Chypres,57500,Livre,"0,24",13800,0,Prix unitaire en pourcentage,1
112,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Racine de lisary,Chypres,69360,Livre,"0,75",52020,0,Prix unitaire en pourcentage,1
113,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,2,Scamonée,Chypres,120,Livre,7,840,0,,1
114,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,3,Satin,Chypres,285,Pièce,12,3420,0,,1
115,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,,Soye,Chypres,9860,Livre,12,118320,0,,1
116,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,,Vin de Chypres,Chypres,106,Millerolle,60,6360,0,,1
117,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,,Assafoetida,Egypte,780,Livre,"1,2",936,0,,1
118,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,,Caffé,Egypte,426909,Livre,"1,5",639148,"1215,5",,1
119,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,,Cire jeaune,Egypte,912,Livre,"1,45",1322,"0,4",Prix unitaire en pourcentage,1
120,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,,Coton filé,Egypte,336571,Livre,"0,9",302913,"0,9",,1
121,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,,Cuirs ,Egypte,14923,Pièce,20,298460,0,,1
122,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,,Encens,Egypte,9195,Livre,"0,5",4597,"0,5",Prix unitaire en pourcentage,1
123,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,,Encens poussiere,Egypte,42464,Livre,"0,08",3397,"0,12",Prix unitaire en pourcentage,1
124,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,,Follicules de senné,Egypte,9012,Livre,"1,5",13518,0,,1
125,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,,Gomme arabique,Egypte,432475,Livre,"0,75",324356,"0,25",Prix unitaire en pourcentage,1
126,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,,Gomme turique,Egypte,36535,Livre,"0,55",20094,"0,25",Prix unitaire en pourcentage,1
127,Anthony Rebours,Fond Montyon 101FOSS/25,National partenaires manquants/Levant - importations - 1771.csv,National Partenaires Manquants,1771,Imports,,,Grabeau de mioche,Egypte,1159,Livre,"0,75",868,"1,25",,1
