numrodeligne,dataentryby,source,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,remarks,quantit,quantit_marchandises,total_quantit,origine,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,unitdecompte,prixunitaire_unitdecomptelt,prixunitaire_unitdecomptesous,prixunitaire_unitdecomptedeniers,v19,probleme
25,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,3,Aiguilles,Savoye,15,,,,,,3616.3,,,,,,,,,,,
25,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,3,Alaya,Levant,1040,,,,,,0,,,,,,,,,,,
26,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,3,Ajustements,Allemagne,11164,,,,,,11354,,,,,,,,,,,
26,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,3,Aloës,Hollande,4265.5,,,,,,5045.5,,,,,,,,,,,
27,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,3,Ajustements,Suisse,190,,,,,,11354,,,,,,,,,,,
27,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,3,Aloës,Levant,780,,,,,,5045.5,,,,,,,,,,,
28,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,3,Alaisnes,Espagne,6.7,,,,,,0,,,,,,,,,,,
28,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,3,Alpargatte,Espagne,15.6,,,,,,0,,,,,,,,,,,
29,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,3,Alambics,Savoye,100,,,,,,0,,,,,,,,,,,
29,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,3,Alumettes,Hollande,1708.8,,,,,,0,,,,,,,,,,,
30,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,3,Alibans,Flandre,13.2,,,,,,0,,,,,,,,,,,
30,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,3,Alun,Allemagne,34936.9,,,,,,483054.6,,,,,,,,,,,
31,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,3,Alun,Espagne,1346,,,,,,49086,,,,,,,,,,,
31,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,3,Alun,Espagne,2222.8,,,,,,483054.6,,,,,,,,,,,
32,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,3,Alun,Hollande,29208,,,,,,49086,,,,,,,,,,,
32,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,3,Alun,Flandre,2032,,,,,,483054.6,,,,,,,,,,,
33,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,3,Alun,Isles,840,,,,,,49086,,,,,,,,,,,
33,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,3,Alun,Hollande,180443.8,,,,,,483054.6,,,,,,,,,,,
34,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,3,Alun,Italie,200,,,,,,49086,,,,,,,,,,,
34,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,3,Alun,Italie,163200,,,,,,483054.6,,,,,,,,,,,
35,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,3,Alun,Genes,600,,,,,,49086,,,,,,,,,,,
35,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,3,Alun,Genes,2544,,,,,,483054.6,,,,,,,,,,,
36,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,3,Alun,Levant,2444,,,,,,49086,,,,,,,,,,,
36,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,3,Alun,Levant,2140,,,,,,483054.6,,,,,,,,,,,
37,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,3,Alun,Nord,2612,,,,,,49086,,,,,,,,,,,
37,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,3,Alun,Nord,16595.5,,,,,,483054.6,,,,,,,,,,,
38,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,3,Alun,Savoye,11070,,,,,,49086,,,,,,,,,,,
38,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,3,Alun,Savoye,30,,,,,,483054.6,,,,,,,,,,,
39,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,3,Alun,Suede,766,,,,,,49086,,,,,,,,,,,
39,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,3,Alun,Suede,78909.8,,,,,,483054.6,,,,,,,,,,,
40,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,3,Amadou,Savoye,130,,,,,,0,,,,,,,,,,,
40,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,3,Amadou,Allemagne,11283,,,,,,12405,,,,,,,,,,,
41,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,3,Amandes,Allemagne,574.5,,,,,,469849.1,,,,,,,,,,,
41,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,3,Amadou,Genes,1122,,,,,,12405,,,,,,,,,,,
42,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,3,Amandes,Danemark,201,,,,,,469849.1,,,,,,,,,,,
42,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,4,Amandes,Espagne,51315.3,,,,,,58201,,,,,,,,,,,
43,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,3,Amandes,Espagne,5388,,,,,,469849.1,,,,,,,,,,,
43,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,4,Amandes,Flandre,4612.6,,,,,,58201,,,,,,,,,,,
44,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,3,Amandes,Flandre,196.2,,,,,,469849.1,,,,,,,,,,,
44,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,4,Amandes,Hollande,220.5,,,,,,58201,,,,,,,,,,,
45,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Amandes,Geneve,3281.4,,,,,,469849.1,,,,,,,,,,,
45,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,4,Amandes,Genes,180,,,,,,58201,,,,,,,,,,,
46,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Amandes,Hollande,77299.60000000001,,,,,,469849.1,,,,,,,,,,,
46,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,4,Amandes,Nord,40,,,,,,58201,,,,,,,,,,,
47,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Amandes,Isles,6540,,,,,,469849.1,,,,,,,,,,,
47,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,4,Amandes,Portugal,323.6,,,,,,58201,,,,,,,,,,,
48,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Amandes,Italie,33222,,,,,,469849.1,,,,,,,,,,,
48,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,4,Amandes,Savoye,1509,,,,,,58201,,,,,,,,,,,
49,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Amandes,Naples,1200,,,,,,469849.1,,,,,,,,,,,
49,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,4,Ambre,Hollande,1419.5,,,,,,11539.5,,,,,,,,,,,
50,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Amandes,Genes,27221,,,,,,469849.1,,,,,,,,,,,
50,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,4,Ambre,Italie,10120,,,,,,11539.5,,,,,,,,,,,
51,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Amandes,Levant,60572,,,,,,469849.1,,,,,,,,,,,
51,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,4,Amecons,Espagne,870,,,,,,1950,,,,,,,,,,,
52,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Amandes,Nord,160706,,,,,,469849.1,,,,,,,,,,,
52,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,4,Amecons,Hollande,1080,,,,,,1950,,,,,,,,,,,
53,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Amandes,Savoye,74528.39999999999,,,,,,469849.1,,,,,,,,,,,
53,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,4,Amidon,Allemagne,1757.1,,,,,,71721.10000000001,,,,,,,,,,,
54,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Amandes,Suede,18739,,,,,,469849.1,,,,,,,,,,,
54,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,4,Amidon,Angleterre,121.5,,,,,,71721.10000000001,,,,,,,,,,,
55,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Amandes,Suisse,180,,,,,,469849.1,,,,,,,,,,,
55,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,4,Amidon,Espagne,2086.8,,,,,,71721.10000000001,,,,,,,,,,,
56,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Ambre,Italie,400,,,,,,0,,,,,,,,,,,
56,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,4,Amidon,Flandre,23196,,,,,,71721.10000000001,,,,,,,,,,,
57,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Amidon,Allemagne,2972.6,,,,,,82252,,,,,,,,,,,
57,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,4,Amidon,Hollande,23704,,,,,,71721.10000000001,,,,,,,,,,,
58,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Amidon,Danemark,8.800000000000001,,,,,,82252,,,,,,,,,,,
58,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,4,Amidon,Naples,40,,,,,,71721.10000000001,,,,,,,,,,,
59,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Amidon,Espagne,665.8,,,,,,82252,,,,,,,,,,,
59,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,4,Amidon,Genes,40,,,,,,71721.10000000001,,,,,,,,,,,
60,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Amidon,Flandre,76408.60000000001,,,,,,82252,,,,,,,,,,,
60,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,4,Amidon,Nord,19985.2,,,,,,71721.10000000001,,,,,,,,,,,
61,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Amidon,Geneve,289,,,,,,82252,,,,,,,,,,,
61,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,4,Amidon,Russie,780.6,,,,,,71721.10000000001,,,,,,,,,,,
62,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Amidon,Isles,820,,,,,,82252,,,,,,,,,,,
62,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,4,Amidon,Savoye,10,,,,,,71721.10000000001,,,,,,,,,,,
63,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Amidon,Savoye,1087.2,,,,,,82252,,,,,,,,,,,
63,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,4,Amomum,Hollande,40,,,,,,0,,,,,,,,,,,
64,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Anchois,Allemagne,5,le total devrait être 5499,,,,,5469,,,,,,,,,,,
64,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,4,Anchois,Espagne,19722.4,,,,,,21491.9,,,,,,,,,,,
65,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Anchois,Danemark,6,,,,,,5469,,,,,,,,,,,
65,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,4,Anchois,Flandre,225.5,,,,,,21491.9,,,,,,,,,,,
66,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Anchois,Espagne,76,,,,,,5469,,,,,,,,,,,
66,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,4,Anchois,Italie,100,,,,,,21491.9,,,,,,,,,,,
67,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Anchois,Flandre,144.6,,,,,,5469,,,,,,,,,,,
67,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,4,Anchois,Savoye,1444,,,,,,21491.9,,,,,,,,,,,
68,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Anchois,Geneve,4.2,,,,,,5469,,,,,,,,,,,
68,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,4,Angelique,Hollande,76,,,,,,0,,,,,,,,,,,
69,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Anchois,Hollande,4030.2,,,,,,5469,,,,,,,,,,,
69,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,5,Anis,Espagne,13345.5,,,,,,18962.4,,,,,,,,,,,
70,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Anchois,Isles,742.6,,,,,,5469,,,,,,,,,,,
70,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,5,Anis,Flandre,405,,,,,,18962.4,,,,,,,,,,,
71,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Anchois,Italie,60,,,,,,5469,,,,,,,,,,,
71,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,5,Anis,Hollande,75.90000000000001,,,,,,18962.4,,,,,,,,,,,
72,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Anchois,Savoye,422.4,,,,,,5469,,,,,,,,,,,
72,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,5,Anis,Italie,5136,,,,,,18962.4,,,,,,,,,,,
73,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Anchois,Suede,8,,,,,,5469,,,,,,,,,,,
73,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,5,Anspects,Danemark,158.4,,,,,,200.4,,,,,,,,,,,
74,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Anguilles,Allemagne,130,,,,,,340.6,,,,,,,,,,,
74,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,5,Anspects,Nord,42,,,,,,200.4,,,,,,,,,,,
75,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Anguilles,Italie,112.5,,,,,,340.6,,,,,,,,,,,
75,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,5,Antimoine,Flandre,3.5,,,,,,278.5,,,,,,,,,,,
76,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,4,Anguilles,Genes,98.09999999999999,,,,,,340.6,,,,,,,,,,,
76,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,5,Antimoine,Hollande,15,,,,,,278.5,,,,,,,,,,,
77,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,5,Anis,Espagne,15,,,,,,2285,,,,,,,,,,,
77,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,5,Antimoine,Nord,260,,,,,,278.5,,,,,,,,,,,
78,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,5,Anis,Geneve,297.5,,,,,,2285,,,,,,,,,,,
78,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,5,Antolphe de geroffle,Portugal,3000,,,,,,0,,,,,,,,,,,
79,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,5,Anis,Hollande,648,,,,,,2285,,,,,,,,,,,
79,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,5,Arbres à planter,Flandre,8004.8,,,,,,0,,,,,,,,,,,
80,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,5,Anis,Savoye,1202,,,,,,2285,,,,,,,,,,,
80,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,5,Arcenic,Hollande,3562.1,,,,,,10505.6,,,,,,,,,,,
81,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,5,Anis,Suisse,122.5,,,,,,2285,,,,,,,,,,,
81,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,5,Arcenic,Italie,625,,,,,,10505.6,,,,,,,,,,,
82,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,5,Antimoine,Flandre,80,,,,,,1175.6,,,,,,,,,,,
82,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,5,Arcenic,Genes,87,,,,,,10505.6,,,,,,,,,,,
83,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,5,Antimoine,Hollande,495.6,,,,,,1175.6,,,,,,,,,,,
83,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,5,Arcenic,Nord,6231.5,,,,,,10505.6,,,,,,,,,,,
84,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,5,Antimoine,Italie,399,,,,,,1175.6,,,,,,,,,,,
84,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,5,Ardoises,Allemagne,27000,,,,,,48680,,,,,,,,,,,
85,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,5,Antimoine,Savoye,201,,,,,,1175.6,,,,,,,,,,,
85,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,5,Ardoises,Flandre,21680,,,,,,48680,,,,,,,,,,,
86,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,5,Arbres à planter,Allemagne,90,,,,,,1539.8,,,,,,,,,,,
86,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,5,Argent ; faux,Flandre,400,,,,,,123589.5,,,,,,,,,,,
87,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,5,Arbres à planter,Espagne,400,,,,,,1539.8,,,,,,,,,,,
87,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,5,Argent ; vif,Allemagne,94950,,,,,,123589.5,,123189.5,,,,,,,,,
88,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,5,Arbres à planter,Flandre,609.8,,,,,,1539.8,,,,,,,,,,,
88,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,5,Argent ; vif,Hollande,12084.5,,,,,,123589.5,,123189.5,,,,,,,,,
89,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,5,Arbres à planter,Hollande,200,,,,,,1539.8,,,,,,,,,,,
89,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,5,Argent ; vif,Genes,14500,,,,,,123589.5,,123189.5,,,,,,,,,
90,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,5,Arbres à planter,Levant,240,,,,,,1539.8,,,,,,,,,,,
90,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,5,Argent ; vif,Nord,1530,,,,,,123589.5,,123189.5,,,,,,,,,
91,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,5,Arcenic,Geneve,180,,,,,,241,,,,,,,,,,,
91,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,5,Argent ; vif,Savoye,125,,,,,,123589.5,,123189.5,,,,,,,,,
92,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,5,Arcenic,Savoye,61,,,,,,241,,,,,,,,,,,
92,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,6,Argenterie,Angleterre,4620,,,,,,94350,,,,,,,,,,,
93,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,5,Ardoises,Allemagne,9456,,,,,,30904.4,,,,,,,,,,,
93,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,6,Argenterie,Flandre,1340,,,,,,94350,,,,,,,,,,,
94,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,5,Ardoises,Espagne,30,,,,,,30904.4,,,,,,,,,,,
94,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,6,Argenterie,Italie,5490,,,,,,94350,,,,,,,,,,,
95,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,5,Ardoises,Flandre,21418.4,,,,,,30904.4,,,,,,,,,,,
95,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,6,Argenterie,Nord,77275,,,,,,94350,,,,,,,,,,,
96,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,5,Argent ; vif,Espagne,510,,,,,,510,,,,,,,,,,,
96,Saadia Mai,Montbret 155-1,Objet Général,1761,Imports,,,6,Argenterie,Russie,5625,,,,,,94350,,,,,,,,,,,
97,Saadia Mai,Montbret 155-1,Objet Général,1761,Exports,,,5,Argenterie,Allemagne,45415.9,,,,,,2832976.2,,,,,,,,,,,
