year,marchandises,value,quantit,quantity_unit_
1735,Sucre ; cru blanc ; du Brésil,,,
1735,Suif ; pour faire du savon,,,
1735,Sumac,,,
1735,Tabac ; de Virginie ; vers Hambourg,,,
1735,Tartre ; vers Hambourg,,,
1735,Thé ; boue,,,
1735,Térébenthine,,,
1735,Vert-de-gris,,,
1735,Vin ; de France ; vers Hambourg,,,
1735,Vinaigre ; vers Hambourg,,,
1735,Vitriol ; blanc,,,
1736,Alun,0,0,livres
1736,Beurre; vers Hambourg,0,0,livres
1736,Blanc ; de baleine ; vers Hambourg,150,656.81445,livres
1736,Bois ; de Pernanbuco,0,0,livres
1736,Bois ; de teinture ; vers Hambourg,31000,,
1736,Bougie ; de suif,0,0,livres
1736,Cacao ; vers Hambourg,1000,907.02948,livres
1736,Café ; vers Hambourg,434170,631520,livres
1736,Cochenille,0,0,livres
1736,Coton ; autre et de Méditerranée,2100,5133.4414,livres
1736,Coton ; autre et de Méditerranée,0,0,livres
1736,Eau ; de vie ; vers Hambourg,181820,82589.141,livres
1736,Fer ; vers Hambourg,0,0,livres
1736,"Fruits ; divers ; amandes, pelures, raisins, prunes",8315,89852.914,livres
1736,"Fruits ; divers ; amandes, pelures, raisins, prunes",0,0,livres
1736,"Fruits ; divers ; amandes, pelures, raisins, prunes",7143,158205.98,livres
1736,"Fruits ; divers ; amandes, pelures, raisins, prunes",44880,233567.53,livres
1736,Galle,1100,2928.6895,livres
1736,Gingembre,12955,59206.223,livres
1736,Gomme ; vers Hambourg,60100,,
1736,Goudron ; de Suède ; vers Hambourg,0,0,last
1736,Grammes argent ; mark banco,8.190038681030273,,
1736,Huile ; d'olive ; blanc ; de Gènes,6075,21872.668,livres
1736,Huile ; de baleine ; vers Hambourg,0,0,tonneaux
1736,Indigo,181430,58860.219,livres
1736,Minium,1000,9869.2334,livres
1736,Oxyde ; de plomb,1500,5431.8306,livres
1736,Plombs,0,0,livres
1736,Poivre ; blanc-noir,0,0,livres
1736,Potasse ; vers Hambourg,0,0,livres
1736,Riz ; vers Hambourg,8070,90487.344,livres
1736,Safran ; orange,11425,747.83179,livres
1736,Savon ; vers Hambourg,410,2181.3484,livres
1736,Sucre ; cru blanc ; du Brésil,2628132,13154843,livres
1736,Suif ; pour faire du savon,0,0,livres
1736,Sumac,4550,92130.07,livres
1736,Tabac ; de Virginie ; vers Hambourg,4788,24320,livres
1736,Tartre ; vers Hambourg,3300,23409.592,livres
1736,Thé ; boue,31800,16825.396,livres
1736,Térébenthine,3095,45001.82,livres
1736,Vert-de-gris,8800,8745.3418,livres
1736,Vin ; de France ; vers Hambourg,470165,19510.945,oxhoft
1736,Vinaigre ; vers Hambourg,13977,695.11377,tierce
1736,Vitriol ; blanc,100,357.14285,livres
1737,Alun,0,0,livres
1737,Beurre; vers Hambourg,915,18.098206,livres
1737,Blanc ; de baleine ; vers Hambourg,100,427.07666,livres
1737,Bois ; de Pernanbuco,9300,29582.504,livres
1737,Bois ; de teinture ; vers Hambourg,9300,,
1737,Bougie ; de suif,0,0,livres
1737,Cacao ; vers Hambourg,1000,1011.378,livres
1737,Café ; vers Hambourg,390472,833006.94,livres
1737,Cochenille,0,0,livres
1737,Coton ; autre et de Méditerranée,5050,13270.558,livres
1737,Coton ; autre et de Méditerranée,0,0,livres
1737,Eau ; de vie ; vers Hambourg,193812,86186.547,livres
1737,Fer ; vers Hambourg,0,0,livres
1737,"Fruits ; divers ; amandes, pelures, raisins, prunes",34150,637721.75,livres
1737,"Fruits ; divers ; amandes, pelures, raisins, prunes",40560,169052.83,livres
1737,"Fruits ; divers ; amandes, pelures, raisins, prunes",0,0,livres
1737,"Fruits ; divers ; amandes, pelures, raisins, prunes",4115,42910.848,livres
1737,Galle,880,2412.6167,livres
1737,Gingembre,9400,45956.523,livres
1737,Gomme ; vers Hambourg,15600,,
1737,Goudron ; de Suède ; vers Hambourg,0,0,last
1737,Grammes argent ; mark banco,8.403144836425781,,
1737,Huile ; d'olive ; blanc ; de Gènes,2770,10162.863,livres
1737,Huile ; de baleine ; vers Hambourg,0,0,tonneaux
1737,Indigo,318000,103166.78,livres
1737,Minium,1000,9920.6348,livres
1737,Oxyde ; de plomb,0,0,livres
1737,Plombs,0,0,livres
1737,Poivre ; blanc-noir,0,0,livres
1737,Potasse ; vers Hambourg,0,0,livres
1737,Riz ; vers Hambourg,0,0,livres
1737,Safran ; orange,11900,1007.4074,livres
1737,Savon ; vers Hambourg,3595,17558.939,livres
1737,Sucre ; cru blanc ; du Brésil,2994160,14638424,livres
1737,Suif ; pour faire du savon,880,19.047619,livres
1737,Sumac,0,0,livres
1737,Tabac ; de Virginie ; vers Hambourg,5250,28571.428,livres
1737,Tartre ; vers Hambourg,1000,7667.5806,livres
1737,Thé ; boue,49700,31208.791,livres
1737,Térébenthine,4695,69324.477,livres
1737,Vert-de-gris,13550,12290.249,livres
1737,Vin ; de France ; vers Hambourg,480749,19400.686,oxhoft
1737,Vinaigre ; vers Hambourg,13354,748.12323,tierce
1737,Vitriol ; blanc,150,535.71429,livres
1738,Alun,0,0,livres
1738,Beurre; vers Hambourg,2575,64.513,livres
1738,Blanc ; de baleine ; vers Hambourg,0,0,livres
1738,Bois ; de Pernanbuco,0,0,livres
1738,Bois ; de teinture ; vers Hambourg,255870,,
1738,Bougie ; de suif,0,0,livres
1738,Cacao ; vers Hambourg,2500,2838.9937,livres
1738,Café ; vers Hambourg,841462,1946514.5,livres
1738,Cochenille,0,0,livres
1738,Coton ; autre et de Méditerranée,5325,14926.092,livres
1738,Coton ; autre et de Méditerranée,5775,8734.2363,livres
1738,Eau ; de vie ; vers Hambourg,0,0,livres
1738,Fer ; vers Hambourg,360,21.505377,livres
1738,"Fruits ; divers ; amandes, pelures, raisins, prunes",50,385.401,livres
1738,"Fruits ; divers ; amandes, pelures, raisins, prunes",34733,327469.13,livres
1738,"Fruits ; divers ; amandes, pelures, raisins, prunes",51781,1285506.4,livres
1738,"Fruits ; divers ; amandes, pelures, raisins, prunes",93195,416239.56,livres
1738,Galle,16230,47388.59,livres
1738,Gingembre,33090,159917.23,livres
1738,Gomme ; vers Hambourg,83100,,
1738,Goudron ; de Suède ; vers Hambourg,0,0,last
1738,Grammes argent ; mark banco,8.412593841552734,,
1738,Huile ; d'olive ; blanc ; de Gènes,1890,6591.3877,livres
1738,Huile ; de baleine ; vers Hambourg,0,0,tonneaux
1738,Indigo,182525,59215.461,livres
1738,Minium,2500,25832.285,livres
1738,Oxyde ; de plomb,0,0,livres
1738,Plombs,0,0,livres
1738,Poivre ; blanc-noir,0,0,livres
1738,Potasse ; vers Hambourg,0,0,livres
1738,Riz ; vers Hambourg,0,0,livres
1738,Safran ; orange,3000,256.01639,livres
1738,Savon ; vers Hambourg,5750,30623.609,livres
1738,Sucre ; cru blanc ; du Brésil,3003405,12885628,livres
1738,Suif ; pour faire du savon,0,0,livres
1738,Sumac,0,0,livres
1738,Tabac ; de Virginie ; vers Hambourg,830,4759.8564,livres
1738,Tartre ; vers Hambourg,450,3514.4614,livres
1738,Thé ; boue,12175,8412.1436,livres
1738,Térébenthine,6295,102850.02,livres
1738,Vert-de-gris,3025,2940.2832,livres
1738,Vin ; de France ; vers Hambourg,618450,25925.926,oxhoft
1738,Vinaigre ; vers Hambourg,15193,864.36823,tierce
1738,Vitriol ; blanc,600,2142.8572,livres
1739,Alun,450,4057.2295,livres
1739,Beurre; vers Hambourg,600,14.703824,livres
1739,Blanc ; de baleine ; vers Hambourg,0,0,livres
1739,Bois ; de Pernanbuco,0,0,livres
1739,Bois ; de teinture ; vers Hambourg,117205,,
1739,Bougie ; de suif,0,0,livres
1739,Cacao ; vers Hambourg,4700,5694.209,livres
1739,Café ; vers Hambourg,477130,1221452.8,livres
1739,Cochenille,0,0,livres
1739,Coton ; autre et de Méditerranée,9950,17431.293,livres
1739,Coton ; autre et de Méditerranée,1250,3701.1733,livres
1739,Eau ; de vie ; vers Hambourg,0,0,livres
1739,Fer ; vers Hambourg,1100,65.009132,livres
1739,"Fruits ; divers ; amandes, pelures, raisins, prunes",0,0,livres
1739,"Fruits ; divers ; amandes, pelures, raisins, prunes",1375,13028.569,livres
1739,"Fruits ; divers ; amandes, pelures, raisins, prunes",22640,434520.81,livres
1739,"Fruits ; divers ; amandes, pelures, raisins, prunes",42010,171080.78,livres
1739,Galle,10810,32152.66,livres
1739,Gingembre,9070,45398.945,livres
1739,Gomme ; vers Hambourg,17955,,
1739,Goudron ; de Suède ; vers Hambourg,0,0,last
1739,Grammes argent ; mark banco,8.396857261657715,,
1739,Huile ; d'olive ; blanc ; de Gènes,28194,112638.64,livres
1739,Huile ; de baleine ; vers Hambourg,0,0,tonneaux
1739,Indigo,238555,72893.344,livres
1739,Minium,4700,50615.188,livres
1739,Oxyde ; de plomb,200,776.93549,livres
1739,Plombs,0,0,livres
1739,Poivre ; blanc-noir,925,1133.0404,livres
1739,Potasse ; vers Hambourg,0,0,livres
1739,Riz ; vers Hambourg,0,0,livres
1739,Safran ; orange,2550,236.50995,livres
1739,Savon ; vers Hambourg,1180,6471.6216,livres
1739,Sucre ; cru blanc ; du Brésil,3478330,14337993,livres
1739,Suif ; pour faire du savon,150,3.1231806,livres
1739,Sumac,210,4642.9087,livres
1739,Tabac ; de Virginie ; vers Hambourg,4380,23694.221,livres
1739,Tartre ; vers Hambourg,900,7263.2134,livres
1739,Thé ; boue,7900,5671.7729,livres
1739,Térébenthine,2620,48369.047,livres
1739,Vert-de-gris,13400,12880.307,livres
1739,Vin ; de France ; vers Hambourg,405715,14564.072,oxhoft
1739,Vinaigre ; vers Hambourg,11479,621.55066,tierce
1739,Vitriol ; blanc,0,0,livres
1740,Alun,0,0,livres
1740,Beurre; vers Hambourg,0,0,livres
1740,Blanc ; de baleine ; vers Hambourg,0,0,livres
1740,Bois ; de Pernanbuco,10200,24802.432,livres
1740,Bois ; de teinture ; vers Hambourg,11900,,
1740,Bougie ; de suif,0,0,livres
1740,Cacao ; vers Hambourg,0,0,livres
1740,Café ; vers Hambourg,510910,1226184,livres
1740,Cochenille,0,0,livres
1740,Coton ; autre et de Méditerranée,8800,24342.033,livres
1740,Coton ; autre et de Méditerranée,22100,38396.77,livres
1740,Eau ; de vie ; vers Hambourg,217740,75265.273,livres
1740,Fer ; vers Hambourg,360,21.397558,livres
1740,"Fruits ; divers ; amandes, pelures, raisins, prunes",0,0,livres
1740,"Fruits ; divers ; amandes, pelures, raisins, prunes",800,4907.1895,livres
1740,"Fruits ; divers ; amandes, pelures, raisins, prunes",63570,247866.45,livres
1740,"Fruits ; divers ; amandes, pelures, raisins, prunes",23270,365856.06,livres
1740,Galle,34444,93553.578,livres
1740,Gingembre,16725,84723.875,livres
1740,Gomme ; vers Hambourg,23375,,
1740,Goudron ; de Suède ; vers Hambourg,200,.11218135,last
1740,Grammes argent ; mark banco,8.350000381469727,,
1740,Huile ; d'olive ; blanc ; de Gènes,12105,49414.313,livres
1740,Huile ; de baleine ; vers Hambourg,0,0,tonneaux
1740,Indigo,350575,101236.55,livres
1740,Minium,0,0,livres
1740,Oxyde ; de plomb,400,1550.3422,livres
1740,Plombs,400,15.850042,livres
1740,Poivre ; blanc-noir,0,0,livres
1740,Potasse ; vers Hambourg,0,0,livres
1740,Riz ; vers Hambourg,200,2156.1895,livres
1740,Safran ; orange,5575,464.47739,livres
1740,Savon ; vers Hambourg,7850,39802.434,livres
1740,Sucre ; cru blanc ; du Brésil,4858410,17918724,livres
1740,Suif ; pour faire du savon,0,0,livres
1740,Sumac,590,12469.606,livres
1740,Tabac ; de Virginie ; vers Hambourg,6200,29009.383,livres
1740,Tartre ; vers Hambourg,500,3581.5896,livres
1740,Thé ; boue,0,0,livres
1740,Térébenthine,1945,31599.041,livres
1740,Vert-de-gris,6950,6774.7046,livres
1740,Vin ; de France ; vers Hambourg,539230,15104.291,oxhoft
1740,Vinaigre ; vers Hambourg,3870,161.90512,tierce
1740,Vitriol ; blanc,0,0,livres
1741,Alun,,,
1741,Beurre; vers Hambourg,,,
1741,Blanc ; de baleine ; vers Hambourg,,,
1741,Bois ; de Pernanbuco,,,
1741,Bougie ; de suif,,,
1741,Cacao ; vers Hambourg,,,
1741,Café ; vers Hambourg,,,
1741,Cochenille,,,
1741,Coton ; autre et de Méditerranée,,,
1741,Coton ; autre et de Méditerranée,,,
1741,Eau ; de vie ; vers Hambourg,,,
1741,Fer ; vers Hambourg,,,
1741,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1741,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1741,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1741,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1741,Galle,,,
1741,Gingembre,,,
1741,Gomme ; vers Hambourg,,,
1741,Goudron ; de Suède ; vers Hambourg,,,
1741,Grammes argent ; mark banco,8.286800384521484,,
1741,Huile ; d'olive ; blanc ; de Gènes,,,
1741,Huile ; de baleine ; vers Hambourg,,,
1741,Indigo,,,
1741,Minium,,,
1741,Oxyde ; de plomb,,,
1741,Plombs,,,
1741,Poivre ; blanc-noir,,,
1741,Potasse ; vers Hambourg,,,
1741,Riz ; vers Hambourg,,,
1741,Safran ; orange,,,
1741,Savon ; vers Hambourg,,,
1741,Sucre ; cru blanc ; du Brésil,,,
1741,Suif ; pour faire du savon,,,
1741,Sumac,,,
1741,Tabac ; de Virginie ; vers Hambourg,,,
1741,Tartre ; vers Hambourg,,,
1741,Thé ; boue,,,
1741,Térébenthine,,,
1741,Vert-de-gris,,,
1741,Vin ; de France ; vers Hambourg,,,
1741,Vinaigre ; vers Hambourg,,,
1741,Vitriol ; blanc,,,
1742,Alun,1500,12578.828,livres
1742,Beurre; vers Hambourg,0,0,livres
1742,Blanc ; de baleine ; vers Hambourg,0,0,livres
1742,Bois ; de Pernanbuco,0,0,livres
1742,Bougie ; de suif,0,0,livres
1742,Cacao ; vers Hambourg,1000,1633.9202,livres
1742,Café ; vers Hambourg,610083,1582918,livres
1742,Cochenille,9400,848.85333,livres
1742,Coton ; autre et de Méditerranée,600,1327.7473,livres
1742,Coton ; autre et de Méditerranée,2600,4924.228,livres
1742,Eau ; de vie ; vers Hambourg,172275,69440.336,livres
1742,Fer ; vers Hambourg,0,0,livres
1742,"Fruits ; divers ; amandes, pelures, raisins, prunes",0,0,livres
1742,"Fruits ; divers ; amandes, pelures, raisins, prunes",52420,144658.78,livres
1742,"Fruits ; divers ; amandes, pelures, raisins, prunes",47925,621595.31,livres
1742,"Fruits ; divers ; amandes, pelures, raisins, prunes",3225,25730.123,livres
1742,Galle,2900,7526.6333,livres
1742,Gingembre,1250,7508.0947,livres
1742,Gomme ; vers Hambourg,9600,,
1742,Goudron ; de Suède ; vers Hambourg,0,0,last
1742,Grammes argent ; mark banco,8.276105880737305,,
1742,Huile ; d'olive ; blanc ; de Gènes,1587,4403.8579,livres
1742,Huile ; de baleine ; vers Hambourg,0,0,tonneaux
1742,Indigo,502550,130754.21,livres
1742,Minium,1000,10808.474,livres
1742,Oxyde ; de plomb,0,0,livres
1742,Plombs,0,0,livres
1742,Poivre ; blanc-noir,0,0,livres
1742,Potasse ; vers Hambourg,0,0,livres
1742,Riz ; vers Hambourg,17725,207461.86,livres
1742,Safran ; orange,10825,813.1394,livres
1742,Savon ; vers Hambourg,3925,14798.396,livres
1742,Sucre ; cru blanc ; du Brésil,4603820,17597194,livres
1742,Suif ; pour faire du savon,3200,57.645195,livres
1742,Sumac,675,13313.843,livres
1742,Tabac ; de Virginie ; vers Hambourg,2635,14306.397,livres
1742,Tartre ; vers Hambourg,1850,12431.854,livres
1742,Thé ; boue,1850,1085.1925,livres
1742,Térébenthine,800,13896.609,livres
1742,Vert-de-gris,14410,14690.84,livres
1742,Vin ; de France ; vers Hambourg,525640,17511.061,oxhoft
1742,Vinaigre ; vers Hambourg,7545,338.22552,tierce
1742,Vitriol ; blanc,0,0,livres
1743,Alun,,,
1743,Beurre; vers Hambourg,,,
1743,Blanc ; de baleine ; vers Hambourg,,,
1743,Bois ; de Pernanbuco,,,
1743,Bougie ; de suif,,,
1743,Cacao ; vers Hambourg,,,
1743,Café ; vers Hambourg,,,
1743,Cochenille,,,
1743,Coton ; autre et de Méditerranée,,,
1743,Coton ; autre et de Méditerranée,,,
1743,Eau ; de vie ; vers Hambourg,,,
1743,Fer ; vers Hambourg,,,
1743,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1743,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1743,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1743,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1743,Galle,,,
1743,Gingembre,,,
1743,Gomme ; vers Hambourg,,,
1743,Goudron ; de Suède ; vers Hambourg,,,
1743,Grammes argent ; mark banco,8.276105880737305,,
1743,Huile ; d'olive ; blanc ; de Gènes,,,
1743,Huile ; de baleine ; vers Hambourg,,,
1743,Indigo,,,
1743,Minium,,,
1743,Oxyde ; de plomb,,,
1743,Plombs,,,
1743,Poivre ; blanc-noir,,,
1743,Potasse ; vers Hambourg,,,
1743,Riz ; vers Hambourg,,,
1743,Safran ; orange,,,
1743,Savon ; vers Hambourg,,,
1743,Sucre ; cru blanc ; du Brésil,,,
1743,Suif ; pour faire du savon,,,
1743,Sumac,,,
1743,Tabac ; de Virginie ; vers Hambourg,,,
1743,Tartre ; vers Hambourg,,,
1743,Thé ; boue,,,
1743,Térébenthine,,,
1743,Vert-de-gris,,,
1743,Vin ; de France ; vers Hambourg,,,
1743,Vinaigre ; vers Hambourg,,,
1743,Vitriol ; blanc,,,
1744,Alun,,,
1744,Beurre; vers Hambourg,,,
1744,Blanc ; de baleine ; vers Hambourg,,,
1744,Bois ; de Pernanbuco,,,
1744,Bougie ; de suif,,,
1744,Cacao ; vers Hambourg,,,
1744,Café ; vers Hambourg,,,
1744,Cochenille,,,
1744,Coton ; autre et de Méditerranée,,,
1744,Coton ; autre et de Méditerranée,,,
1744,Eau ; de vie ; vers Hambourg,,,
1744,Fer ; vers Hambourg,,,
1744,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1744,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1744,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1744,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1744,Galle,,,
1744,Gingembre,,,
1744,Gomme ; vers Hambourg,,,
1744,Goudron ; de Suède ; vers Hambourg,,,
1744,Grammes argent ; mark banco,8.276105880737305,,
1744,Huile ; d'olive ; blanc ; de Gènes,,,
1744,Huile ; de baleine ; vers Hambourg,,,
1744,Indigo,,,
1744,Minium,,,
1744,Oxyde ; de plomb,,,
1744,Plombs,,,
1744,Poivre ; blanc-noir,,,
1744,Potasse ; vers Hambourg,,,
1744,Riz ; vers Hambourg,,,
1744,Safran ; orange,,,
1744,Savon ; vers Hambourg,,,
1744,Sucre ; cru blanc ; du Brésil,,,
1744,Suif ; pour faire du savon,,,
1744,Sumac,,,
1744,Tabac ; de Virginie ; vers Hambourg,,,
1744,Tartre ; vers Hambourg,,,
1744,Thé ; boue,,,
1744,Térébenthine,,,
1744,Vert-de-gris,,,
1744,Vin ; de France ; vers Hambourg,,,
1744,Vinaigre ; vers Hambourg,,,
1744,Vitriol ; blanc,,,
1745,Alun,,,
1745,Beurre; vers Hambourg,,,
1745,Blanc ; de baleine ; vers Hambourg,,,
1745,Bois ; de Pernanbuco,,,
1745,Bougie ; de suif,,,
1745,Cacao ; vers Hambourg,,,
1745,Café ; vers Hambourg,,,
1745,Cochenille,,,
1745,Coton ; autre et de Méditerranée,,,
1745,Coton ; autre et de Méditerranée,,,
1745,Eau ; de vie ; vers Hambourg,,,
1745,Fer ; vers Hambourg,,,
1745,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1745,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1745,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1745,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1745,Galle,,,
1745,Gingembre,,,
1745,Gomme ; vers Hambourg,,,
1745,Goudron ; de Suède ; vers Hambourg,,,
1745,Grammes argent ; mark banco,8.276105880737305,,
1745,Huile ; d'olive ; blanc ; de Gènes,,,
1745,Huile ; de baleine ; vers Hambourg,,,
1745,Indigo,,,
1745,Minium,,,
1745,Oxyde ; de plomb,,,
1745,Plombs,,,
1745,Poivre ; blanc-noir,,,
1745,Potasse ; vers Hambourg,,,
1745,Riz ; vers Hambourg,,,
1745,Safran ; orange,,,
1745,Savon ; vers Hambourg,,,
1745,Sucre ; cru blanc ; du Brésil,,,
1745,Suif ; pour faire du savon,,,
1745,Sumac,,,
1745,Tabac ; de Virginie ; vers Hambourg,,,
1745,Tartre ; vers Hambourg,,,
1745,Thé ; boue,,,
1745,Térébenthine,,,
1745,Vert-de-gris,,,
1745,Vin ; de France ; vers Hambourg,,,
1745,Vinaigre ; vers Hambourg,,,
1745,Vitriol ; blanc,,,
1746,Alun,,,
1746,Beurre; vers Hambourg,,,
1746,Blanc ; de baleine ; vers Hambourg,,,
1746,Bois ; de Pernanbuco,,,
1746,Bougie ; de suif,,,
1746,Cacao ; vers Hambourg,,,
1746,Café ; vers Hambourg,,,
1746,Cochenille,,,
1746,Coton ; autre et de Méditerranée,,,
1746,Coton ; autre et de Méditerranée,,,
1746,Eau ; de vie ; vers Hambourg,,,
1746,Fer ; vers Hambourg,,,
1746,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1746,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1746,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1746,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1746,Galle,,,
1746,Gingembre,,,
1746,Gomme ; vers Hambourg,,,
1746,Goudron ; de Suède ; vers Hambourg,,,
1746,Grammes argent ; mark banco,8.276105880737305,,
1746,Huile ; d'olive ; blanc ; de Gènes,,,
1746,Huile ; de baleine ; vers Hambourg,,,
1746,Indigo,,,
1746,Minium,,,
1746,Oxyde ; de plomb,,,
1746,Plombs,,,
1746,Poivre ; blanc-noir,,,
1746,Potasse ; vers Hambourg,,,
1746,Riz ; vers Hambourg,,,
1746,Safran ; orange,,,
1746,Savon ; vers Hambourg,,,
1746,Sucre ; cru blanc ; du Brésil,,,
1746,Suif ; pour faire du savon,,,
1746,Sumac,,,
1746,Tabac ; de Virginie ; vers Hambourg,,,
1746,Tartre ; vers Hambourg,,,
1746,Thé ; boue,,,
1746,Térébenthine,,,
1746,Vert-de-gris,,,
1746,Vin ; de France ; vers Hambourg,,,
1746,Vinaigre ; vers Hambourg,,,
