numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,total,quantity_unit,remarks,doubleaccounts
11,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bayonne,Bayonne,2,Caffé,Iles Françaises de l’Amérique,192 366,206 183,97 358 972,livres,,0
12,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bordeaux,Bordeaux,2,Caffé,Iles Françaises de l’Amérique,41 367 180,39 397 316,97 358 972,livres,,0
13,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bordeaux,Blaye,2,Caffé,Iles Françaises de l’Amérique,3 524,3 357,97 358 972,livres,,0
14,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,La Rochelle,2,Caffé,Iles Françaises de l’Amérique,3 588 719,3 417 828,97 358 972,livres,,0
15,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,Rochefort,2,Caffé,Iles Françaises de l’Amérique,139 482,132 841,97 358 972,livres,,0
16,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Lorient,Brest,2,Caffé,Iles Françaises de l’Amérique,37 788,35 989,97 358 972,livres,,0
17,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Caffé,Iles Françaises de l’Amérique,12 338 738,11 751 181,97 358 972,livres,,0
18,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Caffé,Iles Françaises de l’Amérique,563 047,536 236,97 358 972,livres,,0
19,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Servan,2,Caffé,Iles Françaises de l’Amérique,49 734,47 366,97 358 972,livres,,0
20,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Caen,Granville,2,Caffé,Iles Françaises de l’Amérique,4 329,4 123,97 358 972,livres,,0
21,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Dieppe,2,Caffé,Iles Françaises de l’Amérique,19 848,18 903,97 358 972,livres,,0
22,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Caffé,Iles Françaises de l’Amérique,19 310 776,17 555 252,97 358 972,livres,,0
23,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Honfleur,2,Caffé,Iles Françaises de l’Amérique,380 118,362 018,97 358 972,livres,,0
24,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Amiens,Saint-Vallery sur Somme,2,Caffé,Iles Françaises de l’Amérique,15 662,14 917,97 358 972,livres,,0
25,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Lille,Dunkerque,2,Caffé,Iles Françaises de l’Amérique,4 071 453,3 877 575,97 358 972,livres,,0
26,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,2,Caffé,Iles Françaises de l’Amérique,772,736,97 358 972,livres,,0
27,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,La Ciotat,2,Caffé,Iles Françaises de l’Amérique,33 995,32 377,97 358 972,livres,Pas sûr de la direction,0
28,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Caffé,Iles Françaises de l’Amérique,15 241 441,15 241 441,97 358 972,livres,,0
29,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bayonne,Bayonne,2,Canefice,Iles Françaises de l’Amérique,1 714,2 040,88 271,livres,,0
30,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bordeaux,Bordeaux,2,Canefice,Iles Françaises de l’Amérique,6 162,7 336,88 271,livres,,0
31,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Canefice,Iles Françaises de l’Amérique,2 433,2 897,88 271,livres,,0
32,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Canefice,Iles Françaises de l’Amérique,5,6,88 271,livres,,0
33,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Canefice,Iles Françaises de l’Amérique,697,830,88 271,livres,,0
34,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Honfleur,2,Canefice,Iles Françaises de l’Amérique,168,200,88 271,livres,,0
35,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Canefice,Iles Françaises de l’Amérique,77 092,91 775,88 271,livres,,0
36,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bayonne,Bayonne,2,Coton en laine,Iles Françaises de l’Amérique,6 718,4 334,15 218 329,livres,,0
37,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bordeaux,Bordeaux,2,Coton en laine,Iles Françaises de l’Amérique,2 578 285,1 718 857,15 218 329,livres,,0
38,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,La Rochelle,2,Coton en laine,Iles Françaises de l’Amérique,679 373,438 306,15 218 329,livres,,0
39,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,Rochefort,2,Coton en laine,Iles Françaises de l’Amérique,45 523,29 370,15 218 329,livres,,0
40,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Lorient,Brest,2,Coton en laine,Iles Françaises de l’Amérique,9 717,6 269,15 218 329,livres,,0
41,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Coton en laine,Iles Françaises de l’Amérique,2 660 015,1 773 344,15 218 329,livres,,0
42,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Coton en laine,Iles Françaises de l’Amérique,99 640,64 284,15 218 329,livres,,0
43,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Servan,2,Coton en laine,Iles Françaises de l’Amérique,217,140,15 218 329,livres,,0
44,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Caen,Granville,2,Coton en laine,Iles Françaises de l’Amérique,456,294,15 218 329,livres,,0
45,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Dieppe,2,Coton en laine,Iles Françaises de l’Amérique,6 366,4 107,15 218 329,livres,,0
46,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Coton en laine,Iles Françaises de l’Amérique,6 819 081,3 788 379,15 218 329,livres,,0
47,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Honfleur,2,Coton en laine,Iles Françaises de l’Amérique,216 988,139 993,15 218 329,livres,,0
48,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Amiens,Saint-Vallery sur Somme,2,Coton en laine,Iles Françaises de l’Amérique,27 813,17 944,15 218 329,livres,,0
49,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Lille,Dunkerque,2,Coton en laine,Iles Françaises de l’Amérique,1 082 427,698 340,15 218 329,livres,,0
50,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,La Ciotat,2,Coton en laine,Iles Françaises de l’Amérique,14 705,9 487,15 218 329,livres,Pas sûr de la direction,0
51,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Coton en laine,Iles Françaises de l’Amérique,971 005,647 337,15 218 329,livres,,0
52,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bordeaux,Bordeaux,2,Gingembre,Iles Françaises de l’Amérique,2 715,7 759,12 265,livres,,0
53,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Gingembre,Iles Françaises de l’Amérique,9,26,12 265,livres,,0
54,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Gingembre,Iles Françaises de l’Amérique,1,4,12 265,livres,,0
55,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Gingembre,Iles Françaises de l’Amérique,9 540,27 259,12 265,livres,,0
56,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bayonne,Bayonne,2,Indigo,Iles Françaises de l’Amérique,5 548,584,10 516 394,livres,,0
57,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bordeaux,Bordeaux,2,Indigo,Iles Françaises de l’Amérique,5 414 191,569 915,10 516 394,livres,,0
58,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,La Rochelle,2,Indigo,Iles Françaises de l’Amérique,766 982,80 735,10 516 394,livres,,0
59,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,Rochefort,2,Indigo,Iles Françaises de l’Amérique,1 567,165,10 516 394,livres,,0
60,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Indigo,Iles Françaises de l’Amérique,2 456 424,258 571,10 516 394,livres,,0
61,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Indigo,Iles Françaises de l’Amérique,11 523,1 213,10 516 394,livres,,0
62,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Indigo,Iles Françaises de l’Amérique,883 870,88 387,10 516 394,livres,,0
63,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Honfleur,2,Indigo,Iles Françaises de l’Amérique,56 572,5 956,10 516 394,livres,,0
64,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Lille,Dunkerque,2,Indigo,Iles Françaises de l’Amérique,89 556,9 427,10 516 394,livres,,0
65,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,La Ciotat,2,Indigo,Iles Françaises de l’Amérique,17 299,1 821,10 516 394,livres,Pas sûr de la direction,0
66,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Indigo,Iles Françaises de l’Amérique,812 862,90 318,10 516 394,livres,,0
67,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,La Rochelle,2,Rocou,Iles Françaises de l’Amérique,22 588,25 098,182 702,livres,,0
68,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Rocou,Iles Françaises de l’Amérique,41 679,46 310,182 702,livres,,0
69,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Rocou,Iles Françaises de l’Amérique,41 068,45 631,182 702,livres,,0
70,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Rocou,Iles Françaises de l’Amérique,24 030,26 700,182 702,livres,,0
71,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Rocou,Iles Françaises de l’Amérique,53 337,59 264,182 702,livres,,0
72,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bayonne,Bayonne,2,Sucre brut,Iles Françaises de l’Amérique,69 081,160 654,41 062 450,livres,,0
73,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bordeaux,Bordeaux,2,Sucre brut,Iles Françaises de l’Amérique,12 542 358,27 871 905,41 062 450,livres,,0
74,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,La Rochelle,2,Sucre brut,Iles Françaises de l’Amérique,1 038 452,2 415 005,41 062 450,livres,,0
75,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,Rochefort,2,Sucre brut,Iles Françaises de l’Amérique,33 052,76 865,41 062 450,livres,,0
76,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Nantes,Nantes,2,Sucre brut,Iles Françaises de l’Amérique,16 739 264,41 848 159,41 062 450,livres,,0
77,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Saint-Malo,Saint-Malo,2,Sucre brut,Iles Françaises de l’Amérique,58 393,135 797,41 062 450,livres,,0
78,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Dieppe,2,Sucre brut,Iles Françaises de l’Amérique,40 839,949 975,41 062 450,livres,,0
79,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Le Havre,2,Sucre brut,Iles Françaises de l’Amérique,5 715 100,12 424 130,41 062 450,livres,,0
80,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Rouen,Honfleur,2,Sucre brut,Iles Françaises de l’Amérique,506 681,1 178 328,41 062 450,livres,,0
81,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Amiens,Saint-Vallery sur Somme,2,Sucre brut,Iles Françaises de l’Amérique,5 852,13 610,41 062 450,livres,,0
82,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Lille,Dunkerque,2,Sucre brut,Iles Françaises de l’Amérique,2 313 638,5 380 552,41 062 450,livres,,0
83,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,La Ciotat,2,Sucre brut,Iles Françaises de l’Amérique,2 811,6 537,41 062 450,livres,Pas sûr de la direction,0
84,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Marseille,Marseille,2,Sucre brut,Iles Françaises de l’Amérique,1 996 929,4 902 322,41 062 450,livres,,0
85,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bayonne,Bayonne,2,Sucre raffiné,Iles Françaises de l’Amérique,16,16,2 010,livres,,0
86,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,Bordeaux,Bordeaux,2,Sucre raffiné,Iles Françaises de l’Amérique,712,712,2 010,livres,,0
87,Guillaume Daudin,ANOM Col F 2B 14,National toutes directions partenaires manquants/Colonies/1789 - ANOM Col F 2B 14 - Par généralité - Imports colonies – 1789.csv,National toutes directions partenaires manquants,1789,Imports,La Rochelle,Rochefort,2,Sucre raffiné,Iles Françaises de l’Amérique,1 055,1 055,2 010,livres,,0
