quantity_unit,quantity_unit_orthographe,quantity_unit_ajustees,u_conv,q_conv,remarque_unit,incertitude_unit,source_hambourg,missing,need_marchandises,source_bdc,nbr_bdc_quantity_unit,nbr_bdc_quantity_unit_ajustees
9 a10  pieds,9 à 10 pieds,,,,,,,,,1,1,224943
9 flacons,9 flacons,,,,,,,,,1,1,224943
9 pieds,9 pieds,,,,,,,,,1,2,224943
à répétition,à répétition,pieces,pieces,1,,,0,,0,1,1,89
acharmiere,acharmiere,,,,,,0,1,0,1,1,224943
aimes,aimes,,,,,,,,,1,3,224943
alvrames,alvrames,,,,,,,,,1,1,224943
Ancre,ancre,,,,p27 doursther : en usage en allemagne et en hollande  formant le quart de l'aime,,,,,1,4,224943
Ancres,ancre,,,,p27 doursther : en usage en allemagne et en hollande  formant le quart de l'aime,,,,,1,7,224943
ancres,ancre,,,,p27 doursther : en usage en allemagne et en hollande  formant le quart de l'aime,,0,1,0,1,12,224943
Arobe,arrobes,,,,,,,,,1,2,224943
Arobes,arrobes,,,,,,,,,1,5,224943
Aroves,arrobes,,,,,,,,,1,1,224943
Arrobes,arrobes,,,,,,,,,1,1,224943
asnée,anée,anée pour les liquides,kg,81.959999,p43 doursther : voir anée -> P28 -> prendre mesure de lyon ,,,,,1,1,224943
asnées,anée,anée pour les liquides,kg,81.959999,p43 doursther : voir anée -> P28 -> prendre mesure de lyon ,,0,,0,1,12,12
aumes,aunes,aunes de paris,cm,118.84,Wikipedia,,,,,1,18,224943
AUnes,aunes,aunes de paris,cm,118.84,Wikipedia,,,,,1,1,224943
Aunes,aunes,aunes de paris,cm,118.84,Wikipedia,,,,,1,440,224943
aunes,aunes,aunes de paris,cm,118.84,Wikipedia,,0,,0,1,1622,1622
autunce,autunce,,,,,,,,,1,1,224943
Ayme,aimes,aimes,kg,148,Doursther : Tierce=nom donné par les allemands à Aime: de 130 à 166 litres -> 148 litres,,,,,1,1,224943
aymes,aimes,aimes,kg,148,Doursther : Tierce=nom donné par les allemands à Aime: de 130 à 166 litres -> 148 litres,,0,,0,1,3,3
aynes,aimes,aimes,kg,148,Doursther : Tierce=nom donné par les allemands à Aime: de 130 à 166 litres -> 148 litres,,,,,1,1,224943
baille du Poids,baille du poids,,,,,,,,,1,1,224943
bailler,bailler,,,,,,,,,1,14,224943
Bailles,bailles,bailles,litres,14.625,p44 doursther numero du dictionnaire ,,,,,1,6,224943
bailles,bailles,bailles,litres,14.625,p44 doursther numero du dictionnaire ,,0,,0,1,14,14
baillet,baillet,,,,,,,,,1,1,224943
bairque,barrique,,,,,,,,,1,1,224943
bales d'haricots,bales d'haricots,,,,,,,,,1,1,224943
balets,balets,,,,,,,,,1,1,224943
Balle,balle,balles,contenant,1,p56 doursther,,,,,1,3,224943
balle,balle,balles,contenant,1,p56 doursther,,,,,1,1,224943
balle de 900,balle de 900,,,,,,,,,1,1,224943
Balles,balle,balles,contenant,1,p56 doursther,,,,,1,36,224943
balles,balle,balles,contenant,1,p56 doursther,,0,,0,1,125,125
ballles,balle,balles,contenant,1,p56 doursther,,,,,1,1,224943
Ballon,ballon,,,,,,,,,1,1,224943
ballon,ballon,,,,,,,,,1,1,224943
Ballot,ballots,,,,,,,,,1,2,224943
ballot,ballots,,,,,,,,,1,1,224943
Ballots,ballots,,,,,,,,,1,11,224943
ballots,ballots,,,,,,0,1,0,1,38,224943
balot,ballots,,,,,,,,,1,1,224943
balots,ballots,,,,,,,,,1,1,224943
Bannes,bannes,,,,,,,,,1,5,224943
bannes,bannes,,,,,,0,1,0,1,19,224943
baquet,baquet,,,,,,,,,1,1,224943
barals,barils,barils du midi de la France,,,,,0,1,0,1,1,1
barbançons,barbançons,pièces,pieces,1,,,0,,0,1,1,181
bards,bards,,,,,,0,1,0,1,1,224943
barigaux,barigaux,,,,,,,,,1,1,224943
Baril,barils,,,,,,,,,1,14,224943
baril,barils,,,,,,,,,1,30,224943
baril à 450 Feuilles,barils de 450 feuilles,,,,,,,,,1,1,224943
Barile,barils,,,,,,,,,1,1,224943
barill,barils,,,,,,,,,1,1,224943
barilles,barils,,,,,,,,,1,6,224943
Barillets,barillets,,,,,,,,,1,2,224943
barillets,barillets,,,,,,,,,1,2,224943
Barils,barils,,,,,,,,,1,778,224943
barils,barils,,,,,,0,,1,1,1529,224943
Barils de 450 Feuilles,barils de 450 feuilles,,,,,,,,,1,2,224943
barils de 64 pots,barils de 64 pots,,,,,,,,,1,2,224943
Barils de grand modèle 330,barils de grand modèle 330,,,,,,,,,1,1,224943
barils double,barils double,,,,,,,,,1,1,224943
barils doubler,barils double,,,,,,,,,1,1,224943
barils doubles,barils double,,,,,,0,1,0,1,4,224943
barils feuiller,barils feuiller,,,,,,,,,1,1,224943
barils petit,barils petits,,,,,,,,,1,1,224943
Barils petits,barils petits,,,,,,,,,1,2,224943
Barils petits de 300,barils petits de 300,,,,,,,,,1,1,224943
barils simple,barils simple,,,,,,,,,1,1,224943
barils simples,barils simple,,,,,,0,1,0,1,2,224943
Barique,barriques,,,,,,,,,1,27,224943
barique,barriques,,,,,,,,,1,10,224943
Bariqueq,barriques,,,,,,,,,1,1,224943
Bariques,barriques,,,,,,,,,1,622,224943
bariques,barriques,,,,,,,,,1,258,224943
Bariquues,barriques,,,,,,,,,1,1,224943
Barques,barques,,,,,,,,,1,1,224943
Barraux,barreaux,barral vin de montpellier,kg,25.35,p57 doursther,,,,,1,4,224943
barraux,barreaux,barral vin de montpellier,kg,25.35,p57 doursther,,0,,0,1,7,7
barreaux,barreaux,barral vin de montpellier,kg,25.35,p57 doursther,,0,1,0,1,1,224943
barres,barres,,,,,,0,1,0,1,17,224943
Barril,barils,,,,,,,,,1,1,224943
barril,barils,,,,,,,,,1,1,224943
Barril de 3,baril de 3,,,,,,,,,1,1,224943
Barrile,barils,,,,,,,,,1,2,224943
Barriles,barils,,,,,,,,,1,2,224943
Barrillets,barillets,,,,,,,,,1,5,224943
Barrils,barils,,,,,,,,,1,118,224943
barrils,barils,,,,,,,,,1,20,224943
Barrils de 450 feuilles,barils de 450 feuilles,,,,,,,,,1,2,224943
Barrils en saumure,barils en saumure,,,,,,,,,1,1,224943
Barrils ordinaires,barils ordinaires,,,,,,,,,1,1,224943
Barrils petits,barils petits,,,,,,,,,1,5,224943
Barrique,barriques,,,,,,,,,1,10,224943
barrique,barriques,,,,,,,,,1,4,224943
Barriquels,barriques,,,,,,,,,1,1,224943
Barriques,barriques,,,,,,,,,1,161,224943
barriques,barriques,,,,,,0,,1,1,510,224943
Barriques Grosses,barriques grosses,,,,,,,,,1,1,224943
Barrrils,barils,,,,,,,,,1,1,224943
basin double,basin double,,,,,,,,,1,1,224943
bassin,bassin,,,,,,,,,1,1,224943
bassines,bassines,,,,,,,,,1,1,224943
bateaux,bateaux,,,,,,0,1,0,1,21,224943
batons,bâtons,,,,,,0,1,0,1,1,224943
Batteaux,bateaux,,,,,,,,,1,4,224943
batteaux,bateaux,,,,,,,,,1,3,224943
Battes,battes,,,,,,,,,1,1,224943
Baucoud,baucoud,,,,,,,,,1,1,224943
bautes,bautes,,,,,,,,,1,1,224943
bayonettes,baïonnettes,pièces,pieces,1,,,0,,0,1,1,181
bazannes,bazannes,pièces,pieces,1,,,0,,0,1,7,181
beines,beines,,,,,,,,,1,1,224943
bertilles,bertilles,,,,,,,,,1,1,224943
bichets,bichets,bichets de Lyon,litres,31.9,p66 doursther,,0,,0,1,1,1
Billes,billes,,,,,,,,,1,1,224943
billes,billes,,,,,,,,,1,10,224943
billets,billets,billets,pieces,1,,,0,,0,1,1,1
billons,billons,,,,,,,,,1,2,224943
bines,bines,,,,,,0,1,0,1,1,224943
birges,birges,,,,,,0,1,0,1,1,224943
boete,boëtes,,,,,,,,,1,1,224943
boetes,boëtes,,,,,,,,,1,1,224943
Boëtes,boëtes,,,,,,,,,1,1,224943
boëtes,boëtes,,,,,,,,,1,1,224943
boettes,boëtes,,,,,,,,,1,1,224943
bœufs,bœufs,pièces,pieces,1,,,0,,0,1,7,181
boillaux,boileau,,,,,,,,,1,8,224943
boinaux,boinaux,,,,,,,,,1,1,224943
boineaux,boineaux,,,,,,,,,1,4,224943
boinnaux,boinnaux,,,,,,,,,1,1,224943
Boiseau,boisseau,boisseaux,litres,12.67,Wikipedia,,,,,1,1,224943
Boiseaux,boisseau,boisseaux,litres,12.67,Wikipedia,,,,,1,1,224943
boiseaux,boisseau,boisseaux,litres,12.67,Wikipedia,,,,,1,3,224943
Boissaux,boisseau,boisseaux,litres,12.67,Wikipedia,,,,,1,5,224943
boissaux,boisseau,boisseaux,litres,12.67,Wikipedia,,,,,1,1,224943
Boisseau,boisseau,boisseaux,litres,12.67,Wikipedia,,,,,1,4,224943
Boisseauc,boisseau,boisseaux,litres,12.67,Wikipedia,,,,,1,1,224943
Boisseaux,boisseau,boisseaux,litres,12.67,Wikipedia,,,,,1,321,224943
boisseaux,boisseau,boisseaux,litres,12.67,Wikipedia,,0,,0,1,99,99
boîtes,boîtes,boîtes,contenant,1,,,0,,0,1,3,3
Boitte,boîtes,boîtes,contenant,1,,,,,,1,1,224943
boitures,boitures,,,,,,,,,1,2,224943
Bolliches,bolliches,,,,,,,,,1,1,224943
boneauds,boneauds,,,,,,0,1,0,1,1,224943
Bonnets,bonnets,pièces,pieces,1,,,,,,1,1,224943
bonnets,bonnets,pièces,pieces,1,,,0,,0,1,5,181
Bordage,bordage,,,,,,,,,1,1,224943
borneaux,borneaux,,,,,,,,,1,1,224943
borraux,borraux,,,,,,0,1,0,1,1,224943
botes,botes,,,,,,,,,1,1,224943
Bottes,bottes,,,,,,,,,1,20,224943
bottes,bottes,,,,,,0,,1,1,104,224943
boucauds,boucaux,,,,,,0,1,0,1,4,224943
boucault,boucaux,,,,,,,,,1,2,224943
boucaults,boucaux,,,,,,,,,1,1,224943
Boucauts,boucaux,,,,,,,,,1,1,224943
Boucaux,boucaux,,,,,,,,,1,1,224943
Boues,boues,,,,,,,,,1,6,224943
boules,boules,,,,,,,,,1,2,224943
boulle,boules,,,,,,,,,1,1,224943
Bourdillons,bourdillons,,,,,,,,,1,1,224943
Bout,bout,,,,,,,,,1,1,224943
Boutades,boutades,,,,,,,,,1,1,224943
Bouteille,bouteilles,,,,,,,,,1,11,224943
Bouteilles,bouteilles,,,,,,,,,1,129,224943
bouteilles,bouteilles,,,,,,0,,1,1,372,224943
Bouteilles + Muids + Pintes,bouteilles + muids + pintes,,,,,,,,,1,2,224943
bouteilles de pinte,bouteilles de pinte,,,,,,,,,1,1,224943
bouteuilles,bouteilles,,,,,,,,,1,17,224943
bouteuilles ou le livres,bouteilles ou le livres,,,,,,,,,1,1,224943
Bouts,bouts,bouts,pieces,1,,,,,,1,4,224943
bouts,bouts,bouts,pieces,1,,,0,,0,1,6,6
Bouyeilles,bouteilles,,,,,,,,,1,1,224943
brails,barils,,,,,,0,1,0,1,1,224943
brancard,brancard,,,,,,0,1,0,1,1,224943
brases,brases,,,,,,,,,1,2,224943
brassées,brassées,,,,p83 doursther = brasses ? ,,0,1,0,1,1,224943
Brasses,brasses,,,,,,,,,1,7,224943
brilles,brilles,,,,,,,,,1,1,224943
Brins,brins,,,,,,,,,1,2,224943
brins,brins,,,,,,,,,1,1,224943
Briques,briques,,,,,,,,,1,1,224943
briques,briques,,,,,,,,,1,1,224943
Bruis,bruis,,,,,,,,,1,1,224943
buche,bûches,bûches,pieces,1,???,,,,,1,2,224943
Buches,bûches,bûches,pieces,1,???,,,,,1,3,224943
buches,bûches,bûches,pieces,1,???,,,,,1,6,224943
bûches,bûches,bûches,pieces,1,???,,0,,0,1,6,6
Cabas,cabas,,,,,,,,,1,1,224943
cabas,cabas,,,,,,0,1,0,1,8,224943
cais,cais,,,,,,,,,1,1,224943
caise,caisses,caisses,contenant,1,,,,,,1,1,224943
caises,caisses,caisses,contenant,1,,,,,,1,6,224943
Caisse,caisses,caisses,contenant,1,,,,,,1,1,224943
caisse,caisses,caisses,contenant,1,,,,,,1,23,224943
Caisses,caisses,caisses,contenant,1,,,,,,1,39,224943
caisses,caisses,caisses,contenant,1,,,0,,0,1,194,194
Caissons,caissons,caissons,contenant,1,,,,,,1,1,224943
caissons,caissons,caissons,contenant,1,,,0,,0,1,14,14
Canastres,canastre,,,,,,,,,1,1,224943
canavettes,canavettes,,,,,,0,1,0,1,1,224943
Canelles,cannelles,,,,,,,,,1,1,224943
canevettes,canavettes,,,,,,,,,1,1,224943
cannavettes,canavettes,,,,,,,,,1,1,224943
cannelles,cannelles,,,,p94 : certainement canettes,,0,1,0,1,2,224943
Cannes,cannes,cannes,cm,194.89999,"p94 doursther, correspond à la toise",,,,,1,13,224943
cannes,cannes,cannes,cm,194.89999,"p94 doursther, correspond à la toise",,0,,0,1,14,14
Caps,caps,,,,,,,,,1,4,224943
caps,caps,,,,,,0,1,0,1,4,224943
Caques,caques,caques,kg,13.6,"p100 doursther : équivalent au baril, en anglais cade/cag",,,,,1,2,224943
caques,caques,caques,kg,13.6,"p100 doursther : équivalent au baril, en anglais cade/cag",,0,,0,1,3,3
Careaux,carreaux,,,,,,,,,1,2,224943
carpes,carpes,pièces,pieces,1,,,0,,0,1,8,181
Carraux,carreaux,,,,,,,,,1,2,224943
Carre,carre,,,,,,,,,1,1,224943
Carreaux,carreaux,carreaux,litres,102.832,p102 : 1 carreaux=102.832 décimètres cubes,,,,,1,15,224943
carreaux,carreaux,carreaux,litres,102.832,p102 : 1 carreaux=102.832 décimètres cubes,,0,,0,1,5,5
cartier du pied de 480 livres,cartier du pied de 480 livres,,,,,,,,,1,1,224943
Cartieres,cartieres,,,,,,,,,1,3,224943
cartieres,cartieres,,,,p103 voir quartière,,0,1,0,1,1,224943
cartroles,cartroles,,,,,,,,,1,1,224943
cave,cave,,,,,,,,,1,1,224943
caves,cave,,,,,,0,1,0,1,1,224943
Cens,cent,cents,kg,26000,"p107 doursther, 10.2833 stères, 300 pieds cubes de paris",,,,,1,45,224943
Cent,cent,cents,kg,26000,"p107 doursther, 10.2833 stères, 300 pieds cubes de paris",,,,,1,8,224943
Cent au grand compte,cent au grand compte,,,,,,,,,1,28,224943
centaine,centaine,,,,,,,,,1,2,224943
centaines,centaine,,,,,,,,,1,3,224943
Cents,cent,cents,kg,26000,"p107 doursther, 10.2833 stères, 300 pieds cubes de paris",,,,,1,28,224943
cents,cent,cents,kg,26000,"p107 doursther, 10.2833 stères, 300 pieds cubes de paris",,0,,0,1,26,26
chaldes,chaldes,,,,,,,,,1,4,224943
chalons,chalon,,,,,,,,,1,1,224943
chamois,chamois,pièces,pieces,1,,,0,,0,1,6,181
chanterice,chanterice,,,,,,,,,1,1,224943
chapeau,chapeaux,,kg,26000,"D'après Doursther, mesure pour le sel - varie suivant le lieu entre 28 et 26 tonnes",,,,,1,1,224943
Chapeaux,chapeaux,,kg,26000,"D'après Doursther, mesure pour le sel - varie suivant le lieu entre 28 et 26 tonnes",,,,,1,1,224943
chapeaux,chapeaux,,kg,26000,"D'après Doursther, mesure pour le sel - varie suivant le lieu entre 28 et 26 tonnes",,0,,0,1,9,224943
Char,chars,,,,,,,,,1,2,224943
chardées,chardées,,,,,,0,1,0,1,1,224943
chardes,chardes,,,,,,,,,1,1,224943
cHaretée,charretée,,,,,,,,,1,1,224943
charetées,charretées,,,,,,,,,1,1,224943
