numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,probleme,remarks
30,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,4,Cordage,Espagne,0,69200,livres,"0,35",-24220,6s dans un 1er temps
31,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,4,Cordeillas,Espagne,0,"286,75",pièces,60,-17205,
32,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,4,Coton filé,Espagne,0,1300,livres,2,-2600,
33,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,4,Couvertures de laine,Espagne,0,6,pièces,12,-72,
34,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,4,Cuirs de bœuf en poil,Espagne,0,2242,pièces,18,-40356,
35,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,4,Cuirs de bœuf tannés,Espagne,0,"972,5",,36,-35010,
36,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,4,Cuirs de vache corroyés,Espagne,0,290,en nombre,14,-4060,
37,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,4,Cuirs de vache tannés,Espagne,0,"17,5",cuirs,14,-245,
38,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,4,Cuivre en mitrailles,Espagne,0,400,livres,"1,1",-440,20 sols dans un 1er temps
39,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,4,Cuivre en rosette,Espagne,0,500,livres,"1,2",-600,
40,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,4,Cuivre ouvré,Espagne,0,550,livres,2,-1100,36s dans un 1er temps
41,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,4,Cumin,Espagne,0,2300,livres,"0,35",-805,
42,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,4,Dentelle de soye,Espagne,0,221,livres,350,-77350,
43,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,4,Drap de carcassonne,Espagne,0,75,pièces,200,-15000,
44,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,4,Drap de France,Espagne,0,343,pièces,300,-102900,
45,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,4,Drap de France,Espagne,0,122,aunes,15,-1830,
46,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,4,Drap de Languedoc,Espagne,0,480,pièces,150,-72000,150 livres
47,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,4,Drap de Limoux,Espagne,0,36,pièces,150,-5400,
48,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,4,Drap de Lodeve,Espagne,0,60,pièces,90,-5400,
49,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,4,Draperie d'amiens,Espagne,0,952,pièces,60,-57120,60 livres
50,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,4,Draperie de Languedoc,Espagne,0,"2995,5",pièces,33,"-98851,5",
51,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,4,Draperie petite,Espagne,0,100,livres,3,-300,3 livres
52,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,4,Droguerie,Espagne,0,320,livres,1,-320,20 sols
53,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,5,Eau de vie,Espagne,0,669,pipes,250,-167250,
54,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,5,Eau de vie,Espagne,0,100,pintes,"0,7",-70,"Absence d’unité de prix, il apparaît logique que ce soit des sous"
55,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,5,Etoffe de soye,Espagne,0,5408,livres,40,-216320,
56,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,5,Etoffe et galon or et argent,Espagne,0,5024,livres,100,-502400,
57,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,5,Etoffe or et argent,Espagne,0,7400,livres,80,-592000,
58,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,5,Etoffe serge et laine,Espagne,0,433,pièces,120,-51960,
59,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,5,Etoffe serge et laine,Espagne,0,4095,livres,12,-49140,
60,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,5,Eventails d'écaille yvoire et nacre,Espagne,0,78240,en nombre,5,-391200,
61,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,5,Eventails de taffetas,Espagne,0,94920,en nombre,"1,5",-142380,18 livres
62,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,5,Fer blanc,Espagne,0,6,barils,95,-570,
63,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,5,Fil à coudre,Espagne,0,3,livres,8,-24,
64,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,5,Fil de fer,Espagne,0,1300,livres,"0,6",-780,
65,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,5,Fil en masse,Espagne,0,"10,5",balles,180,-1890,250lt dans un 1er temps
66,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,5,Fil en masse,Espagne,0,18,livres,"1,2","-21,6",
67,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,5,Frange or et argent,Espagne,0,246,livres,108,-26568,
68,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,5,Fromage,Espagne,0,800,livres,"0,35",-280,
69,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,5,Galon or et argent,Espagne,0,1775,livres,112,-198800,
70,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,5,Geroffle,Espagne,0,1830,livres,"10,5",-19215,9lt 10s dans un 1er temps
71,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,5,Goldron,Espagne,0,1414,barils,12,-16968,15lt dans un 1er temps
72,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,5,Huile de baleine,Espagne,0,5200,livres,"0,2",-1040,
73,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,5,Jambon,Espagne,0,425,livres,"0,35","-148,75",10s dans un 1er temps
74,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,5,Jument,Espagne,0,1,en nombre,60,-60,
75,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,5,Laine à tapisserie,Espagne,0,953,livres,6,-5718,
76,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,5,Lard,Espagne,0,250,livres,"0,35","-87,5",
77,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,5,Manne de Calabre,Espagne,0,40,livres,"3,5",-140,
78,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,5,Marchandises à l'estimation,Espagne,813163,,,,0,
79,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,5,Marchandises des flandres,Espagne,0,48171,livres,3,-144513,
80,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,5,Mercerie,Espagne,0,234437,livres,3,-703311,
81,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,5,Morue seche,Espagne,0,77650,livres,"0,3",-23295,17lt 10s % dans un 1er temps
82,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,6,Moutons,Espagne,0,608,pièces,6,-3648,11lt dans un 1er temps
83,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,6,Navire,Espagne,0,1,pièces,11700,-11700,
84,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,6,Orge,Espagne,0,350,conques,2,-700,
85,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,6,Palatines,Espagne,30,17,en nombre,0,0,
86,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,6,Papier à écrire,Espagne,0,392,balles,55,-21560,160lt dans un 1er temps
87,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,6,Papier à écrire,Espagne,0,261,rames,"2,5","-652,5",6lt dans un 1er temps
88,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,6,Peaux de veau corroyées,Espagne,0,480,en nombre,5,-2400,
89,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,6,Peaux de veau tannées,Espagne,0,100,en nombre,5,-500,
90,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,6,Peignes de buis,Espagne,0,28,caissons,50,-1400,
91,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,6,Planches de sapin,Espagne,0,1200,en nombre,"0,25",-300,
92,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,6,Plomb en grenaille,Espagne,0,21400,livres,"0,25",-5350,
93,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,6,Plomb en saumon,Espagne,0,4000,livres,"0,225",-900,
94,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,6,Plumes à écrire,Espagne,0,1400,livres,6,-8400,
95,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,6,Plumes à lit,Espagne,0,8581,livres,"0,55","-4719,55",24s dans un 1er temps
96,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,6,Plumes d'autruche aprêtées,Espagne,0,328,livres,40,-13120,
97,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,6,Point d'Espagne or et argent,Espagne,0,572,livres,135,-77220,
98,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,6,Poisson frais,Espagne,0,20025,livres,"0,3","-6007,5",
99,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,6,Poivre,Espagne,0,120119,livres,"1,3","-156154,7",35s dans un 1er temps
100,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,6,Quincaille,Espagne,0,163,balles,150,-24450,
101,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,6,Quincaille de fer et acier,Espagne,0,"2637,5",livres,1,"-2637,5",
102,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,6,Quinquina,Espagne,0,50,livres,5,-250,
103,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,6,Raiseau or et argent,Espagne,0,186,livres,128,-23808,
104,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,6,Raisin sec,Espagne,0,9600,livres,"0,125",-1200,
105,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,6,Ruban de soye,Espagne,0,255,livres,60,-15300,
106,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,6,Ruban or et argent,Espagne,0,277,livres,120,-33240,
107,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,6,Ruban tresse et agremens or et argent,Espagne,0,"247,75",livres,110,"-27252,5",
108,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,6,Saffran,Espagne,0,630,livres,20,-12600,25lt dans un 1er temps
109,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,7,Saumon frais,Espagne,0,4,en nombre,20,-80,
110,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,7,Sergette de Montauban,Espagne,0,54,pièces,30,-1620,
111,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,7,Soulier de cuir,Espagne,0,23628,paires,"2,5",-59070,3lt 10 s dans un 1er temps
112,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,7,Soulphre,Espagne,0,3800,livres,"0,18",-684,
113,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,7,Sucre blanc,Espagne,0,2250,livres,"0,6",-1350,
114,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,7,Sucre brut,Espagne,0,579000,livres,"0,375",-217125,
115,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,7,Sucre terré,Espagne,0,29925,livres,"0,55","-16458,75",
116,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,7,Tabac briques,Espagne,0,307,livres,"0,45","-138,15",5 sols dans un 1er temps
117,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,7,Tabac de Bresil,Espagne,0,10889,livres,"0,45","-4900,05",9 sols dans un 1er temps
118,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,7,Tabac en carottes,Espagne,0,2700,livres,"0,8",-2160,20 sols dans un 1er temps
119,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,7,Tabac en feuilles,Espagne,0,43645,livres,"0,225","-9820,13",5s dans un 1er temps
120,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,7,Tabac en poudre,Espagne,0,"193537,25",livres,"1,25","-241921,56",40s dans un 1er temps
121,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,7,Tabac rapé,Espagne,0,1500,livres,2,-3000,
122,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,7,Toile à carreaux,Espagne,0,171,pièces,70,-11970,
123,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,7,Toile beurriere,Espagne,0,"82,5",pièces,50,-4125,
124,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,7,Toile blanche,Espagne,0,"69,5",pièces,75,"-5212,5",
125,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,7,Toile commune,Espagne,0,"30,5",pièces,30,-915,
126,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,7,Toile crée,Espagne,0,963,pièces,126,-121338,
127,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,7,Toile d'embalage,Espagne,0,198,pièces,12,-2376,
128,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,7,Toile de Laval,Espagne,0,1416,balles,800,-1132800,800lt dans un 1er temps
129,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,7,Toile de lin de Saint Quentin,Espagne,0,10630,livres,28,-297640,
130,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,7,Toile de Lucarnan,Espagne,0,72,pièces,126,-9072,
131,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,7,Toile grossiere,Espagne,0,7,pièces,32,-224,
132,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,7,Toile rousse,Espagne,0,18,pièces,36,-648,
133,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,7,Toile vitrée,Espagne,0,31,pièces,70,-2170,
134,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,7,Tresse or et argent,Espagne,0,"360,5",livres,104,-37492,
135,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,7,Vaches,Espagne,0,8,pièces,50,-400,
136,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,7,Vaisselle d'argent,Espagne,0,"921,5",marcs,55,"-50682,5",
137,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,7,Vin françois,Espagne,0,2,bariques,75,-150,
138,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,1,Avirons,Hollande,0,570,traques,6,-3420,
139,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,1,Bois de buis,Hollande,0,9500,livres,"0,15",-1425,
140,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-sorties.csv,Local,1746,Exports,Bayonne,1,Bois de gayac,Hollande,0,19000,livres,"0,1",-1900,
