numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,probleme,remarks
29,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,2,Laine ; d'Espagne,Espagne,3709212,2119550,livres,"1,75","-0,5",
30,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,2,Laine ; grossière,Espagne,"14521,6",36304,livres,"0,4",0,
31,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,2,Lin ; commun,Espagne,125,250,livres,"0,5",0,
32,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,2,Mine ; de fer,Espagne,6600,330000,livres,"0,02",0,
33,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,2,Morue,Espagne,6799,33995,livres,"0,2",0,
34,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,2,Peaux ; de cacao,Espagne,"903,75",12050,livres,"0,075",0,
35,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,2,Peaux ; de chamoy,Espagne,2800,560,livres,5,0,
36,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,2,Peaux ; de chevre,Espagne,20,4,douzaines,5,0,
37,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,2,Peaux ; de maroquin,Espagne,720,12,douzaines,60,0,
38,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,2,Peaux ; de maroquin,Espagne,195,78,livres,"2,5",0,
39,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,2,Peaux ; de mouton ; en laine,Espagne,1974,"164,5",douzaines,12,0,
40,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,2,Peaux ; de veau ; corroyées,Espagne,34,1,douzaines,34,0,
41,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,2,Peaux ; de veau ; corroyées,Espagne,25,20,livres,"1,25",0,
42,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,2,Pierres ; à taillandier,Espagne,300,100,pièces,3,0,
43,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,2,Pierres ; à taillandier,Espagne,237,158,livres,"1,5",0,
44,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,3,Platines ; de fusils,Espagne,100,1,valeur,100,0,
45,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,3,Porcs ; en vie,Espagne,750,25,pièces,30,0,
46,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,3,Reglisse,Espagne,8640,384,ballots,"22,5",0,
47,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,3,Reglisse,Espagne,"51157,5",341050,livres,"0,15",0,
48,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,3,Saffran,Espagne,1020,102,livres,10,0,
49,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,3,Savon,Espagne,8320,26000,livres,"0,32",0,
50,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,3,Sel ; tartre ; émétique,Espagne,1200,400,livres,3,0,
51,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,3,Soye ; en rame,Espagne,38484,2138,livres,18,0,
52,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,3,Spardilles,Espagne,9,2,douzaines,"4,5",0,
53,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,3,Suif,Espagne,4680,11700,livres,"0,4",0,
54,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,3,Tabac ; en feuilles,Espagne,44565,148550,livres,"0,3",0,
55,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,3,Tabac ; en poudre,Espagne,7800,5200,livres,"1,5",0,
56,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,3,Vin ; de Canarie,Espagne,2600,13,pipes,200,0,
57,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,3,Vin ; d'Espagne,Espagne,720,4,pipes,180,0,
58,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,3,Vin ; d'Espagne,Espagne,8600,344,boucs,25,0,
59,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,3,Vin ; de France,Espagne,1200,20,boucs,60,0,
60,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,3,Vin ; de Malaga,Espagne,180,1,pipes,180,0,
61,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,3,Vin ; de Navarre,Espagne,175,5,boucs,35,0,
62,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,3,Vinaigre,Espagne,1875,125,boucs,15,0,
63,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,3,Acier,Hollande,"4742,5",18970,livres,"0,25",0,
64,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,3,Amidon,Hollande,552,2400,livres,"0,23",0,
65,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,3,Baleine ; coupée,Hollande,900,300,livres,3,0,
66,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,3,Bazin,Hollande,8610,287,pièces,30,0,
67,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,3,Bierre,Hollande,462,21,bariques,22,0,
68,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,3,Bois ; de campeche,Hollande,1360,3400,livres,"0,4",0,
69,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,3,Bois ; de sandal,Hollande,8255,12700,livres,"0,65",0,
70,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,3,Bouteille ; de verre,Hollande,800,4000,pièces,"0,2",0,
71,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,4,Brun ; rouge,Hollande,736,9200,livres,"0,08",0,
72,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,4,Cabillaux,Hollande,"16241,25",108275,livres,"0,15",0,
73,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,4,Cacao ; de Caraque,Hollande,"789202,45",686263,livres,"1,15",0,
74,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,4,Canelle,Hollande,"43037,5",7825,livres,"5,5",0,
75,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,4,Ceruze,Hollande,"1037,5",4150,livres,"0,25",0,
76,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,4,Chanvre ; en rame,Hollande,111144,505200,livres,"0,22",0,
77,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,4,Cire ; jeaune,Hollande,82998,46110,livres,"1,8",0,
78,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,4,Clous ; de fer,Hollande,6800,27200,livres,"0,25",0,
79,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,4,Colle ; de poisson,Hollande,480,160,livres,3,0,
80,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,4,Couperose,Hollande,1546,15460,livres,"0,1",0,
81,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,4,Cuivre ; ouvré,Hollande,5400,2700,livres,2,0,
82,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,4,Cuivre ; en planche,Hollande,2898,1610,livres,"1,8",0,
83,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,4,Drogueries,Hollande,"297,5",595,livres,"0,5",0,
84,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,4,Fayance,Hollande,14150,2177,douzaines,"6,5","-0,5",
85,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,4,Fayance,Hollande,204,1360,livres,"0,15",0,
86,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,4,Fer ; blanc,Hollande,4300,43,barils,100,0,
87,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,4,Fer ; en plaques,Hollande,"468,75",3750,livres,"0,125",0,
88,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,4,Fil ; à cardes,Hollande,"487,5",650,livres,"0,75",0,
89,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,4,Fil ; de fer,Hollande,5236,13090,livres,"0,4",0,
90,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,4,Fil ; de leton,Hollande,2702,1930,livres,"1,4",0,
91,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,4,Fromage,Hollande,55284,162600,livres,"0,34",0,
92,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,4,Garance,Hollande,10650,21300,livres,"0,5",0,
93,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,4,Geroffle,Hollande,33830,3383,livres,10,0,
94,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,4,Harangs ; sors,Hollande,1260,42,barils,30,0,
95,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,4,Huile ; de lin,Hollande,525,1500,livres,"0,35",0,
96,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,4,Huile ; de navette,Hollande,"4192,5",13975,livres,"0,3",0,
97,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,4,Lin ; commun,Hollande,1450,2900,livres,"0,5",0,
98,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,4,Mercerie,Hollande,40375,16150,livres,"2,5",0,
99,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,4,Muscade,Hollande,1600,200,livres,8,0,
100,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,4,Ocre,Hollande,180,1500,livres,"0,12",0,
101,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,4,Pipes ; à fumer,Hollande,1225,700,grosses,"1,75",0,
102,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,5,Plomb ; en barre,Hollande,4707,26150,livres,"0,18",0,
103,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,5,Plomb ; en grenaillle,Hollande,34923,166300,livres,"0,21",0,
104,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,5,Poivre,Hollande,"126002,5",96925,livres,"1,3",0,
105,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,5,Quincaille,Hollande,2380,17,balles,140,0,
106,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,5,Quincaille,Hollande,4480,5600,livres,"0,8",0,
107,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,5,Saumon ; salé,Hollande,2750,50,barils,55,0,
108,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,5,Souffre,Hollande,2295,13500,livres,"0,17",0,
109,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,5,Sucre ; en pain,Hollande,3652,4565,livres,"0,8",0,
110,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,5,Tabac ; de Brezil,Hollande,5620,5620,livres,1,0,
111,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,5,Tabac ; briquet,Hollande,3542,10120,livres,"0,35",0,
112,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,5,Tabac ; en carotte,Hollande,4350,5800,livres,"0,75",0,
113,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,5,Tabac ; en feuilles,Hollande,4848,16160,livres,"0,3",0,
114,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,5,Tabac ; en poudre,Hollande,1095,730,livres,"1,5",0,
115,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,5,Thé,Hollande,340,85,livres,4,0,
116,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,5,Toile ; blanche,Hollande,1080,18,pièces,60,0,
117,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,5,Toile ; commune,Hollande,38860,19430,livres,2,0,
118,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,5,Toile ; cottray,Hollande,2760,69,pièces,40,0,
119,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,5,Toile ; diverse,Hollande,29168,29168,livres,1,0,
120,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,5,Toile ; d'embalage,Hollande,6168,514,pièces,12,0,
121,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,5,Toile ; à voile,Hollande,43728,911,pièces,48,0,
122,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,5,Verres ; de cristal,Hollande,1064,608,douzaines,"1,75",0,
123,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,5,Acier,Nord,"3187,5",12750,livres,"0,25",0,
124,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,5,Amidon,Nord,2806,12200,livres,"0,23",0,
125,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,5,Bazin,Nord,19656,1092,pièces,18,0,
126,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,5,Bouteille ; de verre,Nord,23740,118700,pièces,"0,2",0,
127,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,5,Cacao ; de Caraque,Nord,6095,5300,livres,"1,15",0,
128,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,5,Cire ; jeaune,Nord,60732,33740,livres,"1,8",0,
129,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,6,Cuivre ; ouvré,Nord,1800,900,livres,2,0,
130,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,6,Fer ; blanc,Nord,1100,11,barils,100,0,
131,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,6,Fil ; de leton,Nord,700,500,livres,"1,4",0,
132,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,6,Fromage,Nord,646,1900,livres,"0,34",0,
133,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,6,Gobelets ; de cristal,Nord,"27667,8",15371,douzaines,"1,8",0,
134,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,6,Leton ; ouvré,Nord,3211,1690,livres,"1,9",0,
135,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,6,Mercerie,Nord,"8012,5",3205,livres,"2,5",0,
136,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,6,Poivre,Nord,9490,7300,livres,"1,3",0,
137,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,6,Sucre ; en pain,Nord,1040,1300,livres,"0,8",0,
138,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,6,Tabac ; de Brezil,Nord,5010,5010,livres,1,0,
139,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,6,Tabac ; en carotte,Nord,1800,2400,livres,"0,75",0,
140,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,6,Tabac ; en poudre,Nord,11628,7752,livres,"1,5",0,
141,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,6,Toile ; cottray,Nord,27280,682,pièces,40,0,
142,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,6,Toile ; diverse,Nord,104115,104115,livres,1,0,
143,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,6,Toile ; d'emballage,Nord,5100,425,pièces,12,0,
144,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,6,Toile ; à voile,Nord,9320,233,pièces,40,0,
145,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,6,Poivre,Portugal,21619,16630,livres,"1,3",0,
146,Pascal Fontaine,AD 64 2 ETP 104,Local/Bayonne/Bayonne-entrées.csv,Local,1749,Imports,Bayonne,6,Tabac ; de Brezil,Portugal,6075,6075,livres,1,0,
