numerodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,pays,direction,value,,
326,Stephen Jackson,,,,1773,exports,1,Guinée,Rennes,637213,,
327,Stephen Jackson,,,,1773,exports,1,Guinée,Roüen,2208076,,
328,Stephen Jackson,,,,1773,imports,1,Indes Orientales,Rennes,24380572,,
329,Stephen Jackson,,,,1773,imports,1,Indes Orientales,Roüen,3064,,
330,Stephen Jackson,,,,1773,exports,1,Indes Orientales,Amiens,555,,
331,Stephen Jackson,,,,1773,exports,1,Indes Orientales,Châlons,17312,,
332,Stephen Jackson,,,,1773,exports,1,Indes Orientales,La Rochelle,2912019,,
333,Stephen Jackson,,,,1773,exports,1,Indes Orientales,Marseille,461869,,
334,Stephen Jackson,,,,1773,exports,1,Indes Orientales,Montpellier,158627,,
335,Stephen Jackson,,,,1773,exports,1,Indes Orientales,Nantes,423368,,
336,Stephen Jackson,,,,1773,exports,1,Indes Orientales,Rennes,1441820,,
337,Stephen Jackson,,,,1773,exports,1,Indes Orientales,Roüen,104882,,
