numerodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,pays,direction,value,,
32,Stephen Jackson,,,,1770,exports,1,Angleterre,La Rochelle,590944,,
33,Stephen Jackson,,,,1770,exports,1,Angleterre,Marseille,521699,,
34,Stephen Jackson,,,,1770,exports,1,Angleterre,Montpellier,244581,,
35,Stephen Jackson,,,,1770,exports,1,Angleterre,Nantes,219646,,
36,Stephen Jackson,,,,1770,exports,1,Angleterre,Rennes,1031533,,
37,Stephen Jackson,,,,1770,exports,1,Angleterre,Roüen,2743296,,
38,Stephen Jackson,,,,1770,exports,1,Angleterre,Saint Quentin,50089,,
39,Stephen Jackson,,,,1770,imports,1,Danemark,Amiens,63509,,
40,Stephen Jackson,,,,1770,imports,1,Danemark,Bordeaux,1217298,,
41,Stephen Jackson,,,,1770,imports,1,Danemark,Caën,30975,,
42,Stephen Jackson,,,,1770,imports,1,Danemark,La Rochelle,128374,,
43,Stephen Jackson,,,,1770,imports,1,Danemark,Nantes,59001,,
44,Stephen Jackson,,,,1770,imports,1,Danemark,Rennes,271900,,
45,Stephen Jackson,,,,1770,imports,1,Danemark,Roüen,540419,,
46,Stephen Jackson,,,,1770,exports,1,Danemark,Amiens,2736,,
47,Stephen Jackson,,,,1770,exports,1,Danemark,Bordeaux,3209115,,
48,Stephen Jackson,,,,1770,exports,1,Danemark,Caën,1396,,
49,Stephen Jackson,,,,1770,exports,1,Danemark,La Rochelle,432730,,
50,Stephen Jackson,,,,1770,exports,1,Danemark,Nantes,446393,,
51,Stephen Jackson,,,,1770,exports,1,Danemark,Rennes,2958,,
52,Stephen Jackson,,,,1770,exports,1,Danemark,Roüen,170013,,
53,Stephen Jackson,,,,1770,imports,1,"Espagne, Canaries et Indes Occidentales",Amiens,932630,,
54,Stephen Jackson,,,,1770,imports,1,"Espagne, Canaries et Indes Occidentales",Bayonne,2965291,,
55,Stephen Jackson,,,,1770,imports,1,"Espagne, Canaries et Indes Occidentales",Bordeaux,1194874,,
56,Stephen Jackson,,,,1770,imports,1,"Espagne, Canaries et Indes Occidentales",La Rochelle,202660,,
57,Stephen Jackson,,,,1770,imports,1,"Espagne, Canaries et Indes Occidentales",Marseille,6236442,,
58,Stephen Jackson,,,,1770,imports,1,"Espagne, Canaries et Indes Occidentales",Montpellier,622668,,
59,Stephen Jackson,,,,1770,imports,1,"Espagne, Canaries et Indes Occidentales",Nantes,741556,,
60,Stephen Jackson,,,,1770,imports,1,"Espagne, Canaries et Indes Occidentales",Narbonne,143173,,
61,Stephen Jackson,,,,1770,imports,1,"Espagne, Canaries et Indes Occidentales",Rennes,424691,,
62,Stephen Jackson,,,,1770,imports,1,"Espagne, Canaries et Indes Occidentales",Roüen,7829103,,
63,Stephen Jackson,,,,1770,imports,1,"Espagne, Canaries et Indes Occidentales",Saint Quentin,34286,,
64,Stephen Jackson,,,,1770,exports,1,"Espagne, Canaries et Indes Occidentales",Amiens,2008748,,problème de somme
65,Stephen Jackson,,,,1770,exports,1,"Espagne, Canaries et Indes Occidentales",Bayonne,5875480,,problème de somme
66,Stephen Jackson,,,,1770,exports,1,"Espagne, Canaries et Indes Occidentales",Bordeaux,1961642,,problème de somme
67,Stephen Jackson,,,,1770,exports,1,"Espagne, Canaries et Indes Occidentales",Châlons,178871,,problème de somme
68,Stephen Jackson,,,,1770,exports,1,"Espagne, Canaries et Indes Occidentales",Flandre,412035,,problème de somme
69,Stephen Jackson,,,,1770,exports,1,"Espagne, Canaries et Indes Occidentales",Lyon,2916028,,problème de somme
70,Stephen Jackson,,,,1770,exports,1,"Espagne, Canaries et Indes Occidentales",Marseille,10356220,,problème de somme
71,Stephen Jackson,,,,1770,exports,1,"Espagne, Canaries et Indes Occidentales",Montpellier,374195,,problème de somme
72,Stephen Jackson,,,,1770,exports,1,"Espagne, Canaries et Indes Occidentales",Nantes,1697899,,problème de somme
73,Stephen Jackson,,,,1770,exports,1,"Espagne, Canaries et Indes Occidentales",Narbonne,687613,,problème de somme
74,Stephen Jackson,,,,1770,exports,1,"Espagne, Canaries et Indes Occidentales",Rennes,7513611,,problème de somme
75,Stephen Jackson,,,,1770,exports,1,"Espagne, Canaries et Indes Occidentales",Roüen,2124938,,problème de somme
76,Stephen Jackson,,,,1770,exports,1,"Espagne, Canaries et Indes Occidentales",Saint Quentin,1381380,,problème de somme
77,Stephen Jackson,,,,1770,imports,1,Flandre Autrichienne,Amiens,10375,,problème de somme
78,Stephen Jackson,,,,1770,imports,1,Flandre Autrichienne,Caën,65331,,problème de somme
79,Stephen Jackson,,,,1770,imports,1,Flandre Autrichienne,Charleville,76205,,problème de somme
80,Stephen Jackson,,,,1770,imports,1,Flandre Autrichienne,Flandre,3050686,,problème de somme
81,Stephen Jackson,,,,1770,imports,1,Flandre Autrichienne,La Rochelle,6453,,problème de somme
82,Stephen Jackson,,,,1770,imports,1,Flandre Autrichienne,Nantes,519419,,problème de somme
83,Stephen Jackson,,,,1770,imports,1,Flandre Autrichienne,Roüen,811692,,problème de somme
84,Stephen Jackson,,,,1770,imports,1,Flandre Autrichienne,Saint Quentin,115924,,problème de somme
85,Stephen Jackson,,,,1770,exports,1,Flandre Autrichienne,Amiens,486999,,
86,Stephen Jackson,,,,1770,exports,1,Flandre Autrichienne,Bayonne,429957,,
87,Stephen Jackson,,,,1770,exports,1,Flandre Autrichienne,Bordeaux,4190671,,
88,Stephen Jackson,,,,1770,exports,1,Flandre Autrichienne,Bourgogne,96163,,
89,Stephen Jackson,,,,1770,exports,1,Flandre Autrichienne,Caën,3443,,
90,Stephen Jackson,,,,1770,exports,1,Flandre Autrichienne,Châlons,70969,,
91,Stephen Jackson,,,,1770,exports,1,Flandre Autrichienne,Charleville,298927,,
92,Stephen Jackson,,,,1770,exports,1,Flandre Autrichienne,Flandre,5116155,,
93,Stephen Jackson,,,,1770,exports,1,Flandre Autrichienne,La Rochelle,152606,,
94,Stephen Jackson,,,,1770,exports,1,Flandre Autrichienne,Lyon,760981,,
95,Stephen Jackson,,,,1770,exports,1,Flandre Autrichienne,Montpellier,9580,,
96,Stephen Jackson,,,,1770,exports,1,Flandre Autrichienne,Nantes,1572502,,
97,Stephen Jackson,,,,1770,exports,1,Flandre Autrichienne,Roüen,447960,,
98,Stephen Jackson,,,,1770,exports,1,Flandre Autrichienne,Saint Quentin,407585,,
99,Stephen Jackson,,,,1770,imports,1,Geneve,Lyon,69639,,
100,Stephen Jackson,,,,1770,exports,1,Geneve,Bourgogne,6547,,
101,Stephen Jackson,,,,1770,exports,1,Geneve,Châlons,300,,
102,Stephen Jackson,,,,1770,exports,1,Geneve,Flandre,27754,,
103,Stephen Jackson,,,,1770,exports,1,Geneve,Langres,5480,,
104,Stephen Jackson,,,,1770,exports,1,Geneve,Lyon,806228,,
105,Stephen Jackson,,,,1770,exports,1,Geneve,Marseille,32696,,
106,Stephen Jackson,,,,1770,exports,1,Geneve,Montpellier,2300,,
107,Stephen Jackson,,,,1770,exports,1,Geneve,Roüen,67882,,
108,Stephen Jackson,,,,1770,exports,1,Geneve,Saint Quentin,9940,,
109,Stephen Jackson,,,,1770,imports,1,Hollande,Amiens,800895,,
110,Stephen Jackson,,,,1770,imports,1,Hollande,Bayonne,1317198,,
111,Stephen Jackson,,,,1770,imports,1,Hollande,Bordeaux,8109420,,
112,Stephen Jackson,,,,1770,imports,1,Hollande,Caën,580302,,
113,Stephen Jackson,,,,1770,imports,1,Hollande,Charleville,5644,,
114,Stephen Jackson,,,,1770,imports,1,Hollande,La Rochelle,1206265,,
115,Stephen Jackson,,,,1770,imports,1,Hollande,Marseille,4097856,,
116,Stephen Jackson,,,,1770,imports,1,Hollande,Montpellier,41407,,
117,Stephen Jackson,,,,1770,imports,1,Hollande,Nantes,4130293,,
118,Stephen Jackson,,,,1770,imports,1,Hollande,Rennes,1840213,,
119,Stephen Jackson,,,,1770,imports,1,Hollande,Roüen,7485249,,
120,Stephen Jackson,,,,1770,imports,1,Hollande,Saint Quentin,146235,,
121,Stephen Jackson,,,,1770,exports,1,Hollande,Amiens,66375,,
122,Stephen Jackson,,,,1770,exports,1,Hollande,Bayonne,1292087,,
123,Stephen Jackson,,,,1770,exports,1,Hollande,Bordeaux,17054575,,
124,Stephen Jackson,,,,1770,exports,1,Hollande,Bourgogne,1080,,
125,Stephen Jackson,,,,1770,exports,1,Hollande,Caën,6351,,
126,Stephen Jackson,,,,1770,exports,1,Hollande,Châlons,18092,,
127,Stephen Jackson,,,,1770,exports,1,Hollande,Flandre,33000,,
128,Stephen Jackson,,,,1770,exports,1,Hollande,La Rochelle,575780,,
129,Stephen Jackson,,,,1770,exports,1,Hollande,Lyon,394252,,
130,Stephen Jackson,,,,1770,exports,1,Hollande,Marseille,2900090,,
131,Stephen Jackson,,,,1770,exports,1,Hollande,Montpellier,1156434,,
132,Stephen Jackson,,,,1770,exports,1,Hollande,Nantes,4196219,,
133,Stephen Jackson,,,,1770,exports,1,Hollande,Rennes,2308622,,
134,Stephen Jackson,,,,1770,exports,1,Hollande,Roüen,3672725,,
135,Stephen Jackson,,,,1770,exports,1,Hollande,Saint Quentin,82580,,
136,Stephen Jackson,,,,1770,imports,1,Italie,Amiens,64464,,
137,Stephen Jackson,,,,1770,imports,1,Italie,Lyon,30036,,
138,Stephen Jackson,,,,1770,imports,1,Italie,Marseille,6791379,,
139,Stephen Jackson,,,,1770,imports,1,Italie,Montpellier,792190,,
140,Stephen Jackson,,,,1770,imports,1,Italie,Roüen,2199297,,
141,Stephen Jackson,,,,1770,exports,1,Italie,Amiens,596119,,
142,Stephen Jackson,,,,1770,exports,1,Italie,Bordeaux,4234081,,
143,Stephen Jackson,,,,1770,exports,1,Italie,Bourgogne,1210,,
144,Stephen Jackson,,,,1770,exports,1,Italie,Châlons,341753,,
145,Stephen Jackson,,,,1770,exports,1,Italie,Flandre,163140,,
146,Stephen Jackson,,,,1770,exports,1,Italie,La Rochelle,261323,,
147,Stephen Jackson,,,,1770,exports,1,Italie,Lyon,8626416,,
148,Stephen Jackson,,,,1770,exports,1,Italie,Marseille,9291697,,
149,Stephen Jackson,,,,1770,exports,1,Italie,Montpellier,303747,,
150,Stephen Jackson,,,,1770,exports,1,Italie,Nantes,299219,,
151,Stephen Jackson,,,,1770,exports,1,Italie,Narbonne,4079,,
152,Stephen Jackson,,,,1770,exports,1,Italie,Roüen,239890,,
153,Stephen Jackson,,,,1770,exports,1,Italie,Saint Quentin,763196,,
154,Stephen Jackson,,,,1770,imports,1,Naples et Sicile,Marseille,10169491,,
155,Stephen Jackson,,,,1770,exports,1,Naples et Sicile,Amiens,74707,,
156,Stephen Jackson,,,,1770,exports,1,Naples et Sicile,Lyon,60765,,
157,Stephen Jackson,,,,1770,exports,1,Naples et Sicile,Marseille,4197133,,
158,Stephen Jackson,,,,1770,exports,1,Naples et Sicile,Saint Quentin,139440,,
159,Stephen Jackson,,,,1770,imports,1,Genes,Marseille,4019063,,
160,Stephen Jackson,,,,1770,imports,1,Genes,Narbonne,9177,,
161,Stephen Jackson,,,,1770,exports,1,Genes,Amiens,1470,,
162,Stephen Jackson,,,,1770,exports,1,Genes,Châlons,27640,,
163,Stephen Jackson,,,,1770,exports,1,Genes,Lyon,76370,,
164,Stephen Jackson,,,,1770,exports,1,Genes,Marseille,4500127,,
165,Stephen Jackson,,,,1770,exports,1,Genes,Narbonne,9034,,
166,Stephen Jackson,,,,1770,exports,1,Genes,Saint Quentin,12460,,
167,Stephen Jackson,,,,1770,imports,1,Venise,Marseille,1362207,,
168,Stephen Jackson,,,,1770,exports,1,Venise,Lyon,12760,,
169,Stephen Jackson,,,,1770,exports,1,Venise,Marseille,1654612,,
170,Stephen Jackson,,,,1770,exports,1,Venise,Saint Quentin,2380,,
171,Stephen Jackson,,,,1770,imports,1,Levant,Amiens,1250,,
172,Stephen Jackson,,,,1770,imports,1,Levant,Marseille,32679298,,
173,Stephen Jackson,,,,1770,exports,1,Levant,Flandre,1409776,,
174,Stephen Jackson,,,,1770,exports,1,Levant,Marseille,20294867,,
175,Stephen Jackson,,,,1770,imports,1,Nord,Amiens,204840,,
176,Stephen Jackson,,,,1770,imports,1,Nord,Bayonne,693284,,
177,Stephen Jackson,,,,1770,imports,1,Nord,Bordeaux,12561281,,
178,Stephen Jackson,,,,1770,imports,1,Nord,La Rochelle,336801,,
179,Stephen Jackson,,,,1770,imports,1,Nord,Marseille,15350,,
180,Stephen Jackson,,,,1770,imports,1,Nord,Nantes,5731473,,
181,Stephen Jackson,,,,1770,imports,1,Nord,Rennes,620155,,
182,Stephen Jackson,,,,1770,imports,1,Nord,Roüen,3398359,,
183,Stephen Jackson,,,,1770,exports,1,Nord,Bayonne,547681,,
184,Stephen Jackson,,,,1770,exports,1,Nord,Bordeaux,33178630,,
185,Stephen Jackson,,,,1770,exports,1,Nord,Bourgogne,1440,,
186,Stephen Jackson,,,,1770,exports,1,Nord,La Rochelle,1667999,,
187,Stephen Jackson,,,,1770,exports,1,Nord,Marseille,871771,,
188,Stephen Jackson,,,,1770,exports,1,Nord,Nantes,3515992,,
189,Stephen Jackson,,,,1770,exports,1,Nord,Rennes,571262,,
190,Stephen Jackson,,,,1770,exports,1,Nord,Roüen,4719145,,
191,Stephen Jackson,,,,1770,exports,1,Nord,Saint Quentin,5880,,
192,Stephen Jackson,,,,1770,imports,1,"Portugal et Isles Terceres, Madère et Açores",Amiens,22340,,
193,Stephen Jackson,,,,1770,imports,1,"Portugal et Isles Terceres, Madère et Açores",Bayonne,8135,,
194,Stephen Jackson,,,,1770,imports,1,"Portugal et Isles Terceres, Madère et Açores",Marseille,740457,,
195,Stephen Jackson,,,,1770,imports,1,"Portugal et Isles Terceres, Madère et Açores",Nantes,42946,,
196,Stephen Jackson,,,,1770,imports,1,"Portugal et Isles Terceres, Madère et Açores",Rennes,5600,,
197,Stephen Jackson,,,,1770,imports,1,"Portugal et Isles Terceres, Madère et Açores",Roüen,2035309,,
198,Stephen Jackson,,,,1770,exports,1,"Portugal et Isles Terceres, Madère et Açores",Amiens,94685,,
199,Stephen Jackson,,,,1770,exports,1,"Portugal et Isles Terceres, Madère et Açores",Bayonne,109535,,
200,Stephen Jackson,,,,1770,exports,1,"Portugal et Isles Terceres, Madère et Açores",Bourgogne,420,,
201,Stephen Jackson,,,,1770,exports,1,"Portugal et Isles Terceres, Madère et Açores",Caën,1971,,
202,Stephen Jackson,,,,1770,exports,1,"Portugal et Isles Terceres, Madère et Açores",Châlons,548610,,
203,Stephen Jackson,,,,1770,exports,1,"Portugal et Isles Terceres, Madère et Açores",Flandre,10918,,
204,Stephen Jackson,,,,1770,exports,1,"Portugal et Isles Terceres, Madère et Açores",Lyon,367317,,
205,Stephen Jackson,,,,1770,exports,1,"Portugal et Isles Terceres, Madère et Açores",Marseille,28107,,
206,Stephen Jackson,,,,1770,exports,1,"Portugal et Isles Terceres, Madère et Açores",Montpellier,960,,
207,Stephen Jackson,,,,1770,exports,1,"Portugal et Isles Terceres, Madère et Açores",Nantes,405462,,
208,Stephen Jackson,,,,1770,exports,1,"Portugal et Isles Terceres, Madère et Açores",Rennes,267198,,
209,Stephen Jackson,,,,1770,exports,1,"Portugal et Isles Terceres, Madère et Açores",Roüen,1153943,,
210,Stephen Jackson,,,,1770,exports,1,"Portugal et Isles Terceres, Madère et Açores",Saint Quentin,194712,,
211,Stephen Jackson,,,,1770,imports,1,Russie,Bordeaux,68765,,
212,Stephen Jackson,,,,1770,imports,1,Russie,La Rochelle,52741,,
213,Stephen Jackson,,,,1770,imports,1,Russie,Marseille,287063,,
214,Stephen Jackson,,,,1770,imports,1,Russie,Nantes,299626,,
215,Stephen Jackson,,,,1770,imports,1,Russie,Rennes,355191,,
216,Stephen Jackson,,,,1770,imports,1,Russie,Roüen,562759,,
217,Stephen Jackson,,,,1770,exports,1,Russie,Amiens,7860,,
218,Stephen Jackson,,,,1770,exports,1,Russie,Bordeaux,5838322,,
219,Stephen Jackson,,,,1770,exports,1,Russie,Flandre,220473,,
220,Stephen Jackson,,,,1770,exports,1,Russie,Marseille,38090,,
221,Stephen Jackson,,,,1770,exports,1,Russie,Rennes,234598,,
222,Stephen Jackson,,,,1770,exports,1,Russie,Roüen,34160,,
223,Stephen Jackson,,,,1770,exports,1,Russie,Saint Quentin,15264,,
224,Stephen Jackson,,,,1770,imports,1,Savoye et Piemont,Bourgogne,49881,,
225,Stephen Jackson,,,,1770,imports,1,Savoye et Piemont,Lyon,1736573,,
226,Stephen Jackson,,,,1770,imports,1,Savoye et Piemont,Marseille,3261088,,
227,Stephen Jackson,,,,1770,imports,1,Savoye et Piemont,Montpellier,71026,,
228,Stephen Jackson,,,,1770,imports,1,Savoye et Piemont,Narbonne,1220,,
229,Stephen Jackson,,,,1770,exports,1,Savoye et Piemont,Amiens,24337,,
230,Stephen Jackson,,,,1770,exports,1,Savoye et Piemont,Châlons,128035,,
231,Stephen Jackson,,,,1770,exports,1,Savoye et Piemont,Flandre,86741,,
232,Stephen Jackson,,,,1770,exports,1,Savoye et Piemont,Lyon,3583721,,
233,Stephen Jackson,,,,1770,exports,1,Savoye et Piemont,Marseille,3438044,,
234,Stephen Jackson,,,,1770,exports,1,Savoye et Piemont,Montpellier,915,,
235,Stephen Jackson,,,,1770,exports,1,Savoye et Piemont,Rennes,550,,
236,Stephen Jackson,,,,1770,exports,1,Savoye et Piemont,Roüen,703037,,
237,Stephen Jackson,,,,1770,exports,1,Savoye et Piemont,Saint Quentin,10780,,
238,Stephen Jackson,,,,1770,imports,1,Suede,Amiens,35392,,
239,Stephen Jackson,,,,1770,imports,1,Suede,Bordeaux,342438,,
240,Stephen Jackson,,,,1770,imports,1,Suede,La Rochelle,54141,,
241,Stephen Jackson,,,,1770,imports,1,Suede,Marseille,1080847,,
242,Stephen Jackson,,,,1770,imports,1,Suede,Montpellier,1412,,
243,Stephen Jackson,,,,1770,imports,1,Suede,Nantes,388668,,
244,Stephen Jackson,,,,1770,imports,1,Suede,Rennes,361960,,
245,Stephen Jackson,,,,1770,imports,1,Suede,Roüen,985496,,
246,Stephen Jackson,,,,1770,exports,1,Suede,Bordeaux,6747018,,
247,Stephen Jackson,,,,1770,exports,1,Suede,Bourgogne,240,,
248,Stephen Jackson,,,,1770,exports,1,Suede,La Rochelle,190169,,
249,Stephen Jackson,,,,1770,exports,1,Suede,Marseille,528231,,
250,Stephen Jackson,,,,1770,exports,1,Suede,Montpellier,226940,,
251,Stephen Jackson,,,,1770,exports,1,Suede,Nantes,359458,,
252,Stephen Jackson,,,,1770,exports,1,Suede,Roüen,310685,,
253,Stephen Jackson,,,,1770,exports,1,Suede,Saint Quentin,7280,,
254,Stephen Jackson,,,,1770,imports,1,Suisse,Bourgogne,610708,,
255,Stephen Jackson,,,,1770,imports,1,Suisse,Lyon,1422457,,
256,Stephen Jackson,,,,1770,exports,1,Suisse,Amiens,127678,,
257,Stephen Jackson,,,,1770,exports,1,Suisse,Bordeaux,1995657,,
258,Stephen Jackson,,,,1770,exports,1,Suisse,Bourgogne,1361966,,
259,Stephen Jackson,,,,1770,exports,1,Suisse,Châlons,64960,,
260,Stephen Jackson,,,,1770,exports,1,Suisse,Flandre,129057,,
261,Stephen Jackson,,,,1770,exports,1,Suisse,Langres,1063974,,
262,Stephen Jackson,,,,1770,exports,1,Suisse,Lyon,1751551,,
263,Stephen Jackson,,,,1770,exports,1,Suisse,Montpellier,3430,,
264,Stephen Jackson,,,,1770,exports,1,Suisse,Roüen,255452,,
265,Stephen Jackson,,,,1770,exports,1,Suisse,Saint Quentin,31360,,
266,Stephen Jackson,,,,1770,imports,1,Isles Françoises de l’Amérique et Terre Neuve,Bayonne,665077,,
267,Stephen Jackson,,,,1770,imports,1,Isles Françoises de l’Amérique et Terre Neuve,Bordeaux,87273932,,
268,Stephen Jackson,,,,1770,imports,1,Isles Françoises de l’Amérique et Terre Neuve,Flandre,1885029,,
269,Stephen Jackson,,,,1770,imports,1,Isles Françoises de l’Amérique et Terre Neuve,La Rochelle,2485916,,
270,Stephen Jackson,,,,1770,imports,1,Isles Françoises de l’Amérique et Terre Neuve,Marseille,16935632,,
271,Stephen Jackson,,,,1770,imports,1,Isles Françoises de l’Amérique et Terre Neuve,Nantes,17629771,,
272,Stephen Jackson,,,,1770,imports,1,Isles Françoises de l’Amérique et Terre Neuve,Rennes,1535478,,
273,Stephen Jackson,,,,1770,imports,1,Isles Françoises de l’Amérique et Terre Neuve,Roüen,18780216,,
274,Stephen Jackson,,,,1770,exports,1,Isles Françoises de l’Amérique et Terre Neuve,Bayonne,287097,,
275,Stephen Jackson,,,,1770,exports,1,Isles Françoises de l’Amérique et Terre Neuve,Bordeaux,11829824,,
276,Stephen Jackson,,,,1770,exports,1,Isles Françoises de l’Amérique et Terre Neuve,Flandre,306956,,
277,Stephen Jackson,,,,1770,exports,1,Isles Françoises de l’Amérique et Terre Neuve,La Rochelle,1095773,,
278,Stephen Jackson,,,,1770,exports,1,Isles Françoises de l’Amérique et Terre Neuve,Lyon,4855634,,
279,Stephen Jackson,,,,1770,exports,1,Isles Françoises de l’Amérique et Terre Neuve,Marseille,31789,,
280,Stephen Jackson,,,,1770,exports,1,Isles Françoises de l’Amérique et Terre Neuve,Nantes,3041960,,
281,Stephen Jackson,,,,1770,exports,1,Isles Françoises de l’Amérique et Terre Neuve,Rennes,635740,,
282,Stephen Jackson,,,,1770,exports,1,Isles Françoises de l’Amérique et Terre Neuve,Roüen,3984584,,
283,Stephen Jackson,,,,1770,exports,1,Isles Françoises de l’Amérique et Terre Neuve,Saint Quentin,303520,,
284,Stephen Jackson,,,,1770,exports,1,Guinée,Bordeaux,623385,,
285,Stephen Jackson,,,,1770,exports,1,Guinée,La Rochelle,931204,,
286,Stephen Jackson,,,,1770,exports,1,Guinée,Nantes,1608198,,
287,Stephen Jackson,,,,1770,exports,1,Guinée,Rennes,836226,,
288,Stephen Jackson,,,,1770,exports,1,Guinée,Roüen,581611,,
289,Stephen Jackson,,,,1770,imports,1,Indes Orientalles,Rennes,123617,,
290,Stephen Jackson,,,,1770,exports,1,Indes Orientalles,La Rochelle,261642,,
291,Stephen Jackson,,,,1770,exports,1,Indes Orientalles,Lyon,1578,,
292,Stephen Jackson,,,,1770,exports,1,Indes Orientalles,Nantes,27338,,
293,Stephen Jackson,,,,1770,exports,1,Indes Orientalles,Rennes,1173793,,
