numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,origine,quantity_unit,remarks,doubleaccounts
16,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Pistolets,Sénégal et Guinée,720,144,Ostende,en nombre,,0
17,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Pistolets,St Domingue,224,28,St Etienne,en nombre,,0
18,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bats à matelats,St Domingue,3765,421,Le Havre,en nombre,,0
19,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Chevaux,Tabago,1450,3,Angleterre,en nombre,,0
20,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Beurre salé,St Domingue,14564,18205,Angleterre,livres,,0
21,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Beurre salé,La Martinique,300158,375198,Angleterre,livres,,0
22,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Beurre salé,La Guadeloupe,105400,131750,Angleterre,livres,,0
23,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Beurre salé,Cayenne et Guyanne,794,993,Angleterre,livres,,0
24,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Beurre salé,Tabago,16698,20873,Angleterre,livres,,0
25,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Beurre salé,Bourbon,802,1003,Angleterre,livres,,0
26,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Beurre salé,Sénégal et Guinée,19462,24327,Angleterre,livres,,0
27,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Beurre,St Domingue,118717,148396,Normandie,livres,,0
28,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Beurre,La Martinique,760,950,Normandie,livres,,0
29,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Beurre,Cayenne et Guyanne,2112,2640,Normandie,livres,,0
30,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Beurre,Tabago,480,600,Normandie,livres,,0
31,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Beurre,Sénégal et Guinée,4901,6126,Normandie,livres,,0
32,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bière,St Domingue,1080,15,Angleterre,muids,,0
33,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bière,Tabago,7134,"99,0902777778",Angleterre,muids,,0
34,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bière,Bourbon,180,"2,5",Angleterre,muids,,0
35,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bière,Sénégal et Guinée,3438,"47,75",Angleterre,muids,,0
36,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bière,St Domingue,1710,"23,75",Boulogne,muids,,0
37,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bière,Sénégal et Guinée,95,"1,6666666667",Boulogne,muids,,0
38,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bijouterie,Tabago,2295,,Angleterre,,,0
39,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bijouterie,St Domingue,11780,,Paris,,,0
40,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bijouterie,La Martinique,5859,,Paris,,,0
41,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bijouterie,La Guadeloupe,940,,Paris,,,0
42,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Biscuit,Tabago,1640,8200,Angleterre,livres,,0
43,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Biscuit,St Domingue,20138,111880,Paris,livres,,0
44,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Biscuit,La Martinique,5028,27932,Paris,livres,,0
45,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Biscuit,Tabago,6935,38530,Paris,livres,,0
46,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Biscuit,Bourbon,3485,19360,Paris,livres,,0
47,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Biscuit,Sénégal et Guinée,14816,82312,Paris,livres,,0
48,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bois feuillard en cercles,St Domingue,15135,5045,Normandie,paquets,,0
49,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bois feuillard en cercles,La Martinique,4020,1340,Normandie,paquets,,0
50,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bois feuillard en cercles,La Guadeloupe,2280,760,Normandie,paquets,,0
51,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bois feuillard en cercles,Tabago,1944,659,Normandie,paquets,,0
52,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bois ozier,St Domingue,2988,996,,paquets,,0
53,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bois ozier,La Martinique,1095,365,,paquets,,0
54,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bois ozier,La Guadeloupe,420,140,,paquets,,0
55,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bois divers de construction,La Guadeloupe,72,,,en nombre,,0
56,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bois divers de construction,Sénégal et Guinée,40,,,en nombre,,0
57,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bois de sapin en planches,St Domingue,3290,2254,Norvège,en nombre,,0
58,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bois de sapin en planches,La Martinique,600,470,Norvège,en nombre,,0
59,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bois de sapin en planches,La Guadeloupe,590,340,Norvège,en nombre,,0
60,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bois de sapin en planches,St Domingue,720,900,Suède,en nombre,,0
61,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bois de sapin en planches,La Martinique,1050,970,Suède,en nombre,,0
62,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bois de sapin en planches,La Guadeloupe,96,120,Suède,en nombre,,0
63,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bois de sapin en planches,Sénégal et Guinée,548,360,Suède,en nombre,,0
64,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bonneterie diverse,St Domingue,,,,,,0
65,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bas de coton,La Martinique,66,,Rouen,douzaines,,0
66,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bas de coton,Tabago,500,10,Rouen,douzaines,,0
67,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bas de coton,Tabago,610,13,Angleterre,douzaines,,0
68,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bas de fil,St Domingue,480,8,Bretagne,douzaines,,0
69,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bas de fil,La Martinique,70512,1360,Bretagne,douzaines,,0
70,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bas de fil,La Martinique,57702,1071,Bretagne,douzaines,,0
71,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bas de fil,La Guadeloupe,12452,238,Bretagne,douzaines,,0
72,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bas de fil,Tabago,613,16,Angleterre,douzaines,,0
73,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bas de fil,Cayenne et Guyanne,1800,100,Lille,douzaines,,0
74,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bas de fil,Tabago,6000,12,Lille,douzaines,,0
75,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bas de fil,Tabago,280,56,Rouen,douzaines,,0
76,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bas de laine,La Martinique,1080,27,Amiens,douzaines,,0
77,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bonnets de laine,Cayenne et Guyanne,75,5,Rouen,douzaines,,0
78,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bonnets de laine,Sénégal et Guinée,1600,64,Rouen,douzaines,,0
79,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bonnets de laine,Sénégal et Guinée,690,1724,Angleterre,en nombre,,0
80,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bas de soye,St Domingue,1250,105,Paris,paires,,0
81,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bas de soye,La Martinique,812,73,Paris,paires,,0
82,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bas de soye,La Guadeloupe,362,30,Paris,paires,,0
83,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bas de soye,Cayenne et Guyanne,500,40,Paris,paires,,0
84,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bas de soye,St Domingue,216,18,Lyon,paires,,0
85,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bray gras et goudron,Tabago,2828,81,Suède,gonnes,,1
86,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bray gras et goudron,Tabago,2828,19,Suède,bouteilles,Doute sur l'unité de mesure,2
87,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bray gras et goudron,Sénégal et Guinée,5948,165,Suède,gonnes,,1
88,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bray gras et goudron,Sénégal et Guinée,5948,51,Suède,bouteilles,Doute sur l'unité de mesure,2
89,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bray sec en galipot,St Domingue,2236,14904,Bayonne,livres,,0
90,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bray sec en galipot,La Martinique,229,1525,Bayonne,livres,,0
91,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,39,Bray sec en galipot,Sénégal et Guinée,5662,37281,Bayonne,livres,,0
92,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Brosserie diverse,St Domingue,15,,,,,0
93,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Brosserie diverse,Tabago,280,,,,,0
94,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Brosserie diverse,Sénégal et Guinée,104,,,,,0
95,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Café,Sénégal et Guinée,3580,2387,Isles françaises,livres,,0
96,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Cartes à jouer,La Guadeloupe,1215,582,Caen,sizains,,0
97,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Casaques à nègres,St Domingue,6150,2262,Le Havre,en nombre,,0
98,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Casaques à nègres,Cayenne et Guyanne,500,200,Le Havre,en nombre,,0
99,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Casaques à nègres,Tabago,10090,,Le Havre,en nombre,,0
100,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Casaques à nègres,Sénégal et Guinée,3300,1100,Le Havre,en nombre,,0
101,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Casaques à nègres,Tabago,18746,5592,Angleterre,en nombre,,0
102,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Casaques à nègres,La Martinique,6720,1680,Le Mans,en nombre,,0
103,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Cauris,Sénégal et Guinée,1320,1100,L'Orient,livres,,0
104,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Caves de six flacons,Sénégal et Guinée,10625,3882,Hollande,en nombre,,0
105,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Chairs salées diverses,Tabago,1109,,,,,0
106,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Chairs salées diverses,Sénégal et Guinée,979,,,,,0
107,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Bœuf salé,St Domingue,126060,378180,Angleterre,livres,,0
108,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Bœuf salé,La Martinique,640260,1920780,Angleterre,livres,,0
109,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Bœuf salé,La Guadeloupe,166200,498600,Angleterre,livres,,0
110,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Bœuf salé,Tabago,44040,132120,Angleterre,livres,,0
111,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Bœuf salé,Bourbon,1800,5400,Angleterre,livres,,0
112,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Bœuf salé,Sénégal et Guinée,44880,134640,Angleterre,livres,,0
113,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Bœuf en daube,Sénégal et Guinée,1944,18,St Malo,,Soucis pour lire l'unité de mesure,0
114,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Jambon fumé,St Domingue,532,665,Bordeaux,livres,,0
115,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Jambon fumé,La Martinique,64,80,Bordeaux,livres,,0
116,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Jambon fumé,Sénégal et Guinée,1514,1893,Bordeaux,livres,,0
117,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Jambon fumé,St Domingue,2691,3002,Normandie,livres,,0
118,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Jambon fumé,La Guadeloupe,1614,2018,Normandie,livres,,0
119,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Jambon fumé,Cayenne et Guyanne,267,334,Normandie,livres,,0
120,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Jambon fumé,Sénégal et Guinée,618,772,Normandie,livres,,0
121,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Jambon fumé,St Domingue,240,313,Angleterre,livres,,0
122,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Jambon fumé,Tabago,2583,3229,Angleterre,livres,,0
123,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Jambon fumé,Sénégal et Guinée,272,340,Angleterre,livres,,0
124,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Langues fumées,St Domingue,318,706,Angleterre,livres,,0
125,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Langues fumées,La Martinique,310,690,Angleterre,livres,,0
126,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Langues fumées,La Guadeloupe,2411,6468,Angleterre,livres,,0
127,Cyril Mouton,ANOM Col F 2B 13 (tableau 21),Colonies/1788 - Le Havre - Exports colonies.csv,Colonies,1788,Exports,Le Havre,40,Langues fumées,Cayenne et Guyanne,343,763,Angleterre,livres,,0
