numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,remarks
2571,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Imports,Amiens,47,Raisin,Espagne,622.5,3112.5,Livres,.2,
2613,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Imports,Amiens,49,Rozeaux ; d'Espagne,Espagne,17,850,Livres,.02,
2642,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Imports,Amiens,50,Savon ; marbré,Espagne,33651.5,90950,Livres,.37,%
2676,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Imports,Amiens,52,Soude,Espagne,21625.5,166350,Livres,.13,%
2914,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Imports,Amiens,61,Vin ; d'Alicant,Espagne,1270,317.5,Veltes,4,
3138,Laura,BNF N. Acq. 20538,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Imports,Amiens,10,Charbon ; de terre,Flandres,18,9,Barils,2,
3256,Laura,BNF N. Acq. 20538,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Imports,Amiens,14,Cuivre ; en chaudrons,Flandres,10970,8776,Livres,1.25,
3412,Laura,BNF N. Acq. 20538,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Imports,Amiens,20,Fil ; de lin,Flandres,9472.5,6315,Livres,1.5,
3547,Laura,BNF N. Acq. 20538,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Imports,Amiens,26,Laine ; filée,Flandres,2103.75,935,Livres,2.25,
3705,Laura,BNF N. Acq. 20538,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Imports,Amiens,33,Pelleterie ; aprestée,Flandres,172,86,Livres,2,
3708,Laura,BNF N. Acq. 20538,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Imports,Amiens,33,Pelleterie ; crüe,Flandres,48,40,Livres,1.2,
3741,Laura,BNF N. Acq. 20538,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Imports,Amiens,34,Poisson ; de mer,Flandres,52.5,1.5,Somme,35,
3832,Laura,BNF N. Acq. 20538,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Imports,Amiens,38,Saumons ; frais,Flandres,80,4,Pièces,20,
3966,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Imports,Amiens,5,Citrons,Portugal,1250.25,8335,Livres,.15,
3967,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Imports,Amiens,5,Citrons,Portugal,163.75,3275,Pièces,.05,
4089,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Imports,Amiens,11,Liege,Portugal,2171.85,1737.5,Livres,1.25,
4100,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Imports,Amiens,12,Oranges,Portugal,352.5,5875,Livres,.06,
4159,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Imports,Amiens,15,Sumac,Portugal,22331.85,204425,Livres,.075,% ; erreur de calcul
4218,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Imports,Amiens,18,Vin ; d'Espagne,Portugal,92.40000000000001,24,Veltes,3.85,
4411,Laura,BNF N. Acq. 20541,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Imports,Amiens,8,Graine ; de lin,Suède,3354,279.5,Septiers,12,
4423,Laura,BNF N. Acq. 20541,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Imports,Amiens,9,Lin ; peigné,Suède,2150,1720,Livres,1.25,
1479,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,3,Amidon,Espagne,506,2200,Livres,.23,
1527,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,5,Bas ; de soye,Espagne,19480,487,Livres,40,
1542,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,6,Baudriers,Espagne,448,56,Pièces,8,
1546,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,6,Bazin,Espagne,30780,1710,Pièces,18,
1550,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,6,Beufs,Espagne,36720,459,Pièces,80,
1573,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,7,Biscuit ; de mer,Espagne,840,6000,Livres,.14,%
1617,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,9,Bouteilles ; de verre,Espagne,140,700,Pièces,.2,
1626,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,9,Boutons ; de fil ; d'or et d'argent,Espagne,43695,728.25,Livres,60,
1627,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,9,Bray,Espagne,24307.5,694500,Livres,.35,% erreur de conversion
1633,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,10,Cacao,Espagne,355090.1,308774,Livres,1.15,
1634,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,10,Cacao,Espagne,75295.5,150594,Livres,.5,arrondi
1640,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,10,Caffé ; des isles,Espagne,1431.75,1245,Livres,1.15,
1650,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,10,Camelot,Espagne,23760,132,Pièces,180,
1651,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,10,Camelot,Espagne,7012.8,974,Livres,7.2,
1662,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,11,Cacao,Espagne,355090.1,308774,Livres,1.15,
1663,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,11,Cacao,Espagne,75295.5,150591,Livres,.5,
1669,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,11,Caffé ; des isles,Espagne,1431.75,1245,Livres,1.15,
1679,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,11,Camelot,Espagne,23760,132,Pièces,180,
1680,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,11,Camelot,Espagne,7012.8,974,Livres,7.2,
1697,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,12,Canelle,Espagne,45276,8232,Livres,5.5,
1700,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,12,Canons et boulets ; de fer,Espagne,4950,33000,Livres,.15,
1715,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,13,Cassonnade,Espagne,517711.25,1479175,Livres,.35,
1722,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,13,Ceruze,Espagne,1450,5800,Livres,.25,
1725,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,13,Chaises ; de paille,Espagne,432,18,Douzaines,24,
1739,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,14,Chapeaux ; castor,Espagne,622926,34607,Pièces,18,
1744,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,14,Chapeaux ; mi castor,Espagne,47880,5320,Livres,9,
1747,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,14,Chapeaux ; communs,Espagne,180,72,Livres,2.5,
1753,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,14,Chapeaux ; vigognes,Espagne,26555,5311,Pièces,5,
1754,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,14,Chapeaux ; mi vigognes,Espagne,23593.5,5243,Pièces,4.5,
1777,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,15,Cheveux,Espagne,3600,120,Livres,30,
1796,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,16,Cire ; blanche,Espagne,18742.5,8925,Livres,2.1,
1802,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,16,Cire ; jaune,Espagne,150367.5,83537.5,Livres,1.8,
1805,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,16,Clous ; de fer,Espagne,3510,11700,Livres,.3,
1832,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,17,Cordages ; de chanvre,Espagne,28890,96300,Livres,.3,
1840,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,18,Cordeillar,Espagne,8925,89.25,Pièces,100,
1843,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,18,Coton ; filé,Espagne,5450,2180,Livres,2.5,
1848,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,18,Coton ; en laine,Espagne,375,250,Livres,1.5,
1879,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,19,Cuirs ; de beuf ; aprestée,Espagne,68724,1909,Pièces,36,
1880,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,19,Cuirs ; de beuf ; en poil,Espagne,840,42,Pièces,20,
1898,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,20,Cuirs ; de vache ; de tannés,Espagne,8700,725,Pièces,12,
1915,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,21,Cumin,Espagne,525,1500,Livres,.35,
1928,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,21,Dentelle ; de soye,Espagne,93450,267,Livres,250,Erreur de calcul
1932,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,22,Dorure ; fine,Espagne,1077360,8978,Livres,120,
1944,Laura,Fonds Gournay – M85,National par direction/BNF&StBrieuc/1749 (-).csv,National par direction,1749,Exports,Bayonne,22,Drap ; de Carcassone,Espagne,18400,80,Pièces,230,
