numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,remarks
746,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Bourgogne,27,Huile ; d'olive,Flandre autrichienne,3042,5070,livres,.6,
793,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Bourgogne,30,Marons,Flandre autrichienne,76,475,livres,.16,
806,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Bourgogne,31,Miel,Flandre autrichienne,3,12,livres,.25,
838,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Bourgogne,34,Olives,Flandre autrichienne,174,437,livres,.4,
913,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Bourgogne,38,Poires et pommes,Flandre autrichienne,30,3,livres,10,
939,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Bourgogne,40,Raisin ; sec,Flandre autrichienne,7,25,livres,.3,
977,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Bourgogne,43,Soye ; à coudre,Flandre autrichienne,24,1.5,livres,16,
1024,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Bourgogne,45,Truffes,Flandre autrichienne,130,,valeur,0,
1048,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Bourgogne,47,Vin ; de Bourgogne ; de Beaune,Flandre autrichienne,68718,916.25,poinçon,75,
1049,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Bourgogne,47,Vin ; de Bourgogne ; de Dijon,Flandre autrichienne,427,14.25,poinçon,30,
1050,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Bourgogne,47,Vin ; de Bourgogne ; de Maçon,Flandre autrichienne,600,24,poinçon,25,
1051,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Bourgogne,47,Vin ; de Bourgogne ; de Nuys,Flandre autrichienne,5200,65,poinçon,80,
1066,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Bourgogne,48,Vinaigre,Flandre autrichienne,10,.25,poinçon,40,
353,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Charleville,3,Ardoises,Flandre autrichienne,19262,770.5,milliers,25,
406,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Charleville,7,Bouteilles ; de verre,Flandre autrichienne,147,738,livres,.2,
515,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Charleville,13,Cornes ; de beuf,Flandre autrichienne,93,7500,livres,.25,erreur de calcul.
598,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Charleville,18,Eau de vie,Flandre autrichienne,216,1.5,poinçons,144,
649,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Charleville,21,Fayance,Flandre autrichienne,786,2030,livres,.388,arrondi
677,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Charleville,23,Fromage ; commun,Flandre autrichienne,12,40,livres,.3,
738,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Charleville,26,Horlogerie ; pendulles,Flandre autrichienne,90,,valeur,0,
748,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Charleville,27,Huile ; d'olive,Flandre autrichienne,635,1155,livres,.55,
790,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Charleville,30,Marchandises ; meslées,Flandre autrichienne,30,,valeur,0,
797,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Charleville,31,Mercerie,Flandre autrichienne,2650,265,livres,10,
803,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Charleville,31,Meules ; à éguiser,Flandre autrichienne,136,8,pièces,17,"""petites"" meules."
897,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Charleville,37,Pierres ; à faulx,Flandre autrichienne,7,75,livres,.1,
926,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Charleville,39,Poudres ; à poudrer,Flandre autrichienne,75,250,livres,.3,
936,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Charleville,40,Quincaille ; de fer,Flandre autrichienne,90,150,livres,.6,
1045,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Charleville,47,Vin ; de Bourgogne,Flandre autrichienne,140,1,poinçon,140,
1052,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Charleville,47,Vin ; de Champagne,Flandre autrichienne,4995,55.5,pieces,90,
1053,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Charleville,47,Vin ; de Champagne,Flandre autrichienne,200,2.5,pieces,80,
1073,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Charleville,48,Volailles,Flandre autrichienne,118,,valeur,0,
31,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Imports,Charleville,5,Bois ; à bruler,Flandre autrichienne,30,3,boitures,10,
33,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Imports,Charleville,5,Bois ; joly,Flandre autrichienne,10,,valeur,0,
35,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Imports,Charleville,6,Bois . De roüage,Flandre autrichienne,1125,375,piéces,3,
60,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Imports,Charleville,11,Charbon ; de terre,Flandre autrichienne,8901,2967.25,barils,3,
61,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Imports,Charleville,11,Charbon ; de terre,Flandre autrichienne,98,3280,livres,.03,
76,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Imports,Charleville,12,Citrons,Flandre autrichienne,35,355,livres,.1,
123,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Imports,Charleville,21,Fer ; en barres,Flandre autrichienne,46,575,livres,.08,
130,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Imports,Charleville,21,Fer ; en taule,Flandre autrichienne,325,1300,livres,.25,
141,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Imports,Charleville,22,Fil ; de lin ; blanc,Flandre autrichienne,35,14,livres,2.5,
186,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Imports,Charleville,29,Lin ; peigné,Flandre autrichienne,2592,1296,livres,2,
199,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Imports,Charleville,30,Marbre ; ouvré,Flandre autrichienne,108,6,tables,18,
200,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Imports,Charleville,30,Marbre ; ouvré,Flandre autrichienne,150,,valeur,0,
222,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Imports,Charleville,34,Oranges,Flandre autrichienne,1,15,livres,.1,
236,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Imports,Charleville,36,Peaux ; de mouton ; en laine,Flandre autrichienne,750,750,livres,1,
250,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Imports,Charleville,38,Plomb ; en saumon,Flandre autrichienne,13,63,livres,.2,erreur de calcul ou arrondi.
256,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Imports,Charleville,38,Poisson ; de mer,Flandre autrichienne,221,,valeur,0,
263,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Imports,Charleville,39,Porcelets,Flandre autrichienne,930,93,livres,10,
276,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Imports,Charleville,40,Raisin ; sec,Flandre autrichienne,40,200,livres,.2,
296,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Imports,Charleville,44,Thé,Flandre autrichienne,65,13,livres,5,
345,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,3,Anchois,Flandre autrichienne,31,31,livres,1,
348,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,3,Arbres ; a planter,Flandre autrichienne,20,,valeur,0,
364,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,4,Bas ; de laine,Flandre autrichienne,100,10,livres,10,
372,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,4,Bas ; de soye,Flandre autrichienne,225,5,livres,45,
392,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,6,Bonnets ; de laine,Flandre autrichienne,840,70,livres,12,
430,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,8,Caneva,Flandre autrichienne,75,30,livres,2.5,
457,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,10,Chandelle,Flandre autrichienne,26,65,livres,.4,
490,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,12,Cire ; blanche,Flandre autrichienne,70,35,livres,2,
529,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,14,Couvertures ; de laine,Flandre autrichienne,553,221.5,livres,2.5,
534,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,14,Crespe ; de soye,Flandre autrichienne,240,6,piece,40,
541,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,15,Cuirs ; d'hongrie,Flandre autrichienne,20,20,livres,1,
552,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,15,Daufine,Flandre autrichienne,18282,7313,livres,2.5,
556,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,16,Dentelles ; de fil ; blanc,Flandre autrichienne,80,8,onces,10,
566,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,16,Doüelles ; à barils,Flandre autrichienne,1392,232,leths,6,
567,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,16,Doüelles ; à barils,Flandre autrichienne,1258,,valeur,0,
575,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,16,Drap ; de Louviers,Flandre autrichienne,652,43.5,livres,15,
576,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,16,Drap ; de silesie,Flandre autrichienne,135,27,livres,5,
581,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,17,Droguet ; de soye,Flandre autrichienne,33,,valeur,0,
616,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,19,Etamine ; buraille,Flandre autrichienne,420,70,livres,6,
628,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,20,Etoffe ; de soye,Flandre autrichienne,199,4.44,livres,45,4 livres et 7 onces et arrondi.
636,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,20,Etoffe ; à peu de soye,Flandre autrichienne,1760,176,livres,10,
640,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,20,Etoffe ; au quart de soye,Flandre autrichienne,1092,91,livres,12,
676,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,23,Fromage ; commun,Flandre autrichienne,856,2856,livres,.3,
686,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,23,Fruit ; sec,Flandre autrichienne,9,36,livres,.25,
693,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,24,Gallons ; d'or ; fin,Flandre autrichienne,112,14,onces,8,
697,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,24,Gans ; communs,Flandre autrichienne,84,7,livres,12,
747,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,27,Huile ; d'olive,Flandre autrichienne,4059,7381,livres,.55,
770,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,29,Laine ; à tapisserie,Flandre autrichienne,26,6.5,livres,4,
777,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,29,Liqueurs,Flandre autrichienne,24,,valeur,0,
789,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,30,Marchandises ; meslées,Flandre autrichienne,515,,valeur,0,
794,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,30,Marons,Flandre autrichienne,28,115,livres,.25,
796,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,31,Mercerie,Flandre autrichienne,1500,150,livres,10,
814,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,31,Miroirs,Flandre autrichienne,30,1,pièce,30,
839,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,34,Olives,Flandre autrichienne,114,228,livres,.5,
853,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,35,Pains ; d'épice,Flandre autrichienne,60,80,livres,.75,
907,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,38,Plumes ; d'autruches ; appretés,Flandre autrichienne,160,2,livres,80,
940,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,40,Raisin ; sec,Flandre autrichienne,55,186,livres,.3,
943,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,41,Reglisse,Flandre autrichienne,1455,14550,livres,.1,
951,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,41,Ruban ; de soye,Flandre autrichienne,190,3.81,livres,50,3 livres et 13 onces. Arrondi
969,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,42,Sirop ; de capilaire,Flandre autrichienne,37,,valeur,0,
1011,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,45,Toile ; de coton,Flandre autrichienne,40,5,livres,8,
1037,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,46,Vestes ; brodées,Flandre autrichienne,86,1,pièce,86,
1054,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,47,Vin ; de Champagne ; de Reims,Flandre autrichienne,12500,100,pieces,125,
1055,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,47,Vin ; de Champagne ; de Reims,Flandre autrichienne,9955,90.5,pieces,110,
1056,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,47,Vin ; de Champagne ; de Reims,Flandre autrichienne,2520,24,pieces,105,
1057,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,47,Vin ; de Champagne ; de Reims,Flandre autrichienne,115550,1155.5,pieces,100,
1058,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,47,Vin ; de Champagne ; de Reims,Flandre autrichienne,16020,178,pieces,90,
1059,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,47,Vin ; de Champagne ; de Reims,Flandre autrichienne,9000,120,pieces,75,
1060,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,47,Vin ; de Champagne ; de Reims,Flandre autrichienne,19286,11021,bouteilles,1.75,
1061,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,47,Vin ; de Champagne ; de Reims,Flandre autrichienne,3507,2338,bouteilles,1.5,
1062,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,47,Vin ; jauge ; gros bard,Flandre autrichienne,80,2,fleuilles,40,
1067,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Châlons,48,Vinaigre,Flandre autrichienne,26,2.5,caques,7.5,erreur de calcul du copiste.
335,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Flandre,2,Acier,Flandre autrichienne,99,330,livres,.3,
339,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Flandre,2,Alun,Flandre autrichienne,60,300,livres,.2,
340,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Flandre,2,Amandes,Flandre autrichienne,1192,2650,livres,.45,
341,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Flandre,2,Amandes,Flandre autrichienne,4287,14290,livres,.3,
343,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Flandre,2,Amidon,Flandre autrichienne,56081,280409,livres,.2,
346,demba,Fonds Gournay – MS86,National par direction/Saint-Brieuc/1751 (-).csv,National par direction,1751,Exports,Flandre,3,Anchois,Flandre autrichienne,330,440,livres,.75,
