numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,direction,bureaux,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
17,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Flandre,Bonneterie de fil bas ,Sardaigne,75,Douzaines,25,1878,3,Largeur en lignes : 292
18,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Flandre,Bonneterie de laine diverse,Sardaigne,,,,699,,En valeur
19,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Flandre,Bonneterie de laine diverse,Suisse,,,,110,,En valeur
20,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Dauphiné,Bonneterie de laine bas,Sardaigne,12732,Livres,5,63660,0,
21,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Languedoc,Bonneterie de laine bonets,Sardaigne,308,Douzaines,6,1848,0,Largeur en lignes : 21365
22,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Dauphiné,Bonneterie de laine bonets,Sardaigne,2393,Livres,4,9572,0,
23,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Languedoc,Bonneterie de soye,Sardaigne,91,Livres,50,4550,0,
24,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Languedoc,Bonneterie de soye,Suisse,"85,5",Livres,50,4275,0,
25,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Languedoc,Bonneterie gants,Suisse,"18,5",Livres,50,925,0,
26,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Languedoc,Bonneterie de filozelle,Suisse,"51,5",Livres,20,1030,0,
27,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Marseille,Bray en poix résine,Sardaigne,1101,Livres,"0,25",275,"-0,25",
28,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Marseille,Bray en poix résine,Suisse,4205,Livres,"0,25",1051,"-0,25",
29,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,,Caffé du Levant,Sardaigne,1480,Livres,"1,75",2590,0,
30,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,,Caffé du Levant,Suisse,10522,Livres,"1,75",18413,"-0,5",
31,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Marseille,Cendre soude,Suisse,18625,Livres,"0,16",2980,0,
32,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Dauphiné,Chapeaux de laine,Sardaigne,16853,Livres,"2,5",42132,"-0,5",
33,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Dauphiné,Chapeaux de laine,Suisse,2072,Livres,"2,5",5180,0,
34,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Lyon,Chapeaux poil et laine,Sardaigne,52,Douzaines,72,3744,0,Largeur en lignes : 775
35,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Dauphiné,Chapeaux de paille,Sardaigne,"50,5",Douzaines,6,303,0,
36,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Dauphiné,Chaux vive,Sardaigne,301250,Livres,"0,015",4519,"0,25",
37,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,,Cire en bougie,Sardaigne,595,Livres,0,1167,,Pas de prix unitaire
38,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,,Coton filé du Levant,Sardaigne,6375,Livres,3,19125,0,
39,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,,Coton filé du Levant,Suisse,58336,Livres,3,175008,0,
40,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,,Coton filé en laine,Sardaigne,1074,Livres,"1,5",1611,0,
41,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,,Coton filé en laine,Suisse,1285451,Livres,"1,5",1928170,"-6,5",Erreur de calcul
42,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Forez,Coutellerie,Sardaigne,2020,Livres,0,1420,,Pas de prix unitaire
43,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Flandre,Couvertures de laine,Sardaigne,213,Nombre,22,4686,0,Largeur en lignes : 1279
44,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Languedoc,Couvertures de laine,Sardaigne,4452,Livres,3,13356,0,
45,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Languedoc,Couvertures de laine,Suisse,3527,Livres,3,10581,0,
46,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Marseille,Crin frisé,Suisse,1840,Livres,"0,7",1288,0,
47,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Levant,Cuirs de boeufs en poil,Sardaigne,1612,Livres,"0,9",1451,"0,2",
48,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Levant,Cuirs de boeufs en poil,Suisse,72663,Livres,"0,9",65397,"0,3",
49,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Dauphiné,Cuirs de bœufs tannés,Sardaigne,22036,Livres,"1,1",24240,"0,4",
50,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Dauphiné,Cuivre ouvré,Sardaigne,3773,Livres,"1,5",5659,"-0,5",
51,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Marseille,Cuivre en pain,Suisse,5807,Livres,"1,1",6388,"0,3",
52,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Dauphiné,Dentelle de fil,Sardaigne,117,Livres,200,23400,0,
53,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Marseille,Dents d'elephants,Suisse,217,Livres,6,1302,0,
54,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Isles de France,Dominoterie images,Sardaigne,100,Livres,1,100,0,
55,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,,Draperie diverse,Sardaigne,,,,603,,En valeur
56,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,,Draperie diverse,Suisse,,,,620,,En valeur
57,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Elboeuf,Draperie drap,Sardaigne,99,Aunes,16,1584,0,Largeur en lignes : 95
58,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Languedoc,Draperie drap,Sardaigne,5662,Livres,8,45296,0,
59,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Languedoc,Draperie drap,Suisse,3525,Livres,8,28200,0,
60,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Dauphiné,Draperie drap,Sardaigne,20419,Livres,3,61257,0,
61,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Dauphiné,Draperie drap,Suisse,2491,Livres,3,7473,0,
62,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Quercy,Draperie drap,Sardaigne,342,Livres,8,2736,0,
63,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Quercy,Draperie drap,Suisse,220,Livres,8,1760,0,
64,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Rouergue,Draperie drap,Sardaigne,1330,Livres,4,5320,0,
65,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Rouergue,Draperie drap,Suisse,400,Livres,4,1600,0,
66,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Vivarais,Draperie ratine,Sardaigne,5320,Livres,5,26600,0,
67,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Vivarais,Draperie ratine,Suisse,8775,Livres,5,43875,0,
68,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Dauphiné,Draperie ratine,Sardaigne,29629,Livres,4,118516,0,
69,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Dauphiné,Draperie ratine,Suisse,4808,Livres,4,19232,0,
70,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Languedoc,Draperie ratine,Sardaigne,864,Livres,0,3045,,Pas de prix unitaire
71,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,,Drogues diverses gommes diverses,Suisse,,,,1333,,En valeur
72,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Marseille,Drogues gommes arabique,Suisse,3284,Livres,"1,5",4726,-200,Erreur de calcul
73,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Marseille,Drogues gommes geda,Suisse,2630,Livres,2,5260,0,
74,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,,Drogues médicinales diverses,Sardaigne,,,,913,,En valeur
75,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,,Drogues médicinales diverses,Suisse,,,,3425,,En valeur
76,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Marseille,Drogues médicinales antimoine,Suisse,1820,Livres,"0,5",910,0,
77,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Marseille,Drogues médicinales bois de réglisse,Suisse,6210,Livres,"0,17",1056,"0,3",
78,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Languedoc,Drogues médicinales creme de tartre,Suisse,1855,Livres,"0,62",1150,"-0,1",
79,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Marseille,Drogues médicinales jalap,Suisse,801,Livres,3,2403,0,
80,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Marseille,Drogues médicinales jus de réglisse,Suisse,16888,Livres,"0,55",9288,"-0,4",
81,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Marseille,Drogues médicinales ipecacuanha,Suisse,176,Livres,6,1056,0,
82,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Marseille,Drogues médicinales manne,Sardaigne,291,Livres,2,582,0,
83,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Marseille,Drogues médicinales manne,Suisse,804,Livres,2,1608,0,
84,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Marseille,Drogues médicinales quina,Sardaigne,79,Livres,5,395,0,
85,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Levant,Drogues médicinales séné,Suisse,1774,Livres,3,5322,0,
86,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Levant,Drogues médicinales séné en grabau,Suisse,3678,Livres,"2,5",9195,0,
87,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,,Drogues pour peinture et teinture diverses,Sardaigne,,,,361,,En valeur
88,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,,Drogues pour peinture et teinture diverses,Suisse,,,,3287,,En valeur
89,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Marseille,Drogues pour peinture et teinture alun,Suisse,3981,Livres,"0,3",1194,"-0,3",
90,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Marseille,Drogues pour peinture et teinture bol,Suisse,309,Livres,5,1545,0,
91,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Levant,Drogues pour peinture et teinture galle,Sardaigne,132,Livres,"1,05",139,"0,4",
92,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Levant,Drogues pour peinture et teinture galle,Suisse,4886,Livres,"1,05",5130,"-0,3",
93,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Etranger,Drogues pour peinture et teinture garance,Suisse,7562,Livres,1,7562,0,
94,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Dauphiné,Drogues pour peinture et teinture saffran,Sardaigne,177,Livres,24,4248,0,
95,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Levant,Drogues pour peinture et teinture saffranum,Suisse,2146,Livres,1,2146,0,
96,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Languedoc,Drogues pour peinture et teinture vert de gris,Sardaigne,1371,Livres,2,2742,0,
97,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Marseille,Drogues chimiques sel de saturne,Sardaigne,842,Livres,"1,5",1358,95,Erreur de calcul
98,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Marseille,Drogues odorantes encens,Sardaigne,393,Livres,2,786,0,
99,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Marseille,Drogues odorantes encens,Suisse,1454,Livres,2,2918,10,Erreur de calcul
100,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Dauphiné,Eau de vie simple,Sardaigne,"592,2777777778",Muids,100,59239,"11,22",Erreur de calcul
101,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Languedoc,Eau de vie simple,Sardaigne,"100,3055555556",Muids,105,10531,"-1,08",Erreur de calcul
102,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Languedoc,Eau de vie simple,Suisse,"58,1666666667",Muids,105,6505,"397,5",Erreur de calcul
103,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Grenoble.csv,National toutes directions tous partenaires,Exports,3,1789,Grenoble,Grenoble,Provence,Eau de vie simple,Suisse,"22,0694444444",Aunes,110,2460,"32,36",Erreur de calcul
