numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,direction,bureaux,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,Largeur en lignes (pour tissu),remarks
11,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,3,1789,Narbonne,Arles en Roussillon,Languedoc,Draperie petite,Espagne,243,Aunes,6,1458,0,243,
12,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,3,1789,Narbonne,Arles en Roussillon,Languedoc,Etoffe de laine,Espagne,70,Aunes,3,210,0,10,
13,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,3,1789,Narbonne,Arles en Roussillon,Roussillon,Fers,Espagne,256143,Livres,"0,15",38421,"-0,45",,
14,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,3,1789,Narbonne,Arles en Roussillon,,Marchandises à la valeur,Espagne,,,,228,0,,En valeur
15,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,3,1789,Narbonne,Arles en Roussillon,Languedoc,Mercerie,Espagne,400,Livres,,1100,,,Pas de prix unitaire
16,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,3,1789,Narbonne,Arles en Roussillon,Roussillon,Quincaillerie de fer clouds,Espagne,34330,Livres,"0,35",12015,"-0,5",,
17,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,3,1789,Narbonne,Arles en Roussillon,Languedoc,Toiles diverse de coton,Espagne,24,Cannes,6,144,0,12,
18,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,3,1789,Narbonne,Arles en Roussillon,Languedoc,Toiles de mousseline,Espagne,152,Cannes,12,1824,0,38,
19,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,3,1789,Narbonne,Arles en Roussillon,Languedoc,Toiles de lin,Espagne,853,Cannes,4,3412,0,696,
20,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,3,1789,Narbonne,Arles en Roussillon,Languedoc,Toile peinte indienne,Espagne,28,Cannes,8,224,0,28,
21,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,3,1789,Narbonne,Arles en Roussillon,Roussillon,Vin,Espagne,,,,2140,,,89+(2/3) muids et 39 pintes ; pas de prix unitaire
22,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,5,1789,Narbonne,Prades,Roussillon,Bestiaux,Espagne,2,Nombre,120,240,0,,
23,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,5,1789,Narbonne,Prades,Roussillon,Bestiaux brebis,Espagne,30,Nombre,6,180,0,,
24,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,5,1789,Narbonne,Prades,Roussillon,Bestiaux cochons,Espagne,70,Nombre,10,700,0,,
25,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,5,1789,Narbonne,Prades,Roussillon,Bestiaux moutons,Espagne,7,Nombre,28,196,0,,
26,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,5,1789,Narbonne,Prades,Roussillon,Bonnetterie de laine,Marseille,2750,Douzaines,9,24750,0,5927,
27,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,5,1789,Narbonne,Prades,Roussillon,Bonnetterie de laine,Espagne,3219,Douzaines,9,28971,0,7289,
28,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,5,1789,Narbonne,Prades,Roussillon,Fer,Espagne,1316,Livres,"0,15",197,"-0,4",,
29,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,5,1789,Narbonne,Prades,Languedoc,Mousse de bois,Espagne,1000,Livres,"0,3",300,0,,
30,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,5,1789,Narbonne,Prades,Roussillon,Ouvrage d'horlogerie,Espagne,,,,4000,0,,En valeur
31,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,5,1789,Narbonne,Prades,Roussillon,Vin,Espagne,,,,12024,,,278 muids et 66 pintes ; pas de prix unitaire
32,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,7,1789,Narbonne,Narbonne,Languedoc,Bonnetterie de laine,Marseille,26,Douzaines,18,468,0,,
33,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,7,1789,Narbonne,Narbonne,Languedoc,Cendres soudes,Marseille,100800,Livres,"0,15",15120,0,,
34,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,7,1789,Narbonne,Narbonne,Languedoc,Cendres soudes,Marseille,106000,Livres,"0,16",16960,0,,
35,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,7,1789,Narbonne,Narbonne,Languedoc,Cire blanche,Marseille,280,Livres,"1,8",506,2,,
36,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,7,1789,Narbonne,Narbonne,Languedoc,Cire blanche,Espagne,280,Livres,"1,8",506,2,,
37,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,7,1789,Narbonne,Narbonne,Languedoc,Drogues chimiques sel d'epsum,Marseille,1872,Livres,1,1872,0,,
38,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,7,1789,Narbonne,Narbonne,Languedoc,Engrain colombine,Marseille,77800,Livres,"0,01",778,0,,
39,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,7,1789,Narbonne,Narbonne,Languedoc,Mercerie,Marseille,3245,Livres,2,6490,0,,
40,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,7,1789,Narbonne,Narbonne,Languedoc,Mercerie,Genèse,105,Livres,2,210,0,,
41,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,7,1789,Narbonne,Narbonne,Languedoc,Miel,Espagne,166,Livres,"0,75",125,"0,5",,
42,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,7,1789,Narbonne,Narbonne,Languedoc,Peaux de lievre,Marseille,787,Livres,1,787,0,,
43,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,7,1789,Narbonne,Narbonne,Colonies françaises,Toile de coton,Espagne,224,Aunes,8,1792,0,,
44,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,7,1789,Narbonne,Narbonne,Dauphiné,Toile de chanvre blanche,Espagne,80,Aunes,3,240,0,,
45,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,7,1789,Narbonne,Narbonne,Languedoc,Vin,Marseille,"599,5",Muids,30,17985,0,,
46,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,9,1789,Narbonne,Collioure,Roussillon,Bestiaux moutons,Espagne,60,Nombre,12,720,0,,
47,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,9,1789,Narbonne,Collioure,Roussillon,Fers barres,Marseille,19937,Livres,"0,15",2990,"-0,55",,
48,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,9,1789,Narbonne,Collioure,Roussillon,Fers barres,Espagne,750,Livres,"0,15",112,"-0,5",,
49,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,9,1789,Narbonne,Collioure,Roussillon,Lieges en planches,Angleterre,70000,Livres,"0,06",4200,0,,
50,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,9,1789,Narbonne,Collioure,Roussillon,Liqueurs,Genèse,1600,Livres,"0,4",640,0,,
51,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,9,1789,Narbonne,Collioure,Roussillon,Marchandises diverses,Marseille,,,,102,0,,En valeur
52,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,9,1789,Narbonne,Collioure,Roussillon,Marchandises diverses,Espagne,,,,168,0,,En valeur
53,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,9,1789,Narbonne,Collioure,Roussillon,Marchandises diverses,Genèse,,,,121,0,,En valeur
54,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,9,1789,Narbonne,Collioure,Lyon,Mercerie,Espagne,150,Livres,2,300,0,,
55,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,9,1789,Narbonne,Collioure,Roussillon,Quincaillerie de fer cloux,Marseille,1272,Livres,"0,35",445,"-0,2",,
56,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,9,1789,Narbonne,Collioure,Roussillon,Vin,Marseille,"13,96",Muids,"28,8",396,-6,,13+(2/3) muids et 84 pintes à 28£ et 16 sous
57,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,9,1789,Narbonne,Collioure,Roussillon,Vin,Genèse,"269,82",Muids,"28,8",7758,"-12,7",,269+(2/3) muids et 43 pintes 28£ et 16 sous
58,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,9,1789,Narbonne,Collioure,Roussillon,Vin,Etat ecclesiastique,"35,83",Muids,"28,8",1005,-27,,35+(2/3) muids et 48 pintes à 28£ et 16 sous
59,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Roussillon,Bestiaux divers,Espagne,,,,800,0,,En valeur
60,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Roussillon,Bestiaux bœufs,Espagne,39,Nombre,120,4680,0,,
61,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Roussillon,Bestiaux brebis,Espagne,7730,Nombre,8,61840,0,,
62,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Roussillon,Bestiaux cochons,Espagne,53,Nombre,50,2650,0,,
63,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Couserans,Bestiaux moutons,Espagne,10554,Nombre,12,126628,-20,,Erreur de calcul
64,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Roussillon,Bestiaux vaches,Espagne,18,Nombre,75,1250,-100,,Erreur de calcul
65,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Roussillon,Bestiaux veaux,Espagne,33,Nombre,36,1188,0,,
66,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Languedoc,Bonnetterie de coton bas,Espagne,"6449,5",Douzaines,16,103192,0,20424,
67,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Languedoc,Bonnetterie d'etain bas,Espagne,200,Douzaines,9,1800,0,535,
68,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Languedoc,Bonnetterie de fil bas,Espagne,131,Douzaines,16,2096,0,131,
69,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Amiens,Bonnetterie de laine bas,Espagne,278,Douzaines,21,5838,0,935,
70,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Languedoc,Bonnetterie de soye bas,Espagne,318,Douzaines,72,37296,0,684,Erreur de calcul
71,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Languedoc,Bonnetterie de bourre de soye bas,Espagne,31,Douzaines,33,1023,0,140,
72,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Roussillon,Coton filé,Espagne,1434,Livres,3,4302,0,,
73,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Marseille,Coton filé en laine,Espagne,180,Livres,1,180,0,,
74,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Roussillon,Cuirs tannés,Espagne,302,Livres,"1,75",527,"-1,5",,
75,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Lyon,Dorure fausse,Espagne,40,,,104,,,Pas d'unité de mesure ni de prix unitaire
76,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Languedoc,Drap de laine,Espagne,210,Aunes,3,630,0,105,
77,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Languedoc,Drap commune,Espagne,800,Livres,3,2400,0,,
78,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Languedoc,Drap petite ratine,Espagne,1310,,,8400,,,Pas d'unité de mesure ni de prix unitaire
79,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Marseille,Epicerie cloux de girofle,Espagne,17,Livres,18,306,0,,
80,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Marseille,Epicerie poivre,Espagne,547,Livres,2,1094,0,,
81,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Amiens,Etoffes de coton velours,Espagne,321,Aunes,10,3210,0,302,
82,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Languedoc,Etoffes fil et laine,Espagne,170,Livres,2,340,0,,
83,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,,Etoffes de laine diverses,Espagne,,,,525,0,,En valeur
84,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Amiens,Etoffes burat,Espagne,1500,Aunes,"2,5",3750,0,300,
85,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Flandre,Etoffes calemande,Espagne,190,Aunes,"3,5",665,0,125,
86,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Flandre,Etoffes camelot,Espagne,3818,Aunes,"2,25",10489,"1898,5",2359,Erreur de calcul
87,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Languedoc,Etoffes escot,Espagne,192,Livres,"3,75",713,-7,150,Erreur de calcul
88,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Amiens,Etoffes panne,Espagne,1338,Aunes,5,6690,0,818,
89,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Guyenne,Etoffes serge,Espagne,780,Aunes,"3,5",2730,0,570,
90,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Amiens,Etoffes poil camelot,Espagne,96,Aunes,7,672,0,45,
91,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Amiens,Etoffes panne,Espagne,790,Aunes,6,4740,0,515,
92,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Lyon,Etoffes de soye,Espagne,130,Livres,55,7150,0,,
93,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Languedoc,Etoffes de soye et dorure,Espagne,38,Livres,100,3800,0,,
94,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Lyon,Etoffes de soye et dorure,Espagne,154,Livres,100,15400,0,,
95,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Roussillon,Etoffes fers en barres,Espagne,174025,Livres,"0,18",31324,"-0,5",,
96,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Languedoc,Etoffes gants de peaux,Espagne,4,Douzaines,30,120,0,12,
97,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Isles de France,Habillements,Espagne,,,,1092,0,,En valeur
98,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Flandre,Linge de table,Espagne,30,Aunes,"4,5",135,0,45,
99,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Roussillon,Marchandises à la valeur,Espagne,,,,12335,0,,En valeur
100,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Lyon,Mercerie,Espagne,1702,Livres,3,5106,0,,
101,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Roussillon,Mine de fer,Espagne,593400,Livres,"0,005",2967,0,,
102,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Anjou,Mouchoirs de coton,Espagne,63,Douzaines,30,1890,0,307,
103,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Isles de France,Mouchoirs de coton et fil,Espagne,59,Douzaines,36,2124,0,118,
104,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 – Exports – Narbonne.csv,National toutes directions tous partenaires,Exports,11,1789,Narbonne,Montlouis,Isles de France,Ouvrage d'horlogerie,Espagne,,,,350,0,,En valeur
