numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,direction,bureaux,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,Largeur en lignes (pour tissu),remarks
21,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,3,1789,Besancon,Jougne,Flandre,Etoffes de laine satin turc,"Suisse, les alliés et Genève",70,Aunes,,215,,,70 aunes estimées à 215£
22,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,3,1789,Besancon,Jougne,Franche comté,Fer en barres,"Suisse, les alliés et Genève",354865,Livres,"0,2",70973,0,,
23,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,3,1789,Besancon,Jougne,Paris,Fer ouvré en batterie,"Suisse, les alliés et Genève",,,,300,0,,En valeur
24,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,3,1789,Besancon,Jougne,Franche comté,Fer ouvré en batterie,"Suisse, les alliés et Genève",9500,Livres,"0,6",5700,0,,
25,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,3,1789,Besancon,Jougne,Franche comté,Fer en bocage,"Suisse, les alliés et Genève",81581,Livres,"0,09",7342,"-0,29",,
26,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,3,1789,Besancon,Jougne,Franche comté,Fer coulé en gueuses,"Suisse, les alliés et Genève",187120,Livres,"0,1",18712,0,,
27,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,3,1789,Besancon,Jougne,Franche comté,Fer en fonte,"Suisse, les alliés et Genève",45140,Livres,"0,1",4514,0,,
28,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,3,1789,Besancon,Jougne,Flandre,Fil blanc retord,"Suisse, les alliés et Genève",275,Livres,3,825,0,,
29,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,3,1789,Besancon,Jougne,Franche comté,Fromage,"Suisse, les alliés et Genève",715,Livres,"0,35",250,"-0,25",,
30,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,3,1789,Besancon,Jougne,Lyon,Gibier,"Suisse, les alliés et Genève",185,Pièces,,274,,,185 pièces estimées à 274£
31,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,3,1789,Besancon,Jougne,Franche comté,Graine de chanvre,"Suisse, les alliés et Genève",18940,Livres,"0,15",2841,0,,
32,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,3,1789,Besancon,Jougne,Paris,Horlogerie diverse,"Suisse, les alliés et Genève",,,,600,0,,En valeur
33,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,3,1789,Besancon,Jougne,Franche comté,Huile de navette,"Suisse, les alliés et Genève",6566,Livres,"0,4",2626,"-0,4",,
34,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,3,1789,Besancon,Jougne,Paris,Librairie,"Suisse, les alliés et Genève",,,,290,0,,En valeur
35,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,3,1789,Besancon,Jougne,Paris,Marchandises diverses à la valeur,"Suisse, les alliés et Genève",,,,208,0,,En valeur
36,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,3,1789,Besancon,Jougne,Paris,Meubles,"Suisse, les alliés et Genève",,,,1800,0,,En valeur
37,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,3,1789,Besancon,Jougne,Normandie,Mouchoirs de coton,"Suisse, les alliés et Genève",40,Douzaines,24,960,0,80,
38,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,3,1789,Besancon,Jougne,Franche comté,Papier à cartes,"Suisse, les alliés et Genève",865,Livres,2,1730,0,,
39,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,3,1789,Besancon,Jougne,Franche comté,Pierres à fusil,"Suisse, les alliés et Genève",2175,Livres,"0,15",326,"-0,25",,
40,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,3,1789,Besancon,Jougne,Franche comté,Quincaillerie de fer cloud,"Suisse, les alliés et Genève",10400,Livres,"0,5",5200,0,,
41,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,3,1789,Besancon,Jougne,Normandie,Ruban de fil,"Suisse, les alliés et Genève",35,Livres,3,105,0,,
42,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,3,1789,Besancon,Jougne,Marseille,Sucre en pain et rafiné,"Suisse, les alliés et Genève",238,Livres,,120,,,238£ estimées à 120£
43,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,3,1789,Besancon,Jougne,Franche comté,Suif en chandelle,"Suisse, les alliés et Genève",9100,Livres,"0,75",6825,0,,
44,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,3,1789,Besancon,Jougne,Etranger,Tabac en feuilles,"Suisse, les alliés et Genève",72,Livres,"1,5",108,0,,
45,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,3,1789,Besancon,Jougne,Inde commerce français,Thé,"Suisse, les alliés et Genève",73,Livres,6,438,0,,
46,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,3,1789,Besancon,Jougne,Normandie,Toile peinte dite indienne,"Suisse, les alliés et Genève",40,Aunes,3,120,0,10,
47,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,3,1789,Besancon,Jougne,Normandie,Toile siamoise fil et coton,"Suisse, les alliés et Genève",700,Aunes,"2,5",1750,0,245,
48,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,3,1789,Besancon,Jougne,Franche comté,Verre en bouteilles,"Suisse, les alliés et Genève",21000,Nombre,"0,25",5250,0,,
49,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,3,1789,Besancon,Jougne,Bourgogne,Vin,"Suisse, les alliés et Genève","166,67",Muids,,20000,,,166 muids et 192 pintes estimés à 20000£
50,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,3,1789,Besancon,Jougne,Franche comté,Vin,"Suisse, les alliés et Genève",128160,Pièces,"0,25",32040,0,,
51,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,3,1789,Besancon,Jougne,Franche comté,Volaille,"Suisse, les alliés et Genève",4500,Nombre,2,9000,0,,
52,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Amandes,Lorraine,14286,Livres,"0,6",8572,"0,4",,
53,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Forez,Armes à feu,Lorraine,1224,Livres,1,1224,0,,
54,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Franche comté,Bestiaux divers,Lorraine,,,,180,0,,En valeur
55,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Franche comté,Bestiaux bœufs,Lorraine,3207,Nombre,200,641400,0,,
56,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Franche comté,Bestiaux génisses,Lorraine,12,Nombre,60,720,0,,
57,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Franche comté,Bestiaux moutons,Lorraine,54,Nombre,12,648,0,,
58,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Franche comté,Bestiaux porcs,Lorraine,1094,Nombre,40,43760,0,,
59,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Franche comté,Bestiaux vaches,Lorraine,435,Nombre,120,52200,0,,
60,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Bonneterie de soye,Lorraine,1166,Livres,55,64130,0,,
61,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Caffé,Lorraine,1215,Livres,1,1215,0,,
62,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Chapeaux poil et laine,Lorraine,634,Douzaines,96,60864,0,,
63,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Coton filé,Lorraine,190,Livres,5,1038,88,,Erreur de calcul
64,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Coutellerie,Lorraine,7843,Livres,"1,5",11764,"-0,5",,
65,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Couvertures de laine,Lorraine,250,Livres,2,500,0,,
66,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Franche comté,Dentelle de fil,Lorraine,"10,75",Livres,200,2150,0,,
67,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Dentelle de soye,Lorraine,11,Livres,300,3300,0,,
68,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Languedoc,Drap de Languedoc,Lorraine,566,Livres,10,5660,0,,
69,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Languedoc,Drap de Lodève,Lorraine,600,Livres,10,6000,0,,
70,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Drogues médicales diverses,Lorraine,9257,Livres,2,18514,0,,
71,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Drogues metaliques et chimiques vitriol,Lorraine,700,Livres,"0,6",420,0,,
72,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Franche comté,Eau de vie simple,Lorraine,1082,Muids,160,173120,0,,
73,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Epicerie diverse,Lorraine,5542,Livres,2,11084,0,,
74,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Etoffe de coton,Lorraine,141,Livres,10,1410,0,,
75,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Etoffe de coton et soye,Lorraine,433,Livres,15,6495,0,,
76,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Etoffe fleuret,Lorraine,1756,Livres,15,26340,0,,
77,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Etoffe de laine dite burat,Lorraine,806,Livres,8,6448,0,,
78,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Etoffe de soye,Lorraine,3727,Livres,55,204985,0,,
79,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Franche comté,Fer de onte en gueuse,Lorraine,3690798,Livres,"0,1",369079,"-0,8",,
80,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Fruits cruds en citrons,Lorraine,5530,Livres,"0,25",1382,"-0,5",,
81,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Gants de peaux,Lorraine,181,Douzaines,12,2172,0,,
82,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Gaze de soye,Lorraine,99,Livres,80,7920,0,,
83,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Huile d'olive,Lorraine,651195,Livres,1,651195,0,,
84,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Laine non filée,Lorraine,11260,Livres,2,22520,0,,
85,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Franche comté,Laine non filée,Lorraine,320,Livres,2,640,0,,
86,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Liege en bouchon,Lorraine,2545,Livres,"0,6",1527,0,,
87,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Mouchoirs de soye,Lorraine,3,Livres,50,150,0,,
88,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Ouvrages en dorure fine,Lorraine,844,Livres,120,101280,0,,
89,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Ouvrages de passementerie,Lorraine,18,Livres,20,360,0,,
90,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Parassols de soye,Lorraine,292,Livres,,1176,,,"à 12lt la pièce, 292 livres poids"
91,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Parfumerie diverse,Lorraine,605,Livres,2,1210,0,,
92,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Peaux en bazanne,Lorraine,395,Livres,"1,5",592,"-0,5",,
93,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Provision de bœuf,Lorraine,5292,Livres,1,5292,0,,
94,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Ruban de soye,Lorraine,2390,Livres,55,131450,0,,
95,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Marseille,Savon,Lorraine,15178,Livres,"0,65",9866,"0,3",,
96,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Soye à coudre,Lorraine,36,Livres,30,1080,0,,
97,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Lyon,Toile ,Lorraine,155,Livres,5,775,0,,
98,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Bourgogne,Vin de Bourgogne,Lorraine,"3440,8888888889",Muids,,442400,,,3440 muids et 256 pintes ; pas de pris unitaire
99,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,Franche comté,Vin de Franche comté,Lorraine,"620,8333333333",Muids,,40975,,,620 muids et 240 pintes estimés à 40975
100,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,,Bestiaux bœufs,Suisse,802,Nombre,200,160400,0,,
101,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,,Bestiaux bœufs,Allemagne et Pologne,1603,Nombre,200,320600,0,,
102,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,,Bestiaux porcs gras,Suisse,273,Nombre,40,10920,0,,
103,Laura,AN F12 1666,National toutes directions tous partenaires/AN/F_12_1666 et 1667/1789 - Exports – Besançon.csv,National toutes directions tous partenaires,Exports,5,1789,Besancon,Jussey,,Bestiaux porcs gras,Allemagne et Pologne,547,Nombre,40,21880,0,,
