numrodeligne,dataentryby,source,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,remarks,quantit,quantit_marchandises,total_quantit,origine,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,unitdecompte,prixunitaire_unitdecomptelt,prixunitaire_unitdecomptesous,prixunitaire_unitdecomptedeniers,v19,probleme
17,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,3,Alun,Suisse,3477,,13910,,,,17416,livres,,,,,,,,,,
18,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,3,Alun,Etats-Unis,1069,,5346,,,,17416,livres,,,,,,,,,,
19,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,3,Alun,Isles,1000,,,,,,17416,,,,,,,,,,,
20,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,5,Amandes,Danemark,78513,,392565,,,,303916,livres,,,,,,,,,,
21,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,5,Amandes,Hollande,37799,,188995,,,,303916,livres,,,,,,,,,,
22,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,5,Amandes,Italie,10842,,54210,,,,303916,livres,,,,,,,,,,
23,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,5,Amandes,Genes,18220,,91100,,,,303916,livres,,,,,,,,,,
24,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,5,Amandes,Levant,26335,,131675,,,,303916,livres,,,,,,,,,,
25,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,5,Amandes,Nord,7056,,35280,,,,303916,livres,,,,,,,,,,
26,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,5,Amandes,Savoye,61851,,217340,,,,303916,livres,,,,,,,,,,
27,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,5,Amandes,Suède,18413,,92065,,,,303916,livres,,,,,,,,,,
28,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,5,Amandes,Isles,44887,,223650,,,,303916,livres,,,,,,,,,,
29,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,5,Ambre,Isles,5000,,50,,,,,livres,,,,,,,,,,
30,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,5,Amidon,Flandre,27768,,92560,,,,38112,livres,,,,,,,,,,
31,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,5,Amidon,Isles,10344,,51720,,,,38112,livres,,,,,,,,,,
32,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,5,Anchois,Danemark,7850,,19105,,,,41923,livres,,,,,,,,,,
33,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,5,Anchois,Hollande,19533,,42467,,,,41923,livres,,,,,,,,,,
34,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,5,Anchois,Suède,2604,,8610,,,,41923,livres,,,,,,,,,,
35,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,5,Anchois,Isles,11936,,5872,,,,41923,livres,,,,,,,,,,
36,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,5,araq,Danemark,4700,,4700,,,,15266,livres,,,,,,,,,,
37,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,5,araq,Flandre,10566,,1761,,,,15266,veltes,,,,,,,,,,
38,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,5,Arbre à planter,Flandre,1100,,2200,,,,,en nombre,,,,,,,,,,
39,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,5,Ardoises,Allemagne,15380,,1980,,,,49210,milliers,,,,,,,,,,
40,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,5,Ardoises,Flandre,19655,,787,,,,49210,milliers,,,,,,,,,,
41,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,5,Ardoises,Isles,14175,,525,,,,49210,milliers,,,,,,,,,,
42,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,5,Argent ; fin,Flandre,35000,,350,,,,42215,livres,,,,,,,,,,
43,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,5,Argent ; vif,Levant,7215,,1443,,,,42215,livres,,,,,,,,,,
44,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,5,Argenterie,Allemagne,63425,,1135,,,,184736,marcs,,,,,,,,,,
45,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,5,Argenterie,Angleterre,7980,,140,,,,184736,marcs,,,,,,,,,,
46,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,5,Argenterie,Espagne,38532,,,,,,184736,,,,,,,,,,,
47,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,5,Argenterie,Flandre,4845,,85,,,,184736,marcs,,,,,,,,,,
48,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,5,Argenterie,Venise,1596,,28,,,,184736,marcs,,,,,,,,,,
49,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,5,Argenterie,Nord,9500,,190,,,,184736,marcs,,,,,,,,,,
50,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,7,Argenterie,Portugal,9690,,170,,,,184736,marcs,,,,,,,,,,
51,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,7,Argenterie,Suede,20520,,360,,,,184736,marcs,,,,,,,,,,
52,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,7,Argenterie,Suisse,1425,,25,,,,184736,marcs,,,,,,,,,,
53,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,7,Argenterie,Isles,27223,,,,,,184736,,,,,,,,,,,
54,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,7,Armes ; blanches,Isles,16869,,,,,,220321,,,,,,,,,,,
55,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,7,Armes ; à feu,Allemagne,2566,,1283,,,,220321,en nombre,203452,,,,,,,,,
56,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,7,Armes ; à feu,Isles,188672,,,,,,220321,,203452,,,,,,,,,
57,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,7,Armes ; à feu,Guinée,12214,,1221,,,,220321,fusils,203452,,,,,,,,,
58,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,7,Asnes,Espagne,1034,,54,,,,,en nombre,,,,,,,,,,
59,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,7,Avirons,Hollande,2463,,547,,,,,en nombre,,,,,,,,,,
60,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,7,Avoine,Flandre,3830,,76600,,,,6830,livres,,,,,,,,,,
61,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,7,Avoine,Savoye,3000,,200,,,,6830,charges,,,,,,,,,,
62,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,7,Azur,Espagne,2566,,1711,,,,,livres,,,,,,,,,,
63,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,7,Baleine ; en Fanon,Italie,4800,,1200,,,,4800,livres,,,,,,,,,,
64,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de fil,Hollande,34445,,6889,,,,3671906,livres,39301,,,,,,,,,
65,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de fil,Etats-Unis,4856,,971,,,,3671906,livres,39301,,,,,,,,,
66,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de fil et coton,Allemagne,13917,,1391.75,,,,3671906,livres,631050,,,,,,,,,
67,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de fil et coton,Flandre,1584,,66,,,,3671906,douzaines,631050,,,,,,,,,
68,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de fil et coton,Italie,6750,,1350,,,,3671906,livres,631050,,,,,,,,,
69,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de fil et coton,Savoye,18335,,3480,,,,3671906,livres,631050,,,,,,,,,
70,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de fil et coton,Isles,590464,,18464,,,,3671906,douzaines,631050,,,,,,,,,
71,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de filozelle,Allemagne,20906,,1393.75,,,,3671906,livres,118913,,,,,,,,,
72,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de filozelle,Espagne,94439,,8310,,,,3671906,livres,118913,,,,,,,,,
73,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de filozelle,Portugal,3568,,223,,,,3671906,livres,118913,,,,,,,,,
74,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de laine,Allemagne,1066,,236,,,,3671906,livres,203973,,,,,,,,,
75,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de laine,Espagne,76635,,12772,,,,3671906,livres,203973,,,,,,,,,
76,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de laine,Flandre,9018,,250.5,,,,3671906,douzaines,203973,,,,,,,,,
77,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de laine,Geneve,2340,,390,,,,3671906,livres,203973,,,,,,,,,
78,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de laine,Levant,1188,,33,,,,3671906,douzaines,203973,,,,,,,,,
79,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de laine,Portugal,83040,,13840,,,,3671906,livres,203973,,,,,,,,,
80,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de laine,Savoye,23864,,3994,,,,3671906,livres,203973,,,,,,,,,
81,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de laine,Etats-Unis,3072,,512,,,,3671906,livres,203973,,,,,,,,,
82,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de laine,Isles,3750,,625,,,,3671906,livres,203973,,,,,,,,,
83,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de soye,Allemagne,852299,,18165.5,,,,3671906,livres,2678669,,,,,,,,,
84,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de soye,Angleterre,14580,,294.5,,,,3671906,livres,2678669,,,,,,,,,
85,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de soye,Espagne,955315,,23360,,,,3671906,livres,2678669,,,,,,,,,
86,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de soye,Flandre,182981,,3659.5,,,,3671906,livres,2678669,,,,,,,,,
87,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de soye,Geneve,15978,,328.75,,,,3671906,livres,2678669,,,,,,,,,
88,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de soye,Hollande,106532,,2158.5,,,,3671906,livres,2678669,,,,,,,,,
89,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de soye,Italie,185288,,3964.5,,,,3671906,livres,2678669,,,,,,,,,
90,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de soye,Naples,7080,,177,,,,3671906,livres,2678669,,,,,,,,,
91,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de soye,Nord,3750,,75,,,,3671906,livres,2678669,,,,,,,,,
92,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de soye,Portugal,78925,,1777.75,,,,3671906,livres,2678669,,,,,,,,,
93,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de soye,Russie,13630,,248,,,,3671906,livres,2678669,,,,,,,,,
94,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de soye,Savoye,65871,,1358,,,,3671906,livres,2678669,,,,,,,,,
95,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de soye,Suede,4775,,95.5,,,,3671906,livres,2678669,,,,,,,,,
96,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de soye,Suisse,64495,,1313.75,,,,3671906,livres,2678669,,,,,,,,,
97,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de soye,Etats-Unis,8470,,847,,,,3671906,livres,2678669,,,,,,,,,
98,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Bas ; de soye,Isles,118700,,967,,,,3671906,douzaines,2678669,,,,,,,,,
99,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Batteaux neufs,Flandre,1230,,3,,,,,en nombre,,,,,,,,,,
100,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Beuf salé,Espagne,2072,,35,,,,1634570,barils,615160,,,,,,,,,
101,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Beuf salé,Hollande,71506,,238355,,,,1634570,livres,615160,,,,,,,,,
102,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Beuf salé,Italie,1450,,5800,,,,1634570,livres,615160,,,,,,,,,
103,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Beuf salé,Etats-Unis,7188,,23960,,,,1634570,livres,615160,,,,,,,,,
104,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Beuf salé,Isles,509326,,10186,,,,1634570,barils,615160,,,,,,,,,
105,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Beuf salé,Guinée,7053,,141,,,,1634570,barils,615160,,,,,,,,,
106,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,9,Beuf salé,Indes,16565,,55220,,,,1634570,livres,615160,,,,,,,,,
107,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Beuf ; en vie,Allemagne,798270,,7976,,,,1634570,en nombre,1019410,,,,,,,,,
108,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Beuf ; en vie,Espagne,35100,,240,,,,1634570,en nombre,1019410,,,,,,,,,
109,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Beuf ; en vie,Flandre,4000,,20,,,,1634570,en nombre,1019410,,,,,,,,,
110,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Beuf ; en vie,Geneve,72300,,633,,,,1634570,en nombre,1019410,,,,,,,,,
111,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Beuf ; en vie,Savoye,49440,,412,,,,1634570,en nombre,1019410,,,,,,,,,
112,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Beuf ; en vie,Suisse,60300,,603,,,,1634570,en nombre,1019410,,,,,,,,,
113,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Beurre,Allemagne,17070,,40847,,,,220448,livres,,,,,,,,,,
114,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Beurre,Espagne,15336,,31299,,,,220448,livres,,,,,,,,,,
115,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Beurre,Flandre,2976,,6430,,,,220448,livres,,,,,,,,,,
116,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Beurre,Hollande,8276,,16552,,,,220448,livres,,,,,,,,,,
117,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Beurre,Italie,6522,,18636,,,,220448,livres,,,,,,,,,,
118,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Beurre,Levant,1672,,4180,,,,220448,livres,,,,,,,,,,
119,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Beurre,Savoye,6675,,14835,,,,220448,livres,,,,,,,,,,
120,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Beurre,Suisse,1124,,2810,,,,220448,livres,,,,,,,,,,
121,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Beurre,Isles,154184,,227435,,,,220448,livres,,,,,,,,,,
122,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Beurre,Guinée,2939,,5344,,,,220448,livres,,,,,,,,,,
123,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Beurre,Indes,3674,,8786,,,,220448,livres,,,,,,,,,,
124,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Bierre,Hollande,1269,,31,,,,47425,muids,,,,,,,,,,
125,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Bierre,Etats-Unis,1550,,31,,,,47425,barriques,,,,,,,,,,
126,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Bierre,Isles,42335,,1227,,,,47425,barriques,,,,,,,,,,
127,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Bierre,Indes,2271,,11357,,,,47425,bouteilles,,,,,,,,,,
128,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Bijouterie,Allemagne,6500,,,,,,44659,,,,,,,,,,,
129,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Bijouterie,Isles,38159,,,,,,44659,,,,,,,,,,,
130,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Bijouterie,Indes,,,,,,,44659,,,,,,,,,,,
131,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Biscuits,Hollande,1585,,10569,,,,14433,en nombre,,,,,,,,,,
132,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Biscuits,Portugal,5414,,36100,,,,14433,en nombre,,,,,,,,,,
133,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Biscuits,Etats-Unis,1285,,8572,,,,14433,en nombre,,,,,,,,,,
134,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Biscuits,Isles,4649,,24470,,,,14433,livres,,,,,,,,,,
135,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Biscuits,Indes,1500,,10000,,,,14433,en nombre,,,,,,,,,,
136,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Bled ; froment,Espagne,767930,,7679300,,,,2470579,livres,2334464,,,,,,,,,
137,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Bled ; froment,Flandre,25040,,303520,,,,2470579,livres,2334464,,,,,,,,,
138,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Bled ; froment,Italie,344980,,3449800,,,,2470579,livres,2334464,,,,,,,,,
139,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Bled ; froment,Genes,139675,,4655,,,,2470579,charges,2334464,,,,,,,,,
140,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Bled ; froment,Portugal,818429,,8184290,,,,2470579,livres,2334464,,,,,,,,,
141,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Bled ; froment,Savoye,238410,,7947,,,,2470579,charges,2334464,,,,,,,,,
142,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Bled ; d'inde,Espagne,22954,,612100,,,,2470579,livres,,,,,,,,,,
143,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,11,Bled ; mahi,Espagne,1459,,583.5,,,,2470579,conques,,,,,,,,,,
144,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,13,Bled ; seigle,Espagne,67000,,3350,,,,2470579,charges,111702,,,,,,,,,
145,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,13,Bled ; seigle,Flandre,3895,,77900,,,,2470579,livres,111702,,,,,,,,,
146,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,13,Bled ; seigle,Italie,14100,,188000,,,,2470579,livres,111702,,,,,,,,,
147,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,13,Bled ; seigle,Portugal,21507,,281761,,,,2470579,livres,111702,,,,,,,,,
148,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,13,Bled ; seigle,Savoye,5200,,260,,,,2470579,charges,111702,,,,,,,,,
149,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,13,Blonde de soye,Espagne,8250,,33,,,,61450,livres,,,,,,,,,,
150,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,13,Blonde de soye,Flandre,53200,,152,,,,61450,livres,,,,,,,,,,
151,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,13,Bois ; d'acajou,Hollande,1020,,34,,,,242859,madriers,,,,,,,,,,
152,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,13,Bois ; à bruler,Allemagne,43194,,1815,,,,242859,chars,,,,,,,,,,
153,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,13,Bois ; de campeche,Espagne,9180,,,,,,242859,,18052,,,,,,,,,
154,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,13,Bois ; de campeche,Nord,7611,,63425,,,,242859,livres,18052,,,,,,,,,
155,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,13,Bois ; de campeche,Savoye,1261,,12615,,,,242859,livres,18052,,,,,,,,,
156,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,13,Bois ; de chesne,Allemagne,1090,,109,,,,242859,pièces,,,,,,,,,,
157,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,13,Bois d'ebenne,Danemark,6000,,6000,,,,242859,livres,,,,,,,,,,
158,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,13,Bois ; de gayac,Hollande,7200,,36000,,,,242859,livres,,,,,,,,,,
159,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,15,Bois ; d'inde,Suisse,1245,,4980,,,,242859,livres,,,,,,,,,,
160,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,15,Bois ; merrain,Isles,102362,,573570,,,,242859,en nombre,107554,,,,,,,,,
161,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,15,Bois ; merrain,Indes,5192,,25960,,,,242859,en nombre,107554,,,,,,,,,
162,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,15,Bois ; ouvré,Espagne,24680,,,,,,242859,,,,,,,,,,,
163,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,15,Bois ; à teindre,Espagne,3928,,19640,,,,242859,livres,32824,,,,,,,,,
164,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,15,Bois ; à teindre,Flandre,2297,,22975,,,,242859,livres,32824,,,,,,,,,
165,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,15,Bois ; à teindre,Italie,4843,,48430,,,,242859,livres,32824,,,,,,,,,
166,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,15,Bois ; à teindre,Levant,18463,,123090,,,,242859,livres,32824,,,,,,,,,
167,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,15,Bois ; à teindre,Savoye,3293,,32930,,,,242859,livres,32824,,,,,,,,,
168,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,15,Bonnets ; de coton,Isles,5586,,197,,,,388248,douzaines,,,,,,,,,,
169,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,15,Bonnets ; de laine,Allemagne,6480,,1080,,,,388248,livres,382662,,,,,,,,,
170,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,15,Bonnets ; de laine,Espagne,12960,,2160,,,,388248,livres,382662,,,,,,,,,
171,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,15,Bonnets ; de laine,Levant,348432,,29036,,,,388248,douzaines,382662,,,,,,,,,
172,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,15,Bonnets ; de laine,Portugal,10890,,1815,,,,388248,livres,382662,,,,,,,,,
173,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,15,Bonnets ; de laine,Savoye,3900,,325,,,,388248,douzaines,382662,,,,,,,,,
174,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,15,Bouchons de liège,Savoye,5226,,1742,,,,,livres,,,,,,,,,,
175,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,15,Bougie,Allemagne,11397,,4656,,,,150482,livres,,,,,,,,,,
176,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,15,Bougie,Espagne,6295,,3010,,,,150482,livres,,,,,,,,,,
177,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,15,Bougie,Flandre,1035,,400,,,,150482,livres,,,,,,,,,,
178,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,15,Bougie,Hollande,14755,,5780,,,,150482,livres,,,,,,,,,,
179,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,15,Bougie,Italie,1920,,960,,,,150482,livres,,,,,,,,,,
180,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,15,Bougie,Portugal,2304,,1014,,,,150482,livres,,,,,,,,,,
181,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,15,Bougie,Savoye,4449,,2206,,,,150482,livres,,,,,,,,,,
182,Fatima Zahra,AN F12 248,Objet Général,1780,Exports,,,17,Bougie,Suisse,2137,,805,,,,150482,livres,,,,,,,,,,
