numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,remarks,DoubleAccounts
26,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,21,Veaux,Europe,,2916,,nombre,,,,
27,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,21,Bufs et vache,Europe,,26558,,nombre,,,,
28,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,21,Moutons et Brebis,Europe,,39756,,nombre,,,,
29,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,21,Porcs et porcelets,Europe,,25229,,nombre,,,,
30,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,21,chevaux,Europe,,12535,,nombre,,,,
31,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,21,Mules et Mulets,Europe,,325,,nombre,,,,
32,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,21,Beurre,Europe,,371326,,livres,,,,
33,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,21,Bières en muids,Europe,,"6136,35",,muids,,,muid à 288 pintes,
34,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,21,Bières en bouteille,Europe,,3162,,bouteilles,,,,
35,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,21,Bijouterie,Europe,,,,,,,,
36,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,21,Biscuit de mer,Europe,,,,,,,,
37,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Abbatis de morue,,,,,,,,,
38,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Agrès et apparaux,,,,,,,,,
39,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Aiguilles à coudre,Europe,248210,,,livres,,,,
40,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Ail,,,,,,,,,
41,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Alquifoux ou mine de plomb,,,,,,,,,
42,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Alun,Europe,,78780,,,,,,
43,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Amandes,Europe,,1024109,,livres,,,,
44,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Amandes,Amérique,,140412,,livres,,,,
45,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Amandes,Asie,,28687,,livres,,,,
46,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Amidon,Europe,,1231914,,livres,,,,
47,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Anchois,Europe,,66485,,livres,,,,
48,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Anis,,,,,,,,,
49,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Anis étoilé,,,,,,,,,
50,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Antimoine,,,23877,,livres,,,,
51,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Ardoises,Europe,,14652500,,nombres,,,,
52,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Ardoises,Amérique,,807000,,nombres,,,,
53,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Argent en lingots,,,,,,,,,
54,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Argent monnayé,Europe,6154193,,,livres,,,,
55,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Argent monnayé,Amérique,102400,,,livres,,,,
56,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Argent monnayé,Asie,4802795,,,livres,,,,
57,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Argent vif,,,,,,,,,
58,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Argenterie,,,,,,,,,
59,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Armes diverses,Amérique,71964,,,livres,,,,
60,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Armes diverses,Afrique,274187,,,livres,,,,
61,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Armes diverses,Asie,230273,,,livres,,,,
62,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Arsenic,,,,,,,,,
63,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Avoine,,,,,,,,,
64,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Azur,,,,,,,,,
65,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Balais,,,,,,,,,
66,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Baleine coupée et en fanons,Europe,,38520,,livres,,,,
67,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Bestiaux de toutes sortes,Europe,316501,,,livres,,,,
68,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Bestiaux de toutes sortes,Amérique,66600,,,livres,,,,
69,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Veaux,Europe,,2350,,nombres,,,,
70,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Bufs et vache,Europe,,12440,,nombres,,,,
71,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Moutons et Brebis,Europe,,153021,,nombres,,,,
72,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Porcs et porcelets,Europe,,61773,,nombres,,,,
73,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,chevaux,Europe,,383,,nombres,,,,
74,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Mules et Mulets,Europe,,13059,,nombres,,,,
75,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Beurre,Europe,,553341,,livres,,,,
76,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Beurre,Amérique,,635620,,livres,,,,
77,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Beurre,Afrique,,81200,,livres,,,,
78,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Beurre,Asie,,74272,,livres,,,,
79,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Beurre,Pêches françaises,,167095,,livres,,,,
80,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Bières en muids,Europe,,3255,,muids,,,,
81,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Bières en muids,Amérique,,"1416,05",,muids,,,,
82,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Bières en muids,Asie,,"631,1",,muids,,,,
83,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Bières en bouteille,Amérique,,58566,,Bouteilles,,,,
84,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Bières en bouteille,Asie,,25705,,Bouteilles,,,,
85,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Bijouterie,Amérique,80045,,,livres,,,,
86,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Bijouterie,Asie,27150,,,livres,,,,
87,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Biscuit de mer,Amérique,,1747621,,livres,,,,
88,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Biscuit de mer,Afrique,,271200,,livres,,,,
89,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Biscuit de mer,Asie,,356779,,livres,,,,
90,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Exports,22,Biscuit de mer,Pêches françaises,,656735,,livres,,,,
91,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Blé-Froment,Europe,,324450833,,livres,,,,
92,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Seigle,Europe,,3323800,,livres,,,,
93,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Orge,Europe,,1234754,,livres,,,,
94,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Maïs,Europe,,10848550,,livres,,,,
95,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Bleu de Prusse,Europe,,874,,livres,,,,
96,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Bois divers,Europe,589157,,,livres,,,,
97,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Bois à brûler,Europe,133105,,,livres,,,,
98,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Bois de construction,Europe,1993622,,,livres,,,,
99,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,"Bois des îles et des Indes, pour teinture et marqueterie",Europe,1820267,,,livres,,,,
100,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,"Bois des îles et des Indes, pour teinture et marqueterie",Amérique,186649,,,livres,,,,
101,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Bois d'ébène,Asie,,100000,,livres,,,,
102,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Bonneteries diverses,Europe,21734,,,livres,,,,
103,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Bonneteries de coton,Europe,146871,,,livres,,,,
104,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Bonneteries de line,Europe,427999,,,livres,,,,
105,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Bonneteries de soie,,,,,,,,,
106,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Bouchons de Liège,,,,,,,,,
107,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Bougie,,,,,,,,,
108,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Bourre de soie,Europe,,14397,,livres,,,,
109,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Boutons divers,Europe,16743,,,livres,,,,
110,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,"Bray, Goudron et Résine",Europe,,13884472,,livres,,,,
111,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Briques,Europe,,1311000,,nombres,,,,
112,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Brun rouge,Europe,,560930,,livres,,,,
113,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Cacao,Europe,,1193276,,livres,,,,
114,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Cacao,Amérique,,1293642,,livres,,,,
115,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Café divers,Europe,,1193276,,livres,,,,
116,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Café divers,Amérique,,73629968,,livres,,,,
117,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Café de l'île de la Réunion,,,,,,,,,
118,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Café ci-devant Bourbon,,,,,,,,,
119,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Café du levant,,,,,,,,,
120,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Café moka,,,,,,,,,
121,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Canelle,Europe,,7806,,livres,,,,
122,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Cantarides,Europe,,8000,,livres,,,,
123,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Capres,,,,,,,,,
124,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Carret,Amérique,,10495,,livres,,,,
125,Esther Benbassat,F_12_252_1792 (0139->0226).pdf,National/Objet Général/AN Paris/F_12_252_1792 (0139->0226).csv,Objet Général,1792 - 1er semestre,Imports,23,Cartes à jouer,,,,,,,,,
