numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,remarks
75,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,4,Ceruze,Hollande,250,1200,livres,.2416667,-40
76,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,4,Chaise ; de commodité,Hollande,27,3,pièces,9,0
77,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,4,Chandelle,Hollande,12,30,livres,.4,0
78,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,4,Chanvre ; cru,Hollande,7960,31480,livres,.2,1664 erreur calcul
79,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,4,Charbon de terre,Hollande,1840,46,Tonneaux,40,0
80,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,4,Clous ; de fer,Hollande,309,1030,livres,.3,0
81,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,5,Coffres ; de sapin,Hollande,216,24,pièces,9,0
82,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,5,Colle ; forte,Hollande,486,1216,livres,.4,"-0,4"
83,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,5,Commodes,Hollande,600,10,pièces,60,0
84,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,5,Compas,Hollande,600,1,caisse,600,0
85,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,5,Cordages,Hollande,3000,10000,livres,.3,0
86,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,5,Cornes ; a lanternes,Hollande,561,935,livres,.6,0
87,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,5,Couperose ; verte,Hollande,1647,16475,livres,.1,"-0,5"
88,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,5,Courbes,Hollande,100,10,pièces,10,0
89,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,5,Couteaux ; communs,Hollande,32,21,douzaines,1.5,"0,5"
90,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,5,Couteaux ; a gaines,Hollande,6,6,pièces,1,0
91,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,5,Creusets,Hollande,36,1,bariques,36,0
92,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,5,Crain,Hollande,240,400,livres,.6,0
93,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,5,Cuilliers ; de fer,Hollande,12,12,pièces,1,0 indiqué comme une douzaine
94,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,5,Cuivre ; en chaudron,Hollande,80,50,livres,1.6,0
95,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,5,Cuivre ; jaune,Hollande,110014,110014,livres,1,0
96,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,5,Drogueries,Hollande,400,1,caisse,400,0
97,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,5,Drogueries,Hollande,2650,1325,livres,2,0
98,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,5,Drogueries,Hollande,200,1,valeur,200,0
99,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,5,Eau ; forte,Hollande,200,100,livres,2,0
100,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,5,Eau ; de vie ; de genievre,Hollande,288,122,pots,4,-200 erreur calcul
101,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,5,Ecope,Hollande,115,92,pièces,1.25,0
102,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,5,Epar,Hollande,0,800,pièces,1.2,-960 absence de total
103,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,5,Epicerie,Hollande,897,598,livres,1.5,0
104,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,5,Etain ; en saumon,Hollande,12007,12007,saumon,1,0
105,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,5,Etoupes,Hollande,9,60,livres,.15,0
106,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,6,Faucille,Hollande,175,500,pièces,.35,0
107,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,6,Faute,Hollande,4061,319,pièces,19,-2000 erreur calcul
108,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,6,Fayance,Hollande,27,9,douzaines,3,0
109,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,6,Fayance,Hollande,612,1224,livres,.5,0
110,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,6,Fer ; en barres,Hollande,14874,134975,livres,.11,"26,75 inversion de chiffres ?"
111,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,6,Fer ; blanc,Hollande,1040,12,barils,95,-100 erreur calcul
112,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,6,Fer ; en taule,Hollande,65,500,livres,.13,0
113,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,6,Feves,Hollande,1500,1500,boisseaux,1,0
114,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,6,Feves,Hollande,1650,33,bottes,50,0
115,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,6,Figues,Hollande,880,4400,livres,.2,0
116,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,6,Fil ; blanc,Hollande,33,11,livres,3,0
117,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,6,Fil ; de fer,Hollande,150,500,livres,.3,0
118,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,6,Fil ; a voile,Hollande,2250,3000,livres,.75,0
119,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,6,Fromage,Hollande,8092,26975,livres,.3,"-0,5"
120,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,6,Garance,Hollande,95,210,livres,.45,"0,5"
121,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,6,Gaudron,Hollande,3425,137,barils,25,0
122,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,6,Gerofle,Hollande,406,29,livres,14,0
123,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,6,Graine ; de choux,Hollande,160,80,livres,2,0
124,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,6,Graine ; de choux fleur,Hollande,304,19,livres,16,0
125,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,6,Graine ; de jardin,Hollande,90,180,livres,.5,0
126,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,6,Graine ; de lin,Hollande,71379,6489,boisseaux,11,0
127,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,6,Gros ; rouge,Hollande,300,300,livres,1,0
128,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,6,Gruau,Hollande,1,1,boisseaux,1,0
129,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,6,Gruau,Hollande,250,5000,livres,.05,0 produit non reconnu
130,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,7,Guinée ; bleue,Hollande,11100,370,pièces,30,0
131,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,7,Harangs ; blancs,Hollande,14070,234.5,barils,60,0
132,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,7,Harangs ; blancs,Hollande,400,1,valeur,400,0
133,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,7,Harangs ; sors,Hollande,1980,36,barils,55,0
134,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,7,Harangs ; sors,Hollande,280,4,boucault,70,0
135,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,7,Horloge ; de sable,Hollande,0,1,caisse,0,0 pas de prix unitaire ni de total
136,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,7,Huile ; de baleine,Hollande,9652,175.5,bariques,55,"-0,5"
137,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,7,Huile ; de baleine,Hollande,12,30,pots,.4,0
138,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,7,Huile ; de lin,Hollande,3463,2664,pots,1.3,"-0,2"
139,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,7,Huile ; de lin,Hollande,3810,12700,livres,.3,0
140,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,7,Huile ; de navette,Hollande,585,450,pots,1.3,0
141,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,7,Huile ; de rabette,Hollande,480,400,livres,1.2,0
142,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,7,Jambon,Hollande,335,670,livres,.5,0
143,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,7,Jeux ; de voile,Hollande,600,2,pièces,300,0
144,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,7,Litarge,Hollande,762,3049,livres,.25,"-0,25"
145,Pascal Fontaine,AD 44 C706,Local/Rennes/Rennes - Entrées - 1747-1780 (-).csv,Local,1747,Import,Rennes,7,Manches ; de balais,Hollande,3,1,douzaines,3,0
