numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
31,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,2,Toile d'hollande,Dannemark,33,aunes,4,132,0,
32,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,2,Toile a napes et serviettes,Dannemark,1146,aunes,1,1146,0,
32,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,2,Toile royale,Dannemark,2,pièces,40,80,0,
32,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,2,Toile à serpiliere,Dannemark,202,aunes,"0,35",70,"-0,7",
33,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,2,Vin ; muscat,Dannemark,12,pots,3,36,0,
34,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,2,Vin ; de Xeres,Dannemark,1,pipes,250,250,0,
35,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,2,Bougie blanche,Espagne,200,livres,"1,75",350,0,
36,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,3,Camelot de laine,Espagne,"443,75",aunes,3,1331,"-0,25",
37,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,3,Chemises garnies,Espagne,305,en nombre,4,1220,0,
38,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,3,Chemises unies,Espagne,4545,en nombre,3,13635,0,
39,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,3,Cuirs de genisse corroyés,Espagne,9,douzaines,40,360,0,
40,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,3,Dentelle de fil,Espagne,,,0,12500,12500,
41,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,3,Etamine de laine,Espagne,4210,livres,4,16840,0,
42,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,3,Etamine de Laval,Espagne,616,aunes,3,1848,0,
43,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,3,Fèves,Espagne,42,tonneaux,110,4620,0,
44,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,3,Fil de couleur,Espagne,2160,livres,"2,25",4860,0,
45,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,3,Graine,Espagne,1500,livres,"0,5",750,0,
46,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,3,Miroir,Espagne,2,en nombre,50,100,0,
47,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,3,Orge,Espagne,20,tonneaux,95,1900,0,
48,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,3,Papier batard fin,Espagne,120,rames,6,720,0,
49,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,3,Pekin,Espagne,71,pièces,70,4970,0,
50,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,3,Rodingottes de Cariz,Espagne,36,en nombre,20,720,0,
51,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,3,Ruban de soye,Espagne,213,pièces,6,1278,0,
52,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,3,Sardines pressées,Espagne,33,tonneaux,120,3960,0,
53,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,3,Sardines pressées,Espagne,156,barils,15,2340,0,
54,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,3,Toile blanchard,Espagne,1690,livres,4,6760,0,
55,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,3,Toiles de bretagne diverses ; étroites,Espagne,32301,pièces,"6,5",209957,"0,5",
56,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,3,Toiles de bretagne diverses ; étroites,Espagne,38606,aunes,"1,5",57909,0,
57,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,3,Toiles de bretagne diverses ; larges,Espagne,10855,pièces,12,130260,0,
58,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,3,Toiles de bretagne diverses ; larges,Espagne,10640,aunes,"2,25",23940,0,
59,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,3,Toiles de bretagne diverses ; a carreaux,Espagne,19757,livres,2,39514,0,
60,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,3,Toiles de bretagne diverses ; créé large,Espagne,68500,aunes,"1,25",85625,0,
61,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,3,Toiles de bretagne diverses ; gratiene,Espagne,283024,aunes,1,283024,0,
62,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,4,Toiles de bretagne diverses ; de halle,Espagne,708,aunes,"0,75",531,0,
63,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,4,Toiles de bretagne diverses ; de Morlais,Espagne,2450,aunes,"1,25",3062,"-0,5",
64,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,4,Toiles de bretagnes diverses ; d'ollone ,Espagne,31,pièces,20,620,0,
65,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,4,Toiles de bretagnes diverses ; d'ollone ,Espagne,8875,aunes,"0,8",7100,0,
66,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,4,Toiles de bretagne diverses ; Pontivi,Espagne,30,aunes,"1,5",45,0,
67,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,4,Toiles de bretagne diverses ; Pouldavi,Espagne,1250,aunes,"0,75",937,"-0,5",
68,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,4,Toiles de bretagne diverses ; rayées,Espagne,3584,aunes,1,3584,0,
69,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,4,Toiles de bretagne diverses ; rosconnes,Espagne,115052,aunes,"0,75",86289,0,
70,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,4,Toile ; de Laval,Espagne,6800,aunes,"1,25",8500,0,
71,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,4,Toile ; de Rouen,Espagne,9600,aunes,"2,5",24000,0,
72,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,4,Toile ; rousse,Espagne,160,aunes,"0,9",144,0,
73,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,4,Toile ; à voile,Espagne,900,aunes,"0,75",1350,675,erreur de calcul
74,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,4,Vieux oing,Espagne,600,livres,"0,15",90,0,
75,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,4,Vin ; de Bordeaux,Espagne,6,bariques,60,360,0,
76,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,4,Vin ; de Malaga,Espagne,11,pipes,300,3300,0,
77,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,4,Alibanis,Guinée,33,pièces,16,528,0,
78,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,4,Anabas,Guinée,715,pièces,2,1430,0,
79,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,4,Bajutapaux,Guinée,1646,pièces,25,41150,0,
80,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,4,Bayette,Guinée,20,pièces,36,720,0,
81,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,4,Beuf salé,Guinée,42,barils,30,1260,0,
82,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,4,Beurre,Guinée,69,barils,20,1380,0,
83,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,4,Beurre,Guinée,6825,livres,"0,25",1704,"-2,25",
84,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,4,Bonbetuf,Guinée,5,pièces,0,0,0,doute nom du produit et absence de prix unitaire et de montant
85,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,4,Boulange,Guinée,35,pièces,10,350,0,
86,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,5,Braule,Guinée,35,pièces,6,210,0,
87,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,5,Canettes de grez,Guinée,600,en nombre,"0,3",180,0,
88,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,5,Caves garnies ; de 21 flacons,Guinée,9,pièces,24,216,0,
89,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,5,Caves garnies ; de 18 flacons,Guinée,2,pièces,20,40,0,
90,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,5,Caves garnies ; de 6 flacons,Guinée,395,pièces,7,2765,0,
91,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,5,Cauris,Guinée,266,livres,"1,2",319,"-0,2",
92,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,5,Clous de fer,Guinée,201,livres,"0,25",50,"-0,25",
93,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,5,Coros,Guinée,210,pièces,5,1050,0,
94,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,5,Coupis,Guinée,52,pièces,20,1040,0,
95,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,5,Couteaux,Guinée,1057,douzaines,"1,5",1575,"-10,5",erreur calcul
96,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,5,Couvertures de laine,Guinée,16,en nombre,12,112,-80,erreur calcul
97,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,5,Cuivre ouvré,Guinée,1014,livres,"1,5",1521,0,
98,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,5,Drap de Carcassonne,Guinée,"92,5",aunes,9,833,"0,5",
99,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,5,Eau de vie,Guinée,1797,veltes,2,3594,0,
100,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,5,Etain ouvré,Guinée,525,livres,2,1050,0,
101,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,5,Farine,Guinée,30,barils,20,600,0,
102,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,5,Fauce,Guinée,213,pièces,0,0,0,pas de prix unitaire ni de total
103,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,5,Fer en barres,Guinée,3650,livres,"0,11",398,"-3,5",erreur de calcul
104,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,5,Feves,Guinée,56,tonneaux,110,6160,0,
105,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,5,Feves,Guinée,13,bariques,25,325,0,
106,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,5,Feves,Guinée,"267,75",boisseaux,1,268,"0,25",
107,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,5,Fusils de traitte,Guinée,800,en nombre,6,4800,0,
108,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,5,Galons d'argent,Guinée,"1,25",livres,130,162,"-0,5",65 livres le marc
109,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,5,Graine,Guinée,454,livres,"0,5",227,0,
110,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,5,Gruau,Guinée,50,boisseaux,"0,75",37,"-0,5",
111,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,6,Guildive,Guinée,1725,veltes,4,6900,0,
112,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,6,Guinée bleue,Guinée,500,pièces,30,15000,0,
113,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,6,Guingan,Guinée,25,pièces,12,300,0,
114,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,6,Indienne,Guinée,165,pièces,35,5775,0,
115,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,6,Lard,Guinée,32,barils,25,800,0,
116,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,6,Marchandises melées,Guinée,,,0,530,530,
117,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,6,Mouchoirs de Pontichery,Guinée,200,pièces,24,4800,0,
118,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,6,Nicaneas,Guinée,683,pièces,12,8196,0,
119,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,6,Platille,Guinée,966,pièces,5,4830,0,
120,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,6,Poudre a canon,Guinée,10000,livres,"0,95",9500,0,
121,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,6,Salemporis bleu,Guinée,36,pièces,24,864,0,
122,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,6,Stocfiche,Guinée,2000,livres,"0,2",400,0,
123,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,6,Sucre brut,Guinée,1495,livres,"0,3",448,"-0,5",
124,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,6,Suif,Guinée,1771,livres,"0,3",531,"-0,3",
125,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,6,Tabac en feuilles,Guinée,500,livres,"0,5",250,0,
126,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,6,Toile peinte,Guinée,2,pièces,20,40,0,
127,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,6,Vin de Bordeaux,Guinée,45,barriques,60,2700,0,
128,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,6,Vin d'Espagne,Guinée,16,bottes,150,2400,0,
129,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,6,Vin de la Rochelle,Guinée,15,barriques,45,675,0,
130,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,6,Vinaigre,Guinée,12,barils,8,96,0,
131,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,6,Ardoises,Hollande,1220,milliers,14,17080,0,
132,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,6,Argent vif,Hollande,1080,livres,5,5400,0,
133,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,6,Armoisin,Hollande,4,pièces,50,200,0,
134,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,7,Bas de fil,Hollande,18,douzaines de paires,30,540,0,
135,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,7,Bas de laine,Hollande,178,paires,3,534,0,
136,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,7,Beurre de bretagne,Hollande,249825,livres,"0,3",74947,"-0,5",
137,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,7,Biscuits de mer,Hollande,3000,livres,"0,12",360,0,
138,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,7,Bois rouge,Hollande,40000,livres,"0,3",12000,0,
139,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,7,Caffé de Bourbon,Hollande,24581,livres,"1,25",30726,"-0,25",
140,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,7,Caffé des Isles ,Hollande,105025,livres,1,105025,0,
141,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,7,Caffé Moka,Hollande,7016,livres,"1,75",12278,0,
142,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,7,Camelot de laine,Hollande,330,aunes,3,990,0,
143,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,7,Carizé,Hollande,1354,aunes,0,0,0,pas de montant unitaire ni de total
144,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,7,Chemises,Hollande,600,pièces,6,3600,0,
145,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,7,Chuquelas,Hollande,3,pièces,26,78,0,doute nom du produit
146,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,7,Couvertures de laine,Hollande,97,en nombre,12,1164,0,
147,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,7,Damas,Hollande,390,pièces,150,58500,0,doute sur la marchandise
148,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,7,Darins,Hollande,74,pièces,40,2960,0,
149,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,7,Dents de vache marine,Hollande,18,livres,0,0,0,pas de montant unitaire ni de total
150,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,7,Drap de laine,Hollande,1538,aunes,8,12304,0,
151,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,7,Espagnolettes,Hollande,"14,5",aunes,"1,25",18,"-0,13",
152,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,7,Etamine de Laval,Hollande,2959,livres,5,14795,0,
153,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,7,Fayance,Hollande,200,livres,"0,5",100,0,
154,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,7,Flanelle,Hollande,12611,aunes,1,12611,0,
155,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,7,Fromage,Hollande,101385,livres,"0,3",30415,"-0,5",
156,Pascal Fontaine,AD44 C706,Local/Rennes/Rennes - Sorties.csv,Local,1747,Exports,Rennes,7,Gaudron,Hollande,60,barils,25,1500,0,
