numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
55,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,3,1772,armes à feu fusils,Rennes,d'Hollande,"1 550,00",en nombre,"8,00000",0,-12400,
56,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,3,1772,azur,Rennes,d'Hollande,"3 988,00",livres,"1,00000",0,-3988,
57,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,3,1772,bajutapeaux,Rennes,d'Hollande,"150,00",pièces,"22,00000",0,-3300,
58,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,3,1772,balances complettes,Rennes,d'Hollande,"4,00",en nombre,"15,00000",0,-60,
59,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,3,1772,baleine coupée,Rennes,d'Hollande,"183,00",livres,"3,50000",0,"-640,5",
60,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,3,1772,barils vides,Rennes,d'Hollande,"182,00",en nombre,"1,20000",0,"-218,4",
61,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,3,1772,bayette,Rennes,d'Hollande,"13,00",pièces,"18,00000",0,-234,
62,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,3,1772,boeuf salé,Rennes,d'Hollande,"20,00",tierçons,"70,00000",0,-1400,
63,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,3,1772,bierre,Rennes,d'Hollande,"619,00",barriques,"25,00000",0,-15475,
64,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,3,1772,bierre,Rennes,d'Hollande,"41,00",tierçons,"18,00000",0,-738,
65,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,3,1772,blanc de céruze,Rennes,d'Hollande,"1 852,00",livres,"0,25000",0,-463,
66,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,3,1772,bled seigle,Rennes,d'Hollande,"33 140,00",livres,"0,10000",0,-3314,
67,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,3,1772,bleu,Rennes,d'Hollande,"2 844,00",livres,"1,00000",0,-2844,
68,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,3,1772,bottes fortes,Rennes,d'Hollande,"15,00",paires,"24,00000",0,-360,
69,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,3,1772,boutons de coco,Rennes,d'Hollande,"381,00",livres,"0,90000",0,"-342,9",
70,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,3,1772,boutons d'os,Rennes,d'Hollande,"115,00",livres,"0,90000",0,"-103,5",
71,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,3,1772,bray gras,Rennes,d'Hollande,"2 117,00",barils,"17,00000",0,-35989,
72,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,3,1772,briques,Rennes,d'Hollande,"1,00",milliers,"7,00000",0,-7,
73,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,3,1772,canettes de grez,Rennes,d'Hollande,"3 750,00",en nombre,"0,60000",0,-2250,
74,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,3,1772,caves de flacons,Rennes,d'Hollande,"1 670,00",en nombre,"5,50000",0,-9185,nombre de flacons non précisé
75,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,3,1772,ceruze,Rennes,d'Hollande,"22 700,00",livres,"0,25000",0,-5675,
76,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,chanvre cru,Rennes,d'Hollande,"334,00",balles,"120,00000",0,-40080,
77,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,chanvre cru,Rennes,d'Hollande,"421 840,00",livres,"0,30000",0,-126552,
78,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,chasselas,Rennes,d'Hollande,"200,00",pièces,"21,00000",0,-4200,prix incertain
79,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,chouclas,Rennes,d'Hollande,"10,00",pièces,"40,00000",0,-400,
80,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,cochelis,Rennes,d'Hollande,"364,00",pièces,"17,00000",0,-6188,
81,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,coros,Rennes,d'Hollande,"200,00",pièces,"9,00000",0,-1800,
82,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,couperose,Rennes,d'Hollande,"2 890,00",livres,"0,12500",0,"-361,25",
83,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,coupis,Rennes,d'Hollande,"200,00",pièces,"10,00000",0,-2000,
84,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,couteaux flamans,Rennes,d'Hollande,"2 388,00",douzaines,"1,50000",0,-3582,
85,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,couvertures de laine,Rennes,d'Hollande,"15,00",en nombre,"12,00000",0,-180,
86,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,cuirs de Russie,Rennes,d'Hollande,"24,00",en nombre,"4,00000",0,-96,
87,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,cuirs de Russie,Rennes,d'Hollande,"1 750,00",livres,"1,40000",0,-2450,
88,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,cuivre ouvré,Rennes,d'Hollande,"1 495,00",livres,"1,60000",0,-2392,
89,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,epicerie fine,Rennes,d'Hollande,"338,00",livres,"10,00000",0,-3380,
90,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,fer en barres,Rennes,d'Hollande,"139 390,00",livres,"0,17500",0,"-24393,25",
91,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,fer blanc,Rennes,d'Hollande,"19,00",barils,"125,00000",0,-2375,
92,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,fer en cercles,Rennes,d'Hollande,"54 916,00",livres,"0,20000",0,"-10983,2",
93,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,fer en enclumes,Rennes,d'Hollande,"630,00",livres,"0,50000",0,-315,
94,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,fer en fléaux,Rennes,d'Hollande,"900,00",livres,"0,60000",0,-540,
95,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,fer en poids,Rennes,d'Hollande,"1 750,00",livres,"0,10000",0,-175,
96,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,fer en taule,Rennes,d'Hollande,"7 700,00",livres,"0,35000",0,-2695,
97,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,fer en taule,Rennes,d'Hollande,"80,00",feuilles,"1,40000",0,-112,
98,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,feves,Rennes,d'Hollande,"30,00",laësts,"410,00000",0,-12300,
99,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,fil de caret,Rennes,d'Hollande,"60 000,00",livres,"0,90000",0,-54000,
100,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,filasse,Rennes,d'Hollande,"3 400,00",livres,"0,50000",0,-1700,
101,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,fromage,Rennes,d'Hollande,"163 507,00",livres,"0,30000",0,"-49052,1",pas d'unité de quantité. Sans doute des livres
102,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,graine de lin,Rennes,d'Hollande,"3 933,00",sacs,"10,00000",0,-39330,
103,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,graine de lin,Rennes,d'Hollande,"356 100,00",livres,"0,10000",0,-35610,
104,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,guinée,Rennes,d'Hollande,"2 323,00",pièces,"32,00000",0,-74336,
105,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,Horlogerie ; pendules,Rennes,d'Hollande,"10,00",en nombre,"100,00000",0,-1000,
106,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,huile de graine,Rennes,d'Hollande,"27,00",pièces,"300,00000",0,-8100,
107,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,huile de graine,Rennes,d'Hollande,"5,00",barils,"50,00000",0,-250,
108,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,huile de lin,Rennes,d'Hollande,"11 976,00",livres,"0,35000",0,"-4191,6",
109,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,jambons,Rennes,d'Hollande,"955,00",livres,"0,60000",0,-573,
110,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,4,1772,jarretières de fil,Rennes,d'Hollande,"177,00",livres,"1,50000",0,"-265,5",
111,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,lin cru,Rennes,d'Hollande,"23 904,00",livres,"0,50000",0,-11952,
112,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,limeneas,Rennes,d'Hollande,"1 310,00",livres,"26,00000",0,-34060,
113,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,lin peigné,Rennes,d'Hollande,"7 000,00",livres,"0,75000",0,-5250,
114,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,marchandises mêlées,Rennes,d'Hollande,,,"0,00000",278,278,valeur de 278 L cy
115,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,mercerie,Rennes,d'Hollande,,,"0,00000",15600,15600,valeur de 15600 L cy
116,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,mouchoirs de Romald,Rennes,d'Hollande,"280,00",pièces,"16,00000",0,-4480,
117,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,moulin à caffé,Rennes,d'Hollande,"135,00",livres,"1,50000",0,"-202,5",
118,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,nattes,Rennes,d'Hollande,"200,00",en nombre,"0,50000",0,-100,
119,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,orge,Rennes,d'Hollande,"53,00",laësts,"300,00000",0,-15900,
120,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,papier blanc,Rennes,d'Hollande,"24,00",rames,"8,00000",0,-192,
121,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,papier blanc,Rennes,d'Hollande,"1 787,00",livres,"0,40000",0,"-714,8",
122,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,peaux de veau en poil,Rennes,d'Hollande,"312,00",en nombre,"1,50000",0,-468,
123,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,pipes à fumer,Rennes,d'Hollande,"150,00",grosses,"2,00000",0,-300,
124,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,planches de sapin ordinaire,Rennes,d'Hollande,"6 833,00",en nombre,"0,75000",0,"-5124,75",
125,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,planches de sapin de 9 à 10 pieds,Rennes,d'Hollande,"6 700,00",en nombre,"1,00000",0,-6700,
126,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,plomb en grenailles,Rennes,d'Hollande,"10 000,00",livres,"0,30000",0,-3000,
127,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,plomb en saumon,Rennes,d'Hollande,"500,00",saumons,"25,00000",0,-12500,
128,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,planches,Rennes,d'Hollande,"100,00",en nombre,"4,00000",0,-400,
129,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,plumes à écrire,Rennes,d'Hollande,"291,00",livres,"5,00000",0,-1455,
130,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,poivre,Rennes,d'Hollande,"10 106,00",livres,"1,40000",0,"-14148,4",
131,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,poudre à canon,Rennes,d'Hollande,"24 000,00",livres,"1,00000",0,-24000,
132,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,poutraux,Rennes,d'Hollande,"380,00",en nombre,"10,00000",0,-3800,
133,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,quinquaille de fer et acier,Rennes,d'Hollande,"4 700,00",livres,"0,75000",0,-3525,
134,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,quinquaille de fer et acier,Rennes,d'Hollande,,,"0,00000",27300,27300,valeur de 27300 L cy
135,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,rassade,Rennes,d'Hollande,"144,00",masses,"15,00000",0,-2160,
136,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,rassade,Rennes,d'Hollande,"1 769,00",livres,"1,00000",0,-1769,
137,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,salemporis,Rennes,d'Hollande,"30,00",pièces,"18,00000",0,-540,
138,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,saumon salé,Rennes,d'Hollande,"6,00",barils,"50,00000",0,-300,
139,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,stocfiche,Rennes,d'Hollande,"1 200,00",livres,"0,25000",0,-300,
140,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,tabac en feuilles,Rennes,d'Hollande,"115 916,00",livres,"0,30000",0,"-34774,8",
141,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,toile peinte,Rennes,d'Hollande,"700,00",pièces,"28,00000",0,-19600,
142,Cyril CANET,AD44_C 717,Local/Rennes/Rennes – Entrées – 1772.csv,Local,Imports,5,1772,toile platille,Rennes,d'Hollande,"260,00",pièces,"5,00000",0,-1300,
