numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
26,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,12,1757,bray sec,Rennes,d'Espagne,"95 725,00",livres,"0,22000",,,
27,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,12,1757,citrons,Rennes,d'Espagne,"50,00",caisses,"12,00000",,,
28,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,12,1757,cotton en laine,Rennes,d'Espagne,"81 516,00",livres,"0,69000",,,69 L %
29,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,12,1757,fer en barres,Rennes,d'Espagne,"665 675,00",livres,"0,15000",,,
30,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,12,1757,fer plat,Rennes,d'Espagne,"87 623,00",livres,"0,12500",,,12 L % 10 S
31,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,12,1757,figues,Rennes,d'Espagne,"20 412,00",livres,"0,15000",,,
32,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,12,1757,goudron,Rennes,d'Espagne,"554,00",barils,"22,00000",,,
33,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,12,1757,goudron,Rennes,d'Espagne,"40,00",bariques,"44,00000",,,
34,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,12,1757,"haches, houes et serpes",Rennes,d'Espagne,"2 849,00",en nombre,"0,75000",,,
35,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,12,1757,huile d'olive,Rennes,d'Espagne,"11 271,00",livres,"0,60000",,,
36,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,12,1757,jambons,Rennes,d'Espagne,"8 110,00",livres,"0,40000",,,
37,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,12,1757,meules batardes,Rennes,d'Espagne,"994,00",en nombre,"2,25000",,,
38,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,12,1757,morue seche,Rennes,d'Espagne,"7 100,00",livres,"0,15000",,,
39,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,12,1757,olives,Rennes,d'Espagne,"38,00",petits barils,"10,00000",,,
40,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,12,1757,oranges,Rennes,d'Espagne,"18 000,00",en nombre,"0,02500",,,50 L %
41,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,12,1757,planches de sapin de 8 à 9 pieds,Rennes,d'Espagne,"610,00",en nombre,"1,00000",,,
42,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,12,1757,poivre,Rennes,d'Espagne,"8 130,00",livres,"1,20000",,,
43,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,12,1757,poussière de raisine,Rennes,d'Espagne,"262 173,00",livres,"0,07500",,,
44,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,12,1757,raisine,Rennes,d'Espagne,"1 922 382,00",livres,"0,07500",,,
45,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,12,1757,vin d'Espagne,Rennes,d'Espagne,"24,00",tonneaux,"800,00000",,,
46,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,13,1757,charbon de terre,Rennes,de la Flandre,"130,00",bariques,"10,00000",,,
47,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,13,1757,jambons,Rennes,de la Flandre,"96,00",livres,"0,40000",,,
48,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,13,1757,acier,Rennes,d'Hollande,"32 517,00",livres,"0,25000",,,
49,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,13,1757,alun,Rennes,d'Hollande,"9 655,00",livres,"0,20000",,,
50,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,13,1757,amidon,Rennes,d'Hollande,"17 229,00",livres,"0,20000",,,
51,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,13,1757,azur,Rennes,d'Hollande,"7 531,00",livres,"0,75000",,,
52,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,13,1757,baleine coupée,Rennes,d'Hollande,"8 206,00",livres,"3,75000",,,
53,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,13,1757,barbancon de grais,Rennes,d'Hollande,"2 800,00",livres,"0,15000",,,
54,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,13,1757,beure,Rennes,d'Hollande,"534,00",livres,"0,30000",,,
55,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,13,1757,biere,Rennes,d'Hollande,"660,00",bariques,"25,00000",,,
56,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,13,1757,blanc de ceruze,Rennes,d'Hollande,"119,00",livres,"0,10000",,,
57,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,13,1757,bois de campeche,Rennes,d'Hollande,"25 150,00",livres,"0,15000",,,
58,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,13,1757,bois de Pernambouc,Rennes,d'Hollande,"600,00",livres,"0,45000",,,
59,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,13,1757,bois de Pernambouc moulu,Rennes,d'Hollande,"17 398,00",livres,"0,50000",,,
60,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,13,1757,bois fustel,Rennes,d'Hollande,"2 060,00",livres,"0,20000",,,
61,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,13,1757,bois d'Inde,Rennes,d'Hollande,"20 062,00",livres,"0,20000",,,
62,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,13,1757,bois merrain à pipes,Rennes,d'Hollande,"5 200,00",douëlles,"0,44000",,,44 L %
63,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,13,1757,bois de Sandal,Rennes,d'Hollande,"20 200,00",livres,"0,25000",,,
64,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,13,1757,bois à teindre,Rennes,d'Hollande,"4 826,00",livres,"0,20000",,,
65,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,13,1757,borax,Rennes,d'Hollande,"126,00",livres,"8,00000",,,
66,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,13,1757,bray gras,Rennes,d'Hollande,"92,00",barils,"22,00000",,,
67,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,13,1757,brosserie,Rennes,d'Hollande,"2 939,00",livres,"1,00000",,,
68,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,13,1757,cabillauds,Rennes,d'Hollande,"72 995,00",livres,"0,20000",,,
69,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,13,1757,canettes de grais,Rennes,d'Hollande,"123,00",livres,"0,30000",,,
70,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,13,1757,caves garnies,Rennes,d'Hollande,"1 266,00",livres,"0,45000",,,
71,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,13,1757,ceruze,Rennes,d'Hollande,"19 801,00",livres,"0,10000",,,
72,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,13,1757,chanvre cru,Rennes,d'Hollande,"140,00",livres,"0,18000",,,18 L %
73,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,13,1757,charbon de terre,Rennes,d'Hollande,"140,00",bariques,"10,00000",,,
74,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,13,1757,coëti,Rennes,d'Hollande,"284,00",aunes,"1,00000",,,doute sur la marchandise
75,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,13,1757,colle forte,Rennes,d'Hollande,"460,00",livres,"0,40000",,,
76,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,colle de poisson,Rennes,d'Hollande,"1 956,00",livres,"0,60000",,,
77,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,couperose,Rennes,d'Hollande,"128 376,00",livres,"0,10000",,,10 L %
78,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,cuirs de boeuf en poil,Rennes,d'Hollande,"411,00",en nombre,"6,00000",,,
79,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,cuivre en chaudron,Rennes,d'Hollande,"18 509,00",livres,"1,40000",,,
80,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,cuivre rouge,Rennes,d'Hollande,"2 500,00",livres,"1,50000",,,
81,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,drogueries,Rennes,d'Hollande,"5 790,00",livres,"2,00000",,,
82,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,etaim,Rennes,d'Hollande,"1 262,00",livres,"0,75000",,,
83,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,fayance,Rennes,d'Hollande,"801,00",livres,"0,20000",,,
84,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,fer battu,Rennes,d'Hollande,"6 743,00",livres,"0,12500",,,12 L % 10 S
85,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,fer blanc,Rennes,d'Hollande,"9,00",barils,"90,00000",,,
86,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,fer en cercles,Rennes,d'Hollande,"4 644,00",livres,"0,25000",,,
87,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,fer en cuilleres,Rennes,d'Hollande,"99,00",douzaines,"6,00000",,,
88,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,fer en feuillards,Rennes,d'Hollande,"1 300,00",livres,"0,18000",,,18 L %
89,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,fer pour moulins à sucre,Rennes,d'Hollande,"14 225,00",livres,"0,30000",,,
90,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,fer plat,Rennes,d'Hollande,"23 696,00",livres,"0,12500",,,12 L %
91,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,fer en poëles,Rennes,d'Hollande,"4 385,00",livres,"0,35000",,,
92,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,fil de carret,Rennes,d'Hollande,"14 104,00",livres,"1,00000",,,
93,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,fil de fer,Rennes,d'Hollande,"10 034,00",livres,"1,00000",,,
94,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,fil de leton,Rennes,d'Hollande,"108,00",livres,"1,75000",,,
95,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,fleuret,Rennes,d'Hollande,"19,00",douzaines,"2,25000",,,
96,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,fromage,Rennes,d'Hollande,"248 088,00",livres,"0,25000",,,
97,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,garance,Rennes,d'Hollande,"30 718,00",livres,"0,45000",,,
98,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,goudron,Rennes,d'Hollande,"120,00",barils,"22,00000",,,
99,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,goudron,Rennes,d'Hollande,"30,00",bariques,"44,00000",,,unité monétaire absente
100,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,giroffle,Rennes,d'Hollande,"1 824,00",livres,"15,00000",,,
101,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,graine de lin,Rennes,d'Hollande,"8 000,00",livres,"0,50000",,,
102,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,harangs sors,Rennes,d'Hollande,"208,00",barils,"40,00000",,,
103,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,huile de lin,Rennes,d'Hollande,"124 644,00",livres,"0,25000",,,
104,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,huile de poisson,Rennes,d'Hollande,"109 052,00",livres,"0,25000",,,
105,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,jambons,Rennes,d'Hollande,"4 514,00",livres,"0,40000",,,
106,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,laine,Rennes,d'Hollande,"124 895,00",livres,"1,25000",,,
107,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,laine serge,Rennes,d'Hollande,"1 316,00",livres,"1,25000",,,
108,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,lames d'épée,Rennes,d'Hollande,"22,00",douzaines,"2,50000",,,
109,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,14,1757,liens de fil,Rennes,d'Hollande,"625,00",livres,"2,00000",,,
110,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,15,1757,lin cru,Rennes,d'Hollande,"30 320,00",livres,"0,35000",,,
111,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,15,1757,lin peigné,Rennes,d'Hollande,"804,00",livres,"0,60000",,,
112,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,15,1757,litarge,Rennes,d'Hollande,"1 870,00",livres,"0,35000",,,
113,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,15,1757,mats de 56 pieds,Rennes,d'Hollande,"118,00",en nombre,"80,00000",,,60 L ou 100 L
114,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,15,1757,mercerie,Rennes,d'Hollande,"3 440,00",livres,"3,50000",,,
115,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,15,1757,mines de plomb,Rennes,d'Hollande,"16 263,00",livres,"0,25000",,,
116,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,15,1757,moulins à caffé,Rennes,d'Hollande,"50,00",en nombre,"3,00000",,,
117,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,15,1757,muscades,Rennes,d'Hollande,"396,00",livres,"8,00000",,,
118,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,15,1757,orge mondée,Rennes,d'Hollande,"1 637,00",livres,"0,20000",,,
119,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,15,1757,papier,Rennes,d'Hollande,"460,00",rames,"20,00000",,,
120,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,15,1757,piment,Rennes,d'Hollande,"9 715,00",livres,"0,50000",,,
121,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,15,1757,pipes à fumer,Rennes,d'Hollande,"849,00",grosses,"2,25000",,,
122,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,15,1757,planches de chêne de 10 pieds,Rennes,d'Hollande,"962,00",en nombre,"2,00000",,,
123,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,15,1757,planches de chêne de 11 pieds,Rennes,d'Hollande,"143,00",en nombre,"2,00000",,,
124,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,15,1757,planches de sapin de 24 à 36 pieds,Rennes,d'Hollande,"372,00",en nombre,"5,00000",,,
125,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,15,1757,planches de sapin de 8 à 10 pieds,Rennes,d'Hollande,"500,00",en nombre,"0,75000",,,
126,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,15,1757,planches de sapin de 10 à 11 pieds,Rennes,d'Hollande,"2 520,00",en nombre,"0,87500",,,À 20 à 15
127,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,15,1757,plomb en saumon,Rennes,d'Hollande,"19 288,00",livres,"0,25000",,,
128,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,15,1757,poivre,Rennes,d'Hollande,"32 113,00",livres,"1,20000",,,
129,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,15,1757,pois de Bourgogne,Rennes,d'Hollande,"1 988,00",livres,"0,07500",,,1 S ou 2 S
130,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,15,1757,poussière de raisine,Rennes,d'Hollande,"86 807,00",livres,"0,07500",,,
131,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,15,1757,quinquaille de fer,Rennes,d'Hollande,"17 053,00",livres,"1,00000",,,
132,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,15,1757,raisine,Rennes,d'Hollande,"207 189,00",livres,"0,57500",,,
133,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,15,1757,ris,Rennes,d'Hollande,"454,00",livres,"0,17500",,,
134,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,15,1757,rogues de morues,Rennes,d'Hollande,"185,00",barils,"10,00000",,,
135,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,15,1757,sel geme,Rennes,d'Hollande,"118,00",livres,"0,06000",,,6 L %
136,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,15,1757,souffre,Rennes,d'Hollande,"31 933,00",livres,"0,12500",,,
137,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,15,1757,lin cru,Rennes,du Nord,"160 420,00",livres,"0,35000",,,
138,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,16,1757,bois de Brésil,Rennes,de Portugal,"24 330,00",livres,"0,28000",,,28 L %
139,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,16,1757,cocos,Rennes,de Portugal,"10 000,00",livres,"0,01000",,,10 L %%
140,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,16,1757,figues,Rennes,de Portugal,"60 291,00",livres,"0,15000",,,
141,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,16,1757,oranges,Rennes,de Portugal,"3,00",caisses,"10,00000",,,
142,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,16,1757,chanvre crû,Rennes,de Russie,"323 253,00",livres,"0,18000",,,18 L %
143,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,16,1757,acier,Rennes,de Suède,"27 355,00",livres,"0,25000",,,unité monétaire absente
144,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Entrées – 1757 – bis.csv,Local,Imports,16,1757,alun,Rennes,de Suède,"21 260,00",livres,"0,20000",,,
