numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
50,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,3,1761,habits de drap galonné,Rennes,pour l'Espagne,1,en nombre,200,0,-200,
51,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,3,1761,habits de drap unis,Rennes,pour l'Espagne,1,en nombre,100,0,-100,
52,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,3,1761,housses de cheval,Rennes,pour l'Espagne,11,en nombre,15,0,-165,
53,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,3,1761,jarretières de laine,Rennes,pour l'Espagne,64,pièces,4,0,-256,
54,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,3,1761,jupons piquées,Rennes,pour l'Espagne,6,en nombre,12,0,-72,
55,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,3,1761,lard,Rennes,pour l'Espagne,2770,livres,"0,25",0,"-692,5",
56,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,3,1761,manchettes brodées,Rennes,pour l'Espagne,360,paires,6,0,-2160,
57,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,3,1761,mantelets,Rennes,pour l'Espagne,4,en nombre,20,0,-80,
58,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,3,1761,marchandises meslées,Rennes,pour l'Espagne,,,0,"32274,75","32274,75",valeur de 32274 L 15 S cy
59,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,3,1761,morue seche,Rennes,pour l'Espagne,20000,livres,"0,2",0,-4000,
60,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,3,1761,mouchoirs de Cholet,Rennes,pour l'Espagne,288,en nombre,"1,25",0,-360,
61,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,3,1761,mouchoirs de fil,Rennes,pour l'Espagne,70,pièces,15,0,-1050,
62,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,3,1761,mouchoirs de Rouen,Rennes,pour l'Espagne,48,en nombre,"1,5",0,-72,
63,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,3,1761,Nankin,Rennes,pour l'Espagne,18,pièces,24,0,-432,
64,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,3,1761,Nankin,Rennes,pour l'Espagne,428,aunes,3,0,-1284,
65,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,4,1761,napes damasées,Rennes,pour l'Espagne,120,en nombre,"10,75",0,-1290,
66,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,4,1761,papier communs,Rennes,pour l'Espagne,2548,aunes,3,0,-7644,
67,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,4,1761,papier fin,Rennes,pour l'Espagne,39,cahiers,"0,4",0,"-15,6",
68,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,4,1761,peaux de veaux coroyées,Rennes,pour l'Espagne,1545,douzaines,24,0,-37080,
69,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,4,1761,pekin,Rennes,pour l'Espagne,66,aunes,4,0,-264,
70,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,4,1761,plomb en grenaille,Rennes,pour l'Espagne,583,livres,"0,25",0,"-145,75",
71,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,4,1761,poudre jeaune,Rennes,pour l'Espagne,58,aunes,8,0,-464,nom de marchandise incertain
72,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,4,1761,poudre fine,Rennes,pour l'Espagne,440,livres,"0,3",0,-132,
73,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,4,1761,ratine,Rennes,pour l'Espagne,12,aunes,2,0,-24,
74,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,4,1761,ras de St Cir,Rennes,pour l'Espagne,70,aunes,"2,5",0,-175,nom de marchandise incertain
75,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,4,1761,rubans de soye,Rennes,pour l'Espagne,104,pièces,12,0,-1248,
76,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,4,1761,serges des prises,Rennes,pour l'Espagne,563,aunes,"1,25",0,"-703,75",
77,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,4,1761,serures de bois,Rennes,pour l'Espagne,12,en nombre,"0,6",0,"-7,2",
78,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,4,1761,siamoise,Rennes,pour l'Espagne,242,aunes,"2,5",0,-605,
79,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,4,1761,souliers,Rennes,pour l'Espagne,1148,paires,4,0,-4592,
80,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,4,1761,soye,Rennes,pour l'Espagne,4,livres,40,0,-160,
81,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,4,1761,sucre en pain,Rennes,pour l'Espagne,1394,livres,"0,75",0,"-1045,5",
82,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,4,1761,tabac des prises,Rennes,pour l'Espagne,205925,livres,"0,3",0,"-61777,5",
83,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,4,1761,tapisseries de Bayonne,Rennes,pour l'Espagne,93,aunes,4,0,-372,
84,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,4,1761,toile baptiste de 12 aunes,Rennes,pour l'Espagne,3,pièces,48,0,-144,
85,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile baptiste,Rennes,pour l'Espagne,180,aunes,4,0,-720,
86,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile de Bretagne 3 aunes,Rennes,pour l'Espagne,200,aunes,3,0,-600,
87,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile de Bretagne blanche,Rennes,pour l'Espagne,192,aunes,2,0,-384,
88,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile de Bretagne à carreaux,Rennes,pour l'Espagne,90035,aunes,"0,85",0,"-76529,75",
89,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile de Bretagne de combourge,Rennes,pour l'Espagne,200,aunes,"0,75",0,-150,
90,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile de Bretagne crée large,Rennes,pour l'Espagne,45870,aunes,"1,3",0,-59631,
91,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile de Bretagne crüe,Rennes,pour l'Espagne,698,aunes,1,0,-698,
92,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile de Bretagne diverse,Rennes,pour l'Espagne,120648,aunes,"0,75",0,-90486,
93,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile de Bretagne etroite,Rennes,pour l'Espagne,267688,pièces,7,0,-1873816,
94,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile de Bretagne etroite,Rennes,pour l'Espagne,189284,aunes,"0,75",0,-141963,
95,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile de Bretagne de Fougères,Rennes,pour l'Espagne,3600,aunes,"0,7",0,-2520,
96,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile de Bretagne gratienne,Rennes,pour l'Espagne,1421834,aunes,"1,4",0,"-1990567,6",
97,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile de Bretagne grise,Rennes,pour l'Espagne,412,aunes,1,0,-412,
98,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile de Bretagne entre large,Rennes,pour l'Espagne,11662,aunes,1,0,-11662,
99,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile de Bretagne de halle,Rennes,pour l'Espagne,6417,aunes,"0,9",0,"-5775,3",
100,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile de Bretagne de haut brins,Rennes,pour l'Espagne,2120,aunes,"1,45",0,-3074,
101,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile de Bretagne de languerneau,Rennes,pour l'Espagne,2824,aunes,"1,15",0,"-3247,6",
102,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile de Bretagne large,Rennes,pour l'Espagne,36641,pièces,10,0,-366410,
103,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile de Bretagne large,Rennes,pour l'Espagne,40387,aunes,"1,5",0,"-60580,5",
104,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile de Bretagne de Morlaix,Rennes,pour l'Espagne,400,aunes,"1,4",0,-560,
105,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile de Bretagne de pontavid,Rennes,pour l'Espagne,300,aunes,"1,25",0,-375,nom de marchandise incertain
106,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile de Bretagne de rosconne,Rennes,pour l'Espagne,35520,aunes,"0,9",0,-31968,
107,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile de Bretagne de St George,Rennes,pour l'Espagne,1007,aunes,"1,1",0,"-1107,7",
108,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile de Bretagne à voile,Rennes,pour l'Espagne,60,pièces,10,0,-600,
109,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile de Bretagne à voile,Rennes,pour l'Espagne,124045,aunes,"0,75",0,"-93033,75",
110,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile caladaris,Rennes,pour l'Espagne,42,aunes,"2,5",0,-105,
111,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile guingands,Rennes,pour l'Espagne,7742,aunes,"1,5",0,-11613,
112,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile grise,Rennes,pour l'Espagne,1122,aunes,1,0,-1122,
113,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile d'Hollande,Rennes,pour l'Espagne,15,aunes,5,0,-75,
114,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile d'Hollande fine de 36 aunes,Rennes,pour l'Espagne,26,pièces,180,0,-4680,
115,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile façon d'Hollande,Rennes,pour l'Espagne,288,aunes,"3,5",0,-1008,
116,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile de Laval,Rennes,pour l'Espagne,9700,varres,"2,5",0,-24250,unité de quantité inconnue
117,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile de Laval,Rennes,pour l'Espagne,6856,aunes,"2,25",0,-15426,
118,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,5,1761,toile ouvré,Rennes,pour l'Espagne,"204,5",aunes,"2,25",0,"-460,13",
119,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,6,1761,toile peinte,Rennes,pour l'Espagne,590,pièces,40,0,-23600,
120,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,6,1761,toile peinte,Rennes,pour l'Espagne,"720,5",pièces,30,0,-21615,
121,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,6,1761,toile peinte,Rennes,pour l'Espagne,6,pièces,60,0,-360,
122,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,6,1761,toile peinte en camajeux,Rennes,pour l'Espagne,10,pièces,45,0,-450,nom de marchandise incertain
123,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,6,1761,toile royale,Rennes,pour l'Espagne,225,aunes,3,0,-675,
124,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,6,1761,velour,Rennes,pour l'Espagne,3,aunes,24,0,-72,
125,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,6,1761,velour de coton,Rennes,pour l'Espagne,85,pièces,40,0,-3400,
126,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,6,1761,toile de quintin,Rennes,pour l'Espagne,,,0,1058,1058,valeur de 1058 L cy
127,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,6,1761,caffé de Bourbon,Rennes,pour la Flandre,291960,livres,1,0,-291960,
128,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,6,1761,marchandises meslées,Rennes,pour la Flandre,,,0,"7609,7","7609,7",valeur de 609 L 14 S cy
129,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,6,1761,thé,Rennes,pour la Flandre,3698,livres,3,0,-11094,
130,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,6,1761,antimoine,Rennes,pour la Hollande,806,livres,"0,6",0,"-483,6",
131,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,6,1761,armoisin,Rennes,pour la Hollande,89,pièces,"42,5",0,"-3782,5",À 40 à 45 L
132,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,6,1761,bas de fil,Rennes,pour la Hollande,112,douzaines,24,0,-2688,
133,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,6,1761,bas de laine,Rennes,pour la Hollande,3057,paires,3,0,-9171,
134,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,6,1761,bas de laine,Rennes,pour la Hollande,,,0,220,220,valeur de 220 L cy
135,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,6,1761,beure,Rennes,pour la Hollande,93054,livres,"0,35",0,"-32568,9",
136,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,6,1761,bois rouge,Rennes,pour la Hollande,17500,livres,"0,14",0,-2450,14 L %
137,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,6,1761,caffé de Bourbon,Rennes,pour la Hollande,77671,livres,1,0,-77671,
138,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,6,1761,champ fleurs,Rennes,pour la Hollande,78,en nombre,"4,6",0,"-358,8",nom de marchandise incertain
139,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,6,1761,chandelle,Rennes,pour la Hollande,1300,livres,"0,4",0,-520,
140,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,6,1761,chapeaux castor,Rennes,pour la Hollande,49,en nombre,16,0,-784,
141,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,6,1761,chapeaux mi castor,Rennes,pour la Hollande,188,en nombre,9,0,-1692,
142,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,7,1761,chapeaux de paille,Rennes,pour la Hollande,182,douzaines,12,0,-2184,
143,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,7,1761,charbon de terre,Rennes,pour la Hollande,10080,bariques,12,0,-120960,
144,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,7,1761,chaussons de laine,Rennes,pour la Hollande,36,paires,"0,6",0,"-21,6",
145,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,7,1761,chasselas,Rennes,pour la Hollande,235,pièces,24,0,-5640,
146,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,7,1761,chilas,Rennes,pour la Hollande,172,pièces,18,0,-3096,
147,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,7,1761,chitte,Rennes,pour la Hollande,157,pièces,26,0,-4082,
148,Cyril CANET,AD44 C716,Local/Rennes/Rennes – Sorties – 1761.csv,Local,Exports,7,1761,citrons oranges,Rennes,pour la Hollande,98,caisses,10,0,-980,
