quantity_unit,simplification_classification,u_conv,q_conv,marchandises_et_quantités,prix_predit,prix_calculé
quintaux,indigo,kg,48.949999,indigoquintaux,,852.86121
quintaux,indigo,kg,48.949999,indigoquintaux,,852.86121
quintaux,indigo,kg,48.949999,indigoquintaux,,852.86121
quintaux,indigo,kg,48.949999,indigoquintaux,,852.86121
quintaux,indigo,kg,48.949999,indigoquintaux,,852.86121
livres,iris,kg,.48949999,irislivres,,
quintaux,iris,kg,48.949999,irisquintaux,,
quintaux,ivoire ou morphil,kg,48.949999,ivoire ou morphilquintaux,,
quintaux,ivoire,kg,48.949999,ivoirequintaux,,
quintaux,ivoire,kg,48.949999,ivoirequintaux,,
livres,jalap,kg,.48949999,jalaplivres,2.1745594,
livres,jalap,kg,.48949999,jalaplivres,2.1745594,
quintaux,jalap,kg,48.949999,jalapquintaux,,217.45594
quintaux,jalap,kg,48.949999,jalapquintaux,,217.45594
livres,joncs ou auf,kg,.48949999,joncs ou auflivres,,
quintaux,joncs ou auf,kg,48.949999,joncs ou aufquintaux,,
livres,jus de citron et de limon,kg,.48949999,jus de citron et de limonlivres,,
livres,jus de citron et de limon,kg,.48949999,jus de citron et de limonlivres,,
quintaux,jus de citron,kg,48.949999,jus de citronquintaux,,
quintaux,jus de citron,kg,48.949999,jus de citronquintaux,,
quintaux,jus de limon,kg,48.949999,jus de limonquintaux,,
livres,jus de réglisse,kg,.48949999,jus de réglisselivres,.34040537,
livres,jus de réglisse,kg,.48949999,jus de réglisselivres,.34040537,
quintaux,jus de réglisse,kg,48.949999,jus de réglissequintaux,,34.040537
quintaux,laine d'Espagne fine par Rouen et Marseille,kg,48.949999,laine d'Espagne fine par Rouen et Marseillequintaux,,
quintaux,laine d'Espagne fine,kg,48.949999,laine d'Espagne finequintaux,,
livres,laine filée et fine,kg,.48949999,laine filée et finelivres,,
livres,laine filée et fine,kg,.48949999,laine filée et finelivres,,
quintaux,laine fine,kg,48.949999,laine finequintaux,,
quintaux,laine fine,kg,48.949999,laine finequintaux,,
quintaux,laine fine,kg,48.949999,laine finequintaux,,
quintaux,laine fine,kg,48.949999,laine finequintaux,,
quintaux,laine fine,kg,48.949999,laine finequintaux,,
quintaux,laine fine,kg,48.949999,laine finequintaux,,
quintaux,laine fine,kg,48.949999,laine finequintaux,,
quintaux,laine fine,kg,48.949999,laine finequintaux,,
quintaux,laine par Abbeville,kg,48.949999,laine par Abbevillequintaux,,
quintaux,laine par Cherbourg et Granville et Morlaix,kg,48.949999,laine par Cherbourg et Granville et Morlaixquintaux,,
quintaux,laine par Marseille,kg,48.949999,laine par Marseillequintaux,,
livres,laine,kg,.48949999,lainelivres,,
livres,laine,kg,.48949999,lainelivres,,
quintaux,laine,kg,48.949999,lainequintaux,,
quintaux,laine,kg,48.949999,lainequintaux,,
quintaux,laine,kg,48.949999,lainequintaux,,
quintaux,laine,kg,48.949999,lainequintaux,,
quintaux,laine,kg,48.949999,lainequintaux,,
quintaux,laine,kg,48.949999,lainequintaux,,
quintaux,laine,kg,48.949999,lainequintaux,,
quintaux,laine,kg,48.949999,lainequintaux,,
quintaux,laine,kg,48.949999,lainequintaux,,
quintaux,laine,kg,48.949999,lainequintaux,,
quintaux,laine,kg,48.949999,lainequintaux,,
quintaux,laine,kg,48.949999,lainequintaux,,
quintaux,laiton filé,kg,48.949999,laiton filéquintaux,,
quintaux,laiton filé,kg,48.949999,laiton filéquintaux,,
livres,laiton,kg,.48949999,laitonlivres,,
quintaux,laiton,kg,48.949999,laitonquintaux,,
lames,lames d'or par Marseille,,,lames d'or par Marseillelames,,
livres,lames d'or,kg,.48949999,lames d'orlivres,,
livres,légumes,kg,.48949999,légumeslivres,.077075049,
livres,légumes,kg,.48949999,légumeslivres,.077075049,
quintaux,légumes,kg,48.949999,légumesquintaux,,7.7075049
quintaux,légumes,kg,48.949999,légumesquintaux,,7.7075049
quintaux,légumes,kg,48.949999,légumesquintaux,,7.7075049
quintaux,légumes,kg,48.949999,légumesquintaux,,7.7075049
quintaux,légumes,kg,48.949999,légumesquintaux,,7.7075049
quintaux,légumes,kg,48.949999,légumesquintaux,,7.7075049
quintaux,légumes,kg,48.949999,légumesquintaux,,7.7075049
quintaux,légumes,kg,48.949999,légumesquintaux,,7.7075049
quintaux,légumes,kg,48.949999,légumesquintaux,,7.7075049
quintaux,légumes,kg,48.949999,légumesquintaux,,7.7075049
livres,lin divers,kg,.48949999,lin diverslivres,,
quintaux,lin divers,kg,48.949999,lin diversquintaux,,
bouteilles,liqueurs et sirop fin,,,liqueurs et sirop finbouteilles,,
muids,liqueurs et sirop fin,litres,268.22,liqueurs et sirop finmuids,,
livres,litharge,kg,.48949999,lithargelivres,.36063558,
quintaux,litharge,kg,48.949999,lithargequintaux,,36.063558
livres,,kg,.48949999,livres,4.0556521,
livres,manne,kg,.48949999,mannelivres,2.1199892,
livres,manne,kg,.48949999,mannelivres,2.1199892,
quintaux,manne,kg,48.949999,mannequintaux,,211.99892
quintaux,manne,kg,48.949999,mannequintaux,,211.99892
quintaux,manne,kg,48.949999,mannequintaux,,211.99892
quintaux,manne,kg,48.949999,mannequintaux,,211.99892
quintaux,manne,kg,48.949999,mannequintaux,,211.99892
en nombre,maquereaux frais,pièces,1,maquereaux fraisen nombre,,
livres,mercure,kg,.48949999,mercurelivres,3.4973543,
quintaux,mercure,kg,48.949999,mercurequintaux,,349.73543
quintaux,mercure,kg,48.949999,mercurequintaux,,349.73543
livres,miel,kg,.48949999,miellivres,.46558577,
quintaux,miel,kg,48.949999,mielquintaux,,46.558577
quintaux,miel,kg,48.949999,mielquintaux,,46.558577
quintaux,monnaies de cuivre,kg,48.949999,monnaies de cuivrequintaux,,
quintaux,morue par Bayonne,kg,48.949999,morue par Bayonnequintaux,,
livres,morue salée,kg,.48949999,morue saléelivres,,
livres,morue salée,kg,.48949999,morue saléelivres,,
quintaux,morue,kg,48.949999,moruequintaux,,
quintaux,morue,kg,48.949999,moruequintaux,,
quintaux,morue,kg,48.949999,moruequintaux,,
quintaux,morue,kg,48.949999,moruequintaux,,
quintaux,morue,kg,48.949999,moruequintaux,,
en nombre,moutons et brebis,pièces,1,moutons et brebisen nombre,,14.705109
nombre,moutons et brebis,pièces,1,moutons et brebisnombre,,14.705109
nombres,moutons et brebis,pièces,1,moutons et brebisnombres,,14.705109
en nombre,moutons,pièces,1,moutonsen nombre,14.705109,
en nombre,moutons,pièces,1,moutonsen nombre,14.705109,
en nombre,moutons,pièces,1,moutonsen nombre,14.705109,
en nombre,moutons,pièces,1,moutonsen nombre,14.705109,
en nombre,mules et mulets et ânes,pièces,1,mules et mulets et ânesen nombre,,161.88704
en nombre,mules et mulets,pièces,1,mules et muletsen nombre,161.88704,
en nombre,mules et mulets,pièces,1,mules et muletsen nombre,161.88704,
nombre,mules et mulets,pièces,1,mules et muletsnombre,,161.88704
nombres,mules et mulets,pièces,1,mules et muletsnombres,,161.88704
livres,muscades,kg,.48949999,muscadeslivres,15.308225,
quintaux,muscades,kg,48.949999,muscadesquintaux,,
quintaux,muscades,kg,48.949999,muscadesquintaux,,
livres,musc,kg,.48949999,musclivres,,
quintaux,muse,kg,48.949999,musequintaux,,
livres,nacre en coquille,kg,.48949999,nacre en coquillelivres,.76221126,
livres,noisettes et noix,kg,.48949999,noisettes et noixlivres,.13208055,
quintaux,noisettes,kg,48.949999,noisettesquintaux,,
livres,noix de Galle,kg,.48949999,noix de Gallelivres,1.1816658,
livres,noix de Galle,kg,.48949999,noix de Gallelivres,1.1816658,
quintaux,noix de Galle,kg,48.949999,noix de Gallequintaux,,118.16658
quintaux,noix de Galle,kg,48.949999,noix de Gallequintaux,,118.16658
quintaux,noix de Galle,kg,48.949999,noix de Gallequintaux,,118.16658
quintaux,noix de Galle,kg,48.949999,noix de Gallequintaux,,118.16658
quintaux,noix de Galle,kg,48.949999,noix de Gallequintaux,,118.16658
quintaux,noix de Galle,kg,48.949999,noix de Gallequintaux,,118.16658
quintaux,noix de Galle,kg,48.949999,noix de Gallequintaux,,118.16658
quintaux,noix de Galle,kg,48.949999,noix de Gallequintaux,,118.16658
quintaux,noix de Galle,kg,48.949999,noix de Gallequintaux,,118.16658
quintaux,noix de Galle,kg,48.949999,noix de Gallequintaux,,118.16658
livres,ocre,kg,.48949999,ocrelivres,.11066022,
quintaux,ocre,kg,48.949999,ocrequintaux,,11.066022
barils,olives,,,olivesbarils,,
livres,olives,kg,.48949999,oliveslivres,.29999998,
quintaux,olives,kg,48.949999,olivesquintaux,,29.999998
livres,opium,kg,.48949999,opiumlivres,,
quintaux,opium,kg,48.949999,opiumquintaux,,
livres,ouvrages de fer,kg,.48949999,ouvrages de ferlivres,.38609385,
livres,ouvrages de fonte,kg,.48949999,ouvrages de fontelivres,,
livres,paille de foin,kg,.48949999,paille de foinlivres,,
livres,pain de colza et de lin et de navette,kg,.48949999,pain de colza et de lin et de navettelivres,,
livres,papier à écrire,kg,.48949999,papier à écrirelivres,,
livres,papier à écrire,kg,.48949999,papier à écrirelivres,,
quintaux,papier à écrire,kg,48.949999,papier à écrirequintaux,,
quintaux,papier à écrire,kg,48.949999,papier à écrirequintaux,,
quintaux,papier à écrire,kg,48.949999,papier à écrirequintaux,,
quintaux,papier à écrire,kg,48.949999,papier à écrirequintaux,,
quintaux,papier à écrire,kg,48.949999,papier à écrirequintaux,,
quintaux,papier à écrire,kg,48.949999,papier à écrirequintaux,,
quintaux,papier à écrire,kg,48.949999,papier à écrirequintaux,,
quintaux,papier à écrire,kg,48.949999,papier à écrirequintaux,,
quintaux,papier à écrire,kg,48.949999,papier à écrirequintaux,,
quintaux,papier à écrire,kg,48.949999,papier à écrirequintaux,,
quintaux,papier à écrire,kg,48.949999,papier à écrirequintaux,,
rames,papier à écrire,pièces,500,papier à écrirerames,8.0991087,
rames,papier à écrire,pièces,500,papier à écrirerames,8.0991087,
rames,papier à écrire,pièces,500,papier à écrirerames,8.0991087,
rames,papier à écrire,pièces,500,papier à écrirerames,8.0991087,
rames,papier à écrire,pièces,500,papier à écrirerames,8.0991087,
rames,papier à écrire,pièces,500,papier à écrirerames,8.0991087,
rames,papier à écrire,pièces,500,papier à écrirerames,8.0991087,
rames,papier à écrire,pièces,500,papier à écrirerames,8.0991087,
rames,papier à écrire,pièces,500,papier à écrirerames,8.0991087,
rames,papier à écrire,pièces,500,papier à écrirerames,8.0991087,
rames,papier à écrire,pièces,500,papier à écrirerames,8.0991087,
rames,papier à écrire,pièces,500,papier à écrirerames,8.0991087,
rames,papier à écrire,pièces,500,papier à écrirerames,8.0991087,
rames,papier à écrire,pièces,500,papier à écrirerames,8.0991087,
en nombre,parasols,pièces,1,parasolsen nombre,12.129058,
nombre,parasols,pièces,1,parasolsnombre,,12.129058
nombre,parasols,pièces,1,parasolsnombre,,12.129058
nombre,parasols,pièces,1,parasolsnombre,,12.129058
livres,peaux crues de chèvre en poil,kg,.48949999,peaux crues de chèvre en poillivres,,
nombre,peaux crues de chèvre en poil,pièces,1,peaux crues de chèvre en poilnombre,,
quintaux,peaux crues de chèvre en poil,kg,48.949999,peaux crues de chèvre en poilquintaux,,
quintaux,peaux crues de chèvre en poil,kg,48.949999,peaux crues de chèvre en poilquintaux,,
livres,peaux de bouc et de chèvre en poil,kg,.48949999,peaux de bouc et de chèvre en poillivres,,
livres,peaux de buffle,kg,.48949999,peaux de bufflelivres,,
livres,peaux de mouton en laine,kg,.48949999,peaux de mouton en lainelivres,,
nombre,peaux de mouton en laine,pièces,1,peaux de mouton en lainenombre,,
nombre,peaux de mouton,pièces,1,peaux de moutonnombre,,
livres,peaux de veau en poil,kg,.48949999,peaux de veau en poillivres,,
nombre,peaux de veau en poil,pièces,1,peaux de veau en poilnombre,,
quintaux,peaux de veau en poil,kg,48.949999,peaux de veau en poilquintaux,,
nombre,peaux de veau,pièces,1,peaux de veaunombre,,
livres,pierres à aiguiser,kg,.48949999,pierres à aiguiserlivres,,
quintaux,pierres à aiguiser,kg,48.949999,pierres à aiguiserquintaux,,
livres,piment et poivre,kg,.48949999,piment et poivrelivres,,
livres,piment et poivre,kg,.48949999,piment et poivrelivres,,
livres,piment et poivre,kg,.48949999,piment et poivrelivres,,
quintaux,piment et poivre,kg,48.949999,piment et poivrequintaux,,
quintaux,piment et poivre,kg,48.949999,piment et poivrequintaux,,
quintaux,piment et poivre,kg,48.949999,piment et poivrequintaux,,
livres,pistaches,kg,.48949999,pistacheslivres,,
livres,platille,kg,.48949999,platillelivres,,
nombre,platille,pièces,1,platillenombre,,
livres,plomb,kg,.48949999,plomblivres,.32508346,
livres,plomb,kg,.48949999,plomblivres,.32508346,
livres,plomb,kg,.48949999,plomblivres,.32508346,
livres,plomb,kg,.48949999,plomblivres,.32508346,
livres,plomb,kg,.48949999,plomblivres,.32508346,
quintaux,plomb,kg,48.949999,plombquintaux,,32.508346
quintaux,plomb,kg,48.949999,plombquintaux,,32.508346
quintaux,plomb,kg,48.949999,plombquintaux,,32.508346
quintaux,plomb,kg,48.949999,plombquintaux,,32.508346
quintaux,plomb,kg,48.949999,plombquintaux,,32.508346
quintaux,plomb,kg,48.949999,plombquintaux,,32.508346
quintaux,plomb,kg,48.949999,plombquintaux,,32.508346
quintaux,plomb,kg,48.949999,plombquintaux,,32.508346
quintaux,plomb,kg,48.949999,plombquintaux,,32.508346
quintaux,plomb,kg,48.949999,plombquintaux,,32.508346
quintaux,plomb,kg,48.949999,plombquintaux,,32.508346
quintaux,plomb,kg,48.949999,plombquintaux,,32.508346
quintaux,plomb,kg,48.949999,plombquintaux,,32.508346
quintaux,plomb,kg,48.949999,plombquintaux,,32.508346
livres,plumes à lit,kg,.48949999,plumes à litlivres,1.6251591,
livres,plumes d'autruche brutes,kg,.48949999,plumes d'autruche bruteslivres,,
quintaux,plumes d'autruche brutes,kg,48.949999,plumes d'autruche brutesquintaux,,
livres,plumes d'édredon,kg,.48949999,plumes d'édredonlivres,,
livres,poil de chèvre filé,kg,.48949999,poil de chèvre filélivres,4.5590143,
quintaux,poil de chèvre filé,kg,48.949999,poil de chèvre filéquintaux,,455.90143
livres,poil de chèvre non filé,kg,.48949999,poil de chèvre non filélivres,,
quintaux,poil de chèvre non filé,kg,48.949999,poil de chèvre non filéquintaux,,
livres,poil de lapin et de lièvre,kg,.48949999,poil de lapin et de lièvrelivres,,
quintaux,poil de lapin et de lièvre,kg,48.949999,poil de lapin et de lièvrequintaux,,
livres,poil de porc et poil de sanglier,kg,.48949999,poil de porc et poil de sanglierlivres,,
livres,poil de porc et poil de sanglier,kg,.48949999,poil de porc et poil de sanglierlivres,,
quintaux,poil de porc et poil de sanglier,kg,48.949999,poil de porc et poil de sanglierquintaux,,
quintaux,poil de sanglier,kg,48.949999,poil de sanglierquintaux,,
livres,poivre des Indes,kg,.48949999,poivre des Indeslivres,,
quintaux,poivre,kg,48.949999,poivrequintaux,,
quintaux,poivre,kg,48.949999,poivrequintaux,,
quintaux,poivre,kg,48.949999,poivrequintaux,,
quintaux,poivre,kg,48.949999,poivrequintaux,,
quintaux,poivre,kg,48.949999,poivrequintaux,,
quintaux,poivre,kg,48.949999,poivrequintaux,,
quintaux,poivre,kg,48.949999,poivrequintaux,,
quintaux,poivre,kg,48.949999,poivrequintaux,,
quintaux,poivre,kg,48.949999,poivrequintaux,,
quintaux,poivre,kg,48.949999,poivrequintaux,,
quintaux,poivre,kg,48.949999,poivrequintaux,,
quintaux,poix noire,kg,48.949999,poix noirequintaux,,
livres,pommade,kg,.48949999,pommadelivres,2.0082867,
en nombre,porcelets et porcs,pièces,1,porcelets et porcsen nombre,,30.111847
nombre,porcelets et porcs,pièces,1,porcelets et porcsnombre,,30.111847
nombres,porcelets et porcs,pièces,1,porcelets et porcsnombres,,30.111847
en nombre,porcs et porcelets,pièces,1,porcs et porceletsen nombre,,30.111847
en nombre,porcs et porcelets,pièces,1,porcs et porceletsen nombre,,30.111847
en nombre,porcs,pièces,1,porcsen nombre,30.111847,
en nombre,porcs,pièces,1,porcsen nombre,30.111847,
en nombre,porcs,pièces,1,porcsen nombre,30.111847,
en nombre,porcs,pièces,1,porcsen nombre,30.111847,
en nombre,porcs,pièces,1,porcsen nombre,30.111847,
quintaux,potasse,kg,48.949999,potassequintaux,,
quintaux,potasse,kg,48.949999,potassequintaux,,
quintaux,potasse,kg,48.949999,potassequintaux,,
quintaux,potasse,kg,48.949999,potassequintaux,,
quintaux,potasse,kg,48.949999,potassequintaux,,
quintaux,potasse,kg,48.949999,potassequintaux,,
quintaux,potasse,kg,48.949999,potassequintaux,,
quintaux,potasse,kg,48.949999,potassequintaux,,
quintaux,potasse,kg,48.949999,potassequintaux,,
livres,poudre à poudrer,kg,.48949999,poudre à poudrerlivres,.4198862,
livres,poudre à poudrer,kg,.48949999,poudre à poudrerlivres,.4198862,
quintaux,poudre à poudrer,kg,48.949999,poudre à poudrerquintaux,,41.98862
livres,poudre à tirer,kg,.48949999,poudre à tirerlivres,.41039595,
livres,poudre à tirer,kg,.48949999,poudre à tirerlivres,.41039595,
quintaux,poudre à tirer,kg,48.949999,poudre à tirerquintaux,,41.039595
livres,pruneaux et prunes,kg,.48949999,pruneaux et pruneslivres,,
livres,pruneaux et prunes,kg,.48949999,pruneaux et pruneslivres,,
livres,pruneaux et prunes,kg,.48949999,pruneaux et pruneslivres,,
quintaux,pruneaux,kg,48.949999,pruneauxquintaux,,
quintaux,pruneaux,kg,48.949999,pruneauxquintaux,,
quintaux,pruneaux,kg,48.949999,pruneauxquintaux,,
quintaux,pruneaux,kg,48.949999,pruneauxquintaux,,
quintaux,pruneaux,kg,48.949999,pruneauxquintaux,,
quintaux,pruneaux,kg,48.949999,pruneauxquintaux,,
livres,quinquina des Indes,kg,.48949999,quinquina des Indeslivres,,
livres,quinquina,kg,.48949999,quinquinalivres,6.0451889,
livres,quinquina,kg,.48949999,quinquinalivres,6.0451889,
quintaux,quinquina,kg,48.949999,quinquinaquintaux,,604.51889
quintaux,quinquina,kg,48.949999,quinquinaquintaux,,604.51889
quintaux,quinquina,kg,48.949999,quinquinaquintaux,,604.51889
livres,raisin,kg,.48949999,raisinlivres,.22422203,
livres,raisin,kg,.48949999,raisinlivres,.22422203,
quintaux,raisin,kg,48.949999,raisinquintaux,,22.422203
quintaux,raisin,kg,48.949999,raisinquintaux,,22.422203
quintaux,raisin,kg,48.949999,raisinquintaux,,22.422203
quintaux,raisin,kg,48.949999,raisinquintaux,,22.422203
livres,rassades,kg,.48949999,rassadeslivres,1.5491889,
livres,rassades,kg,.48949999,rassadeslivres,1.5491889,
livres,réglisse,kg,.48949999,réglisselivres,,
quintaux,réglisse,kg,48.949999,réglissequintaux,,
livres,rhubarbe,kg,.48949999,rhubarbelivres,8.6424847,
quintaux,rhubarbe,kg,48.949999,rhubarbequintaux,,864.24847
quintaux,rhubarbe,kg,48.949999,rhubarbequintaux,,864.24847
pintes,rhum et tafia étranger,litres,.952146,rhum et tafia étrangerpintes,,
muids,rhum et tafia,,,rhum et tafiamuids,,
muids,rhum et tafia,,,rhum et tafiamuids,,
muids,rhum,,,rhummuids,,
muids,rhum,,,rhummuids,,
muids,rhum,,,rhummuids,,
pintes,rhum,litres,.952146,rhumpintes,,
livres,rocou,kg,.48949999,rocoulivres,.94741756,
livres,rocou,kg,.48949999,rocoulivres,.94741756,
quintaux,rocou,kg,48.949999,rocouquintaux,,94.741756
quintaux,rocou,kg,48.949999,rocouquintaux,,94.741756
quintaux,rocou,kg,48.949999,rocouquintaux,,94.741756
quintaux,rocou,kg,48.949999,rocouquintaux,,94.741756
quintaux,rocou,kg,48.949999,rocouquintaux,,94.741756
quintaux,rocou,kg,48.949999,rocouquintaux,,94.741756
quintaux,rocou,kg,48.949999,rocouquintaux,,94.741756
quintaux,rocou,kg,48.949999,rocouquintaux,,94.741756
quintaux,rocou,kg,48.949999,rocouquintaux,,94.741756
quintaux,rocou,kg,48.949999,rocouquintaux,,94.741756
aunes,ruban de soie,cm,118.84,ruban de soieaunes,.58377016,
aunes,ruban de soie,cm,118.84,ruban de soieaunes,.58377016,
aunes,ruban de soie,cm,118.84,ruban de soieaunes,.58377016,
aunes,ruban de soie,cm,118.84,ruban de soieaunes,.58377016,
livres,ruban de soie,kg,.48949999,ruban de soielivres,54.912743,
livres,ruban de soie,kg,.48949999,ruban de soielivres,54.912743,
livres,ruban de soie,kg,.48949999,ruban de soielivres,54.912743,
quintaux,ruban de soie,kg,48.949999,ruban de soiequintaux,,5491.2743
quintaux,ruban de soie,kg,48.949999,ruban de soiequintaux,,5491.2743
quintaux,ruban de soie,kg,48.949999,ruban de soiequintaux,,5491.2743
quintaux,ruban de soie,kg,48.949999,ruban de soiequintaux,,5491.2743
quintaux,ruban de soie,kg,48.949999,ruban de soiequintaux,,5491.2743
quintaux,ruban de soie,kg,48.949999,ruban de soiequintaux,,5491.2743
quintaux,ruban de soie,kg,48.949999,ruban de soiequintaux,,5491.2743
quintaux,ruban de soie,kg,48.949999,ruban de soiequintaux,,5491.2743
quintaux,ruban de soie,kg,48.949999,ruban de soiequintaux,,5491.2743
quintaux,ruban de soie,kg,48.949999,ruban de soiequintaux,,5491.2743
quintaux,ruban de soie,kg,48.949999,ruban de soiequintaux,,5491.2743
nombre,sacs à café,pièces,1,sacs à cafénombre,,
livres,safran,kg,.48949999,safranlivres,47.404774,
livres,safran,kg,.48949999,safranlivres,47.404774,
quintaux,safran,kg,48.949999,safranquintaux,,4740.4774
quintaux,safran,kg,48.949999,safranquintaux,,4740.4774
quintaux,safran,kg,48.949999,safranquintaux,,4740.4774
quintaux,safran,kg,48.949999,safranquintaux,,4740.4774
quintaux,safran,kg,48.949999,safranquintaux,,4740.4774
livres,safranum,kg,.48949999,safranumlivres,,
livres,safranum,kg,.48949999,safranumlivres,,
quintaux,safranum,kg,48.949999,safranumquintaux,,
quintaux,safranum,kg,48.949999,safranumquintaux,,
quintaux,safranum,kg,48.949999,safranumquintaux,,
livres,salpêtre des Indes,kg,.48949999,salpêtre des Indeslivres,,
livres,salpêtre,kg,.48949999,salpêtrelivres,.92933667,
livres,salpêtre,kg,.48949999,salpêtrelivres,.92933667,
livres,salpêtre,kg,.48949999,salpêtrelivres,.92933667,
quintaux,salpêtre,kg,48.949999,salpêtrequintaux,,92.933667
livres,salsepareille,kg,.48949999,salsepareillelivres,3.4091771,
livres,salsepareille,kg,.48949999,salsepareillelivres,3.4091771,
quintaux,salsepareille,kg,48.949999,salsepareillequintaux,,340.91771
quintaux,salsepareille,kg,48.949999,salsepareillequintaux,,340.91771
livres,sang de dragon,kg,.48949999,sang de dragonlivres,,
livres,sardines,kg,.48949999,sardineslivres,,
livres,sardines,kg,.48949999,sardineslivres,,
quintaux,sardines,kg,48.949999,sardinesquintaux,,
quintaux,sardines,kg,48.949999,sardinesquintaux,,
quintaux,savon de retour,kg,48.949999,savon de retourquintaux,,
livres,savon,kg,.48949999,savonlivres,.600739,
livres,savon,kg,.48949999,savonlivres,.600739,
livres,savon,kg,.48949999,savonlivres,.600739,
livres,savon,kg,.48949999,savonlivres,.600739,
livres,savon,kg,.48949999,savonlivres,.600739,
quintaux,savon,kg,48.949999,savonquintaux,,60.0739
quintaux,savon,kg,48.949999,savonquintaux,,60.0739
quintaux,savon,kg,48.949999,savonquintaux,,60.0739
quintaux,savon,kg,48.949999,savonquintaux,,60.0739
quintaux,savon,kg,48.949999,savonquintaux,,60.0739
quintaux,savon,kg,48.949999,savonquintaux,,60.0739
quintaux,savon,kg,48.949999,savonquintaux,,60.0739
quintaux,savon,kg,48.949999,savonquintaux,,60.0739
quintaux,savon,kg,48.949999,savonquintaux,,60.0739
quintaux,savon,kg,48.949999,savonquintaux,,60.0739
livres,scammonée,kg,.48949999,scammonéelivres,15.000001,
quintaux,scammonée,kg,48.949999,scammonéequintaux,,1500.0001
livres,sel d'ammoniac,kg,.48949999,sel d'ammoniaclivres,2.9373934,
livres,sel d'ammoniac,kg,.48949999,sel d'ammoniaclivres,2.9373934,
quintaux,sel d'ammoniac,kg,48.949999,sel d'ammoniacquintaux,,293.73934
livres,sel de Saturne,kg,.48949999,sel de Saturnelivres,1.1555231,
livres,sel de Saturne,kg,.48949999,sel de Saturnelivres,1.1555231,
quintaux,sel de Saturne,kg,48.949999,sel de Saturnequintaux,,115.55231
quintaux,sel de Saturne,kg,48.949999,sel de Saturnequintaux,,115.55231
quintaux,sel de Saturne,kg,48.949999,sel de Saturnequintaux,,115.55231
quintaux,sel de Saturne,kg,48.949999,sel de Saturnequintaux,,115.55231
livres,sel ordinaire,kg,.48949999,sel ordinairelivres,,
livres,sel ordinaire,kg,.48949999,sel ordinairelivres,,
muids,sel ordinaire,litres,2497.59,sel ordinairemuids,,
quintaux,sel ordinaire,kg,48.949999,sel ordinairequintaux,,
livres,séné,kg,.48949999,sénélivres,2.7026355,
livres,séné,kg,.48949999,sénélivres,2.7026355,
quintaux,séné,kg,48.949999,sénéquintaux,,270.26355
quintaux,séné,kg,48.949999,sénéquintaux,,270.26355
quintaux,séné,kg,48.949999,sénéquintaux,,270.26355
livres,sirop de mélasse,kg,.48949999,sirop de mélasselivres,.23844777,
quintaux,sirop de mélasse,kg,48.949999,sirop de mélassequintaux,,23.844777
quintaux,sirop de mélasse,kg,48.949999,sirop de mélassequintaux,,23.844777
quintaux,sirop de mélasse,kg,48.949999,sirop de mélassequintaux,,23.844777
quintaux,sirop de mélasse,kg,48.949999,sirop de mélassequintaux,,23.844777
quintaux,sirop de mélasse,kg,48.949999,sirop de mélassequintaux,,23.844777
quintaux,sirop de mélasse,kg,48.949999,sirop de mélassequintaux,,23.844777
quintaux,sirop de mélasse,kg,48.949999,sirop de mélassequintaux,,23.844777
quintaux,sirop de mélasse,kg,48.949999,sirop de mélassequintaux,,23.844777
quintaux,sirop de mélasse,kg,48.949999,sirop de mélassequintaux,,23.844777
quintaux,sirop de mélasse,kg,48.949999,sirop de mélassequintaux,,23.844777
quintaux,sirop de mélasse,kg,48.949999,sirop de mélassequintaux,,23.844777
quintaux,sirop de mélasse,kg,48.949999,sirop de mélassequintaux,,23.844777
quintaux,sirop de mélasse,kg,48.949999,sirop de mélassequintaux,,23.844777
livres,sirop mélasse,kg,.48949999,sirop mélasselivres,.23844777,
livres,soie à coudre,kg,.48949999,soie à coudrelivres,25.949223,
quintaux,soie en estrasse,kg,48.949999,soie en estrassequintaux,,
livres,soie en strasse,kg,.48949999,soie en strasselivres,,
quintaux,soie grèse par Marseille,kg,48.949999,soie grèse par Marseillequintaux,,
livres,soie ouvrée,kg,.48949999,soie ouvréelivres,,
quintaux,soie ouvrée,kg,48.949999,soie ouvréequintaux,,
quintaux,soie ouvrée,kg,48.949999,soie ouvréequintaux,,
quintaux,soie ouvrée,kg,48.949999,soie ouvréequintaux,,
quintaux,soie par Collonges et Strasbourg,kg,48.949999,soie par Collonges et Strasbourgquintaux,,
quintaux,soie par Marseille,kg,48.949999,soie par Marseillequintaux,,
quintaux,soie par Marseille,kg,48.949999,soie par Marseillequintaux,,
quintaux,soie par Marseille,kg,48.949999,soie par Marseillequintaux,,
livres,soie,kg,.48949999,soielivres,,
livres,soie,kg,.48949999,soielivres,,
quintaux,soie,kg,48.949999,soiequintaux,,
quintaux,soie,kg,48.949999,soiequintaux,,
quintaux,soie,kg,48.949999,soiequintaux,,
quintaux,soie,kg,48.949999,soiequintaux,,
quintaux,soie,kg,48.949999,soiequintaux,,
quintaux,soie,kg,48.949999,soiequintaux,,
quintaux,soie,kg,48.949999,soiequintaux,,
quintaux,soie,kg,48.949999,soiequintaux,,
quintaux,soie,kg,48.949999,soiequintaux,,
quintaux,soudes,kg,48.949999,soudesquintaux,,
quintaux,soudes,kg,48.949999,soudesquintaux,,
quintaux,soudes,kg,48.949999,soudesquintaux,,
