numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,marchandises,pays,value,remarks,DoubleAccounts
23,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Riz,Royaume d'Espagne,4500,,0
24,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Sel,Royaume d'Espagne,6100,,0
25,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Vins divers,Royaume d'Espagne,883100,,0
26,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Vins de Bordeaux,Royaume d'Espagne,1204600,,0
27,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Vins de liqueur,Royaume d'Espagne,5500,,0
28,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Vinaigre,Royaume d'Espagne,60700,,0
29,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Volailles et gibiers,Royaume d'Espagne,51300,,0
30,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Subsistances réunies,Royaume d'Espagne,11600,,0
31,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Cacao et chocolat,Royaume d'Espagne,64900,,0
32,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Café,Royaume d'Espagne,200,,0
33,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Sucres et sirops fins,Royaume d'Espagne,1200,,0
34,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Girofle,Royaume d'Espagne,1000,,0
35,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Epicerie diverse,Royaume d'Espagne,12100,,0
36,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Chevaux,Royaume d'Espagne,2277000,,0
37,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Mulets et ânes,Royaume d'Espagne,3552500,,0
38,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Coton en laine,Royaume d'Espagne,11800,,0
39,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Fil de lin et de chanvre,Royaume d'Espagne,440700,,0
40,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Laines,Royaume d'Espagne,8000,,0
41,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Soies,Royaume d'Espagne,14500,,0
42,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Bois divers,Royaume d'Espagne,140100,,0
43,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Bois des îles et des Indes,Royaume d'Espagne,6400,,0
44,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,"Brai, goudron et résine",Royaume d'Espagne,320500,,0
45,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Charbon de terre et de bois,Royaume d'Espagne,600,,0
46,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Cire jaune et blanche,Royaume d'Espagne,366500,,0
47,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Cuirs apprêtés,Royaume d'Espagne,394200,,0
48,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Graines diverses,Royaume d'Espagne,61300,,0
49,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Graines d'anis,Royaume d'Espagne,1100,,0
50,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Graines de jardin,Royaume d'Espagne,3900,,0
51,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Graines de trèfle et luzerne,Royaume d'Espagne,3600,,0
52,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Huiles de graines et de noix,Royaume d'Espagne,36800,,0
53,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Huiles de poisson,Royaume d'Espagne,4000,,0
54,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Liège,Royaume d'Espagne,4500,,0
55,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Soufre,Royaume d'Espagne,2500,,0
56,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,"Plâtre, chaux et ciment",Royaume d'Espagne,2400,,0
57,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Tabac,Royaume d'Espagne,37000,,0
58,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Articles réunis,Royaume d'Espagne,3800,,0
59,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Bestiaux,Royaume de Portugal,900,,0
60,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Beurre,Royaume de Portugal,180900,,0
61,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Biscuit,Royaume de Portugal,15500,,0
62,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Blés,Royaume de Portugal,4551600,,0
63,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Chairs fraîches et salées,Royaume de Portugal,77400,,0
64,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Cidre,Royaume de Portugal,300,,0
65,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Eaux-de-vie,Royaume de Portugal,38000,,0
66,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Farine et pâtes d'Italie,Royaume de Portugal,369300,,0
67,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Fromage,Royaume de Portugal,300,,0
68,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Fruits secs,Royaume de Portugal,6600,,0
69,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Fruits amandes,Royaume de Portugal,700,,0
70,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Fruits confitures,Royaume de Portugal,13500,,0
71,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Huile d'olive,Royaume de Portugal,4100,,0
72,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Légumes,Royaume de Portugal,203000,,0
73,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Liqueurs,Royaume de Portugal,5900,,0
74,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Poissons de toutes sortes,Royaume de Portugal,800,,0
75,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Riz,Royaume de Portugal,300,,0
76,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Vins divers,Royaume de Portugal,18400,,0
77,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Vins de Bordeaux,Royaume de Portugal,39700,,0
78,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Vinaigre,Royaume de Portugal,2000,,0
79,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Subsistances réunies,Royaume de Portugal,6800,,0
80,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Coton en laine,Royaume de Portugal,2200,,0
81,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Fil de lin et de chanvre,Royaume de Portugal,3600,,0
82,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Soies,Royaume de Portugal,9800,,0
83,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Bois divers,Royaume de Portugal,14600,,0
84,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,"Brai, goudron et résine",Royaume de Portugal,148300,,0
85,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Cire jaune et blanche,Royaume de Portugal,2400,,0
86,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Cuirs apprêtés,Royaume de Portugal,461800,,0
87,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Graines diverses,Royaume de Portugal,500,,0
88,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Graines de jardin,Royaume de Portugal,300,,0
89,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Huiles de graines et de noix,Royaume de Portugal,2500,,0
90,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,"Plâtre, chaux et ciment",Royaume de Portugal,14400,,0
91,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Tabac,Royaume de Portugal,2100,,0
92,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Articles réunis,Royaume de Portugal,400,,0
93,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Bestiaux,Royaume de Sardaigne,18700,,0
94,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Beurre,Royaume de Sardaigne,500,,0
95,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Bière,Royaume de Sardaigne,20200,,0
96,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Biscuit,Royaume de Sardaigne,25400,,0
97,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Blés,Royaume de Sardaigne,740300,,0
98,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Chairs fraîches et salées,Royaume de Sardaigne,11500,,0
99,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Eaux-de-vie,Royaume de Sardaigne,1236600,,0
100,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Farine et pâtes d'Italie,Royaume de Sardaigne,416900,,0
101,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Fromage,Royaume de Sardaigne,92600,,0
102,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Fruits frais,Royaume de Sardaigne,42100,,0
103,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Fruits secs,Royaume de Sardaigne,222600,,0
104,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Fruits amandes,Royaume de Sardaigne,46000,,0
105,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Fruits confitures,Royaume de Sardaigne,1700,,0
106,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Fruits confits au vinaigre,Royaume de Sardaigne,31400,,0
107,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Huile d'olive,Royaume de Sardaigne,54600,,0
108,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Légumes,Royaume de Sardaigne,86100,,0
109,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Liqueurs,Royaume de Sardaigne,31600,,0
110,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Miel,Royaume de Sardaigne,8400,,0
111,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Poissons de toutes sortes,Royaume de Sardaigne,152800,,0
112,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Riz,Royaume de Sardaigne,3200,,0
113,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Sel,Royaume de Sardaigne,394100,,0
114,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Vins divers,Royaume de Sardaigne,6226600,,0
115,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Vins de liqueur,Royaume de Sardaigne,3800,,0
116,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Vinaigre,Royaume de Sardaigne,13200,,0
117,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Subsistances réunies,Royaume de Sardaigne,7000,,0
118,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Cacao et chocolat,Royaume de Sardaigne,6100,,0
119,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Café,Royaume de Sardaigne,20600,,0
120,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Sucres et sirops fins,Royaume de Sardaigne,64600,,0
121,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Girofle,Royaume de Sardaigne,400,,0
122,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Epicerie diverse,Royaume de Sardaigne,21300,,0
123,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Chevaux,Royaume de Sardaigne,64800,,0
124,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Mulets et ânes,Royaume de Sardaigne,64700,,0
125,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Coton en laine,Royaume de Sardaigne,713800,,0
126,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Fil de lin et de chanvre,Royaume de Sardaigne,221400,,0
127,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Laines,Royaume de Sardaigne,189000,,0
128,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Soies,Royaume de Sardaigne,7000,,0
129,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Bois divers,Royaume de Sardaigne,9600,,0
130,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Bois des îles et des Indes,Royaume de Sardaigne,19800,,0
131,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,"Brai, goudron et résine",Royaume de Sardaigne,166700,,0
132,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Charbon de terre et de bois,Royaume de Sardaigne,10700,,0
133,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Cire jaune et blanche,Royaume de Sardaigne,82300,,0
134,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Cuirs apprêtés,Royaume de Sardaigne,1785700,,0
135,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Graines diverses,Royaume de Sardaigne,3500,,0
136,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Graines d'anis,Royaume de Sardaigne,24800,,0
137,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Graines de jardin,Royaume de Sardaigne,16000,,0
138,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Graines de trèfle et luzerne,Royaume de Sardaigne,43300,,0
139,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Huiles de graines et de noix,Royaume de Sardaigne,4600,,0
140,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Huiles de poisson,Royaume de Sardaigne,9800,,0
141,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Liège,Royaume de Sardaigne,13800,,0
142,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Soufre,Royaume de Sardaigne,8000,,0
143,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Soude,Royaume de Sardaigne,26500,,0
144,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,"Plâtre, chaux et ciment",Royaume de Sardaigne,54900,,0
145,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Tabac,Royaume de Sardaigne,17000,,0
146,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Terre de marne,Royaume de Sardaigne,1700,,0
147,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Articles réunis,Royaume de Sardaigne,21500,,0
148,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Bière,Italie,300,,0
149,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Biscuit,Italie,500,,0
150,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Blés,Italie,89000,,0
151,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Chairs fraîches et salées,Italie,2400,,0
152,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Eaux-de-vie,Italie,349800,,0
153,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Farine et pâtes d'Italie,Italie,5000,,0
154,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Fromage,Italie,8900,,0
155,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Fruits secs,Italie,24500,,0
156,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Fruits amandes,Italie,600,,0
157,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Fruits confitures,Italie,900,,0
158,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Fruits confits au vinaigre,Italie,41100,,0
159,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Huile d'olive,Italie,5300,,0
160,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Légumes,Italie,400,,0
161,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Liqueurs,Italie,600,,0
162,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Moutarde,Italie,700,,0
163,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Poissons de toutes sortes,Italie,18700,,0
164,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Sel,Italie,27300,,0
165,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Vins divers,Italie,1191300,,0
166,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Vins de liqueur,Italie,3400,,0
167,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Vinaigre,Italie,3300,,0
168,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Subsistances réunies,Italie,3500,,0
169,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,"Sirops, mélasse",Italie,200,,0
170,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Girofle,Italie,14600,,0
171,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Epicerie diverse,Italie,4000,,0
172,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Coton en laine,Italie,92300,,0
173,Gouttenegre Pascale,AN F12 251,National/Résumé/AN/F_12_251/1815.csv,Résumé,1815,Exportations,Fil de lin et de chanvre,Italie,12400,,0
