numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,marchandises,pays,value,remarks,doubleaccounts
20,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Epiceries,Royaume d'Espagne,233400,,0
21,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Cannelle,Royaume d'Espagne,1205000,,0
22,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Girofle,Royaume d'Espagne,46000,,0
23,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Coton,Royaume d'Espagne,1838300,,0
24,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Fil,Royaume d'Espagne,674400,,0
25,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Laine,Royaume d'Espagne,12700,,0
26,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Soie,Royaume d'Espagne,11700,,0
27,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,"Brai, goudron et résine",Royaume d'Espagne,112700,,0
28,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Bois divers,Royaume d'Espagne,126200,,0
29,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Cires jaune et blanche,Royaume d'Espagne,1172100,,0
30,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Cuirs apprêtés,Royaume d'Espagne,1005900,,0
31,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Grains de jardin,Royaume d'Espagne,4500,,0
32,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Graines diverses,Royaume d'Espagne,39200,,0
33,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Huile de graine,Royaume d'Espagne,3400,,0
34,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Tabacs,Royaume d'Espagne,540800,,0
35,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Articles réunis,Royaume d'Espagne,21666,,0
36,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Alun,Royaume d'Espagne,8300,,0
37,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Cochenille,Royaume d'Espagne,12900,,0
38,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Indigo,Royaume d'Espagne,4000,,0
39,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Rocou,Royaume d'Espagne,10600,,0
40,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Verdet,Royaume d'Espagne,147600,,0
41,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Drogues réunies,Royaume d'Espagne,202000,,0
42,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Eaux-de-vie,Royaume de Hollande,341800,,0
43,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Vins divers,Royaume de Hollande,661300,,0
44,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,"Bestiaux en bœufs, vaches, porcs, et moutons",Royaume de Hollande,1205100,,0
45,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Blé,Royaume de Hollande,282700,,0
46,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Chairs salées,Royaume de Hollande,31600,,0
47,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Fromages,Royaume de Hollande,4200,,0
48,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Fruits divers,Royaume de Hollande,129700,,0
49,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Poissons de toute sorte,Royaume de Hollande,3800,,0
50,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Miel,Royaume de Hollande,53300,,0
51,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Sel,Royaume de Hollande,180300,,0
52,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Provisions de bouche réunies,Royaume de Hollande,617000,,0
53,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Sirops,Royaume de Hollande,6400,,0
54,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Thé,Royaume de Hollande,3600,,0
55,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Café,Royaume de Hollande,1300,,0
56,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Epiceries,Royaume de Hollande,13400,,0
57,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Cannelle,Royaume de Hollande,1900,,0
58,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Coton,Royaume de Hollande,28900,,0
59,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Fil,Royaume de Hollande,421100,,0
60,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Laine,Royaume de Hollande,12500,,0
61,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Soie,Royaume de Hollande,3500,,0
62,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Bois divers,Royaume de Hollande,413900,,0
63,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Cires jaune et blanche,Royaume de Hollande,24200,,0
64,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Cuirs apprêtés,Royaume de Hollande,490100,,0
65,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Graines de trèfle,Royaume de Hollande,880300,,0
66,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Grains de jardin,Royaume de Hollande,10000,,0
67,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Graines diverses,Royaume de Hollande,32200,,0
68,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Huile de graine,Royaume de Hollande,286000,,0
69,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Charbons,Royaume de Hollande,987400,,0
70,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Tabacs,Royaume de Hollande,113800,,0
71,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Articles réunis,Royaume de Hollande,209793,,0
72,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Alun,Royaume de Hollande,15100,,0
73,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Cochenille,Royaume de Hollande,828000,,0
74,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Garance,Royaume de Hollande,15400,,0
75,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Indigo,Royaume de Hollande,54200,,0
76,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Verdet,Royaume de Hollande,34600,,0
77,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Drogues réunies,Royaume de Hollande,46600,,0
78,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Eaux-de-vie,Royaume de Prusse,2279600,,0
79,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Vins divers,Royaume de Prusse,165400,,0
80,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Vins de Bordeaux,Royaume de Prusse,2302700,,0
81,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Huile d'olive,Royaume de Prusse,18100,,0
82,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,"Bestiaux en bœufs, vaches, porcs, et moutons",Royaume de Prusse,150000,,0
83,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Chairs salées,Royaume de Prusse,34600,,0
84,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Fromages,Royaume de Prusse,4400,,0
85,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Légumes,Royaume de Prusse,62500,,0
86,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Fruits divers,Royaume de Prusse,83500,,0
87,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Miel,Royaume de Prusse,79000,,0
88,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Sel,Royaume de Prusse,336300,,0
89,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Provisions de bouche réunies,Royaume de Prusse,335700,,0
90,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Sirops,Royaume de Prusse,111500,,0
91,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Thé,Royaume de Prusse,7700,,0
92,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Cacao,Royaume de Prusse,5100,,0
93,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Fil,Royaume de Prusse,10200,,0
94,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Laine,Royaume de Prusse,2200,,0
95,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Bois divers,Royaume de Prusse,62000,,0
96,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Cires jaune et blanche,Royaume de Prusse,2200,,0
97,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Cuirs apprêtés,Royaume de Prusse,287400,,0
98,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Graines de trèfle,Royaume de Prusse,294700,,0
99,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Grains de jardin,Royaume de Prusse,5900,,0
100,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Graines diverses,Royaume de Prusse,3400,,0
101,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Huile de graine,Royaume de Prusse,40100,,0
102,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Tabacs,Royaume de Prusse,37600,,0
103,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Articles réunis,Royaume de Prusse,22749,,0
104,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Garance,Royaume de Prusse,2900,,0
105,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Verdet,Royaume de Prusse,63900,,0
106,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Drogues réunies,Royaume de Prusse,6300,,0
107,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Eaux-de-vie,Etats de l'Allemagne,1621000,,0
108,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Vins divers,Etats de l'Allemagne,2974600,,0
109,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Huile d'olive,Etats de l'Allemagne,86300,,0
110,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,"Bestiaux en bœufs, vaches, porcs, et moutons",Etats de l'Allemagne,1432600,,0
111,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Chairs salées,Etats de l'Allemagne,75800,,0
112,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Fromages,Etats de l'Allemagne,882500,,0
113,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Légumes,Etats de l'Allemagne,57300,,0
114,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Fruits divers,Etats de l'Allemagne,190300,,0
115,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Poissons de toute sorte,Etats de l'Allemagne,10400,,0
116,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Miel,Etats de l'Allemagne,3700,,0
117,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Sel,Etats de l'Allemagne,467700,,0
118,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Provisions de bouche réunies,Etats de l'Allemagne,514600,,0
119,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Vinaigre,Etats de l'Allemagne,136200,,0
120,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Chocolat,Etats de l'Allemagne,1900,,0
121,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Liqueurs,Etats de l'Allemagne,15800,,0
122,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Sirops,Etats de l'Allemagne,1800,,0
123,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Thé,Etats de l'Allemagne,19000,,0
124,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Sucre,Etats de l'Allemagne,9500,,0
125,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Epiceries,Etats de l'Allemagne,1600,,0
126,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Coton,Etats de l'Allemagne,29800,,0
127,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Fil,Etats de l'Allemagne,459000,,0
128,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Laine,Etats de l'Allemagne,55800,,0
129,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Soie,Etats de l'Allemagne,4000,,0
130,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Bois divers,Etats de l'Allemagne,125200,,0
131,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Cires jaune et blanche,Etats de l'Allemagne,28900,,0
132,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Cuirs apprêtés,Etats de l'Allemagne,3510000,,0
133,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Graines de trèfle,Etats de l'Allemagne,226700,,0
134,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Grains de jardin,Etats de l'Allemagne,19300,,0
135,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Graines diverses,Etats de l'Allemagne,24700,,0
136,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Huile de graine,Etats de l'Allemagne,569200,,0
137,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Pain de navette,Etats de l'Allemagne,3500,,0
138,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Charbons,Etats de l'Allemagne,10900,,0
139,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Tabacs,Etats de l'Allemagne,1097200,,0
140,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Articles réunis,Etats de l'Allemagne,88300,,0
141,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Alun,Etats de l'Allemagne,346300,,0
142,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Cochenille,Etats de l'Allemagne,1552400,,0
143,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Garance,Etats de l'Allemagne,127600,,0
144,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Indigo,Etats de l'Allemagne,5600,,0
145,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Rocou,Etats de l'Allemagne,14600,,0
146,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Verdet,Etats de l'Allemagne,500000,,0
147,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Drogues réunies,Etats de l'Allemagne,172900,,0
148,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Eaux-de-vie,République de Suisse,3515300,,0
149,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Vins divers,République de Suisse,6332900,,0
150,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Vins de liqueurs,République de Suisse,19800,,0
151,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Huile d'olive,République de Suisse,247000,,0
152,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,"Bestiaux en bœufs, vaches, porcs, et moutons",République de Suisse,3279000,,0
153,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Chairs salées,République de Suisse,64200,,0
154,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Fromages,République de Suisse,219900,,0
155,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Légumes,République de Suisse,63100,,0
156,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Fruits divers,République de Suisse,190500,,0
157,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Poissons de toute sorte,République de Suisse,13600,,0
158,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Miel,République de Suisse,63800,,0
159,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Sel,République de Suisse,3295900,,0
160,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Provisions de bouche réunies,République de Suisse,282700,,0
161,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Vinaigre,République de Suisse,24700,,0
162,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Chocolat,République de Suisse,22200,,0
163,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Liqueurs,République de Suisse,19400,,0
164,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Sirops,République de Suisse,3200,,0
165,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Thé,République de Suisse,25300,,0
166,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Cacao,République de Suisse,55800,,0
167,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Café,République de Suisse,755700,,0
168,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Sucre,République de Suisse,75500,,0
169,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Epiceries,République de Suisse,28500,,0
170,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Cannelle,République de Suisse,3100,,0
171,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Girofle,République de Suisse,3500,,0
172,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Coton,République de Suisse,15000,,0
173,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Fil,République de Suisse,158500,,0
174,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Laine,République de Suisse,101800,,0
175,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Soie,République de Suisse,4100,,0
176,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,"Brai, goudron et résine",République de Suisse,30100,,0
177,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An8.csv,Résumé,An 8,Exports,Bois divers,République de Suisse,77400,,0
