numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,marchandises,pays,value,doubleaccounts
16,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Vinaigre,Royaume d'Espagne,20864,0
17,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Chocolat,Royaume d'Espagne,474,0
18,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Liqueurs,Royaume d'Espagne,93499,0
19,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,"Sirops, mélasse",Royaume d'Espagne,35025,0
20,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Thé,Royaume d'Espagne,2200,0
21,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Cacao,Royaume d'Espagne,926,0
22,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Café,Royaume d'Espagne,1781,0
23,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Sucre,Royaume d'Espagne,2702,0
24,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Epiceries,Royaume d'Espagne,22508,0
25,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Cannelle,Royaume d'Espagne,64916,0
26,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Girofle,Royaume d'Espagne,91781,0
27,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Poivre,Royaume d'Espagne,571404,0
28,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Coton,Royaume d'Espagne,738015,0
29,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Fil,Royaume d'Espagne,1023002,0
30,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Laine,Royaume d'Espagne,2508,0
31,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Soie,Royaume d'Espagne,31510,0
32,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Articles réunis,Royaume d'Espagne,10100,0
33,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,"Brai, goudron et résine",Royaume d'Espagne,385854,0
34,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Bois divers,Royaume d'Espagne,289338,0
35,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Cires jaune et blanche,Royaume d'Espagne,591177,0
36,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Cuirs apprêtés,Royaume d'Espagne,608116,0
37,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Graines de trèfle,Royaume d'Espagne,19910,0
38,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Graines de jardin,Royaume d'Espagne,12017,0
39,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Graines diverses,Royaume d'Espagne,33420,0
40,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Huile de graine,Royaume d'Espagne,7295,0
41,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Charbons,Royaume d'Espagne,15776,0
42,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Tabacs,Royaume d'Espagne,103755,0
43,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Articles réunis,Royaume d'Espagne,31801,0
44,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Alun,Royaume d'Espagne,10809,0
45,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Cochenille,Royaume d'Espagne,123396,0
46,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Garance,Royaume d'Espagne,207178,0
47,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Indigo,Royaume d'Espagne,104000,0
48,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Rocou,Royaume d'Espagne,13500,0
49,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Verdet,Royaume d'Espagne,77692,0
50,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Drogues réunies,Royaume d'Espagne,201369,0
51,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Eaux-de-vie,Royaume de Hollande,383876,0
52,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Vins divers,Royaume de Hollande,387870,0
53,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Vins de Bordeaux,Royaume de Hollande,47644,0
54,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Huile d'olive,Royaume de Hollande,37404,0
55,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,"Bestiaux en bœufs, vaches, porcs et moutons",Royaume de Hollande,976728,0
56,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Blé,Royaume de Hollande,12500,0
57,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Chairs salées,Royaume de Hollande,5735,0
58,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Fromage,Royaume de Hollande,14007,0
59,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Légumes,Royaume de Hollande,16022,0
60,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Fruits divers,Royaume de Hollande,94707,0
61,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Poissons de toute sorte,Royaume de Hollande,1100,0
62,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Miel,Royaume de Hollande,50252,0
63,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Sel,Royaume de Hollande,225842,0
64,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Provisions de bouche réunies,Royaume de Hollande,246209,0
65,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Vinaigre,Royaume de Hollande,35277,0
66,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Chocolat,Royaume de Hollande,2316,0
67,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Liqueurs,Royaume de Hollande,470,0
68,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,"Sirops, mélasse",Royaume de Hollande,679,0
69,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Thé,Royaume de Hollande,380800,0
70,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Girofle,Royaume de Hollande,17700,0
71,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Coton,Royaume de Hollande,31129,0
72,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Fil,Royaume de Hollande,580021,0
73,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Laine,Royaume de Hollande,14100,0
74,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Soie,Royaume de Hollande,11379,0
75,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Articles réunis,Royaume de Hollande,70000,0
76,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,"Brai, goudron et résine",Royaume de Hollande,4600,0
77,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Bois divers,Royaume de Hollande,99578,0
78,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Cires jaune et blanche,Royaume de Hollande,12577,0
79,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Cuirs apprêtés,Royaume de Hollande,162558,0
80,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Graines de trèfle,Royaume de Hollande,1041307,0
81,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Graines de jardin,Royaume de Hollande,29039,0
82,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Graines diverses,Royaume de Hollande,42872,0
83,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Huile de graine,Royaume de Hollande,490761,0
84,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Charbons,Royaume de Hollande,1408219,0
85,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Tabacs,Royaume de Hollande,58933,0
86,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Articles réunis,Royaume de Hollande,252180,0
87,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Alun,Royaume de Hollande,3228,0
88,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Cochenille,Royaume de Hollande,1511980,0
89,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Garance,Royaume de Hollande,100110,0
90,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Indigo,Royaume de Hollande,319900,0
91,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Rocou,Royaume de Hollande,4200,0
92,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Verdet,Royaume de Hollande,17633,0
93,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Drogues réunies,Royaume de Hollande,70444,0
94,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Eaux-de-vie,Royaume de Prusse,6895374,0
95,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Vins divers,Royaume de Prusse,939378,0
96,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Vins de Bordeaux,Royaume de Prusse,9995507,0
97,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Vins de liqueurs,Royaume de Prusse,131129,0
98,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Huile d'olive,Royaume de Prusse,120635,0
99,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,"Bestiaux en bœufs, vaches, porcs et moutons",Royaume de Prusse,46370,0
100,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Farine,Royaume de Prusse,4772,0
101,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Chairs salées,Royaume de Prusse,33618,0
102,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Fromage,Royaume de Prusse,2757,0
103,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Légumes,Royaume de Prusse,66136,0
104,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Fruits divers,Royaume de Prusse,574968,0
105,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Poissons de toute sorte,Royaume de Prusse,4256,0
106,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Miel,Royaume de Prusse,34875,0
107,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Sel,Royaume de Prusse,94522,0
108,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Provisions de bouche réunies,Royaume de Prusse,16839,0
109,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Vinaigre,Royaume de Prusse,284836,0
110,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Chocolat,Royaume de Prusse,432,0
111,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Liqueurs,Royaume de Prusse,8786,0
112,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,"Sirops, mélasse",Royaume de Prusse,360553,0
113,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Thé,Royaume de Prusse,3220,0
114,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Sucre,Royaume de Prusse,927,0
115,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Coton,Royaume de Prusse,55930,0
116,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Fil,Royaume de Prusse,11537,0
117,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Laine,Royaume de Prusse,485,0
118,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Soie,Royaume de Prusse,15790,0
119,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,"Brai, goudron et résine",Royaume de Prusse,10731,0
120,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Bois divers,Royaume de Prusse,80279,0
121,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Cires jaune et blanche,Royaume de Prusse,846,0
122,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Cuirs apprêtés,Royaume de Prusse,4865,0
123,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Graines de trèfle,Royaume de Prusse,249732,0
124,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Graines de jardin,Royaume de Prusse,2745,0
125,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Graines diverses,Royaume de Prusse,18908,0
126,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Huile de graine,Royaume de Prusse,7706,0
127,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Tabacs,Royaume de Prusse,23922,0
128,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Articles réunis,Royaume de Prusse,77988,0
129,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Cochenille,Royaume de Prusse,19448,0
130,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Indigo,Royaume de Prusse,11450,0
131,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Rocou,Royaume de Prusse,19130,0
132,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Verdet,Royaume de Prusse,154983,0
133,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Drogues réunies,Royaume de Prusse,35585,0
134,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Eaux-de-vie,Etats de l'Allemagne,3450455,0
135,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Vins divers,Etats de l'Allemagne,8103489,0
136,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Vins de liqueurs,Etats de l'Allemagne,2243,0
137,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Huile d'olive,Etats de l'Allemagne,140010,0
138,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,"Bestiaux en bœufs, vaches, porcs et moutons",Etats de l'Allemagne,1169575,0
139,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Blé,Etats de l'Allemagne,33623,0
140,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Chairs salées,Etats de l'Allemagne,17392,0
141,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Fromage,Etats de l'Allemagne,642054,0
142,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Légumes,Etats de l'Allemagne,43792,0
143,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Fruits divers,Etats de l'Allemagne,579641,0
144,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Poissons de toute sorte,Etats de l'Allemagne,3900,0
145,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Miel,Etats de l'Allemagne,47133,0
146,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Sel,Etats de l'Allemagne,632458,0
147,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Provisions de bouche réunies,Etats de l'Allemagne,170771,0
148,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Vinaigre,Etats de l'Allemagne,255869,0
149,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Chocolat,Etats de l'Allemagne,8740,0
150,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Liqueurs,Etats de l'Allemagne,22641,0
151,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,"Sirops, mélasse",Etats de l'Allemagne,620,0
152,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Thé,Etats de l'Allemagne,6622,0
153,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Sucre,Etats de l'Allemagne,1450,0
154,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Epiceries,Etats de l'Allemagne,425,0
155,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Coton,Etats de l'Allemagne,175590,0
156,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Fil,Etats de l'Allemagne,285856,0
157,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Laine,Etats de l'Allemagne,17829,0
158,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Soie,Etats de l'Allemagne,1158280,0
159,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Articles réunis,Etats de l'Allemagne,46042,0
160,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,"Brai, goudron et résine",Etats de l'Allemagne,355,0
161,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Bois divers,Etats de l'Allemagne,33709,0
162,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Cires jaune et blanche,Etats de l'Allemagne,16114,0
163,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Cuirs apprêtés,Etats de l'Allemagne,4394065,0
164,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Graines de trèfle,Etats de l'Allemagne,725450,0
165,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Graines de jardin,Etats de l'Allemagne,41762,0
166,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Graines diverses,Etats de l'Allemagne,22010,0
167,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Huile de graine,Etats de l'Allemagne,1139728,0
168,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Charbons,Etats de l'Allemagne,49986,0
169,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Tabacs,Etats de l'Allemagne,1262235,0
170,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Articles réunis,Etats de l'Allemagne,52847,0
171,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Alun,Etats de l'Allemagne,312456,0
172,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Cochenille,Etats de l'Allemagne,939224,0
173,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Garance,Etats de l'Allemagne,856251,0
174,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Indigo,Etats de l'Allemagne,413350,0
175,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Rocou,Etats de l'Allemagne,11200,0
176,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Verdet,Etats de l'Allemagne,48343,0
177,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Drogues réunies,Etats de l'Allemagne,214215,0
178,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Eaux-de-vie,République de Suisse,973606,0
179,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Vins divers,République de Suisse,2212662,0
180,Vergne Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An12.csv,Résumé,An 12,Exports,Vins de liqueurs,République de Suisse,31922,0
