Data entry by,Source,Year,Sheet,Marchandises,Pays,Leur valeur,Leur Valeur (sub-total 1),Total,Par section,Par classe,Remarks,Classes,Sections,,
Fatima zahra,,1787,2,Légumes,Villes anséatiques,16 300,,955 800,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Légumes,Royaume de Danemarck,9 000,,955 800,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Légumes,Milanes et toscane,37 700,,955 800,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Légumes,République de Gènes,21 000,,955 800,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Légumes,Empire ottoman et babbarie,299 300,,955 800,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Légumes,Royaume de naples,191 100,,955 800,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Légumes,Empire d'Autriche ,2 200,,955 800,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Légumes,Etats de Rome,109 800,,955 800,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Légumes,Angleterre,16 400,,955 800,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Légumes,Republique de Venise,26 500,,955 800,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,"Bestiaux en bœufs,vaches,porcs moutons",Royaume d'Espagne,108 200,,6 474 100,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,"Bestiaux en bœufs,vaches,porcs moutons",Hollande,13 100,,6 474 100,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,"Bestiaux en bœufs,vaches,porcs moutons",Etats d'Allemagne,903 000,,6 474 100,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,"Bestiaux en bœufs,vaches,porcs moutons",Republique de Suisse,222 500,,6 474 100,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,"Bestiaux en bœufs,vaches,porcs moutons",Royaume de sardaigne ,886 000,,6 474 100,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,"Bestiaux en bœufs,vaches,porcs moutons",Empire d'Autriche ,4 341 300,,6 474 100,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Chairs salées,Royaume d'Espagne,10 300,,2 976 700,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Chairs salées,Hollande,177 100,,2 976 700,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Chairs salées,Royaume de Prusse,1 700,,2 976 700,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Chairs salées,Etats d'Allemagne,24 400,,2 976 700,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Chairs salées,Etats-Unis d'Amérique,1 200,,2 976 700,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Chairs salées,Villes anséatiques,17 000,,2 976 700,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Chairs salées,Royaume de Danemarck,57 800,,2 976 700,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Chairs salées,Milanes et toscane,13 500,,2 976 700,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Chairs salées,Royaume de sardaigne,1 800,,2 976 700,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Chairs salées,Empire d'Autriche ,3 100,,2 976 700,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Chairs salées,Empire de Russie,4 500,,2 976 700,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Chairs salées,Angleterre,2 664 300,,2 976 700,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Fromage,Royaume d'Espagne,8 000,,4 542 400,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Fromage,Hollande,3 107 400,,4 542 400,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Fromage,Royaume de Prusse,7 200,,4 542 400,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Fromage,Republique de Suisse,1 206 200,,4 542 400,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Fromage,Etats-Unis d'Amérique,1 700,,4 542 400,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Fromage,Villes anséatiques,38 900,,4 542 400,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Fromage,Milanes et toscane,2 200,,4 542 400,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Fromage,Republique de Gènes,34 800,,4 542 400,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Fromage,Royaume de sardaigne,103 300,,4 542 400,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Fromage,Empire d'Autriche ,1 300,,4 542 400,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Fromage,Angleterre,31 400,,4 542 400,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Poissons de toute sorte,Royaume d'Espagne,731 300,,2 599 300,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Poissons de toute sorte,Hollande,217 500,,2 599 300,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Poissons de toute sorte,Royaume de Prusse,2 800,,2 599 300,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Poissons de toute sorte,Etats-Unis d'Amérique,56 900,,2 599 300,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Poissons de toute sorte,Villes anséatiques,15 300,,2 599 300,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Poissons de toute sorte,Royaume de Danemarck,623 500,,2 599 300,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Poissons de toute sorte,Royaume de Suede,80 900,,2 599 300,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Poissons de toute sorte,Milanes et toscane,8 900,,2 599 300,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Poissons de toute sorte,Republique de Genes,113 700,,2 599 300,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Poissons de toute sorte,Royaume de sardaigne,219 300,,2 599 300,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Poissons de toute sorte,Empire d'Autriche ,274 800,,2 599 300,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Poissons de toute sorte,Empire de Russie,2 000,,2 599 300,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Poissons de toute sorte,Angleterre,252 400,,2 599 300,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Huile d'olive,Royaume d'Espagne,1 800 800,,3 906 800,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Huile d'olive,Milanes et toscane,85 000,,3 906 800,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Huile d'olive,Republique de genes,1 910 900,,3 906 800,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Huile d'olive,Royaume de Portugal,98 200,,3 906 800,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Huile d'olive,Etats de Rome,11 900,,3 906 800,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,"Fruits verts, en oranges et citrons",Royaume d'Espagne,169 800,,1 145 300,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,"Fruits verts, en oranges et citrons",Republique de genes,403 600,,1 145 300,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,"Fruits verts, en oranges et citrons",Royaume de sardaigne,117 000,,1 145 300,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,"Fruits verts, en oranges et citrons",Empire d'Autriche ,12 400,,1 145 300,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,"Fruits verts, en oranges et citrons",Royaume de Portugal,441 200,,1 145 300,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,"Fruits verts, en oranges et citrons",Etats de Rome,1 300,,1 145 300,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,"Fruits secs, en amandes, figues et raisins",Royaume d'Espagne,738 900,,1 961 500,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,"Fruits secs, en amandes, figues et raisins",Hollande,32 700,,1 961 500,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,"Fruits secs, en amandes, figues et raisins",Etats-Unis d'Amérique,7 300,,1 961 500,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,"Fruits secs, en amandes, figues et raisins",Villes anséatiques,12 700,,1 961 500,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,"Fruits secs, en amandes, figues et raisins",Milanes et toscane,20 700,,1 961 500,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,"Fruits secs, en amandes, figues et raisins",Republique de Genes,162 600,,1 961 500,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,"Fruits secs, en amandes, figues et raisins",Empire ottoman et babbarie,266 200,,1 961 500,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,"Fruits secs, en amandes, figues et raisins",Royaume de Naples,469 800,,1 961 500,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,"Fruits secs, en amandes, figues et raisins",Royaume de sardaigne,48 300,,1 961 500,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,"Fruits secs, en amandes, figues et raisins",Empire d'Autriche ,30 500,,1 961 500,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,"Fruits secs, en amandes, figues et raisins",Royaume de Portugal,160 200,,1 961 500,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,"Fruits secs, en amandes, figues et raisins",Etats de Rome,1 700,,1 961 500,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,"Fruits secs, en amandes, figues et raisins",Angleterre,8 800,,1 961 500,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,"Fruits secs, en amandes, figues et raisins",Republique de Venise,1 100,,1 961 500,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Vins,Royaume d'Espagne,743 200,,1 430 000,46 240 300,204 651 300,,Subsistances,1,le total devrait être ,1 425 500
Fatima zahra,,1787,2,Vins,Hollande,10 000,,1 430 000,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Vins,Etats d'Allemagne,4 300,,1 430 000,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Vins,Republique de Suisse,2 100,,1 430 000,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Vins,Villes anséatiques,6 900,,1 430 000,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Vins,Milanes et toscane,1 600,,1 430 000,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Vins,Republique de Genes,1 000,,1 430 000,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Vins,Royaume de naples,3 700,,1 430 000,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Vins,Royaume de sardaigne,4 200,,1 430 000,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Vins,Empire d'Autriche ,250 400,,1 430 000,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Vins,Royaume de Portugal,332 700,,1 430 000,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Vins,Angleterre,12 700,,1 430 000,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Vins,"Colonies francaises en Amérique,Asie et afrique",52 700,,1 430 000,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Eaux-de-vie,Royaume d'Espagne,3 570 600,,5 423 200,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Eaux-de-vie,Hollande,1 556 800,,5 423 200,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Eaux-de-vie,Empire d'Autriche ,79 900,,5 423 200,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Eaux-de-vie,Royaume de Portugal,4 700,,5 423 200,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Eaux-de-vie,Angleterre,211 200,,5 423 200,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Beurre,Angleterre,2 326 400,,2 326 400,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Provisions diverses,Royaume d'Espagne,57 200,,1 540 500,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Provisions diverses,Hollande,384 200,,1 540 500,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Provisions diverses,Royaume de Prusse,16 200,,1 540 500,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Provisions diverses,Etats d'Allemagne,4 100,,1 540 500,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Provisions diverses,Republique de Suisse,10 800,,1 540 500,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Provisions diverses,Etats-Unis d'Amérique,1 000,,1 540 500,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Provisions diverses,Villes anséatiques,42 400,,1 540 500,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Provisions diverses,Royaume de Danemarck,5 900,,1 540 500,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Provisions diverses,Milanes de Toscane,15 500,,1 540 500,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Provisions diverses,Republique de Genes,339 400,,1 540 500,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Provisions diverses,Royaume de Naples,73 700,,1 540 500,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Provisions diverses,Royaume de Sardaigne,193 400,,1 540 500,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Provisions diverses,Empire d'Autriche ,94 400,,1 540 500,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Provisions diverses,Royaume de Portugal,74 800,,1 540 500,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,3,Provisions diverses,Angleterre,227 500,,1 540 500,46 240 300,204 651 300,,Subsistances,1,,
Fatima zahra,,1787,2,Cacao,Royaume d'Espagne,589 000,,1 794 700,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,2,Cacao,Hollande,97 000,,1 794 700,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,2,Cacao,Republique de Genes,7 500,,1 794 700,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,3,Cacao,Empire d'Autriche ,10 700,,1 794 700,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,3,Cacao,Royaume de Portugal,115 200,,1 794 700,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,3,Cacao,Angleterre,19 900,,1 794 700,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,3,Cacao,"Colonies francaises en Amérique,Asie et afrique",955 400,,1 794 700,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,2,Café,Hollande,4 300,,76 651 600,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,2,Café,Empire ottoman et Barbarie,272 400,,76 651 600,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,3,Café,Empire d'Autriche ,13 900,,76 651 600,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,3,Café,Royaume de Portugal,29 700,,76 651 600,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,3,Café,Angleterre,300 000,,76 651 600,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,3,Café,"Colonies francaises en Amérique,Asie et afrique",76 031 300,,76 651 600,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,2,Sucre,Royaume d'Espagne,3 000,,71 185 300,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,2,Sucre,Hollande,178 000,,71 185 300,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,3,Sucre,Empire d'Autriche ,12 300,,71 185 300,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,3,Sucre,Angleterre,386 700,,71 185 300,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,3,Sucre,"Colonies francaises en Amérique,Asie et afrique",70 605 300,,71 185 300,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,2,Thé,Royaume d'Espagne,1 600,,1 232 600,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,2,Thé,Hollande,180 000,,1 232 600,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,2,Thé,Villes anséatiques,2 600,,1 232 600,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,2,Thé,Royaume de Suede,93 600,,1 232 600,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,3,Thé,Empire d'Autriche ,151 400,,1 232 600,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,3,Thé,Angleterre,42 700,,1 232 600,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,3,Thé,"Colonies francaises en Amérique,Asie et afrique",760 700,,1 232 600,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,2,Liqueurs et sirops,Republique de Suisse,7 200,,267 700,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,2,Liqueurs et sirops,Etats-Unis d'Amérique,1 600,,267 700,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,2,Liqueurs et sirops,Villes anséatiques,10 600,,267 700,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,2,Liqueurs et sirops,Milanes et toscane,14 000,,267 700,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,2,Liqueurs et sirops,Republique de Genes,1 100,,267 700,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,3,Liqueurs et sirops,Royaume de sardaigne,9 900,,267 700,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,3,Liqueurs et sirops,Empire d'Autriche ,5 900,,267 700,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,3,Liqueurs et sirops,Royaume de Portugal,1 700,,267 700,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,3,Liqueurs et sirops,Angleterre,85 100,,267 700,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,3,Liqueurs et sirops,Republique de Venise,3 500,,267 700,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,3,Liqueurs et sirops,"Colonies francaises en Amérique,Asie et afrique",127 100,,267 700,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,2,Articles réunis,Royaume d'Espagne,16 100,,107 000,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,2,Articles réunis,Hollande,2 800,,107 000,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,2,Articles réunis,Milanes et toscane,17 800,,107 000,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,2,Articles réunis,Republique de genes,1 900,,107 000,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,3,Articles réunis,Royaume de sardaigne,2 700,,107 000,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,3,Articles réunis,Empire d'Autriche ,5 600,,107 000,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,3,Articles réunis,"Colonies francaises en Amérique,Asie et afrique",60 100,,107 000,151 238 900,204 651 300,,Subsistances,2,,
Fatima zahra,,1787,2,Poivre,Royaume d'Espagne,51 100,,4 975 800,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,2,Poivre,Hollande,1 038 800,,4 975 800,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,2,Poivre,Etats-Unis d'Amérique,4 800,,4 975 800,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,2,Poivre,Villes anséatiques,5 600,,4 975 800,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,2,Poivre,Milanes et toscane,6 100,,4 975 800,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,2,Poivre,Republique de genes,29 000,,4 975 800,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,3,Poivre,    Royaume de sardaigne,1 400,,4 975 800,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,3,Poivre,Empire d'Autriche ,103 800,,4 975 800,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,3,Poivre,Royaume de Portugal,363 200,,4 975 800,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,3,Poivre,Angleterre,842 400,,4 975 800,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,3,Poivre,"Colonies francaises en Amérique,Asie et afrique",2 529 600,,4 975 800,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,2,Canelle,Royaume d'Espagne,36 000,,1 007 500,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,2,Canelle,Hollande,94 300,,1 007 500,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,2,Canelle,Etats-Unis d'Amérique,7 700,,1 007 500,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,2,Canelle,Republique de Genes,23 800,,1 007 500,7 172 100,204 651 300,,Subsistances,3,,
Fatima zahra,,1787,3,Canelle,Royaume de sardaigne,8 200,,1 007 500,7 172 100,204 651 300,,Subsistances,3,,
