numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,marchandises,pays,value,DoubleAccounts
76,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Huile de graine,Royaume de Hollande,461277,0
77,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Charbons,Royaume de Hollande,1566424,0
78,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Tabacs,Royaume de Hollande,17127,0
79,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Articles réunis,Royaume de Hollande,319153,0
80,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Alun,Royaume de Hollande,2428,0
81,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Cochenille,Royaume de Hollande,566228,0
82,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Garance,Royaume de Hollande,82800,0
83,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Indigo,Royaume de Hollande,17800,0
84,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Verdet,Royaume de Hollande,38200,0
85,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Drogues réunies,Royaume de Hollande,43623,0
86,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Eaux-de-vie,Royaume de Prusse,15055888,0
87,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Vin divers,Royaume de Prusse,975376,0
88,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Vin de Bordeaux,Royaume de Prusse,11103330,0
89,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Vin de liqueurs,Royaume de Prusse,227276,0
90,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Huile d'olive,Royaume de Prusse,109908,0
91,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,"Bestiaux en bœufs, vaches, porcs et moutons",Royaume de Prusse,73120,0
92,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Farine,Royaume de Prusse,1610,0
93,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Chairs salées,Royaume de Prusse,33110,0
94,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Fromages,Royaume de Prusse,1107,0
95,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Légumes,Royaume de Prusse,78818,0
96,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Fruits divers,Royaume de Prusse,304027,0
97,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Poissons de toute sorte,Royaume de Prusse,9675,0
98,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Miel,Royaume de Prusse,600050,0
99,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Sel,Royaume de Prusse,113141,0
100,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Provisions de bouche réunies,Royaume de Prusse,393767,0
101,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Liqueurs,Royaume de Prusse,32405,0
102,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Sirops,Royaume de Prusse,933725,0
103,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Cacao,Royaume de Prusse,2250,0
104,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Café,Royaume de Prusse,8500,0
105,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Epiceries,Royaume de Prusse,10400,0
106,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Cannelle,Royaume de Prusse,550,0
107,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Coton,Royaume de Prusse,144023,0
108,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Fil,Royaume de Prusse,16502,0
109,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Soie,Royaume de Prusse,105070,0
110,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,"Brai, goudron et résine",Royaume de Prusse,16087,0
111,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Bois divers,Royaume de Prusse,20392,0
112,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Cires jaune et blanche,Royaume de Prusse,2730,0
113,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Cuirs apprêtés,Royaume de Prusse,25900,0
114,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Graines de trèfle,Royaume de Prusse,293349,0
115,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Graines de jardin,Royaume de Prusse,9310,0
116,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Graines diverses,Royaume de Prusse,6062,0
117,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Huile de graine,Royaume de Prusse,2862,0
118,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Charbons,Royaume de Prusse,1692,0
119,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Tabacs,Royaume de Prusse,165318,0
120,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Articles réunis,Royaume de Prusse,130825,0
121,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Garance,Royaume de Prusse,21700,0
122,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Rocou,Royaume de Prusse,28965,0
123,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Verdet,Royaume de Prusse,29710,0
124,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Drogues réunies,Royaume de Prusse,131235,0
125,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Eaux-de-vie,Etats de l'Allemagne,5327853,0
126,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Vin divers,Etats de l'Allemagne,10875605,0
127,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Vin de liqueurs,Etats de l'Allemagne,15012,0
128,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Huile d'olive,Etats de l'Allemagne,82564,0
129,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,"Bestiaux en bœufs, vaches, porcs et moutons",Etats de l'Allemagne,693043,0
130,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Blé,Etats de l'Allemagne,2698060,0
131,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Farine,Etats de l'Allemagne,1460,0
132,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Chairs salées,Etats de l'Allemagne,115930,0
133,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Fromages,Etats de l'Allemagne,918022,0
134,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Légumes,Etats de l'Allemagne,63034,0
135,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Fruits divers,Etats de l'Allemagne,373863,0
136,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Poissons de toute sorte,Etats de l'Allemagne,4233,0
137,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Miel,Etats de l'Allemagne,14491,0
138,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Sel,Etats de l'Allemagne,389509,0
139,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Provisions de bouche réunies,Etats de l'Allemagne,452762,0
140,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Chocolat,Etats de l'Allemagne,4803,0
141,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Liqueurs,Etats de l'Allemagne,55085,0
142,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Sirops,Etats de l'Allemagne,23454,0
143,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Café,Etats de l'Allemagne,9210,0
144,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Coton,Etats de l'Allemagne,82682,0
145,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Fil,Etats de l'Allemagne,261379,0
146,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Laine,Etats de l'Allemagne,27194,0
147,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Soie,Etats de l'Allemagne,2020033,0
148,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,"Brai, goudron et résine",Etats de l'Allemagne,708,0
149,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Bois divers,Etats de l'Allemagne,40477,0
150,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Cires jaune et blanche,Etats de l'Allemagne,5456,0
151,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Cuirs apprêtés,Etats de l'Allemagne,4982286,0
152,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Graines de trèfle,Etats de l'Allemagne,554192,0
153,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Graines de jardin,Etats de l'Allemagne,15145,0
154,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Graines diverses,Etats de l'Allemagne,96190,0
155,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Huile de graine,Etats de l'Allemagne,684467,0
156,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Charbons,Etats de l'Allemagne,106269,0
157,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Tabacs,Etats de l'Allemagne,1546710,0
158,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Articles réunis,Etats de l'Allemagne,55574,0
159,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Alun,Etats de l'Allemagne,451930,0
160,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Cochenille,Etats de l'Allemagne,255450,0
161,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Garance,Etats de l'Allemagne,865538,0
162,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Indigo,Etats de l'Allemagne,7750,0
163,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Rocou,Etats de l'Allemagne,4550,0
164,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Verdet,Etats de l'Allemagne,75913,0
165,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Drogues réunies,Etats de l'Allemagne,180849,0
166,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Eaux-de-vie,République de Suisse,1165117,0
167,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Vin divers,République de Suisse,1800303,0
168,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Vin de liqueurs,République de Suisse,33074,0
169,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Huile d'olive,République de Suisse,128129,0
170,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,"Bestiaux en bœufs, vaches, porcs et moutons",République de Suisse,1116110,0
171,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Blé,République de Suisse,2075,0
172,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Chairs salées,République de Suisse,14324,0
173,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Fromages,République de Suisse,180153,0
174,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Légumes,République de Suisse,47492,0
175,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Fruits divers,République de Suisse,131817,0
176,VERGNE Isabelle,AN F12 251,National/Résumé/AN/F_12_251/An13.csv,Résumé,An 13,Exportations,Poissons de toute sorte,République de Suisse,11103,0
